Segmentname_FV2404,Segmentgruppe_FV2404,Segment_FV2404,Datenelement_FV2404,Segment ID_FV2404,Code_FV2404,Qualifier_FV2404,Beschreibung_FV2404,Bedingungsausdruck_FV2404,Bedingung_FV2404,Unnamed: 0_FV2404,Änderung,changed_entries,Segmentname_FV2410,Segmentgruppe_FV2410,Segment_FV2410,Datenelement_FV2410,Segment ID_FV2410,Code_FV2410,Qualifier_FV2410,Beschreibung_FV2410,Bedingungsausdruck_FV2410,Bedingung_FV2410,Unnamed: 0_FV2410
Nachrichten-Kopfsegment,,UNH,,00003,,,,Muss,,0,,,Nachrichten-Kopfsegment,,UNH,,00003,,,,Muss,,0
Nachrichten-Kopfsegment,,UNH,0062,00003,,,Nachrichten-Referenznummer,X,,1,,,Nachrichten-Kopfsegment,,UNH,0062,00003,,,Nachrichten-Referenznummer,X,,1
Nachrichten-Kopfsegment,,UNH,0065,00003,UTILMD,,Netzanschluss- Stammdaten,X,,2,,,Nachrichten-Kopfsegment,,UNH,0065,00003,UTILMD,,Netzanschluss- Stammdaten,X,,2
Nachrichten-Kopfsegment,,UNH,0052,00003,D,,Entwurfs-Version,X,,3,,,Nachrichten-Kopfsegment,,UNH,0052,00003,D,,Entwurfs-Version,X,,3
Nachrichten-Kopfsegment,,UNH,0054,00003,11A,,Ausgabe 2011 - A,X,,4,,,Nachrichten-Kopfsegment,,UNH,0054,00003,11A,,Ausgabe 2011 - A,X,,4
Nachrichten-Kopfsegment,,UNH,0051,00003,UN,,UN/CEFACT,X,,5,,,Nachrichten-Kopfsegment,,UNH,0051,00003,UN,,UN/CEFACT,X,,5
Nachrichten-Kopfsegment,,UNH,0057,00003,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,,G1.0a,X,,6,,,Nachrichten-Kopfsegment,,UNH,0057,00003,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,,G1.0a,X,,6
Beginn der Nachricht,,BGM,,00004,,,,Muss [500],[500] Hinweis: Code ist gemäß der Kategorie der zu stornierenden Meldung zu wählen,7,,,Beginn der Nachricht,,BGM,,00004,,,,Muss [500],[500] Hinweis: Code ist gemäß der Kategorie der zu stornierenden Meldung zu wählen,7
Beginn der Nachricht,,BGM,1001,00004,E01,,Anmeldungen,X,,8,,,Beginn der Nachricht,,BGM,1001,00004,E01,,Anmeldungen,X,,8
Beginn der Nachricht,,BGM,1001,,E02,,Abmeldungen,X,,9,,,Beginn der Nachricht,,BGM,1001,,E02,,Abmeldungen,X,,9
Beginn der Nachricht,,BGM,1001,,E35,,Kündigung,X,,10,,,Beginn der Nachricht,,BGM,1001,,E35,,Kündigung,X,,10
Beginn der Nachricht,,BGM,1004,00004,,,Dokumentennummer,X,,11,,,Beginn der Nachricht,,BGM,1004,00004,,,Dokumentennummer,X,,11
Nachrichtendatum,,DTM,,00005,,,,Muss,,12,,,Nachrichtendatum,,DTM,,00005,,,,Muss,,12
Nachrichtendatum,,DTM,2005,00005,137,,Dokumenten-/ Nachrichtendatum/-zeit,X,,13,,,Nachrichtendatum,,DTM,2005,00005,137,,Dokumenten-/ Nachrichtendatum/-zeit,X,,13
Nachrichtendatum,,DTM,2380,00005,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt
[931] Format: ZZZ = +00",14,,,Nachrichtendatum,,DTM,2380,00005,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt
[931] Format: ZZZ = +00",14
Nachrichtendatum,,DTM,2379,00005,303,,CCYYMMDDHHMMZZZ,X,,15,,,Nachrichtendatum,,DTM,2379,00005,303,,CCYYMMDDHHMMZZZ,X,,15
MP-ID Absender,SG2,,,,,,,Muss,,16,,,MP-ID Absender,SG2,,,,,,,Muss,,16
MP-ID Absender,SG2,NAD,,00008,,,,Muss,,17,,,MP-ID Absender,SG2,NAD,,00008,,,,Muss,,17
MP-ID Absender,SG2,NAD,3035,00008,MS,,Dokumenten-/ Nachrichtenaussteller bzw. -absender,X,,18,,,MP-ID Absender,SG2,NAD,3035,00008,MS,,Dokumenten-/ Nachrichtenaussteller bzw. -absender,X,,18
MP-ID Absender,SG2,NAD,3039,00008,,,MP-ID,X,,19,,,MP-ID Absender,SG2,NAD,3039,00008,,,MP-ID,X,,19
MP-ID Absender,SG2,NAD,3055,00008,9,,GS1,X,,20,,,MP-ID Absender,SG2,NAD,3055,00008,9,,GS1,X,,20
MP-ID Absender,SG2,NAD,3055,,332,,"DE, DVGW Service & Consult GmbH",X,,21,,,MP-ID Absender,SG2,NAD,3055,,332,,"DE, DVGW Service & Consult GmbH",X,,21
Ansprechpartner,SG3,,,,,,,Kann,,22,,,Ansprechpartner,SG3,,,,,,,Kann,,22
Ansprechpartner,SG3,CTA,,00009,,,,Muss,,23,,,Ansprechpartner,SG3,CTA,,00009,,,,Muss,,23
Ansprechpartner,SG3,CTA,3139,00009,IC,,Informationskontakt,X,,24,,,Ansprechpartner,SG3,CTA,3139,00009,IC,,Informationskontakt,X,,24
Ansprechpartner,SG3,CTA,3412,00009,,,Name vom Ansprechpartner,X,,25,,,Ansprechpartner,SG3,CTA,3412,00009,,,Name vom Ansprechpartner,X,,25
Kommunikationsverbindung,SG3,COM,,00010,,,,Muss,,26,,,Kommunikationsverbindung,SG3,COM,,00010,,,,Muss,,26
Kommunikationsverbindung,SG3,COM,3148,00010,,,Nummer / Adresse,X,,27,,,Kommunikationsverbindung,SG3,COM,3148,00010,,,Nummer / Adresse,X,,27
Kommunikationsverbindung,SG3,COM,3155,00010,EM,,Elektronische Post,X [1P0..1],,28,,,Kommunikationsverbindung,SG3,COM,3155,00010,EM,,Elektronische Post,X [1P0..1],,28
Kommunikationsverbindung,SG3,COM,3155,,FX,,Telefax,X [1P0..1],,29,,,Kommunikationsverbindung,SG3,COM,3155,,FX,,Telefax,X [1P0..1],,29
Kommunikationsverbindung,SG3,COM,3155,,TE,,Telefon,X [1P0..1],,30,,,Kommunikationsverbindung,SG3,COM,3155,,TE,,Telefon,X [1P0..1],,30
Kommunikationsverbindung,SG3,COM,3155,,AJ,,weiteres Telefon,X [1P0..1],,31,,,Kommunikationsverbindung,SG3,COM,3155,,AJ,,weiteres Telefon,X [1P0..1],,31
Kommunikationsverbindung,SG3,COM,3155,,AL,,Handy,X [1P0..1],,32,,,Kommunikationsverbindung,SG3,COM,3155,,AL,,Handy,X [1P0..1],,32
MP-ID Empfänger,SG2,,,,,,,Muss,,33,,,MP-ID Empfänger,SG2,,,,,,,Muss,,33
MP-ID Empfänger,SG2,NAD,,00011,,,,Muss,,34,,,MP-ID Empfänger,SG2,NAD,,00011,,,,Muss,,34
MP-ID Empfänger,SG2,NAD,3035,00011,MR,,Nachrichtenempfänger,X,,35,,,MP-ID Empfänger,SG2,NAD,3035,00011,MR,,Nachrichtenempfänger,X,,35
MP-ID Empfänger,SG2,NAD,3039,00011,,,MP-ID,X,,36,,,MP-ID Empfänger,SG2,NAD,3039,00011,,,MP-ID,X,,36
MP-ID Empfänger,SG2,NAD,3055,00011,9,,GS1,X,,37,,,MP-ID Empfänger,SG2,NAD,3055,00011,9,,GS1,X,,37
MP-ID Empfänger,SG2,NAD,3055,,332,,"DE, DVGW Service & Consult GmbH",X,,38,,,MP-ID Empfänger,SG2,NAD,3055,,332,,"DE, DVGW Service & Consult GmbH",X,,38
Vorgang,SG4,,,,,,,Muss,,39,,,Vorgang,SG4,,,,,,,Muss,,39
Vorgang,SG4,IDE,,00012,,,,Muss,,40,,,Vorgang,SG4,IDE,,00012,,,,Muss,,40
Vorgang,SG4,IDE,7495,00012,24,,Transaktion,X,,41,,,Vorgang,SG4,IDE,7495,00012,24,,Transaktion,X,,41
Vorgang,SG4,IDE,7402,00012,,,Vorgangsnummer,X,,42,,,Vorgang,SG4,IDE,7402,00012,,,Vorgangsnummer,X,,42
Transaktionsgrund,SG4,STS,,00026,,,,Muss [2061],[2061] Segment bzw. Segmentgruppe ist genau einmal je SG4 IDE (Vorgang) anzugeben,43,,,Transaktionsgrund,SG4,STS,,00026,,,,Muss [2061],[2061] Segment bzw. Segmentgruppe ist genau einmal je SG4 IDE (Vorgang) anzugeben,43
Transaktionsgrund,SG4,STS,9015,00026,7,,Transaktionsgrund,X,,44,,,Transaktionsgrund,SG4,STS,9015,00026,7,,Transaktionsgrund,X,,44
Transaktionsgrund,SG4,STS,9013,00026,E05,,Stornierung,X,,45,,,Transaktionsgrund,SG4,STS,9013,00026,E05,,Stornierung,X,,45
Status der Antwort,SG4,STS,,00028,,,,Muss [249],[249] Innerhalb eines SG4 IDE müssen alle DE1131 der SG4 STS+E01 den identischen Wert enthalten ,46,,,Status der Antwort,SG4,STS,,00028,,,,Muss [249],[249] Innerhalb eines SG4 IDE müssen alle DE1131 der SG4 STS+E01 den identischen Wert enthalten ,46
Status der Antwort,SG4,STS,9015,00028,E01,,Status der Antwort,X,,47,,,Status der Antwort,SG4,STS,9015,00028,E01,,Status der Antwort,X,,47
Status der Antwort,SG4,STS,9013,00028,,,Code des Prüfschritts,X,,48,,,Status der Antwort,SG4,STS,9013,00028,,,Code des Prüfschritts,X,,48
Status der Antwort,SG4,STS,1131,00028,G_0003,,Codeliste Gas Nr. G_0003,X,,49,,,Status der Antwort,SG4,STS,1131,00028,G_0003,,Codeliste Gas Nr. G_0003,X,,49
Bemerkung (Feld für allgemeine Hinweise),SG4,FTX,,00031,,,,Muss [48] Kann,[48] Wenn in dieser SG4 das STS+E01++E14 (Status der Antwort: Ablehnung Sonstiges) vorhanden,50,,,Bemerkung (Feld für allgemeine Hinweise),SG4,FTX,,00031,,,,Muss [48] Kann,[48] Wenn in dieser SG4 das STS+E01++E14 (Status der Antwort: Ablehnung Sonstiges) vorhanden,50
Bemerkung (Feld für allgemeine Hinweise),SG4,FTX,4451,00031,ACB,,Zusätzliche Informationen (für allgemeine Hinweise),X,,51,,,Bemerkung (Feld für allgemeine Hinweise),SG4,FTX,4451,00031,ACB,,Zusätzliche Informationen (für allgemeine Hinweise),X,,51
Bemerkung (Feld für allgemeine Hinweise),SG4,FTX,4440,00031,,,Text für allgemeine Information,X,,52,,,Bemerkung (Feld für allgemeine Hinweise),SG4,FTX,4440,00031,,,Text für allgemeine Information,X,,52
Prüfidentifikator,SG6,,,,,,,Muss,,53,,,Prüfidentifikator,SG6,,,,,,,Muss,,53
Prüfidentifikator,SG6,RFF,,00037,,,,Muss,,54,,,Prüfidentifikator,SG6,RFF,,00037,,,,Muss,,54
