,Segmentname,Segmentgruppe,Segment,Datenelement,Segment ID,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedingung
0,Nachrichten-Kopfsegment,,UNH,,,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,0062,,,,Nachrichten-Referenznummer,X,
2,Nachrichten-Kopfsegment,,UNH,0065,,QUOTES,,Angebot,X,
3,Nachrichten-Kopfsegment,,UNH,0052,,D,,Entwurfs-Version,X,
4,Nachrichten-Kopfsegment,,UNH,0054,,10A,,Ausgabe 2010 - A,X,
5,Nachrichten-Kopfsegment,,UNH,0051,,UN,,UN/CEFACT,X,
6,Nachrichten-Kopfsegment,,UNH,0057,,1.2,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,
7,Beginn der Nachricht,,BGM,,,,,,Muss,
8,Beginn der Nachricht,,BGM,1001,,Z57,,Übermittlung von Werten an ESA,X,
9,Beginn der Nachricht,,BGM,1004,,,,Dokumentennummer,X,
10,Nachrichtendatum,,DTM,,,,,,Muss,
11,Nachrichtendatum,,DTM,2005,,137,,Dokumenten-/ Nachrichtendatum/-zeit,X,
12,Nachrichtendatum,,DTM,2380,,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt.
[931] Format: ZZZ = +00"
13,Nachrichtendatum,,DTM,2379,,303,,CCYYMMDDHHMMZZZ,X,
14,Beginn zum (nächstmöglichen Termin),,DTM,,,,,,Muss,
15,Beginn zum (nächstmöglichen Termin),,DTM,2005,,469,,"Startdatum oder - zeitpunkt, frühestes/r",X,
16,Beginn zum (nächstmöglichen Termin),,DTM,2380,,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [UB1],
17,Beginn zum (nächstmöglichen Termin),,DTM,2379,,303,,CCYYMMDDHHMMZZZ,X,
18,Erforderliche Zeitspanne zur Einrichtung der Übermittlung von Werten ab Bestellung,,DTM,,,,,,Kann,
19,Erforderliche Zeitspanne zur Einrichtung der Übermittlung von Werten ab Bestellung,,DTM,2005,,279,,Vom Bestelleingangsdatum bis Lieferdatum,X,
20,Erforderliche Zeitspanne zur Einrichtung der Übermittlung von Werten ab Bestellung,,DTM,2380,,,,Zeitraum,X [908],[908] Format: Mögliche Werte: 1 bis n
21,Erforderliche Zeitspanne zur Einrichtung der Übermittlung von Werten ab Bestellung,,DTM,2379,,802,,Monat,X,
22,Erforderliche Zeitspanne zur Einrichtung der Übermittlung von Werten ab Bestellung,,DTM,2379,,803,,Woche,X,
23,Erforderliche Zeitspanne zur Einrichtung der Übermittlung von Werten ab Bestellung,,DTM,2379,,804,,Tag,X,
24,Gültigkeitsdauer (Bindungsfrist des Angebots),,DTM,,,,,,Muss,
25,Gültigkeitsdauer (Bindungsfrist des Angebots),,DTM,2005,,273,,Gültigkeitszeitspanne,X,
26,Gültigkeitsdauer (Bindungsfrist des Angebots),,DTM,2380,,,,Zeitraum,X [908],[908] Format: Mögliche Werte: 1 bis n
27,Gültigkeitsdauer (Bindungsfrist des Angebots),,DTM,2379,,802,,Monat,X,
28,Gültigkeitsdauer (Bindungsfrist des Angebots),,DTM,2379,,803,,Woche,X,
29,Gültigkeitsdauer (Bindungsfrist des Angebots),,DTM,2379,,804,,Tag,X,
30,Allgemeine Information (Feld für allgemeine Hinweise),,FTX,,,,,,Kann,
31,Allgemeine Information (Feld für allgemeine Hinweise),,FTX,4451,,(für allgemeine Hinweise),,,ACB,
32,Allgemeine Information (Feld für allgemeine Hinweise),,FTX,4440,,,,Freier Text,X,
33,Nachrichtennummer der Anfrage,SG1,,,,,,,Muss,
34,Nachrichtennummer der Anfrage,SG1,RFF,,,,,,Muss,
35,Nachrichtennummer der Anfrage,SG1,RFF,1153,,AAV,,Nummer der Anfrage,X,
36,Nachrichtennummer der Anfrage,SG1,RFF,1154,,,,Nachrichtennummer,X,
37,Prüfidentifikator,SG1,,,,,,,Muss,
38,Prüfidentifikator,SG1,RFF,,,,,,Muss,
39,Prüfidentifikator,SG1,RFF,1153,,Z13,,Prüfidentifikator,X,
40,Prüfidentifikator,SG1,RFF,1154,,15003,,Angebot zur Anfrage von Werten für ESA,X,
41,Währungsangaben,SG4,,,,,,,Muss,
42,Währungsangaben,SG4,CUX,,,,,,Muss,
43,Währungsangaben,SG4,CUX,6347,,2,,Referenzwährung,X,
44,Währungsangaben,SG4,CUX,6345,,EUR,,Euro,X,
45,Währungsangaben,SG4,CUX,6343,,4,,Währung der Rechnung,X,
46,MP-ID Absender,SG11,,,,,,,Muss,
47,MP-ID Absender,SG11,NAD,,,,,,Muss,
48,MP-ID Absender,SG11,NAD,3035,,,,,MS,
49,MP-ID Absender,SG11,NAD,3039,,,,MP-ID,X [39],[39] MP-ID nur aus Sparte Strom
50,MP-ID Absender,SG11,NAD,3055,,9,,GS1,X,
51,MP-ID Absender,SG11,NAD,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,
52,Ansprechpartner,SG14,,,,,,,Muss,
53,Ansprechpartner,SG14,CTA,,,,,,Muss,
54,Ansprechpartner,SG14,CTA,3139,,,,,IC,
55,Ansprechpartner,SG14,CTA,3412,,,,Kontakt,X,
56,Kommunikationsverbindung,SG14,COM,,,,,,Muss,
57,Kommunikationsverbindung,SG14,COM,3148,,,,"Kommunikationsadresse, Identifikation",X,
58,Kommunikationsverbindung,SG14,COM,3155,,EM,,Elektronische Post,X [1P0..1],
59,Kommunikationsverbindung,SG14,COM,3155,,FX,,Telefax,X [1P0..1],
60,Kommunikationsverbindung,SG14,COM,3155,,TE,,Telefon,X [1P0..1],
61,Kommunikationsverbindung,SG14,COM,3155,,AJ,,weiteres Telefon,X [1P0..1],
62,Kommunikationsverbindung,SG14,COM,3155,,AL,,Handy,X [1P0..1],
63,MP-ID Empfänger,SG11,,,,,,,Muss,
64,MP-ID Empfänger,SG11,NAD,,,,,,Muss,
65,MP-ID Empfänger,SG11,NAD,3035,,,,,MR,
