,Segmentname,Segmentgruppe,Segment,Datenelement,Segment ID,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedingung
0,Nachrichten-Kopfsegment,,UNH,,00001,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,0062,00001,,,Nachrichten-Referenznummer,X,
2,Nachrichten-Kopfsegment,,UNH,0065,00001,INSRPT,,Prüfbericht,X,
3,Nachrichten-Kopfsegment,,UNH,0052,00001,D,,Entwurfs-Version,X,
4,Nachrichten-Kopfsegment,,UNH,0054,00001,10A,,Ausgabe 2010 - A,X,
5,Nachrichten-Kopfsegment,,UNH,0051,00001,UN,,UN/CEFACT,X,
6,Nachrichten-Kopfsegment,,UNH,0057,00001,1.1a,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,
7,Beginn der Nachricht,,BGM,,00002,,,,Muss,
8,Beginn der Nachricht,,BGM,1001,00002,4,,Prüfbericht,X,
9,Beginn der Nachricht,,BGM,1004,00002,,,Dokumentennummer,X,
10,Dokumentendatum,,DTM,,00003,,,,Muss,
11,Dokumentendatum,,DTM,2005,00003,137,,Dokumenten-/ Nachrichtendatum/-zeit,X,
12,Dokumentendatum,,DTM,2380,00003,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt
[931] Format: ZZZ = +00"
13,Dokumentendatum,,DTM,2379,00003,303,,CCYYMMDDHHMMZZZ,X,
14,MP-ID Empfänger,SG2,,,,,,,Muss,
15,MP-ID Empfänger,SG2,NAD,,00004,,,,Muss,
16,MP-ID Empfänger,SG2,NAD,3035,00004,MR,,Nachrichtenempfänger,X,
17,MP-ID Empfänger,SG2,NAD,3039,00004,,,MP-ID,X [14],[14] Nur MP-ID aus Sparte Strom
18,MP-ID Empfänger,SG2,NAD,3055,00004,9,,GS1,X,
19,MP-ID Empfänger,SG2,NAD,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,
20,MP-ID Absender,SG2,,,,,,,Muss,
21,MP-ID Absender,SG2,NAD,,00005,,,,Muss,
22,MP-ID Absender,SG2,NAD,3035,00005,MS,,Dokumenten-/ Nachrichtenaussteller bzw. -absender,X,
23,MP-ID Absender,SG2,NAD,3039,00005,,,MP-ID,X [14],[14] Nur MP-ID aus Sparte Strom
24,MP-ID Absender,SG2,NAD,3055,00005,9,,GS1,X,
25,MP-ID Absender,SG2,NAD,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,
26,Dokument-/Nachricht- Einzelheiten,SG3,,,,,,,Muss,
27,Dokument-/Nachricht- Einzelheiten,SG3,DOC,,00006,,,,Muss,
28,Dokument-/Nachricht- Einzelheiten,SG3,DOC,1001,00006,23,,Statusinformationen,X,
29,Dokument-/Nachricht- Einzelheiten,SG3,DOC,1004,00006,,,Vorgangsnummer,X,
30,Prüfidentifikator,SG4,,,,,,,Muss,
31,Prüfidentifikator,SG4,RFF,,00007,,,,Muss,
32,Prüfidentifikator,SG4,RFF,1153,00007,Z13,,Prüfidentifikator,X,
33,Prüfidentifikator,SG4,RFF,1154,00007,23011,,WiM / Informationsmeldung (Störungsmeldung) vom MSB der MaLo,X,
34,Positionsdaten,SG7,,,,,,,Muss,
35,Positionsdaten,SG7,LIN,,00015,,,,Muss,
36,Positionsdaten,SG7,LIN,1082,00015,,,Positionsnummer,X [908] [511],"[511] Hinweis: Die Nummerierung beginnt in jedem Dokument bei 1
[908] Format: Mögliche Werte: 1 bis n"
37,Beginn des Geräte-Status,SG7,DTM,,00017,,,,Kann,
38,Beginn des Geräte-Status,SG7,DTM,2005,00017,163,,"Verarbeitung, Beginndatum/-zeit",X,
39,Beginn des Geräte-Status,SG7,DTM,2380,00017,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X ([931] [13] ∧ [495]) ⊻ ([495] ∧ [515]),"[13] Wenn DE2379 = 303
[495] Der Zeitpunkt muss ≤ dem Wert im DE2380 des DTM+137 sein
[515] Hinweis: ""≤ dem Wert im DE2380 des DTM+137"" bedeutet, dass der dort genannte Tag ≥ dem in diesem DTM genannten Tag sein muss, wenn in DE2379 der Code 102 steht.
[931] Format: ZZZ = +00"
40,Beginn des Geräte-Status,SG7,DTM,2379,00017,102,,CCYYMMDD,X,
41,Beginn des Geräte-Status,SG7,DTM,2379,,303,,CCYYMMDDHHMMZZZ,X,
42,Ende des Zustands,SG7,DTM,,00019,,,,Muss,
43,Ende des Zustands,SG7,DTM,2005,00019,292,,"Datum/Zeit der abgeschlossenen Leistung (Arbeit), geplant",X,
44,Ende des Zustands,SG7,DTM,2380,00019,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [13],"[13] Wenn DE2379 = 303
[931] Format: ZZZ = +00"
45,Ende des Zustands,SG7,DTM,2379,00019,102,,CCYYMMDD,X,
