,Segmentname,Segmentgruppe,Segment,Datenelement,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedingung
0,Nachrichten-Kopfsegment,,,,,,,Muss,
1,UNH,,UNH,0062,,,Nachrichten-Referenznummer,X,
2,UNH,,UNH,0065,INSRPT,,Prüfbericht,X,
3,UNH,,UNH,0052,D,,Entwurfs-Version,X,
4,UNH,,UNH,0054,10A,,Ausgabe 2010 - A,X,
5,UNH,,UNH,0051,UN,,UN/CEFACT,X,
6,UNH,,UNH,0057,1.1a,,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung,X,
7,Beginn der Nachricht,,,,,,,Muss,
8,BGM,,BGM,1001,4,,Prüfbericht,X,
9,BGM,,BGM,1004,,,Dokumentennummer,X,
10,Dokumentendatum,,,,,,,Muss,
11,DTM,,DTM,2005,137,,Dokumenten-/Nachrichtendatum/-zeit,X,
12,DTM,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt 
[931] Format: ZZZ = +00"
13,DTM,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,
14,MP-ID Empfänger,SG2,,,,,,Muss,
15,MP-ID Empfänger,SG2,,,,,,Muss,
16,MP-ID Empfänger,SG2,NAD,,,,,Muss,
17,MP-ID Empfänger,SG2,NAD,3035,MR,,Nachrichtenempfänger,X,
18,MP-ID Empfänger,SG2,NAD,3039,,,MP-ID,X [14],[14] Nur MP-ID aus Sparte Strom
19,MP-ID Empfänger,SG2,NAD,3055,9,,GS1,X,
20,MP-ID Empfänger,SG2,NAD,3055,293,,"DE, BDEW(Bundesverband derEnergie- undWasserwirtschaft e.V.)",X,
21,MP-ID Absender,SG2,,,,,,Muss,
22,MP-ID Absender,SG2,,,,,,Muss,
23,MP-ID Absender,SG2,NAD,,,,,Muss,
24,MP-ID Absender,SG2,NAD,3035,MS,,Dokumenten-/Nachrichtenausstellerbzw. -absender,X,
25,MP-ID Absender,SG2,NAD,3039,,,MP-ID,X [14],[14] Nur MP-ID aus Sparte Strom
26,MP-ID Absender,SG2,NAD,3055,9,,GS1,X,
27,MP-ID Absender,SG2,NAD,3055,293,,"DE, BDEW(Bundesverband derEnergie- undWasserwirtschaft e.V.)",X,
28,Dokument-/Nachricht- Einzelheiten,SG3,,,,,,Muss,
29,Dokument-/Nachricht- Einzelheiten,SG3,,,,,,Muss,
30,Dokument-/Nachricht- Einzelheiten,SG3,DOC,,,,,Muss,
31,Dokument-/Nachricht- Einzelheiten,SG3,DOC,1001,23,,Statusinformationen,X,
32,Dokument-/Nachricht- Einzelheiten,SG3,DOC,1004,,,Vorgangsnummer,X,
33,Prüfidentifikator,SG4,,,,,,Muss,
34,Prüfidentifikator,SG4,,,,,,Muss,
35,Prüfidentifikator,SG4,RFF,,,,,Muss,
36,Prüfidentifikator,SG4,RFF,1153,Z13,,Prüfidentifikator,X,
37,Prüfidentifikator,SG4,RFF,1154,23011,,WiM /Informationsmeldung(Störungsmeldung) vomMSB der MaLo,,
38,Prüfidentifikator,SG4,RFF,1154,23012,,WiM /Informationsmeldung(Störungsbehebung) vomMSB der MaLo,X,
39,Referenzangaben,SG4,,,,,,Muss,
40,Referenzangaben,SG4,,,,,,Muss,
41,Referenzangaben,SG4,RFF,,,,,Muss,
42,Referenzangaben,SG4,RFF,1153,TN,,Transaktions-Referenznummer,X,
43,Referenzangaben,SG4,RFF,1154,,,Dokumenten-/Vorgangsnummerder Bezugsnachricht,X [508],[508] Hinweis: Vorgangsnummer aus DOC DE1004.
44,Positionsdaten,SG7,,,,,,Muss,
45,Positionsdaten,SG7,,,,,,Muss,
46,Positionsdaten,SG7,LIN,,,,,Muss,
47,Positionsdaten,SG7,LIN,1082,,,Positionsnummer,X [908] [511],"[511] Hinweis: Die Nummerierung beginnt in jedem Dokument bei 1 
[908] Format: Mögliche Werte: 1 bis n"
48,Zeitpunkt zu dem der Geräte-Status ermittelt wurde,SG7,,,,,,,
49,Zeitpunkt zu dem der Geräte-Status ermittelt wurde,SG7,,,,,,Soll [3],
50,Zeitpunkt zu dem der Geräte-Status ermittelt wurde,SG7,DTM,,,,,Soll [3],[3] Wenn vorhanden.
51,Zeitpunkt zu dem der Geräte-Status ermittelt wurde,SG7,DTM,2005,9,,Bearbeitungs-/Verarbeitungsdatum/-zeit,X,
52,Zeitpunkt zu dem der Geräte-Status ermittelt wurde,SG7,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X ([931] [13] ∧[495]) ⊻ ([495]∧ [515]),"[13] Wenn DE2379 = 303 
[495] Der Zeitpunkt muss ≤ dem Wert im DE2380 des DTM+137 sein 
[515] Hinweis: ""≤ dem Wert im DE2380 des DTM+137"" bedeutet, dass der dort genannte Tag ≥ dem in diesem DTM genannten Tag sein muss, wenn in DE2379 der Code 102 steht. 
[931] Format: ZZZ = +00"
53,Zeitpunkt zu dem der Geräte-Status ermittelt wurde,SG7,DTM,2379,102,,CCYYMMDD,X,
54,Zeitpunkt zu dem der Geräte-Status ermittelt wurde,SG7,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,
55,Beginn des Geräte-Status,SG7,,,,,,,
56,Beginn des Geräte-Status,SG7,,,,,,Kann,
57,Beginn des Geräte-Status,SG7,DTM,,,,,Kann,
58,Beginn des Geräte-Status,SG7,DTM,2005,163,,"Verarbeitung,Beginndatum/-zeit",X,
59,Beginn des Geräte-Status,SG7,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X ([931] [13] ∧[495]) ⊻ ([495]∧ [515]),"[13] Wenn DE2379 = 303 
[495] Der Zeitpunkt muss ≤ dem Wert im DE2380 des DTM+137 sein 
[515] Hinweis: ""≤ dem Wert im DE2380 des DTM+137"" bedeutet, dass der dort genannte Tag ≥ dem in diesem DTM genannten Tag sein muss, wenn in DE2379 der Code 102 steht. 
[931] Format: ZZZ = +00"
60,Beginn des Geräte-Status,SG7,DTM,2379,102,,CCYYMMDD,X,
61,Beginn des Geräte-Status,SG7,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,
62,Ende des Geräte-Status,SG7,,,,,,,
63,Ende des Geräte-Status,SG7,,,,,,Muss,
64,Ende des Geräte-Status,SG7,DTM,,,,,Muss,
65,Ende des Geräte-Status,SG7,DTM,2005,164,,"Verarbeitung,Endedatum/-zeit",X,
66,Ende des Geräte-Status,SG7,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X ([931] [13] ∧[495]) ⊻ ([495]∧ [515]),"[13] Wenn DE2379 = 303 
[495] Der Zeitpunkt muss ≤ dem Wert im DE2380 des DTM+137 sein 
[515] Hinweis: ""≤ dem Wert im DE2380 des DTM+137"" bedeutet, dass der dort genannte Tag ≥ dem in diesem DTM genannten Tag sein muss, wenn in DE2379 der Code 102 steht. 
[931] Format: ZZZ = +00"
67,Ende des Geräte-Status,SG7,DTM,2379,102,,CCYYMMDD,X,
68,Ende des Geräte-Status,SG7,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,
69,Ende des Zustands,SG7,,,,,,,
70,Ende des Zustands,SG7,,,,,,,
71,Ende des Zustands,SG7,DTM,,,,,,
72,Ende des Zustands,SG7,DTM,2005,292,,"Datum/Zeit derabgeschlossenenLeistung (Arbeit), geplant",,
73,Ende des Zustands,SG7,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",,"[13] Wenn DE2379 = 303 
[931] Format: ZZZ = +00"
74,Ende des Zustands,SG7,DTM,2379,102,,CCYYMMDD,,
75,Ende des Zustands,SG7,DTM,2379,303,,CCYYMMDDHHMMZZZ,,
76,Gerätestatus,SG7,,,,,,,
77,Gerätestatus,SG7,,,,,,Muss,
78,Gerätestatus,SG7,STS,,,,,Muss,
79,Gerätestatus,SG7,STS,9015,Z06,,Gerätestatus,X,
80,Gerätestatus,SG7,STS,4405,Z09,,störungsfrei,X,
81,Gerätestatus,SG7,STS,4405,Z10,,gestört,X,
82,Gerätestatus,SG7,STS,9013,Z75,,Kommunikationsstörung,X,
83,Gerätestatus,SG7,STS,9013,Z78,,Gerätewechsel,X,
84,Gerätestatus,SG7,STS,9013,Z81,,Messeinrichtunggestört/defekt,X,
85,Gerätestatus,SG7,STS,9013,ZB8,,keine Störungfeststellbar,X,
86,Gerätestatus,SG7,STS,9013,ZC1,,Störungsbehebung nichtmöglich,X [506] ∧ [507],
87,Gerätestatus,SG7,STS,9013,ZS1,,Reparatur ohneGerätewechsel,X,"[506] Hinweis: Zu nutzen, wenn Behebung der Störung durch den MSB selbständig und unverschuldet nicht möglich ist.  
[507] Hinweis: In SG7 FTX+AAO ist anzugeben, was die übergeordnete Ursache ist, aufgrund derer der MSB nicht in der Lage ist die Störung zu beheben."
88,Freier Text,SG7,,,,,,,
89,Freier Text,SG7,,,,,,Muss [2],
90,Freier Text,SG7,FTX,,,,,Muss [2],[2] Wenn SG7 STS+Z06+Z10+ZC1 vorhanden.
91,Freier Text,SG7,FTX,4451,AAO,,Fehlerbeschreibung(Freier Text),X,
92,Freier Text,SG7,FTX,4440,,,Freier Text,X,
93,Messlokation,SG8,,,,,,Muss,
94,Messlokation,SG8,,,,,,Muss,
95,Messlokation,SG8,NAD,,,,,Muss,
96,Messlokation,SG8,NAD,3035,DP,,Lieferanschrift,X,
97,Meldepunkt,SG8,,,,,,,
98,Meldepunkt,SG8,,,,,,Muss,
99,Meldepunkt,SG8,LOC,,,,,Muss,
100,Meldepunkt,SG8,LOC,3227,172,,Meldepunkt,X,
101,Meldepunkt,SG8,LOC,3225,,,Identifikator,X [950] [510],"[510] Hinweis: Verwendung der ID der Marktlokation 
[950] Format: Marktlokations-ID"
102,Gestörte Messlokation ,SG8,,,,,,,
103,Gestörte Messlokation ,SG8,,,,,,Muss [4] ⊻ [5],
104,Gestörte Messlokation ,SG8,RFF,,,,,Muss [4] ⊻ [5],"[4] Wenn MP-ID in SG2 NAD+MR in der Rolle NB 
[5] Wenn MP-ID in SG2 NAD+MR in der Rolle LF"
105,Gestörte Messlokation ,SG8,RFF,1153,Z21,,zugeordneteMesslokation,X,
