,Segmentname,Segmentgruppe,Segment,Datenelement,Segment ID,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedingung
0,Nachrichten-Kopfsegment,,UNH,,00001,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,0062,00001,,,Nachrichten-Referenznummer,X,
2,Nachrichten-Kopfsegment,,UNH,0065,00001,INSRPT,,Prüfbericht,X,
3,Nachrichten-Kopfsegment,,UNH,0052,00001,D,,Entwurfs-Version,X,
4,Nachrichten-Kopfsegment,,UNH,0054,00001,10A,,Ausgabe 2010 - A,X,
5,Nachrichten-Kopfsegment,,UNH,0051,00001,UN,,UN/CEFACT,X,
6,Nachrichten-Kopfsegment,,UNH,0057,00001,1.1a,,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung,X,
7,Beginn der Nachricht,,BGM,,00002,,,,Muss,
8,Beginn der Nachricht,,BGM,1001,00002,4,,Prüfbericht,X,
9,Beginn der Nachricht,,BGM,1004,00002,,,Dokumentennummer,X,
10,Dokumentendatum,,DTM,,00003,,,,Muss,
11,Dokumentendatum,,DTM,2005,00003,137,,Dokumenten-/Nachrichtendatum/-zeit,X,
12,Dokumentendatum,,DTM,2380,00003,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt 
[931] Format: ZZZ = +00"
13,Dokumentendatum,,DTM,2379,00003,303,,CCYYMMDDHHMMZZZ,X,
14,MP-ID Empfänger,SG2,,,,,,,Muss,
15,MP-ID Empfänger,SG2,NAD,,00004,,,,Muss,
16,MP-ID Empfänger,SG2,NAD,3035,00004,MR,,Nachrichtenempfänger,X,
17,MP-ID Empfänger,SG2,NAD,3039,00004,,,MP-ID,X,
18,MP-ID Empfänger,SG2,NAD,3055,00004,9,,GS1,X,
19,MP-ID Empfänger,SG2,NAD,3055,,293,,"DE, BDEW(Bundesverband derEnergie- undWasserwirtschaft e.V.)",X,
20,MP-ID Empfänger,SG2,NAD,3055,,332,,"DE, DVGW Service &Consult GmbH",X,
21,MP-ID Absender,SG2,,,,,,,Muss,
22,MP-ID Absender,SG2,NAD,,00005,,,,Muss,
23,MP-ID Absender,SG2,NAD,3035,00005,MS,,Dokumenten-/Nachrichtenausstellerbzw. -absender,X,
24,MP-ID Absender,SG2,NAD,3039,00005,,,MP-ID,X,
25,MP-ID Absender,SG2,NAD,3055,00005,9,,GS1,X,
26,MP-ID Absender,SG2,NAD,3055,,293,,"DE, BDEW(Bundesverband derEnergie- undWasserwirtschaft e.V.)",X,
27,Dokument-/Nachricht- Einzelheiten,SG3,,,,,,,Muss,
28,Dokument-/Nachricht- Einzelheiten,SG3,DOC,,00006,,,,Muss,
29,Dokument-/Nachricht- Einzelheiten,SG3,DOC,1001,00006,23,,Statusinformationen,X,
30,Dokument-/Nachricht- Einzelheiten,SG3,DOC,1001,,293,,Prüfbericht,,
31,Dokument-/Nachricht- Einzelheiten,SG3,DOC,1004,00006,,,Vorgangsnummer,X,
32,Prüfidentifikator,SG4,,,,,,,Muss,
33,Prüfidentifikator,SG4,RFF,,00007,,,,Muss,
34,Prüfidentifikator,SG4,RFF,1153,00007,Z13,,Prüfidentifikator,X,
35,Prüfidentifikator,SG4,RFF,1154,00007,23005,,WiM /Informationsmeldung(Störungsmeldung) vomMSB an NB (Gas)/MSB(Strom),X,
36,Prüfidentifikator,SG4,RFF,1154,,23009,,WiM /Informationsmeldung(Störungsbehebung) vomMSB an NB (Gas)/MSB(Strom),,
37,Referenzangaben,SG4,,,,,,,,
38,Referenzangaben,SG4,RFF,,00008,,,,,
39,Referenzangaben,SG4,RFF,1153,00008,TN,,Transaktions-Referenznummer,,
40,Referenzangaben,SG4,RFF,1154,00008,,,Dokumenten-/Vorgangsnummerder Bezugsnachricht,,[508] Hinweis: Vorgangsnummer aus DOC DE1004.
41,Positionsdaten,SG7,,,,,,,Muss,
42,Positionsdaten,SG7,LIN,,00015,,,,Muss,
43,Positionsdaten,SG7,LIN,1082,00015,,,Positionsnummer,X [908] [511],"[511] Hinweis: Die Nummerierung beginnt in jedem Dokument bei 1 
[908] Format: Mögliche Werte: 1 bis n"
44,Zeitpunkt zu dem der Geräte-Status ermittelt wurde,SG7,DTM,,00016,,,,,[3] Wenn vorhanden.
45,Zeitpunkt zu dem der Geräte-Status ermittelt wurde,SG7,DTM,2005,00016,9,,Bearbeitungs-/Verarbeitungsdatum/-zeit,,
46,Zeitpunkt zu dem der Geräte-Status ermittelt wurde,SG7,DTM,2380,00016,,,"Datum oder Uhrzeit oderZeitspanne, Wert",,"[13] Wenn DE2379 = 303 
[495] Der Zeitpunkt muss ≤ dem Wert im DE2380 des DTM+137 sein 
[515] Hinweis: ""≤ dem Wert"
47,Zeitpunkt zu dem der Geräte-Status ermittelt wurde,SG7,DTM,2379,00016,102,,CCYYMMDD,,
