#,Segmentname_FV2304,Segmentgruppe_FV2304,Segment_FV2304,Datenelement_FV2304,Segment ID_FV2304,Code_FV2304,Beschreibung_FV2304,Bedingungsausdruck_FV2304,Bedingung_FV2304,Änderung,Segmentname_FV2310,Segmentgruppe_FV2310,Segment_FV2310,Datenelement_FV2310,Segment ID_FV2310,Code_FV2310,Beschreibung_FV2310,Bedingungsausdruck_FV2310,Bedingung_FV2310
1,Nachrichten-Kopfsegment,,UNH,,,,,Muss,,ÄNDERUNG,Nachrichten-Kopfsegment,,UNH,,00001,,,Muss,
2,Nachrichten-Kopfsegment,,UNH,0062,,,Nachrichten-Referenznummer,X,,ÄNDERUNG,Nachrichten-Kopfsegment,,UNH,0062,00001,,Nachrichten-Referenznummer,X,
3,Nachrichten-Kopfsegment,,UNH,0065,,ORDERS,Bestellung,X,,ÄNDERUNG,Nachrichten-Kopfsegment,,UNH,0065,00001,ORDERS,Bestellung,X,
4,Nachrichten-Kopfsegment,,UNH,0052,,D,Entwurfs-Version,X,,ÄNDERUNG,Nachrichten-Kopfsegment,,UNH,0052,00001,D,Entwurfs-Version,X,
5,Nachrichten-Kopfsegment,,UNH,0054,,09B,Ausgabe 2009 - B,X,,ÄNDERUNG,Nachrichten-Kopfsegment,,UNH,0054,00001,09B,Ausgabe 2009 - B,X,
6,Nachrichten-Kopfsegment,,UNH,0051,,UN,UN/CEFACT,X,,ÄNDERUNG,Nachrichten-Kopfsegment,,UNH,0051,00001,UN,UN/CEFACT,X,
7,Nachrichten-Kopfsegment,,UNH,0057,,1.2b,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,,ÄNDERUNG,Nachrichten-Kopfsegment,,UNH,0057,00001,1.3,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,
8,Beginn der Nachricht,,BGM,,,,,Muss,,ÄNDERUNG,Beginn der Nachricht,,BGM,,00002,,,Muss,
9,Beginn der Nachricht,,BGM,1001,,Z56,Änderung Zählzeitdefinition,X,,ÄNDERUNG,Beginn der Nachricht,,BGM,1001,00002,Z56,Änderung Zählzeitdefinition,X,
10,Beginn der Nachricht,,BGM,1004,,,Dokumentennummer,X,,ÄNDERUNG,Beginn der Nachricht,,BGM,1004,00002,,Dokumentennummer,X,
11,Nachrichtendatum,,DTM,,,,,Muss,,ÄNDERUNG,Nachrichtendatum,,DTM,,00003,,,Muss,
12,Nachrichtendatum,,DTM,2005,,137,Dokumenten-/ Nachrichtendatum/-zeit,X,,ÄNDERUNG,Nachrichtendatum,,DTM,2005,00003,137,Dokumenten-/ Nachrichtendatum/-zeit,X,
13,Nachrichtendatum,,DTM,2380,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt.
[931] Format: ZZZ = +00",ÄNDERUNG,Nachrichtendatum,,DTM,2380,00003,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt.
[931] Format: ZZZ = +00"
14,Nachrichtendatum,,DTM,2379,,303,CCYYMMDDHHMMZZZ,X,,ÄNDERUNG,Nachrichtendatum,,DTM,2379,00003,303,CCYYMMDDHHMMZZZ,X,
15,Ausführungsdatum,,DTM,,,,,Muss,,ÄNDERUNG,Ausführungsdatum,,DTM,,00004,,,Muss,
16,Ausführungsdatum,,DTM,2005,,203,Ausführungsdatum/-zeit,X,,ÄNDERUNG,Ausführungsdatum,,DTM,2005,00004,203,Ausführungsdatum/-zeit,X,
17,Ausführungsdatum,,DTM,2380,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [UB1],,ÄNDERUNG,Ausführungsdatum,,DTM,2380,00004,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [UB1],
18,Ausführungsdatum,,DTM,2379,,303,CCYYMMDDHHMMZZZ,X,,ÄNDERUNG,Ausführungsdatum,,DTM,2379,00004,303,CCYYMMDDHHMMZZZ,X,
19,Bestellung Zählzeiten,,IMD,,,,,Muss,,ENTFÄLLT,,,,,,,,,
20,Bestellung Zählzeiten,,IMD,7081,,Z55,Änderung Zählzeitdefinition,X,,ENTFÄLLT,,,,,,,,,
21,Bestellung Zählzeiten,,IMD,7081,,Z57,Abbestellung Zählzeiten,X [27],[27] Wenn MP-ID in SG2 NAD+MR mit Rolle MSB vorhanden,ENTFÄLLT,,,,,,,,,
22,,,,,,,,,,NEU,Bestellung Zählzeitdefinition,,IMD,,00010,,,Muss,
23,,,,,,,,,,NEU,Bestellung Zählzeitdefinition,,IMD,7081,00010,Z55,Änderung Konfiguration,X,
24,,,,,,,,,,NEU,Bestellung Zählzeitdefinition,,IMD,7081,,Z57,Abbestellung Zählzeitdefinition,X [27],
25,,,,,,,,,,NEU,Bestellung Zählzeitdefinition,,IMD,7081,,Z60,Abbestellung Messprodukt mit Zählzeitdefinition des LF,X [27],[27] Wenn MP-ID in SG2 NAD+MR mit Rolle MSB vorhanden
26,Prüfidentifikator,SG1,,,,,,Muss,,,Prüfidentifikator,SG1,,,,,,Muss,
27,Prüfidentifikator,SG1,RFF,,,,,Muss,,ÄNDERUNG,Prüfidentifikator,SG1,RFF,,00019,,,Muss,
28,Prüfidentifikator,SG1,RFF,1153,,Z13,Prüfidentifikator,X,,ÄNDERUNG,Prüfidentifikator,SG1,RFF,1153,00019,Z13,Prüfidentifikator,X,
