,Segmentname,Segmentgruppe,Segment,Datenelement,Segment ID,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedingung
0,Nachrichten-Kopfsegment,,UNH,,,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,0062,,,,Nachrichten-Referenznummer,X,
2,Nachrichten-Kopfsegment,,UNH,0065,,REQOTE,,Anfrage,X,
3,Nachrichten-Kopfsegment,,UNH,0052,,D,,Entwurfs-Version,X,
4,Nachrichten-Kopfsegment,,UNH,0054,,10A,,Ausgabe 2010 - A,X,
5,Nachrichten-Kopfsegment,,UNH,0051,,UN,,UN/CEFACT,X,
6,Nachrichten-Kopfsegment,,UNH,0057,,1.2,,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung,X,
7,Beginn der Nachricht,,BGM,,,,,,Muss,
8,Beginn der Nachricht,,BGM,1001,,Z57,,Übermittlung von Wertenan ESA,X,
9,Beginn der Nachricht,,BGM,1004,,,,Dokumentennummer,X,
10,Nachrichtendatum,,DTM,,,,,,Muss,
11,Nachrichtendatum,,DTM,2005,,137,,Dokumenten-/Nachrichtendatum/-zeit,X,
12,Nachrichtendatum,,DTM,2380,,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt. 
[931] Format: ZZZ = +00"
13,Nachrichtendatum,,DTM,2379,,303,,CCYYMMDDHHMMZZZ,X,
14,Datum zum geplanten Leistungsbeginn,,DTM,,,,,,Muss,
15,Datum zum geplanten Leistungsbeginn,,DTM,2005,,76,,"Lieferdatum/-zeit, geplant",X,
16,Datum zum geplanten Leistungsbeginn,,DTM,2380,,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931],[931] Format: ZZZ = +00
17,Datum zum geplanten Leistungsbeginn,,DTM,2379,,303,,CCYYMMDDHHMMZZZ,X,
18,Allgemeine Information (Feld für allgemeine Hinweise),,FTX,,,,,,Kann,
19,Allgemeine Information (Feld für allgemeine Hinweise),,FTX,4451,,(für allgemeine Hinweise),,,ACB,
20,Allgemeine Information (Feld für allgemeine Hinweise),,FTX,4440,,,,Freier Text,X,
21,Prüfidentifikator,SG1,,,,,,,Muss,
22,Prüfidentifikator,SG1,RFF,,,,,,Muss,
23,Prüfidentifikator,SG1,RFF,1153,,Z13,,Prüfidentifikator,X,
24,Prüfidentifikator,SG1,RFF,1154,,35003,,Anfrage von Werten fürESA,X,
25,MP-ID Absender,SG11,,,,,,,Muss,
26,MP-ID Absender,SG11,NAD,,,,,,Muss,
27,MP-ID Absender,SG11,NAD,3035,,Nachrichtenaussteller bzw.-absender,,,MS,
28,MP-ID Absender,SG11,NAD,3039,,,,MP-ID,X [10],[10] MP-ID nur aus Sparte Strom
29,MP-ID Absender,SG11,NAD,3055,,9,,GS1,X,
30,MP-ID Absender,SG11,NAD,3055,,293,,"DE, BDEW (Bundesverbandder Energie- undWasserwirtschaft e.V.)",X,
31,Ansprechpartner,SG14,,,,,,,Muss,
32,Ansprechpartner,SG14,CTA,,,,,,Muss,
33,Ansprechpartner,SG14,CTA,3139,,,,,IC,
34,Ansprechpartner,SG14,CTA,3412,,,,Kontakt,X,
35,Kommunikationsverbindung,SG14,COM,,,,,,Muss,
36,Kommunikationsverbindung,SG14,COM,3148,,,,"Kommunikationsadresse,Identifikation",X,
37,Kommunikationsverbindung,SG14,COM,3155,,EM,,Elektronische Post,X [1P0..1],
38,Kommunikationsverbindung,SG14,COM,3155,,FX,,Telefax,X [1P0..1],
39,Kommunikationsverbindung,SG14,COM,3155,,TE,,Telefon,X [1P0..1],
40,Kommunikationsverbindung,SG14,COM,3155,,AJ,,weiteres Telefon,X [1P0..1],
41,Kommunikationsverbindung,SG14,COM,3155,,AL,,Handy,X [1P0..1],
42,MP-ID Empfänger,SG11,,,,,,,Muss,
43,MP-ID Empfänger,SG11,NAD,,,,,,Muss,
44,MP-ID Empfänger,SG11,NAD,3035,,,,,MR,
45,MP-ID Empfänger,SG11,NAD,3039,,,,MP-ID,X [10],[10] MP-ID nur aus Sparte Strom
46,MP-ID Empfänger,SG11,NAD,3055,,9,,GS1,X,
47,MP-ID Empfänger,SG11,NAD,3055,,293,,"DE, BDEW (Bundesverbandder Energie- undWasserwirtschaft e.V.)",X,
48,Marktlokation bzw. Messlokation,SG11,,,,,,,Muss,
49,Marktlokation bzw. Messlokation,SG11,NAD,,,,,,Muss,
50,Marktlokation bzw. Messlokation,SG11,NAD,3035,,,,,DP,
51,Meldepunkt,SG11,LOC,,,,,,Muss,
52,Meldepunkt,SG11,LOC,3227,,,,,172,
53,Meldepunkt,SG11,LOC,3225,,,,Identifikator,X ([950] [502]) ⊻ ([951][503]) ⊻ ([950] [504]),"[502] Hinweis: Verwendung der ID der Marktlokation 
[503] Hinweis: Verwendung der ID der Messlokation 
[504] Hinweis: Verwendung der ID der Tranche 
[950] Format: Marktlokations-ID 
[951] Format: Zählpunktbezeichnung"
54,Erforderliches Messprodukt der Marktlokation,SG27,,,,,,,Muss [2003] ∧ [7],"[7] Wenn in derselben Nachricht eine SG27 mit Z16 in LIN DE1229 nicht vorhanden 
[2003] Für 11-stellige ID im SG11 LOC+172 (Meldepunk) DE3225 genau einmal anzugeben"
55,Erforderliches Messprodukt der Marktlokation,SG27,LIN,,,,,,Muss,
56,Erforderliches Messprodukt der Marktlokation,SG27,LIN,1082,,,,Positionsnummer,X [903],[903] Format: Möglicher Wert: 1
57,Erforderliches Messprodukt der Marktlokation,SG27,LIN,1229,,Marktlokation,,,Z27,
58,Erforderliches Messprodukt der Marktlokation,SG27,PIA,,,,,,Muss,
59,Erforderliches Messprodukt der Marktlokation,SG27,PIA,4347,,,,,5,
60,Erforderliches Messprodukt der Marktlokation,SG27,PIA,7140,,,,Messprodukt-Code,X [11],"[11] Es sind nur die Messprodukt-Codes erlaubt, die in der Codeliste der Messprodukte im Kapitel 2.1 ""Standard- Messprodukte der Marktlokation"" in der Spalte ""Messprodukt gegenüber MSB von Marktrolle bestellbar"" bei ESA mit ""X"" gekennzeichnet sind."
