,Segmentname,Segmentgruppe,Segment,Datenelement,Segment ID,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedingung
0,Nachrichten-Kopfsegment,,UNH,,,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,0062,,,,Nachrichten-Referenznummer,X,
2,Nachrichten-Kopfsegment,,UNH,0065,,REQOTE,,Anfrage,X,
3,Nachrichten-Kopfsegment,,UNH,0052,,D,,Entwurfs-Version,X,
4,Nachrichten-Kopfsegment,,UNH,0054,,10A,,Ausgabe 2010 - A,X,
5,Nachrichten-Kopfsegment,,UNH,0051,,UN,,UN/CEFACT,X,
6,Nachrichten-Kopfsegment,,UNH,0057,,1.2,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,
7,Beginn der Nachricht,,BGM,,,,,,Muss,
8,Beginn der Nachricht,,BGM,1001,,311,,Aufforderung zur Angebotsabgabe (Anfrage),X,
9,Beginn der Nachricht,,BGM,1004,,,,Dokumentennummer,X,
10,Nachrichtendatum,,DTM,,,,,,Muss,
11,Nachrichtendatum,,DTM,2005,,137,,Dokumenten-/ Nachrichtendatum/-zeit,X,
12,Nachrichtendatum,,DTM,2380,,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt.
[931] Format: ZZZ = +00"
13,Nachrichtendatum,,DTM,2379,,303,,CCYYMMDDHHMMZZZ,X,
14,Datum zum geplanten Leistungsbeginn,,DTM,,,,,,Muss,
15,Datum zum geplanten Leistungsbeginn,,DTM,2005,,76,,"Lieferdatum/-zeit, geplant",X,
16,Datum zum geplanten Leistungsbeginn,,DTM,2380,,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [UB3],
17,Datum zum geplanten Leistungsbeginn,,DTM,2379,,303,,CCYYMMDDHHMMZZZ,X,
18,Prüfidentifikator,SG1,,,,,,,Muss,
19,Prüfidentifikator,SG1,RFF,,,,,,Muss,
20,Prüfidentifikator,SG1,RFF,1153,,Z13,,Prüfidentifikator,X,
21,Prüfidentifikator,SG1,RFF,1154,,35001,,Anforderung Angebot Geräteübernahme,X,
22,MP-ID Absender,SG11,,,,,,,Muss,
23,MP-ID Absender,SG11,NAD,,,,,,Muss,
24,MP-ID Absender,SG11,NAD,3035,,Nachrichtenaussteller bzw. -absender,,,MS,
25,MP-ID Absender,SG11,NAD,3039,,,,MP-ID,X,
26,MP-ID Absender,SG11,NAD,3055,,9,,GS1,X,
27,MP-ID Absender,SG11,NAD,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,
28,MP-ID Absender,SG11,NAD,3055,,332,,"DE, DVGW Service & Consult GmbH",X,
29,Ansprechpartner,SG14,,,,,,,Muss,
30,Ansprechpartner,SG14,CTA,,,,,,Muss,
31,Ansprechpartner,SG14,CTA,3139,,,,,IC,
32,Ansprechpartner,SG14,CTA,3412,,,,Kontakt,X [500],[500] Hinweis: Angabe eines technischen Ansprechpartners für die Geräteübernahme
33,Kommunikationsverbindung,SG14,COM,,,,,,Muss,
34,Kommunikationsverbindung,SG14,COM,3148,,,,"Kommunikationsadresse, Identifikation",X,
35,Kommunikationsverbindung,SG14,COM,3155,,EM,,Elektronische Post,X [1P0..1],
36,Kommunikationsverbindung,SG14,COM,3155,,FX,,Telefax,X [1P0..1],
37,Kommunikationsverbindung,SG14,COM,3155,,TE,,Telefon,X [1P0..1],
38,Kommunikationsverbindung,SG14,COM,3155,,AJ,,weiteres Telefon,X [1P0..1],
39,Kommunikationsverbindung,SG14,COM,3155,,AL,,Handy,X [1P0..1],
40,MP-ID Empfänger,SG11,,,,,,,Muss,
41,MP-ID Empfänger,SG11,NAD,,,,,,Muss,
42,MP-ID Empfänger,SG11,NAD,3035,,,,,MR,
43,MP-ID Empfänger,SG11,NAD,3039,,,,MP-ID,X,
44,MP-ID Empfänger,SG11,NAD,3055,,9,,GS1,X,
45,MP-ID Empfänger,SG11,NAD,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,
46,MP-ID Empfänger,SG11,NAD,3055,,332,,"DE, DVGW Service & Consult GmbH",X,
47,Marktlokation bzw. Messlokation,SG11,,,,,,,Muss,
48,Marktlokation bzw. Messlokation,SG11,NAD,,,,,,Muss,
49,Marktlokation bzw. Messlokation,SG11,NAD,3035,,,,,DP,
50,Meldepunkt,SG11,LOC,,,,,,Muss,
51,Meldepunkt,SG11,LOC,3227,,,,,172,
52,Meldepunkt,SG11,LOC,3225,,,,Identifikator,X [951] [503],"[503] Hinweis: Verwendung der ID der Messlokation
[951] Format: Zählpunktbezeichnung"
53,Positionsdaten,SG27,,,,,,,Muss [2005],[2005] Pro Nachricht ist die SG27 genau einmal anzugeben
54,Positionsdaten,SG27,LIN,,,,,,Muss,
55,Positionsdaten,SG27,LIN,1082,,,,Positionsnummer,X [903],[903] Format: Möglicher Wert: 1
56,Abschnitts-Kontrollsegment,,UNS,,,,,,Muss,
57,Abschnitts-Kontrollsegment,,UNS,0081,,und Summenteil,,,S,
58,Nachrichten-Endesegment,,UNT,,,,,,Muss,
59,Nachrichten-Endesegment,,UNT,0074,,,,Anzahl der Segmente in einer Nachricht,X,
60,Nachrichten-Endesegment,,UNT,0062,,,,Nachrichten-Referenznummer,X,
