,Segmentname,Segmentgruppe,Segment,Datenelement,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedingung
0,Nachrichten-Kopfsegment,,,,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,0062,,,Nachrichten-Referenznummer,X,
2,Nachrichten-Kopfsegment,,UNH,0065,ORDCHG,,Bestelländerung,X,Bestelländerung
3,Nachrichten-Kopfsegment,,UNH,0052,D,,Entwurfs-Version,X,Entwurfs-Version
4,Nachrichten-Kopfsegment,,UNH,0054,20B,,Ausgabe 2020 - B,X,Ausgabe 2020 - B
5,Nachrichten-Kopfsegment,,UNH,0051,UN,,UN/CEFACT,X,UN/CEFACT
6,Nachrichten-Kopfsegment,,UNH,0057,1.1,,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung,X,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung
7,Beginn der Nachricht,,,,,,,Muss,
8,Beginn der Nachricht,,BGM,1001,Z57,,Übermittlung von Wertenan ESA,X,Übermittlung von Wertenan ESA
9,Beginn der Nachricht,,BGM,1004,,,Dokumentennummer,X,
10,Beginn der Nachricht,,BGM,1225,,,,1,
11,Nachrichtendatum,,,,,,,Muss,
12,Nachrichtendatum,,DTM,2005,137,,Dokumenten-/Nachrichtendatum/-zeit,X,Dokumenten-/Nachrichtendatum/-zeit
13,Nachrichtendatum,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931] [494],
14,Nachrichtendatum,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
15,Nachrichtennummer der Anfrage/Bestellung,SG1,,,,,,Muss,
16,Nachrichtennummer der Anfrage/Bestellung,SG1,,,,,,Muss,
17,Nachrichtennummer der Anfrage/Bestellung,SG1,RFF,,,,,Muss,
18,Nachrichtennummer der Anfrage/Bestellung,SG1,RFF,1153,ON,,Auftragsnummer (Einkauf),X,Auftragsnummer (Einkauf)
19,Nachrichtennummer der Anfrage/Bestellung,SG1,RFF,1154,,,Nachrichtennummer,X [500],
20,Prüfidentifikator,SG1,,,,,,Muss,
21,Prüfidentifikator,SG1,,,,,,Muss,
22,Prüfidentifikator,SG1,RFF,,,,,Muss,
23,Prüfidentifikator,SG1,RFF,1153,Z13,,Prüfidentifikator,X,Prüfidentifikator
24,Prüfidentifikator,SG1,RFF,1154,39002,,Stornierung der Bestellungfür ESA,X,Stornierung der Bestellungfür ESA
25,MP-ID Absender,SG3,,,,,,Muss,
26,MP-ID Absender,SG3,,,,,,Muss,
27,MP-ID Absender,SG3,NAD,,,,,Muss,
28,MP-ID Absender,SG3,NAD,3035,Nachrichtenaussteller bzw.-absender,,,MS,Nachrichtenaussteller bzw.-absender
29,MP-ID Absender,SG3,NAD,3039,,,MP-ID,X [1],
30,MP-ID Absender,SG3,NAD,3055,9,,GS1,X,GS1
31,MP-ID Absender,SG3,NAD,3055,293,,"DE, BDEW (Bundesverbandder Energie- undWasserwirtschaft e.V.)",X,
32,Ansprechpartner,SG6,,,,,,Kann,
33,Ansprechpartner,SG6,,,,,,Kann,
34,Ansprechpartner,SG6,CTA,,,,,Muss,
35,Ansprechpartner,SG6,CTA,3139,,,,IC,
36,Ansprechpartner,SG6,CTA,3412,,,Kontakt,X,
37,Kommunikationsverbindung,SG6,,,,,,,
38,Kommunikationsverbindung,SG6,,,,,,Muss,
39,Kommunikationsverbindung,SG6,COM,,,,,Muss,
40,Kommunikationsverbindung,SG6,COM,3148,,,"Kommunikationsadresse,Identifikation",X,
41,Kommunikationsverbindung,SG6,COM,3155,EM,,Elektronische Post,X [1P0..1],Elektronische Post
42,Kommunikationsverbindung,SG6,COM,3155,FX,,Telefax,X [1P0..1],
43,Kommunikationsverbindung,SG6,COM,3155,TE,,Telefon,X [1P0..1],
44,Kommunikationsverbindung,SG6,COM,3155,AJ,,weiteres Telefon,X [1P0..1],
45,Kommunikationsverbindung,SG6,COM,3155,AL,,Handy,X [1P0..1],
46,MP-ID Empfänger,SG3,,,,,,Muss,
47,MP-ID Empfänger,SG3,,,,,,Muss,
48,MP-ID Empfänger,SG3,NAD,,,,,Muss,
49,MP-ID Empfänger,SG3,NAD,3035,,,,MR,
50,MP-ID Empfänger,SG3,NAD,3039,,,MP-ID,X [1],
51,MP-ID Empfänger,SG3,NAD,3055,9,,GS1,X,GS1
52,MP-ID Empfänger,SG3,NAD,3055,293,,"DE, BDEW (Bundesverbandder Energie- undWasserwirtschaft e.V.)",X,
53,Abschnitts-Kontrollsegment,,,,,,,Muss,
54,Abschnitts-Kontrollsegment,,UNS,0081,und Summenteil,,,S,und Summenteil
55,Nachrichten-Endesegment,,,,,,,Muss,
56,Nachrichten-Endesegment,,UNT,0074,,,Anzahl der Segmente in einerNachricht,X,
57,Nachrichten-Endesegment,,UNT,0062,,,Nachrichten-Referenznummer,X,
