,Segmentname,Segmentgruppe,Segment,Datenelement,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedinung
0,Nachrichten-Kopfsegment,,,,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,0062,,,Nachrichten-Referenznummer,X,
2,Nachrichten-Kopfsegment,,UNH,0065,ORDCHG,,Bestelländerung,X,Bestelländerung
3,Nachrichten-Kopfsegment,,UNH,0052,D,,Entwurfs-Version,X,Entwurfs-Version
4,Nachrichten-Kopfsegment,,UNH,0054,20B,,Ausgabe 2020 - B,X,Ausgabe 2020 - B
5,Nachrichten-Kopfsegment,,UNH,0051,UN,,UN/CEFACT,X,UN/CEFACT
6,Nachrichten-Kopfsegment,,UNH,0057,1.1,,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung,X,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung
7,Beginn der Nachricht,,,,,,,Muss,
8,Beginn der Nachricht,,BGM,1001,Z51,,Sperrung,X,Sperrung
9,Beginn der Nachricht,,BGM,1004,,,Dokumentennummer,X,
10,Beginn der Nachricht,,BGM,1225,1,,Aufhebung/Stornierung,X,Aufhebung/Stornierung
11,Nachrichtendatum,,,,,,,Muss,
12,Nachrichtendatum,,DTM,2005,137,,Dokumenten-/Nachrichtendatum/-zeit,X,Dokumenten-/Nachrichtendatum/-zeit
13,Nachrichtendatum,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931] [494],
14,Nachrichtendatum,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
15,Nachrichtennummer der Anfrage/Bestellung,SG1,,,,,,Muss,
16,Nachrichtennummer der Anfrage/Bestellung,SG1,,,,,,Muss,
17,Nachrichtennummer der Anfrage/Bestellung,SG1,RFF,,,,,Muss,
18,Nachrichtennummer der Anfrage/Bestellung,SG1,RFF,1153,ON,,Auftragsnummer(Einkauf),X,Auftragsnummer(Einkauf)
19,Nachrichtennummer der Anfrage/Bestellung,SG1,RFF,1154,,,Nachrichtennummer,X [500],
20,Vorgangsnummer der Anfrage/Bestellung,SG1,,,,,,,
21,Vorgangsnummer der Anfrage/Bestellung,SG1,,,,,,,
22,Vorgangsnummer der Anfrage/Bestellung,SG1,RFF,,,,,,
23,Vorgangsnummer der Anfrage/Bestellung,SG1,RFF,1153,TN,,Transaktions-Referenznummer,,Transaktions-Referenznummer
24,Vorgangsnummer der Anfrage/Bestellung,SG1,RFF,1154,,,Vorgangsnummer,,
25,Prüfidentifikator,SG1,,,,,,Muss,
26,Prüfidentifikator,SG1,,,,,,Muss,
27,Prüfidentifikator,SG1,RFF,,,,,Muss,
28,Prüfidentifikator,SG1,RFF,1153,Z13,,Prüfidentifikator,X,Prüfidentifikator
29,Prüfidentifikator,SG1,RFF,1154,39000,,Stornierung Sperr-/Entsperrauftrag,X,Stornierung Sperr-/Entsperrauftrag
30,MP-ID Absender,SG3,,,,,,Muss,
31,MP-ID Absender,SG3,,,,,,Muss,
32,MP-ID Absender,SG3,NAD,,,,,Muss,
33,MP-ID Absender,SG3,NAD,3035,MS,,Dokumenten-/Nachrichtenausstellerbzw. -absender,X,Dokumenten-/Nachrichtenausstellerbzw. -absender
34,MP-ID Absender,SG3,NAD,3039,,,MP-ID,X,
35,MP-ID Absender,SG3,NAD,3055,9,,GS1,X,GS1
36,Ansprechpartner,SG6,,,,,,Kann,
37,Ansprechpartner,SG6,,,,,,Kann,
38,Ansprechpartner,SG6,CTA,,,,,Muss,
39,Ansprechpartner,SG6,CTA,3139,IC,,Informationskontakt,X,Informationskontakt
40,Ansprechpartner,SG6,CTA,3412,,,Kontakt,X,
41,Kommunikationsverbindung,SG6,,,,,,,
42,Kommunikationsverbindung,SG6,,,,,,Muss,
43,Kommunikationsverbindung,SG6,COM,,,,,Muss,
44,Kommunikationsverbindung,SG6,COM,3148,,,"Kommunikationsadresse,Identifikation",X,
45,Kommunikationsverbindung,SG6,COM,3155,EM,,Elektronische Post,X [1P0..1],Elektronische Post
46,MP-ID Empfänger,SG3,,,,,,Muss,
47,MP-ID Empfänger,SG3,,,,,,Muss,
48,MP-ID Empfänger,SG3,NAD,,,,,Muss,
49,MP-ID Empfänger,SG3,NAD,3035,MR,,Nachrichtenempfänger,X,Nachrichtenempfänger
50,MP-ID Empfänger,SG3,NAD,3039,,,MP-ID,X,
51,MP-ID Empfänger,SG3,NAD,3055,9,,GS1,X,GS1
52,Abschnitts-Kontrollsegment,,,,,,,Muss,
53,Abschnitts-Kontrollsegment,,UNS,0081,S,,Trennung von Positions-und Summenteil,X,Trennung von Positions-und Summenteil
54,Nachrichten-Endesegment,,,,,,,Muss,
55,Nachrichten-Endesegment,,UNT,0074,,,Anzahl der Segmente in einerNachricht,X,
56,Nachrichten-Endesegment,,UNT,0062,,,Nachrichten-Referenznummer,X,
