,Segmentname,Segmentgruppe,Segment,Datenelement,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedinung
0,Nachrichten-Kopfsegment,,,,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,0062,,,Nachrichten-Referenznummer,X,
2,Nachrichten-Kopfsegment,,UNH,0065,UTILMD,,Netzanschluss-Stammdaten,X,Netzanschluss-Stammdaten
3,Nachrichten-Kopfsegment,,UNH,0052,D,,Entwurfs-Version,X,Entwurfs-Version
4,Nachrichten-Kopfsegment,,UNH,0054,11A,,Ausgabe 2011 - A,X,Ausgabe 2011 - A
5,Nachrichten-Kopfsegment,,UNH,0051,UN,,UN/CEFACT,X,UN/CEFACT
6,Nachrichten-Kopfsegment,,UNH,0057,5.2e,,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung,X,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung
7,Beginn der Nachricht,,,,,,,Muss,
8,Beginn der Nachricht,,BGM,1001,Z18,,Profildefinition,X,Profildefinition
9,Beginn der Nachricht,,BGM,1004,,,Dokumentennummer,X,
10,Nachrichtendatum,,,,,,,Muss,
11,Nachrichtendatum,,DTM,2005,137,,Dokumenten-/Nachrichtendatum/-zeit,X,Dokumenten-/Nachrichtendatum/-zeit
12,Nachrichtendatum,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931] [494],
13,Nachrichtendatum,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
14,"Gültigkeit, Beginndatum",,,,,,,Muss,
15,"Gültigkeit, Beginndatum",,DTM,2005,157,,"Gültigkeit, Beginndatum",X,"Gültigkeit, Beginndatum"
16,"Gültigkeit, Beginndatum",,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X,
17,"Gültigkeit, Beginndatum",,DTM,2379,610,,CCYYMM,X,CCYYMM
18,MP-ID Absender,SG2,,,,,,Muss,
19,MP-ID Absender,SG2,,,,,,Muss,
20,MP-ID Absender,SG2,NAD,,,,,Muss,
21,MP-ID Absender,SG2,NAD,3035,Nachrichtenaussteller bzw.-absender,,,MS ,Nachrichtenaussteller bzw.-absender
22,MP-ID Absender,SG2,NAD,3039,,,MP-ID,X [280],
23,MP-ID Absender,SG2,NAD,3055,9,,GS1,X,GS1
24,Ansprechpartner,SG3,,,,,,Kann,
25,Ansprechpartner,SG3,,,,,,Kann,
26,Ansprechpartner,SG3,CTA,,,,,Muss,
27,Ansprechpartner,SG3,CTA,3139,,,,IC,
28,Ansprechpartner,SG3,CTA,3412,,,Name vom Ansprechpartner,X,
29,Kommunikationsverbindung,SG3,,,,,,,
30,Kommunikationsverbindung,SG3,,,,,,Muss,
31,Kommunikationsverbindung,SG3,COM,,,,,Muss,
32,Kommunikationsverbindung,SG3,COM,3148,,,Nummer / Adresse,X,
33,Kommunikationsverbindung,SG3,COM,3155,EM,,Elektronische Post,X [1P0..1],Elektronische Post
34,MP-ID Empfänger,SG2,,,,,,Muss,
35,MP-ID Empfänger,SG2,,,,,,Muss,
36,MP-ID Empfänger,SG2,NAD,,,,,Muss,
37,MP-ID Empfänger,SG2,NAD,3035,,,,MR,
38,MP-ID Empfänger,SG2,NAD,3039,,,MP-ID,X [280],
39,MP-ID Empfänger,SG2,NAD,3055,9,,GS1,X,GS1
40,Identifikation einer Liste,SG4,,,,,,Muss,
41,Identifikation einer Liste,SG4,,,,,,Muss,
42,Identifikation einer Liste,SG4,IDE,,,,,Muss,
43,Identifikation einer Liste,SG4,IDE,7495,,,,Z01,
44,Identifikation einer Liste,SG4,IDE,7402,,,Listennummer,X,
45,Prüfidentifikator,SG6,,,,,,Muss,
46,Prüfidentifikator,SG6,,,,,,Muss,
47,Prüfidentifikator,SG6,RFF,,,,,Muss,
48,Prüfidentifikator,SG6,RFF,1153,Z13,,Prüfidentifikator,X,Prüfidentifikator
49,Prüfidentifikator,SG6,RFF,1154,11073,,MaBiS / Übermittlung derProfildefinitionen,X,MaBiS / Übermittlung derProfildefinitionen
50,Vorgang,SG4,,,,,,Muss,
51,Vorgang,SG4,,,,,,Muss,
52,Vorgang,SG4,IDE,,,,,Muss [504],
53,Vorgang,SG4,IDE,7495,,,,24,
54,Vorgang,SG4,IDE,7402,,,Vorgangsnummer,X,
55,Profilbeschreibung,SG4,,,,,,,
56,Profilbeschreibung,SG4,,,,,,Muss [52]Soll [53],
57,Profilbeschreibung,SG4,FTX,,,,,Muss [52]Soll [53],
58,Profilbeschreibung,SG4,FTX,4451,,,,Z01,
59,Profilbeschreibung,SG4,FTX,4440,,,Text für weitere Beschreibung,X,
60,Profildaten (Strom),SG8,,,,,,Muss [267] ∧ [302],
61,Profildaten (Strom),SG8,,,,,,Muss [267] ∧ [302],
62,Profildaten (Strom),SG8,SEQ,,,,,Muss,
63,Profildaten (Strom),SG8,SEQ,1229,,,,Z21,
64,Profiltyp,SG10,,,,,,Muss,
65,Profiltyp,SG10,,,,,,Muss,
66,Profiltyp,SG10,CCI,,,,,Muss,
67,Profiltyp,SG10,CCI,7059,,,,Z07,
68,Profiltyp,SG10,CCI,7037,Z38,,Gewerbe allgemein,X,Gewerbe allgemein
69,Normiertes Profil (Strom),SG10,,,,,,Muss,
70,Normiertes Profil (Strom),SG10,,,,,,Muss,
71,Normiertes Profil (Strom),SG10,CCI,,,,,Muss,
72,Normiertes Profil (Strom),SG10,CCI,7059,,,,Z02Z04,
73,Normiertes Profil (Strom),SG10,CCI,7037,E01,,synthetisches Verfahren,X,synthetisches Verfahren
74,Normiertes Profil (Strom),SG10,,,,,,,
75,Normiertes Profil (Strom),SG10,,,,,,Muss,
76,Normiertes Profil (Strom),SG10,CAV,,,,,Muss,
77,Normiertes Profil (Strom),SG10,CAV,7111,,,Code des Normierten Profils,X,
78,Normierungsfaktor,SG10,,,,,,Muss,
79,Normierungsfaktor,SG10,,,,,,Muss,
80,Normierungsfaktor,SG10,CCI,,,,,Muss,
81,Normierungsfaktor,SG10,CCI,7059,,,,Z06,
82,Normierungsfaktor,SG10,CCI,7037,Z35,,1.000.000 kWh/a,X,1.000.000 kWh/a
83,Bilanzierungsgebiet,SG10,,,,,,Muss [511],
84,Bilanzierungsgebiet,SG10,,,,,,Muss [511],
85,Bilanzierungsgebiet,SG10,CCI,,,,,Muss,
86,Bilanzierungsgebiet,SG10,CCI,7059,,,,Z20,
87,Bilanzierungsgebiet,SG10,CCI,7037,,,Bilanzierungsgebiet,X,
88,Profilschardaten,SG8,,,,,,Muss [267] ∧ [303],
89,Profilschardaten,SG8,,,,,,Muss [267] ∧ [303],
90,Profilschardaten,SG8,SEQ,,,,,Muss,
91,Profilschardaten,SG8,SEQ,1229,,,,Z08,
92,Berechnung Tagesmitteltemperatur,SG8,,,,,,,
93,Berechnung Tagesmitteltemperatur,SG8,,,,,,Muss,
94,Berechnung Tagesmitteltemperatur,SG8,PIA,,,,,Muss,
95,Berechnung Tagesmitteltemperatur,SG8,PIA,4347,Tagesmitteltemperatur,,,Z01,Tagesmitteltemperatur
96,Berechnung Tagesmitteltemperatur,SG8,PIA,7143,Z03,,24h-Mittelwert,X,24h-Mittelwert
97,Anteil A,SG9,,,,,,Muss [142],
98,Anteil A,SG9,,,,,,Muss [142],
99,Anteil A,SG9,QTY,,,,,Muss,
100,Anteil A,SG9,QTY,6063,Z11,,Anteil A,X,Anteil A
101,Anteil A,SG9,QTY,6060,,,Anteil A in %,X [902] ∧ [930],
102,Anteil B,SG9,,,,,,Muss [142],
103,Anteil B,SG9,,,,,,Muss [142],
104,Anteil B,SG9,QTY,,,,,Muss,
105,Anteil B,SG9,QTY,6063,Z12,,Anteil B,X,Anteil B
106,Anteil B,SG9,QTY,6060,,,Anteil B in %,X [902] ∧ [930],
107,Anteil C,SG9,,,,,,Muss [142],
108,Anteil C,SG9,,,,,,Muss [142],
109,Anteil C,SG9,QTY,,,,,Muss,
110,Anteil C,SG9,QTY,6063,Z13,,Anteil C,X,Anteil C
111,Anteil C,SG9,QTY,6060,,,Anteil C in %,X [902] ∧ [930],
112,Anteil D,SG9,,,,,,Muss [142],
113,Anteil D,SG9,,,,,,Muss [142],
114,Anteil D,SG9,QTY,,,,,Muss,
115,Anteil D,SG9,QTY,6063,Z14,,Anteil D,X,Anteil D
116,Anteil D,SG9,QTY,6060,,,Anteil D in %,X [902] ∧ [930],
117,Begrenzungstemperatur,SG9,,,,,,Muss,
118,Begrenzungstemperatur,SG9,,,,,,Muss,
119,Begrenzungstemperatur,SG9,QTY,,,,,Muss,
120,Begrenzungstemperatur,SG9,QTY,6063,Z15,,Bezugstemperatur,X,Bezugstemperatur
121,Begrenzungstemperatur,SG9,QTY,6060,,,Temperatur in °C,X,
122,Profiltyp,SG10,,,,,,Muss,
123,Profiltyp,SG10,,,,,,Muss,
124,Profiltyp,SG10,CCI,,,,,Muss,
125,Profiltyp,SG10,CCI,7059,,,,Z07,
126,Profiltyp,SG10,CCI,7037,Z38,,Gewerbe allgemein,X,Gewerbe allgemein
127,Profilschar,SG10,,,,,,Muss,
128,Profilschar,SG10,,,,,,Muss,
129,Profilschar,SG10,CCI,,,,,Muss,
130,Profilschar,SG10,CCI,7037,Z12,,Profilschar,X,Profilschar
131,Profilschar,SG10,,,,,,,
132,Profilschar,SG10,,,,,,Muss,
133,Profilschar,SG10,CAV,,,,,Muss,
134,Profilschar,SG10,CAV,7111,,,Code der Profilschar,X,
135,Normiertes Profil,SG10,,,,,,Muss,
136,Normiertes Profil,SG10,,,,,,Muss,
137,Normiertes Profil,SG10,CCI,,,,,Muss,
138,Normiertes Profil,SG10,CCI,7059,LastprofilEinspeiseprofil,,,Z03Z05,LastprofilEinspeiseprofil
139,Normiertes Profil,SG10,CCI,7037,E01,,synthetisches Verfahren,X,synthetisches Verfahren
140,Normiertes Profil,SG10,,,,,,,
141,Normiertes Profil,SG10,,,,,,Muss,
142,Normiertes Profil,SG10,CAV,,,,,Muss,
143,Normiertes Profil,SG10,CAV,7111,,,Code des Normierten Profils,X,
144,Normierungsfaktor,SG10,,,,,,Muss,
145,Normierungsfaktor,SG10,,,,,,Muss,
146,Normierungsfaktor,SG10,CCI,,,,,Muss,
147,Normierungsfaktor,SG10,CCI,7059,,,,Z06,
148,Normierungsfaktor,SG10,CCI,7037,Z35,,1.000.000 kWh/a,X,1.000.000 kWh/a
149,Begrenzungskonstante,SG10,,,,,,Muss,
150,Begrenzungskonstante,SG10,,,,,,Muss,
151,Begrenzungskonstante,SG10,CCI,,,,,Muss,
152,Begrenzungskonstante,SG10,CCI,7059,,,,Z11,
153,Begrenzungskonstante,SG10,CCI,7037,Z61,,0,X,0
154,Klimazone / Temperaturmessstelle,SG10,,,,,,Muss,
155,Klimazone / Temperaturmessstelle,SG10,,,,,,Muss,
156,Klimazone / Temperaturmessstelle,SG10,CCI,,,,,Muss,
157,Klimazone / Temperaturmessstelle,SG10,CCI,7059,Tagesparameters (derzeitist nur die Temperatur einerlaubter Tagesparameter)Tagesparameters (derzeitist Tagesparameter),,,Z99ZA0,Tagesparameters (derzeitist nur die Temperatur einerlaubter Tagesparameter)Tagesparameters (derzeitist Tagesparameter)
158,Klimazone / Temperaturmessstelle,SG10,CCI,7037,,,ID Klimazone /Temperaturmessstelle,X,
159,Klimazone / Temperaturmessstelle,SG10,CCI,1131,,,Dienstanbieter,X [58],
160,Klimazone / Temperaturmessstelle,SG10,CCI,3055,89,,Vergeben vom Händler(hier Netzbetreiber),X,Vergeben vom Händler(hier Netzbetreiber)
161,Bilanzierungsgebiet,SG10,,,,,,Muss [511],
