,Segmentname,Segmentgruppe,Segment,Datenelement,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedinung
0,Nachrichten-Kopfsegment,,,,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,0062,,,Nachrichten-Referenznummer,X,
2,Nachrichten-Kopfsegment,,UNH,0065,UTILMD,,Netzanschluss-Stammdaten,X,Netzanschluss-Stammdaten
3,Nachrichten-Kopfsegment,,UNH,0052,D,,Entwurfs-Version,X,Entwurfs-Version
4,Nachrichten-Kopfsegment,,UNH,0054,11A,,Ausgabe 2011 - A,X,Ausgabe 2011 - A
5,Nachrichten-Kopfsegment,,UNH,0051,UN,,UN/CEFACT,X,UN/CEFACT
6,Nachrichten-Kopfsegment,,UNH,0057,5.2e,,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung,X,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung
7,Nachrichten-Kopfsegment,,UNH,0068,,,Allgemeine Zuordnungs-Referenz,,
8,Nachrichten-Kopfsegment,,UNH,0070,,,Übermittlungsfolgenummer,,
9,Nachrichten-Kopfsegment,,UNH,0073,C,,Beginn,,Beginn
10,Beginn der Nachricht,,,,,,,Muss,
11,Beginn der Nachricht,,BGM,1001,E03,,Änderungsmeldungen,X,Änderungsmeldungen
12,Beginn der Nachricht,,BGM,1004,,,Dokumentennummer,X,
13,Nachrichtendatum,,,,,,,Muss,
14,Nachrichtendatum,,DTM,2005,137,,Dokumenten-/Nachrichtendatum/-zeit,X,Dokumenten-/Nachrichtendatum/-zeit
15,Nachrichtendatum,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931][494],
16,Nachrichtendatum,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
17,"Gültigkeit, Beginndatum",,,,,,,Muss [501],
18,"Gültigkeit, Beginndatum",,DTM,2005,157,,"Gültigkeit, Beginndatum",X,"Gültigkeit, Beginndatum"
19,"Gültigkeit, Beginndatum",,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X,
20,"Gültigkeit, Beginndatum",,DTM,2379,610,,CCYYMM,X,CCYYMM
21,MP-ID Absender,SG2,,,,,,Muss,
22,MP-ID Absender,SG2,,,,,,Muss,
23,MP-ID Absender,SG2,NAD,,,,,Muss,
24,MP-ID Absender,SG2,NAD,3035,MS,,Dokumenten-/Nachrichtenausstellerbzw. -absender,X,Dokumenten-/Nachrichtenausstellerbzw. -absender
25,MP-ID Absender,SG2,NAD,3039,,,MP-ID,X [334],
26,MP-ID Absender,SG2,NAD,3055,9,,GS1,X,GS1
27,Ansprechpartner,SG3,,,,,,Kann,
28,Ansprechpartner,SG3,,,,,,Kann,
29,Ansprechpartner,SG3,CTA,,,,,Muss,
30,Ansprechpartner,SG3,CTA,3139,IC,,Informationskontakt,X,Informationskontakt
31,Ansprechpartner,SG3,CTA,3412,,,Name vom Ansprechpartner,X,
32,Kommunikationsverbindung,SG3,,,,,,,
33,Kommunikationsverbindung,SG3,,,,,,Muss,
34,Kommunikationsverbindung,SG3,COM,,,,,Muss,
35,Kommunikationsverbindung,SG3,COM,3148,,,Nummer / Adresse,X,
36,Kommunikationsverbindung,SG3,COM,3155,EM,,Elektronische Post,X [1P0..1],Elektronische Post
37,MP-ID Empfänger,SG2,,,,,,Muss,
38,MP-ID Empfänger,SG2,,,,,,Muss,
39,MP-ID Empfänger,SG2,NAD,,,,,Muss,
40,MP-ID Empfänger,SG2,NAD,3035,MR,,Nachrichtenempfänger,X,Nachrichtenempfänger
41,MP-ID Empfänger,SG2,NAD,3039,,,MP-ID,X [334],
42,MP-ID Empfänger,SG2,NAD,3055,9,,GS1,X,GS1
43,Vorgang,SG4,,,,,,Muss,
44,Vorgang,SG4,,,,,,Muss,
45,Vorgang,SG4,IDE,,,,,Muss,
46,Vorgang,SG4,IDE,7495,24,,Transaktion,X,Transaktion
47,Vorgang,SG4,IDE,7402,,,Vorgangsnummer,X,
48,Beginn zum,SG4,,,,,,,
49,Beginn zum,SG4,,,,,,Kann,
50,Beginn zum,SG4,DTM,,,,,Kann,
51,Beginn zum,SG4,DTM,2005,92,,Datum Vertragsbeginn,X,Datum Vertragsbeginn
52,Beginn zum,SG4,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [UB2],
53,Beginn zum,SG4,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
54,Ende zum,SG4,,,,,,,
55,Ende zum,SG4,,,,,,Kann,
56,Ende zum,SG4,DTM,,,,,Kann,
57,Ende zum,SG4,DTM,2005,93,,Datum Vertragsende,X,Datum Vertragsende
58,Ende zum,SG4,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [UB2],
59,Ende zum,SG4,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
60,Bilanzierungsbeginn,SG4,,,,,,,
61,Bilanzierungsbeginn,SG4,,,,,,Kann,
62,Bilanzierungsbeginn,SG4,DTM,,,,,Kann,
63,Bilanzierungsbeginn,SG4,DTM,2005,158,,Bilanzierungsbeginn,X,Bilanzierungsbeginn
64,Bilanzierungsbeginn,SG4,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [UB2],
65,Bilanzierungsbeginn,SG4,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
66,Bilanzierungsende,SG4,,,,,,,
67,Bilanzierungsende,SG4,,,,,,Kann,
68,Bilanzierungsende,SG4,DTM,,,,,Kann,
69,Bilanzierungsende,SG4,DTM,2005,159,,Bilanzierungsende,X,Bilanzierungsende
70,Bilanzierungsende,SG4,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [UB2],
71,Bilanzierungsende,SG4,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
72,Transaktionsgrund,SG4,,,,,,,
73,Transaktionsgrund,SG4,,,,,,Muss [2061],
74,Transaktionsgrund,SG4,STS,,,,,Muss [2061],
75,Transaktionsgrund,SG4,STS,9015,7,,Transaktionsgrund,X,Transaktionsgrund
76,Transaktionsgrund,SG4,STS,9013,ZD0,,Fehlerkorrektur,X,Fehlerkorrektur
77,Status der Antwort,SG4,,,,,,,
78,Status der Antwort,SG4,,,,,,,
79,Status der Antwort,SG4,STS,,,,,,
80,Status der Antwort,SG4,STS,9015,E01,,Status der Antwort,,Status der Antwort
81,Status der Antwort,SG4,STS,9013,,,Code des Prüfschritts,,
82,Status der Antwort,SG4,STS,1131,G_0002,,Codeliste Gas Nr.G_0002,,Codeliste Gas Nr.G_0002
83,Beschreibung der Abweichung zur übermittelten Liste,SG4,,,,,,,
84,Beschreibung der Abweichung zur übermittelten Liste,SG4,,,,,,Muss,
85,Beschreibung der Abweichung zur übermittelten Liste,SG4,FTX,,,,,Muss,
86,Beschreibung der Abweichung zur übermittelten Liste,SG4,FTX,4451,ABO,,Information überAbweichung,X,Information überAbweichung
87,Beschreibung der Abweichung zur übermittelten Liste,SG4,FTX,4441,Z03,,Ergänzte Marktlokation,X,Ergänzte Marktlokation
88,Beschreibung der Abweichung zur übermittelten Liste,SG4,FTX,4440,,,Text für Erläuterung derAbweichung,Kann,
89,Meldepunkt,SG5,,,,,,Muss [2061]∧ [583],
90,Meldepunkt,SG5,,,,,,Muss [2061]∧ [583],
91,Meldepunkt,SG5,LOC,,,,,Muss,
92,Meldepunkt,SG5,LOC,3227,172,,Meldepunkt,X,Meldepunkt
93,Meldepunkt,SG5,LOC,3225,,,Identifikator,X [950],
94,Prüfidentifikator,SG6,,,,,,Muss,
95,Prüfidentifikator,SG6,,,,,,Muss,
96,Prüfidentifikator,SG6,RFF,,,,,Muss,
97,Prüfidentifikator,SG6,RFF,1153,Z13,,Prüfidentifikator,X,Prüfidentifikator
98,Prüfidentifikator,SG6,RFF,1154,11019,,GeLi Gas /ZuordnungslistezugeordneteMarktlokationen,,GeLi Gas /ZuordnungslistezugeordneteMarktlokationen
99,Referenz Vorgangsnummer (aus Anfragenachricht),SG6,,,,,,Muss [81],
100,Referenz Vorgangsnummer (aus Anfragenachricht),SG6,,,,,,Muss [81],
101,Referenz Vorgangsnummer (aus Anfragenachricht),SG6,RFF,,,,,Muss,
102,Referenz Vorgangsnummer (aus Anfragenachricht),SG6,RFF,1153,TN,,Transaktions-Referenznummer,X,Transaktions-Referenznummer
103,Referenz Vorgangsnummer (aus Anfragenachricht),SG6,RFF,1154,,,Vorgangsnummer,X,
104,Daten der Marktlokation,SG8,,,,,,Soll [92],
105,Daten der Marktlokation,SG8,,,,,,Soll [92],
106,Daten der Marktlokation,SG8,SEQ,,,,,Muss,
107,Daten der Marktlokation,SG8,SEQ,1229,Z01,,Daten der Marktlokation,X,Daten der Marktlokation
108,Referenz auf die ID der Marktlokation,SG8,,,,,,,
109,Referenz auf die ID der Marktlokation,SG8,,,,,,Muss,
110,Referenz auf die ID der Marktlokation,SG8,RFF,,,,,Muss,
111,Referenz auf die ID der Marktlokation,SG8,RFF,1153,Z18,,Marktlokation,X,Marktlokation
112,Referenz auf die ID der Marktlokation,SG8,RFF,1154,,,ID der Marktlokation,X [950],
113,Veranschlagte Jahresmenge gesamt,SG9,,,,,,Kann,
114,Veranschlagte Jahresmenge gesamt,SG9,,,,,,Kann,
115,Veranschlagte Jahresmenge gesamt,SG9,QTY,,,,,Muss,
116,Veranschlagte Jahresmenge gesamt,SG9,QTY,6063,31,,VeranschlagteJahresmenge Gesamt,X,VeranschlagteJahresmenge Gesamt
117,Veranschlagte Jahresmenge gesamt,SG9,QTY,6060,,,Mengenangabe,X [902] ∧[937],
118,Veranschlagte Jahresmenge gesamt,SG9,QTY,6411,KWH,,Kilowattstunde,X,Kilowattstunde
119,TUM Kundenwert,SG9,,,,,,Kann,
120,TUM Kundenwert,SG9,,,,,,Kann,
121,TUM Kundenwert,SG9,QTY,,,,,Muss,
122,TUM Kundenwert,SG9,QTY,6063,Y02,,Kundenwert,X,Kundenwert
123,TUM Kundenwert,SG9,QTY,6060,,,Mengenangabe,X [902] ∧,
124,TUM Kundenwert,SG9,QTY,6411,KWH,,Kilowattstunde,X,Kilowattstunde
125,Bilanzkreis,SG10,,,,,,Kann,
126,Bilanzkreis,SG10,,,,,,Kann,
127,Bilanzkreis,SG10,CCI,,,,,Muss,
128,Bilanzkreis,SG10,CCI,7059,Z19,,Bilanzkreis,X,Bilanzkreis
129,Bilanzkreis,SG10,CCI,7037,,,Bilanzkreis,X,
130,Prognosegrundlage der Marktlokation,SG10,,,,,,Kann,
131,Prognosegrundlage der Marktlokation,SG10,,,,,,Kann,
132,Prognosegrundlage der Marktlokation,SG10,CCI,,,,,Muss,
133,Prognosegrundlage der Marktlokation,SG10,CCI,7037,ZC0,,Prognose auf Basis vonWerten,X,Prognose auf Basis vonWerten
134,Details der Prognosegrundlage,SG10,,,,,,,
135,Details der Prognosegrundlage,SG10,,,,,,Muss [21] ∧[2182],
136,Details der Prognosegrundlage,SG10,CAV,,,,,Muss [21] ∧[2182],
137,Details der Prognosegrundlage,SG10,CAV,7111,E02,,SLP/SEP,X,SLP/SEP
138,Gruppenzuordnung (nach EnWG) ,SG10,,,,,,Kann,
139,Gruppenzuordnung (nach EnWG) ,SG10,,,,,,Kann,
140,Gruppenzuordnung (nach EnWG) ,SG10,CCI,,,,,Muss,
141,Gruppenzuordnung (nach EnWG) ,SG10,CCI,7037,Z15,,Haushaltskunde gem.EnWG,X,Haushaltskunde gem.EnWG
