,Segmentname,Segmentgruppe,Segment,Datenelement,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedinung
0,Nachrichten-Kopfsegment,,,,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,0062,,,Nachrichten-Referenznummer,X,
2,Nachrichten-Kopfsegment,,UNH,0065,UTILMD,,Netzanschluss-Stammdaten,X,Netzanschluss-Stammdaten
3,Nachrichten-Kopfsegment,,UNH,0052,D,,Entwurfs-Version,X,Entwurfs-Version
4,Nachrichten-Kopfsegment,,UNH,0054,11A,,Ausgabe 2011 - A,X,Ausgabe 2011 - A
5,Nachrichten-Kopfsegment,,UNH,0051,UN,,UN/CEFACT,X,UN/CEFACT
6,Nachrichten-Kopfsegment,,UNH,0057,5.2e,,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung,X,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung
7,Beginn der Nachricht,,,,,,,Muss,
8,Beginn der Nachricht,,BGM,1001,Z05,,Clearingliste,X,Clearingliste
9,Beginn der Nachricht,,BGM,1004,,,Dokumentennummer,X,
10,Nachrichtendatum,,,,,,,Muss,
11,Nachrichtendatum,,DTM,2005,137,,Dokumenten-/Nachrichtendatum/-zeit,X,Dokumenten-/Nachrichtendatum/-zeit
12,Nachrichtendatum,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931] [494],
13,Nachrichtendatum,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
14,"Gültigkeit, Beginndatum",,,,,,,Muss [502],
15,"Gültigkeit, Beginndatum",,DTM,2005,157,,"Gültigkeit, Beginndatum",X,"Gültigkeit, Beginndatum"
16,"Gültigkeit, Beginndatum",,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X,
17,"Gültigkeit, Beginndatum",,DTM,2379,610,,CCYYMM,X,CCYYMM
18,Referenz auf eine vorangegangene Anfrage,SG1,,,,,,Muss,
19,Referenz auf eine vorangegangene Anfrage,SG1,,,,,,Muss,
20,Referenz auf eine vorangegangene Anfrage,SG1,RFF,,,,,Muss,
21,Referenz auf eine vorangegangene Anfrage,SG1,RFF,1153,AAV,,Nummer der Anfrage,X,Nummer der Anfrage
22,Referenz auf eine vorangegangene Anfrage,SG1,RFF,1154,,,"Referenz, Identifikation",X [503],
23,MP-ID Absender,SG2,,,,,,Muss,
24,MP-ID Absender,SG2,,,,,,Muss,
25,MP-ID Absender,SG2,NAD,,,,,Muss,
26,MP-ID Absender,SG2,NAD,3035,MS,,Dokumenten-/Nachrichtenausstellerbzw. -absender,X,Dokumenten-/Nachrichtenausstellerbzw. -absender
27,MP-ID Absender,SG2,NAD,3039,,,MP-ID,X [280],
28,MP-ID Absender,SG2,NAD,3055,9,,GS1,X,GS1
29,Ansprechpartner,SG3,,,,,,Kann,
30,Ansprechpartner,SG3,,,,,,Kann,
31,Ansprechpartner,SG3,CTA,,,,,Muss,
32,Ansprechpartner,SG3,CTA,3139,IC,,Informationskontakt,X,Informationskontakt
33,Ansprechpartner,SG3,CTA,3412,,,Name vom Ansprechpartner,X,
34,Kommunikationsverbindung,SG3,,,,,,,
35,Kommunikationsverbindung,SG3,,,,,,Muss,
36,Kommunikationsverbindung,SG3,COM,,,,,Muss,
37,Kommunikationsverbindung,SG3,COM,3148,,,Nummer / Adresse,X,
38,Kommunikationsverbindung,SG3,COM,3155,EM,,Elektronische Post,X [1P0..1],Elektronische Post
39,MP-ID Empfänger,SG2,,,,,,Muss,
40,MP-ID Empfänger,SG2,,,,,,Muss,
41,MP-ID Empfänger,SG2,NAD,,,,,Muss,
42,MP-ID Empfänger,SG2,NAD,3035,MR,,Nachrichtenempfänger,X,Nachrichtenempfänger
43,MP-ID Empfänger,SG2,NAD,3039,,,MP-ID,X [280],
44,MP-ID Empfänger,SG2,NAD,3055,9,,GS1,X,GS1
45,Identifikation einer Liste,SG4,,,,,,Muss,
46,Identifikation einer Liste,SG4,,,,,,Muss,
47,Identifikation einer Liste,SG4,IDE,,,,,Muss,
48,Identifikation einer Liste,SG4,IDE,7495,Z01,,Liste,X,Liste
49,Identifikation einer Liste,SG4,IDE,7402,,,Listennummer,X,
50,Meldepunkt,SG5,,,,,,Muss,
51,Meldepunkt,SG5,,,,,,Muss,
52,Meldepunkt,SG5,LOC,,,,,Muss,
53,Meldepunkt,SG5,LOC,3227,172,,Meldepunkt,X,Meldepunkt
54,Meldepunkt,SG5,LOC,3225,,,Identifikator,X [951],
55,Prüfidentifikator,SG6,,,,,,Muss,
56,Prüfidentifikator,SG6,,,,,,Muss,
57,Prüfidentifikator,SG6,RFF,,,,,Muss,
58,Prüfidentifikator,SG6,RFF,1153,Z13,,Prüfidentifikator,X,Prüfidentifikator
59,Prüfidentifikator,SG6,RFF,1154,11069,,MaBiS / Clearingliste DZR,X,MaBiS / Clearingliste DZR
60,Daten der Summenzeitreihe,SG8,,,,,,Muss,
61,Daten der Summenzeitreihe,SG8,,,,,,Muss,
62,Daten der Summenzeitreihe,SG8,SEQ,,,,,Muss,
63,Daten der Summenzeitreihe,SG8,SEQ,1229,Z22,,Daten derSummenzeitreihe,X,Daten derSummenzeitreihe
64,Versionsangabe der Summenzeitreihe,SG8,,,,,,,
65,Versionsangabe der Summenzeitreihe,SG8,,,,,,Muss,
66,Versionsangabe der Summenzeitreihe,SG8,RFF,,,,,Muss,
67,Versionsangabe der Summenzeitreihe,SG8,RFF,1153,AUU,,Referenz auf eineZeitreihe,X,Referenz auf eineZeitreihe
68,Versionsangabe der Summenzeitreihe,SG8,RFF,1154,,,Version der Zeitreihe,X,
69,Vorgang,SG4,,,,,,Soll [2288],
70,Vorgang,SG4,,,,,,Soll [2288],
71,Vorgang,SG4,IDE,,,,,Muss [505],
72,Vorgang,SG4,IDE,7495,24,,Transaktion,X,Transaktion
73,Vorgang,SG4,IDE,7402,,,Vorgangsnummer,X,
74,Meldepunkt,SG5,,,,,,Muss [2075],
75,Meldepunkt,SG5,,,,,,Muss [2075],
76,Meldepunkt,SG5,LOC,,,,,Muss,
77,Meldepunkt,SG5,LOC,3227,172,,Meldepunkt,X,Meldepunkt
78,Meldepunkt,SG5,LOC,3225,,,Identifikator,X [951],
79,Daten der Summenzeitreihe,SG8,,,,,,Muss [2095],
80,Daten der Summenzeitreihe,SG8,,,,,,Muss [2095],
81,Daten der Summenzeitreihe,SG8,SEQ,,,,,Muss,
82,Daten der Summenzeitreihe,SG8,SEQ,1229,Z22,,Daten derSummenzeitreihe,X,Daten derSummenzeitreihe
83,Referenz auf die ID der Summenzeitreihe,SG8,,,,,,,
84,Referenz auf die ID der Summenzeitreihe,SG8,,,,,,Muss,
85,Referenz auf die ID der Summenzeitreihe,SG8,RFF,,,,,Muss,
86,Referenz auf die ID der Summenzeitreihe,SG8,RFF,1153,AVE,,Meldepunkt,X,Meldepunkt
87,Referenz auf die ID der Summenzeitreihe,SG8,RFF,1154,,,ID der Summenzeitreihe,X [951],
88,Versionsangabe der Summenzeitreihe,SG8,,,,,,,
89,Versionsangabe der Summenzeitreihe,SG8,,,,,,Muss,
90,Versionsangabe der Summenzeitreihe,SG8,RFF,,,,,Muss,
91,Versionsangabe der Summenzeitreihe,SG8,RFF,1153,AUU,,Referenz auf eineZeitreihe,X,Referenz auf eineZeitreihe
92,Versionsangabe der Summenzeitreihe,SG8,RFF,1154,,,Version der Zeitreihe,X,
93,Zeitreihentyp,SG10,,,,,,Muss,
94,Zeitreihentyp,SG10,,,,,,Muss,
95,Zeitreihentyp,SG10,CCI,,,,,Muss,
96,Zeitreihentyp,SG10,CCI,7059,15,,Struktur,X,Struktur
97,Zeitreihentyp,SG10,CCI,7037,Z21,,Summenzeitreihentyp,X,Summenzeitreihentyp
98,Zeitreihentyp,SG10,,,,,,,
99,Zeitreihentyp,SG10,,,,,,Muss,
100,Zeitreihentyp,SG10,CAV,,,,,Muss,
101,Zeitreihentyp,SG10,CAV,7111,,,Code des Zeitreihentyps,X,
102,Datenstatus zur Zeitreihe für Bilanzkreissummen,SG10,,,,,,Muss,
103,Datenstatus zur Zeitreihe für Bilanzkreissummen,SG10,,,,,,Muss,
104,Datenstatus zur Zeitreihe für Bilanzkreissummen,SG10,CCI,,,,,Muss,
105,Datenstatus zur Zeitreihe für Bilanzkreissummen,SG10,CCI,7059,Z25,,Datenstatus zur Zeitreihe,X,Datenstatus zur Zeitreihe
106,Datenstatus zur Zeitreihe für Bilanzkreissummen,SG10,CCI,7037,Z01,,Abrechnungsdaten,X,Abrechnungsdaten
107,Produkt-Daten der Summenzeitreihe,SG8,,,,,,Muss [2080],
108,Produkt-Daten der Summenzeitreihe,SG8,,,,,,Muss [2080],
109,Produkt-Daten der Summenzeitreihe,SG8,SEQ,,,,,Muss,
110,Produkt-Daten der Summenzeitreihe,SG8,SEQ,1229,Z23,,Produkt-Daten derSummenzeitreihe,X,Produkt-Daten derSummenzeitreihe
111,Produktidentifikation der Summenzeitreihe,SG8,,,,,,,
112,Produktidentifikation der Summenzeitreihe,SG8,,,,,,Muss,
113,Produktidentifikation der Summenzeitreihe,SG8,PIA,,,,,Muss,
114,Produktidentifikation der Summenzeitreihe,SG8,PIA,4347,5,,Produktidentifikation,X,Produktidentifikation
115,Produktidentifikation der Summenzeitreihe,SG8,PIA,7140,,,Produktidentifikation derSummenzeitreihe,X,
116,Produktidentifikation der Summenzeitreihe,SG8,PIA,7143,SRW,,OBIS-Kennzahl,X,OBIS-Kennzahl
117,Energiemenge,SG9,,,,,,Muss,
118,Energiemenge,SG9,,,,,,Muss,
119,Energiemenge,SG9,QTY,,,,,Muss,
120,Energiemenge,SG9,QTY,6063,79,,"Energiemenge summiert(Summenwert,Bilanzsumme)",X,"Energiemenge summiert(Summenwert,Bilanzsumme)"
121,Energiemenge,SG9,QTY,6060,,,Mengenangabe,X [902],
122,Energiemenge,SG9,QTY,6411,KWH,,Kilowattstunde,X,Kilowattstunde
123,Beginn Messperiode,SG9,,,,,,,
124,Beginn Messperiode,SG9,,,,,,Muss,
125,Beginn Messperiode,SG9,DTM,,,,,Muss,
126,Beginn Messperiode,SG9,DTM,2005,163,,"Verarbeitung,Beginndatum/-zeit",X,"Verarbeitung,Beginndatum/-zeit"
127,Beginn Messperiode,SG9,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [UB1],
128,Beginn Messperiode,SG9,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
129,Ende Messperiode,SG9,,,,,,,
130,Ende Messperiode,SG9,,,,,,Muss,
131,Ende Messperiode,SG9,DTM,,,,,Muss,
132,Ende Messperiode,SG9,DTM,2005,164,,"Verarbeitung,Endedatum/-zeit",X,"Verarbeitung,Endedatum/-zeit"
133,Ende Messperiode,SG9,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [UB1],
134,Ende Messperiode,SG9,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
135,Daten der Überführungszeitreihe,SG8,,,,,,,
136,Daten der Überführungszeitreihe,SG8,,,,,,,
137,Daten der Überführungszeitreihe,SG8,SEQ,,,,,,
138,Daten der Überführungszeitreihe,SG8,SEQ,1229,Z24,,Daten derÜberführungszeitreihe,,Daten derÜberführungszeitreihe
139,Versionsangabe der Zeitreihe,SG8,,,,,,,
140,Versionsangabe der Zeitreihe,SG8,,,,,,,
141,Versionsangabe der Zeitreihe,SG8,RFF,,,,,,
