,Segmentname,Segmentgruppe,Segment,Datenelement,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedinung
0,Nachrichten-Kopfsegment,,,,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,0062,,,Nachrichten-Referenznummer,X,
2,Nachrichten-Kopfsegment,,UNH,0065,UTILMD,,Netzanschluss-Stammdaten,X,Netzanschluss-Stammdaten
3,Nachrichten-Kopfsegment,,UNH,0052,D,,Entwurfs-Version,X,Entwurfs-Version
4,Nachrichten-Kopfsegment,,UNH,0054,11A,,Ausgabe 2011 - A,X,Ausgabe 2011 - A
5,Nachrichten-Kopfsegment,,UNH,0051,UN,,UN/CEFACT,X,UN/CEFACT
6,Nachrichten-Kopfsegment,,UNH,0057,5.2e,,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung,X,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung
7,Beginn der Nachricht,,,,,,,Muss,
8,Beginn der Nachricht,,BGM,1001,E02,,Abmeldungen,X,Abmeldungen
9,Beginn der Nachricht,,BGM,1004,,,Dokumentennummer,X,
10,Nachrichtendatum,,,,,,,Muss,
11,Nachrichtendatum,,DTM,2005,137,,Dokumenten-/Nachrichtendatum/-zeit,X,Dokumenten-/Nachrichtendatum/-zeit
12,Nachrichtendatum,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931][494],
13,Nachrichtendatum,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
14,MP-ID Absender,SG2,,,,,,Muss,
15,MP-ID Absender,SG2,,,,,,Muss,
16,MP-ID Absender,SG2,NAD,,,,,Muss,
17,MP-ID Absender,SG2,NAD,3035,MS,,Dokumenten-/Nachrichtenausstellerbzw. -absender,X,Dokumenten-/Nachrichtenausstellerbzw. -absender
18,MP-ID Absender,SG2,NAD,3039,,,MP-ID,X [280],
19,MP-ID Absender,SG2,NAD,3055,9,,GS1,X,GS1
20,Ansprechpartner,SG3,,,,,,Kann,
21,Ansprechpartner,SG3,,,,,,Kann,
22,Ansprechpartner,SG3,CTA,,,,,Muss,
23,Ansprechpartner,SG3,CTA,3139,IC,,Informationskontakt,X,Informationskontakt
24,Ansprechpartner,SG3,CTA,3412,,,Name vom Ansprechpartner,X,
25,Kommunikationsverbindung,SG3,,,,,,,
26,Kommunikationsverbindung,SG3,,,,,,Muss,
27,Kommunikationsverbindung,SG3,COM,,,,,Muss,
28,Kommunikationsverbindung,SG3,COM,3148,,,Nummer / Adresse,X,
29,Kommunikationsverbindung,SG3,COM,3155,EM,,Elektronische Post,X [1P0..1],Elektronische Post
30,MP-ID Empfänger,SG2,,,,,,Muss,
31,MP-ID Empfänger,SG2,,,,,,Muss,
32,MP-ID Empfänger,SG2,NAD,,,,,Muss,
33,MP-ID Empfänger,SG2,NAD,3035,MR,,Nachrichtenempfänger,X,Nachrichtenempfänger
34,MP-ID Empfänger,SG2,NAD,3039,,,MP-ID,X [280],
35,MP-ID Empfänger,SG2,NAD,3055,9,,GS1,X,GS1
36,Vorgang,SG4,,,,,,Muss,
37,Vorgang,SG4,,,,,,Muss,
38,Vorgang,SG4,IDE,,,,,Muss,
39,Vorgang,SG4,IDE,7495,24,,Transaktion,X,Transaktion
40,Vorgang,SG4,IDE,7402,,,Vorgangsnummer,X,
41,Ende zum,SG4,,,,,,,
42,Ende zum,SG4,,,,,,Muss,
43,Ende zum,SG4,DTM,,,,,Muss,
44,Ende zum,SG4,DTM,2005,93,,Datum Vertragsende,X,Datum Vertragsende
45,Ende zum,SG4,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [UB1],
46,Ende zum,SG4,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
47,Transaktionsgrund,SG4,,,,,,,
48,Transaktionsgrund,SG4,,,,,,Muss [2061],
49,Transaktionsgrund,SG4,STS,,,,,Muss [2061],
50,Transaktionsgrund,SG4,STS,9015,7,,Transaktionsgrund,X,Transaktionsgrund
51,Transaktionsgrund,SG4,STS,9013,E03,,Wechsel,X,Wechsel
52,Status der Antwort,SG4,,,,,,,
53,Status der Antwort,SG4,,,,,,Muss [249],
54,Status der Antwort,SG4,STS,,,,,Muss [249],
55,Status der Antwort,SG4,STS,9015,E01,,Status der Antwort,X,Status der Antwort
56,Status der Antwort,SG4,STS,9013,,,Code des Prüfschritts,X,
57,Status der Antwort,SG4,STS,1131,Codeliste Strom Nr.S_0047,,S_0047,X,Codeliste Strom Nr.S_0047
58,Meldepunkt,SG5,,,,,,Muss [2061]∧ ([583] ⊻[585]),
59,Meldepunkt,SG5,,,,,,Muss [2061]∧ ([583] ⊻[585]),
60,Meldepunkt,SG5,LOC,,,,,Muss,
61,Meldepunkt,SG5,LOC,3227,172,,Meldepunkt,X,Meldepunkt
62,Meldepunkt,SG5,LOC,3225,,,Identifikator,X [950],
63,Prüfidentifikator,SG6,,,,,,Muss,
64,Prüfidentifikator,SG6,,,,,,Muss,
65,Prüfidentifikator,SG6,RFF,,,,,Muss,
66,Prüfidentifikator,SG6,RFF,1153,Z13,,Prüfidentifikator,X,Prüfidentifikator
67,Prüfidentifikator,SG6,RFF,1154,11086,,MPES / Abmeldeanfragedes NB,,MPES / Abmeldeanfragedes NB
68,Referenz Vorgangsnummer (aus Anfragenachricht),SG6,,,,,,Muss,
69,Referenz Vorgangsnummer (aus Anfragenachricht),SG6,,,,,,Muss,
70,Referenz Vorgangsnummer (aus Anfragenachricht),SG6,RFF,,,,,Muss,
71,Referenz Vorgangsnummer (aus Anfragenachricht),SG6,RFF,1153,TN,,Transaktions-Referenznummer,X,Transaktions-Referenznummer
72,Referenz Vorgangsnummer (aus Anfragenachricht),SG6,RFF,1154,,,Vorgangsnummer,X,
73,Daten der Marktlokation,SG8,,,,,,Muss [2061],
74,Daten der Marktlokation,SG8,,,,,,Muss [2061],
75,Daten der Marktlokation,SG8,SEQ,,,,,Muss,
76,Daten der Marktlokation,SG8,SEQ,1229,Z01,,Daten der Marktlokation,X,Daten der Marktlokation
77,Referenz auf die ID der Marktlokation,SG8,,,,,,,
78,Referenz auf die ID der Marktlokation,SG8,,,,,,Muss,
79,Referenz auf die ID der Marktlokation,SG8,RFF,,,,,Muss,
80,Referenz auf die ID der Marktlokation,SG8,RFF,1153,Z18,,Marktlokation,X,Marktlokation
81,Referenz auf die ID der Marktlokation,SG8,RFF,1154,,,ID der Marktlokation,X [950],
82,Lieferrichtung,SG10,,,,,,Muss,
83,Lieferrichtung,SG10,,,,,,Muss,
84,Lieferrichtung,SG10,CCI,,,,,Muss,
85,Lieferrichtung,SG10,CCI,7059,Z30,,Lieferrichtung,X,Lieferrichtung
86,Lieferrichtung,SG10,CCI,7037,Z06,,Erzeugung,X,Erzeugung
87,Beteiligter Marktpartner MP-ID,SG12,,,,,,,
88,Beteiligter Marktpartner MP-ID,SG12,,,,,,,
89,Beteiligter Marktpartner MP-ID,SG12,NAD,,,,,,
90,Beteiligter Marktpartner MP-ID,SG12,NAD,3035,VY,,andere zugehörige Partei,,andere zugehörige Partei
91,Beteiligter Marktpartner MP-ID,SG12,NAD,3039,,,MP-ID,,
92,Beteiligter Marktpartner MP-ID,SG12,NAD,3055,9,,GS1,,GS1
93,Referenz auf die ID einer Marktlokation / Tranche / Messlokation,SG12,,,,,,,
94,Referenz auf die ID einer Marktlokation / Tranche / Messlokation,SG12,,,,,,,
95,Referenz auf die ID einer Marktlokation / Tranche / Messlokation,SG12,RFF,,,,,,
96,Referenz auf die ID einer Marktlokation / Tranche / Messlokation,SG12,RFF,1153,Z18,,Marktlokation,,Marktlokation
97,Referenz auf die ID einer Marktlokation / Tranche / Messlokation,SG12,RFF,1154,,,ID des Identifikators,,
98,Nachrichten-Endesegment,,,,,,,Muss,
99,Nachrichten-Endesegment,,UNT,0074,,,Anzahl der Segmente in einerNachricht,X,
100,Nachrichten-Endesegment,,UNT,0062,,,Nachrichten-Referenznummer,X,
