,Segmentname,Segmentgruppe,Segment,Datenelement,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedingung
0,Nachrichten-Kopfsegment,,,,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,0062,,,Nachrichten-Referenznummer,X,
2,Nachrichten-Kopfsegment,,UNH,0065,UTILMD,,Netzanschluss-Stammdaten,X,Netzanschluss-Stammdaten
3,Nachrichten-Kopfsegment,,UNH,0052,D,,Entwurfs-Version,X,Entwurfs-Version
4,Nachrichten-Kopfsegment,,UNH,0054,11A,,Ausgabe 2011 - A,X,Ausgabe 2011 - A
5,Nachrichten-Kopfsegment,,UNH,0051,UN,,UN/CEFACT,X,UN/CEFACT
6,Nachrichten-Kopfsegment,,UNH,0057,5.2e,,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung,X,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung
7,Beginn der Nachricht,,,,,,,Muss,
8,Beginn der Nachricht,,BGM,1001,E03,,Änderungsmeldungen,X,Änderungsmeldungen
9,Beginn der Nachricht,,BGM,1004,,,Dokumentennummer,X,
10,Nachrichtendatum,,,,,,,Muss,
11,Nachrichtendatum,,DTM,2005,137,,Dokumenten-/Nachrichtendatum/-zeit,X,Dokumenten-/Nachrichtendatum/-zeit
12,Nachrichtendatum,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931] [494],
13,Nachrichtendatum,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
14,MP-ID Absender,SG2,,,,,,Muss,
15,MP-ID Absender,SG2,,,,,,Muss,
16,MP-ID Absender,SG2,NAD,,,,,Muss,
17,MP-ID Absender,SG2,NAD,3035,MS,,Dokumenten-/Nachrichtenausstellerbzw. -absender,X,Dokumenten-/Nachrichtenausstellerbzw. -absender
18,MP-ID Absender,SG2,NAD,3039,,,MP-ID,X,
19,MP-ID Absender,SG2,NAD,3055,9,,GS1,X,GS1
20,Ansprechpartner,SG3,,,,,,Kann,
21,Ansprechpartner,SG3,,,,,,Kann,
22,Ansprechpartner,SG3,CTA,,,,,Muss,
23,Ansprechpartner,SG3,CTA,3139,IC,,Informationskontakt,X,Informationskontakt
24,Ansprechpartner,SG3,CTA,3412,,,Name vom Ansprechpartner,X,
25,Kommunikationsverbindung,SG3,,,,,,,
26,Kommunikationsverbindung,SG3,,,,,,Muss,
27,Kommunikationsverbindung,SG3,COM,,,,,Muss,
28,Kommunikationsverbindung,SG3,COM,3148,,,Nummer / Adresse,X,
29,Kommunikationsverbindung,SG3,COM,3155,EM,,Elektronische Post,X [1P0..1],Elektronische Post
30,MP-ID Empfänger,SG2,,,,,,Muss,
31,MP-ID Empfänger,SG2,,,,,,Muss,
32,MP-ID Empfänger,SG2,NAD,,,,,Muss,
33,MP-ID Empfänger,SG2,NAD,3035,MR,,Nachrichtenempfänger,X,Nachrichtenempfänger
34,MP-ID Empfänger,SG2,NAD,3039,,,MP-ID,X,
35,MP-ID Empfänger,SG2,NAD,3055,9,,GS1,X,GS1
36,Vorgang,SG4,,,,,,Muss,
37,Vorgang,SG4,,,,,,Muss,
38,Vorgang,SG4,IDE,,,,,Muss,
39,Vorgang,SG4,IDE,7495,24,,Transaktion,X,Transaktion
40,Vorgang,SG4,IDE,7402,,,Vorgangsnummer,X,
41,Beginn zum,SG4,,,,,,,
42,Beginn zum,SG4,,,,,,Muss,
43,Beginn zum,SG4,DTM,,,,,Muss,
44,Beginn zum,SG4,DTM,2005,92,,Datum Vertragsbeginn,X,Datum Vertragsbeginn
45,Beginn zum,SG4,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [UB3],
46,Beginn zum,SG4,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
47,"Änderung zum, Gültigkeit, Beginndatum",SG4,,,,,,,
48,"Änderung zum, Gültigkeit, Beginndatum",SG4,,,,,,Muss,
49,"Änderung zum, Gültigkeit, Beginndatum",SG4,DTM,,,,,Muss,
50,"Änderung zum, Gültigkeit, Beginndatum",SG4,DTM,2005,157,,"Gültigkeit, Beginndatum",X,"Gültigkeit, Beginndatum"
51,"Änderung zum, Gültigkeit, Beginndatum",SG4,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [UB3],
52,"Änderung zum, Gültigkeit, Beginndatum",SG4,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
53,Transaktionsgrund,SG4,,,,,,,
54,Transaktionsgrund,SG4,,,,,,Muss [2061],
55,Transaktionsgrund,SG4,STS,,,,,Muss [2061],
56,Transaktionsgrund,SG4,STS,9015,7,,Transaktionsgrund,X,Transaktionsgrund
57,Transaktionsgrund,SG4,STS,9013,ZF8,,Bila.rel. Anfrage an NBmit Abhängigkeiten,X,Bila.rel. Anfrage an NBmit Abhängigkeiten
58,Status der Antwort,SG4,,,,,,,
59,Status der Antwort,SG4,,,,,,,
60,Status der Antwort,SG4,STS,,,,,,
61,Status der Antwort,SG4,STS,9015,E01,,Status der Antwort,,Status der Antwort
62,Status der Antwort,SG4,STS,9013,,,Code des Prüfschritts,,
63,Status der Antwort,SG4,STS,1131,Codeliste Gas Nr.G_0034Codeliste Strom Nr.S_0025Codeliste Strom Nr.S_0026,,G_0034S_0025S_0026,,Codeliste Gas Nr.G_0034Codeliste Strom Nr.S_0025Codeliste Strom Nr.S_0026
64,Meldepunkt,SG5,,,,,,Muss [2061],
65,Meldepunkt,SG5,,,,,,Muss [2061],
66,Meldepunkt,SG5,LOC,,,,,Muss,
67,Meldepunkt,SG5,LOC,3227,172,,Meldepunkt,X,Meldepunkt
68,Meldepunkt,SG5,LOC,3225,,,Identifikator,X [950],
69,Prüfidentifikator,SG6,,,,,,Muss,
70,Prüfidentifikator,SG6,,,,,,Muss,
71,Prüfidentifikator,SG6,RFF,,,,,Muss,
72,Prüfidentifikator,SG6,RFF,1153,Z13,,Prüfidentifikator,X,Prüfidentifikator
73,Prüfidentifikator,SG6,RFF,1154,11156,,SDÄ / Bila.rel. Anfrage anNB mit Abhängigkeiten,X,SDÄ / Bila.rel. Anfrage anNB mit Abhängigkeiten
74,Referenz Vorgangsnummer (aus Anfragenachricht),SG6,,,,,,,
75,Referenz Vorgangsnummer (aus Anfragenachricht),SG6,,,,,,,
76,Referenz Vorgangsnummer (aus Anfragenachricht),SG6,RFF,,,,,,
77,Referenz Vorgangsnummer (aus Anfragenachricht),SG6,RFF,1153,TN,,Transaktions-,,Transaktions-
78,Referenz Vorgangsnummer (aus Anfragenachricht),SG6,RFF,1154,,,Vorgangsnummer,,
79,Daten der Marktlokation,SG8,,,,,,Muss [2061],
80,Daten der Marktlokation,SG8,,,,,,Muss [2061],
81,Daten der Marktlokation,SG8,SEQ,,,,,Muss,
82,Daten der Marktlokation,SG8,SEQ,1229,Z01,,Daten der Marktlokation,X,Daten der Marktlokation
83,Referenz auf die ID der Marktlokation,SG8,,,,,,,
84,Referenz auf die ID der Marktlokation,SG8,,,,,,Muss,
85,Referenz auf die ID der Marktlokation,SG8,RFF,,,,,Muss,
86,Referenz auf die ID der Marktlokation,SG8,RFF,1153,Z18,,Marktlokation,X,Marktlokation
87,Referenz auf die ID der Marktlokation,SG8,RFF,1154,,,ID der Marktlokation,X [950],
88,Arbeit / Leistung für tagesparameterabhängige Marktlokation,SG9,,,,,,Kann [492],
89,Arbeit / Leistung für tagesparameterabhängige Marktlokation,SG9,,,,,,Kann [492],
90,Arbeit / Leistung für tagesparameterabhängige Marktlokation,SG9,QTY,,,,,Muss,
91,Arbeit / Leistung für tagesparameterabhängige Marktlokation,SG9,QTY,6063,Z10,,Leistung derMarktlokation,X,Leistung derMarktlokation
92,Arbeit / Leistung für tagesparameterabhängige Marktlokation,SG9,QTY,6060,,,Menge,X [902],
93,Arbeit / Leistung für tagesparameterabhängige Marktlokation,SG9,QTY,6411,Z16,,kWh/K (Kilowatt-Stunde/Kelvin),X [103],kWh/K (Kilowatt-Stunde/Kelvin)
94,Veranschlagte Jahresmenge gesamt,SG9,,,,,,Kann ([5] ∧[493]) ⊻ [492],
95,Veranschlagte Jahresmenge gesamt,SG9,,,,,,Kann ([5] ∧[493]) ⊻ [492],
96,Veranschlagte Jahresmenge gesamt,SG9,QTY,,,,,Muss,
97,Veranschlagte Jahresmenge gesamt,SG9,QTY,6063,31,,VeranschlagteJahresmenge Gesamt,X,VeranschlagteJahresmenge Gesamt
98,Veranschlagte Jahresmenge gesamt,SG9,QTY,6060,,,Mengenangabe,X [902] ∧ [937],
99,Veranschlagte Jahresmenge gesamt,SG9,QTY,6411,KWH,,Kilowattstunde,X,Kilowattstunde
100,TUM Kundenwert,SG9,,,,,,Kann [5] ∧ [493],
101,TUM Kundenwert,SG9,,,,,,Kann [5] ∧ [493],
102,TUM Kundenwert,SG9,QTY,,,,,Muss,
103,TUM Kundenwert,SG9,QTY,6063,Y02,,Kundenwert,X,Kundenwert
104,TUM Kundenwert,SG9,QTY,6060,,,Mengenangabe,X [902] ∧ [907],
105,TUM Kundenwert,SG9,QTY,6411,KWH,,Kilowattstunde,X,Kilowattstunde
106,Lieferrichtung,SG10,,,,,,Muss,
107,Lieferrichtung,SG10,,,,,,Muss,
108,Lieferrichtung,SG10,CCI,,,,,Muss,
109,Lieferrichtung,SG10,CCI,7059,Z30,,Lieferrichtung,X,Lieferrichtung
110,Lieferrichtung,SG10,CCI,7037,Z06,,Erzeugung,X,Erzeugung
111,Regelzone,SG10,,,,,,Muss [5] ∧[492],
112,Regelzone,SG10,,,,,,Muss [5] ∧[492],
113,Regelzone,SG10,CCI,,,,,Muss,
114,Regelzone,SG10,CCI,7059,Z18,,Regelzone,X,Regelzone
115,Regelzone,SG10,CCI,7037,,,Regelzone,X,
116,Bilanzierungsgebiet,SG10,,,,,,Kann [5] ∧ [492],
117,Bilanzierungsgebiet,SG10,,,,,,Kann [5] ∧ [492],
118,Bilanzierungsgebiet,SG10,CCI,,,,,Muss,
119,Bilanzierungsgebiet,SG10,CCI,7059,Z20,,Bilanzierungsgebiet,X,Bilanzierungsgebiet
120,Bilanzierungsgebiet,SG10,CCI,7037,,,Bilanzierungsgebiet,X,
121,Verbrauchsaufteilung für temperaturabhängige Marktlokation,SG10,,,,,,,
122,Verbrauchsaufteilung für temperaturabhängige Marktlokation,SG10,,,,,,,
123,Verbrauchsaufteilung für temperaturabhängige Marktlokation,SG10,CCI,,,,,,
124,Verbrauchsaufteilung für temperaturabhängige Marktlokation,SG10,CCI,7037,E17,,Verbrauchsaufteilung (in%) für,,Verbrauchsaufteilung (in%) für
125,Verbrauchsaufteilung für temperaturabhängige Marktlokation,SG10,,,,,,,
126,Verbrauchsaufteilung für temperaturabhängige Marktlokation,SG10,,,,,,,
127,Verbrauchsaufteilung für temperaturabhängige Marktlokation,SG10,CAV,,,,,,
128,Verbrauchsaufteilung für temperaturabhängige Marktlokation,SG10,CAV,7111,Z22,,Verbrauchsaufteilung in%,,Verbrauchsaufteilung in%
129,Verbrauchsaufteilung für temperaturabhängige Marktlokation,SG10,CAV,7110,,,Verbrauchsaufteilung in %,,
130,Zeitreihentyp,SG10,,,,,,Kann [5] ∧ [492],
131,Zeitreihentyp,SG10,,,,,,Kann [5] ∧ [492],
132,Zeitreihentyp,SG10,CCI,,,,,Muss,
133,Zeitreihentyp,SG10,CCI,7059,15,,Struktur,X,Struktur
134,Zeitreihentyp,SG10,CCI,7037,Z21,,Summenzeitreihentyp,X,Summenzeitreihentyp
135,Zeitreihentyp,SG10,,,,,,,
