,Segmentname,Segmentgruppe,Segment,Datenelement,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedinung
0,Nachrichten-Kopfsegment,,,,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,0062,,,Nachrichten-Referenznummer,X,
2,Nachrichten-Kopfsegment,,UNH,0065,UTILMD,,Netzanschluss-Stammdaten,X,Netzanschluss-Stammdaten
3,Nachrichten-Kopfsegment,,UNH,0052,D,,Entwurfs-Version,X,Entwurfs-Version
4,Nachrichten-Kopfsegment,,UNH,0054,11A,,Ausgabe 2011 - A,X,Ausgabe 2011 - A
5,Nachrichten-Kopfsegment,,UNH,0051,UN,,UN/CEFACT,X,UN/CEFACT
6,Nachrichten-Kopfsegment,,UNH,0057,5.2e,,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung,X,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung
7,Beginn der Nachricht,,,,,,,Muss,
8,Beginn der Nachricht,,BGM,1001,E40,,Bilanzkreiszuordnungsliste,X,Bilanzkreiszuordnungsliste
9,Beginn der Nachricht,,BGM,1004,,,Dokumentennummer,X,
10,Nachrichtendatum,,,,,,,Muss,
11,Nachrichtendatum,,DTM,2005,137,,Dokumenten-/Nachrichtendatum/-zeit,X,Dokumenten-/Nachrichtendatum/-zeit
12,Nachrichtendatum,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931] [494],
13,Nachrichtendatum,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
14,"Gültigkeit, Beginndatum",,,,,,,Muss,
15,"Gültigkeit, Beginndatum",,DTM,2005,157,,"Gültigkeit, Beginndatum",X,"Gültigkeit, Beginndatum"
16,"Gültigkeit, Beginndatum",,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X,
17,"Gültigkeit, Beginndatum",,DTM,2379,610,,CCYYMM,X,CCYYMM
18,Referenz auf eine vorangegangene Anfrage,SG1,,,,,,Muss,
19,Referenz auf eine vorangegangene Anfrage,SG1,,,,,,Muss,
20,Referenz auf eine vorangegangene Anfrage,SG1,RFF,,,,,Muss,
21,Referenz auf eine vorangegangene Anfrage,SG1,RFF,1153,AAV,,Nummer der Anfrage,X,Nummer der Anfrage
22,Referenz auf eine vorangegangene Anfrage,SG1,RFF,1154,,,"Referenz, Identifikation",X [503],
23,MP-ID Absender,SG2,,,,,,Muss,
24,MP-ID Absender,SG2,,,,,,Muss,
25,MP-ID Absender,SG2,NAD,,,,,Muss,
26,MP-ID Absender,SG2,NAD,3035,Nachrichtenaussteller bzw.-absender,,,MS ,Nachrichtenaussteller bzw.-absender
27,MP-ID Absender,SG2,NAD,3039,,,MP-ID,X [280],
28,MP-ID Absender,SG2,NAD,3055,9,,GS1,X,GS1
29,Ansprechpartner,SG3,,,,,,Kann,
30,Ansprechpartner,SG3,,,,,,Kann,
31,Ansprechpartner,SG3,CTA,,,,,Muss,
32,Ansprechpartner,SG3,CTA,3139,,,,IC,
33,Ansprechpartner,SG3,CTA,3412,,,Name vom Ansprechpartner,X,
34,Kommunikationsverbindung,SG3,,,,,,,
35,Kommunikationsverbindung,SG3,,,,,,Muss,
36,Kommunikationsverbindung,SG3,COM,,,,,Muss,
37,Kommunikationsverbindung,SG3,COM,3148,,,Nummer / Adresse,X,
38,Kommunikationsverbindung,SG3,COM,3155,EM,,Elektronische Post,X [1P0..1],Elektronische Post
39,MP-ID Empfänger,SG2,,,,,,Muss,
40,MP-ID Empfänger,SG2,,,,,,Muss,
41,MP-ID Empfänger,SG2,NAD,,,,,Muss,
42,MP-ID Empfänger,SG2,NAD,3035,,,,MR,
43,MP-ID Empfänger,SG2,NAD,3039,,,MP-ID,X [280],
44,MP-ID Empfänger,SG2,NAD,3055,9,,GS1,X,GS1
45,Identifikation einer Liste,SG4,,,,,,Muss,
46,Identifikation einer Liste,SG4,,,,,,Muss,
47,Identifikation einer Liste,SG4,IDE,,,,,Muss,
48,Identifikation einer Liste,SG4,IDE,7495,,,,Z01,
49,Identifikation einer Liste,SG4,IDE,7402,,,Listennummer,X,
50,Status der Antwort,SG4,,,,,,,
51,Status der Antwort,SG4,,,,,,Muss [238] ∧ [249],
52,Status der Antwort,SG4,STS,,,,,Muss [238] ∧ [249],
53,Status der Antwort,SG4,STS,9015,E01,,Status der Antwort,X,Status der Antwort
54,Status der Antwort,SG4,STS,9013,,,Code des Prüfschritts,X,
55,Status der Antwort,SG4,STS,1131,E_0039,,EBD Nr. E_0039,X [99] ∧ [641],EBD Nr. E_0039
56,Prüfidentifikator,SG6,,,,,,Muss,
57,Prüfidentifikator,SG6,,,,,,Muss,
58,Prüfidentifikator,SG6,RFF,,,,,Muss,
59,Prüfidentifikator,SG6,RFF,1153,Z13,,Prüfidentifikator,X,Prüfidentifikator
60,Prüfidentifikator,SG6,RFF,1154,11067,,MaBiS /Bilanzkreiszuordnungsliste,X,MaBiS /Bilanzkreiszuordnungsliste
61,Daten der Summenzeitreihe,SG8,,,,,,Muss,
62,Daten der Summenzeitreihe,SG8,,,,,,Muss,
63,Daten der Summenzeitreihe,SG8,SEQ,,,,,Muss,
64,Daten der Summenzeitreihe,SG8,SEQ,1229,Summenzeitreihe,,,Z22,Summenzeitreihe
65,Bilanzkreis,SG10,,,,,,Muss,
66,Bilanzkreis,SG10,,,,,,Muss,
67,Bilanzkreis,SG10,CCI,,,,,Muss,
68,Bilanzkreis,SG10,CCI,7059,,,,Z19,
69,Bilanzkreis,SG10,CCI,7037,,,Bilanzkreis,X,
70,Vorgang,SG4,,,,,,Soll [342],
71,Vorgang,SG4,,,,,,Soll [342],
72,Vorgang,SG4,IDE,,,,,Muss,
73,Vorgang,SG4,IDE,7495,,,,24,
74,Vorgang,SG4,IDE,7402,,,Vorgangsnummer,X,
75,Meldepunkt,SG5,,,,,,Muss [2071] ∧ [2073],
76,Meldepunkt,SG5,,,,,,Muss [2071] ∧ [2073],
77,Meldepunkt,SG5,LOC,,,,,Muss,
78,Meldepunkt,SG5,LOC,3227,,,,172,
79,Meldepunkt,SG5,LOC,3225,,,Identifikator,X [951],
80,Daten der Summenzeitreihe,SG8,,,,,,Muss [2061] ∧ [563],
81,Daten der Summenzeitreihe,SG8,,,,,,Muss [2061] ∧ [563],
82,Daten der Summenzeitreihe,SG8,SEQ,,,,,Muss,
83,Daten der Summenzeitreihe,SG8,SEQ,1229,Summenzeitreihe,,,Z22,Summenzeitreihe
84,Referenz auf die ID der Summenzeitreihe,SG8,,,,,,,
85,Referenz auf die ID der Summenzeitreihe,SG8,,,,,,Muss,
86,Referenz auf die ID der Summenzeitreihe,SG8,RFF,,,,,Muss,
87,Referenz auf die ID der Summenzeitreihe,SG8,RFF,1153,AVE,,Meldepunkt,X,Meldepunkt
88,Referenz auf die ID der Summenzeitreihe,SG8,RFF,1154,,,ID der Summenzeitreihe,X [951],
89,Bilanzierungsgebiet,SG10,,,,,,Muss [98]Soll [76] ∧ [99],
90,Bilanzierungsgebiet,SG10,,,,,,Muss [98]Soll [76] ∧ [99],
91,Bilanzierungsgebiet,SG10,CCI,,,,,Muss,
92,Bilanzierungsgebiet,SG10,CCI,7059,,,,Z20,
93,Bilanzierungsgebiet,SG10,CCI,7037,,,Bilanzierungsgebiet,X,
94,Bilanzkreis,SG10,,,,,,Muss,
95,Bilanzkreis,SG10,,,,,,Muss,
96,Bilanzkreis,SG10,CCI,,,,,Muss,
97,Bilanzkreis,SG10,CCI,7059,,,,Z19,
98,Bilanzkreis,SG10,CCI,7037,,,Bilanzkreis,X,
99,Zeitreihentyp,SG10,,,,,,Muss,
100,Zeitreihentyp,SG10,,,,,,Muss,
101,Zeitreihentyp,SG10,CCI,,,,,Muss,
102,Zeitreihentyp,SG10,CCI,7059,,,,15,
103,Zeitreihentyp,SG10,CCI,7037,Z21,,Summenzeitreihentyp,X,Summenzeitreihentyp
104,Zeitreihentyp,SG10,,,,,,,
105,Zeitreihentyp,SG10,,,,,,Muss,
106,Zeitreihentyp,SG10,CAV,,,,,Muss,
107,Zeitreihentyp,SG10,CAV,7111,,,Code des Zeitreihentyps,X,
108,Produkt-Daten der Summenzeitreihe,SG8,,,,,,Muss [2080] ∧ [515],
109,Produkt-Daten der Summenzeitreihe,SG8,,,,,,Muss [2080] ∧ [515],
110,Produkt-Daten der Summenzeitreihe,SG8,SEQ,,,,,Muss,
111,Produkt-Daten der Summenzeitreihe,SG8,SEQ,1229,Summenzeitreihe,,,Z23,Summenzeitreihe
112,Produktidentifikation der Summenzeitreihe,SG8,,,,,,,
113,Produktidentifikation der Summenzeitreihe,SG8,,,,,,Muss,
114,Produktidentifikation der Summenzeitreihe,SG8,PIA,,,,,Muss,
115,Produktidentifikation der Summenzeitreihe,SG8,PIA,4347,,,,5,
116,Produktidentifikation der Summenzeitreihe,SG8,PIA,7140,,,Produktidentifikation derSummenzeitreihe,X,
117,Produktidentifikation der Summenzeitreihe,SG8,PIA,7143,SRW,,OBIS-Kennzahl,X,OBIS-Kennzahl
118,Beteiligter Marktpartner MP-ID,SG12,,,,,,Muss [568],
119,Beteiligter Marktpartner MP-ID,SG12,,,,,,Muss [568],
120,Beteiligter Marktpartner MP-ID,SG12,NAD,,,,,Muss,
121,Beteiligter Marktpartner MP-ID,SG12,NAD,3035,,,,VY,
122,Beteiligter Marktpartner MP-ID,SG12,NAD,3039,,,MP-ID,X,
123,Beteiligter Marktpartner MP-ID,SG12,NAD,3055,9,,GS1,X,GS1
124,Nachrichten-Endesegment,,,,,,,Muss,
125,Nachrichten-Endesegment,,UNT,0074,,,Anzahl der Segmente in einerNachricht,X,
126,Nachrichten-Endesegment,,UNT,0062,,,Nachrichten-Referenznummer,X,
