#,Segmentname_FV2304,Segmentgruppe_FV2304,Segment_FV2304,Datenelement_FV2304,Segment ID_FV2304,Code_FV2304,Beschreibung_FV2304,Bedingungsausdruck_FV2304,Bedingung_FV2304,Änderung,Segmentname_FV2310,Segmentgruppe_FV2310,Segment_FV2310,Datenelement_FV2310,Segment ID_FV2310,Code_FV2310,Beschreibung_FV2310,Bedingungsausdruck_FV2310,Bedingung_FV2310
1,Nachrichten-Kopfsegment,,UNH,,,,,Muss [12],"[12] je UNB ist nur eine Nachricht mit BGM+Z04 in der Übertragungsdatei erlaubt (nur eine Nachricht je Übertragungsdatei)
[13] je UNB ist nur eine Nachricht mit BGM+Z32 in der Übertragungsdatei erlaubt (nur eine Nachricht je Übertragungsdatei)",ÄNDERUNG,Nachrichten-Kopfsegment,,UNH,,,,,Muss [12],"[12] je UNB ist nur eine Nachricht mit BGM+Z04 in der Übertragungsdatei erlaubt (nur eine Nachricht je Übertragungsdatei)
[14] je UNB ist maximal je Code aus DE1001 eine Nachricht in der Übertragungsdatei erlaubt"
2,Nachrichten-Kopfsegment,,UNH,0062,,,Nachrichten-Referenznummer,X,,,Nachrichten-Kopfsegment,,UNH,0062,,,Nachrichten-Referenznummer,X,
3,Nachrichten-Kopfsegment,,UNH,0065,,PRICAT,Preisliste/Katalog,X,,,Nachrichten-Kopfsegment,,UNH,0065,,PRICAT,Preisliste/Katalog,X,
4,Nachrichten-Kopfsegment,,UNH,0052,,D,Entwurfs-Version,X,,,Nachrichten-Kopfsegment,,UNH,0052,,D,Entwurfs-Version,X,
5,Nachrichten-Kopfsegment,,UNH,0054,,20B,Ausgabe 2020 - B,X,,,Nachrichten-Kopfsegment,,UNH,0054,,20B,Ausgabe 2020 - B,X,
6,Nachrichten-Kopfsegment,,UNH,0051,,UN,UN/CEFACT,X,,,Nachrichten-Kopfsegment,,UNH,0051,,UN,UN/CEFACT,X,
7,Nachrichten-Kopfsegment,,UNH,0057,,2.0b,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,,ÄNDERUNG,Nachrichten-Kopfsegment,,UNH,0057,,2.0c,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,
8,Beginn der Nachricht,,BGM,,,,,Muss,,,Beginn der Nachricht,,BGM,,,,,Muss,
9,Beginn der Nachricht,,BGM,1001,,Z04,Ausgleichsenergiepreis,X,,,Beginn der Nachricht,,BGM,1001,,Z04,Ausgleichsenergiepreis,X,
10,Beginn der Nachricht,,BGM,1004,,,Dokumentennummer,X,,,Beginn der Nachricht,,BGM,1004,,,Dokumentennummer,X,
11,Betrachtungszeitintervall,,DTM,,,,,Muss,,,Betrachtungszeitintervall,,DTM,,,,,Muss,
12,Betrachtungszeitintervall,,DTM,2005,,492,"Bilanzierungsdatum, - zeit, -periode",X,,,Betrachtungszeitintervall,,DTM,2005,,492,"Bilanzierungsdatum, - zeit, -periode",X,
13,Betrachtungszeitintervall,,DTM,2380,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X,,,Betrachtungszeitintervall,,DTM,2380,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X,
14,Betrachtungszeitintervall,,DTM,2379,,610,CCYYMM,X,,,Betrachtungszeitintervall,,DTM,2379,,610,CCYYMM,X,
15,Nachrichtendatum,,DTM,,,,,Muss,,,Nachrichtendatum,,DTM,,,,,Muss,
16,Nachrichtendatum,,DTM,2005,,137,Dokumenten-/ Nachrichtendatum/-zeit,X,,,Nachrichtendatum,,DTM,2005,,137,Dokumenten-/ Nachrichtendatum/-zeit,X,
