Segmentname_FV2404,Segmentgruppe_FV2404,Segment_FV2404,Datenelement_FV2404,Segment ID_FV2404,Code_FV2404,Qualifier_FV2404,Beschreibung_FV2404,Bedingungsausdruck_FV2404,Bedingung_FV2404,Unnamed: 0_FV2404,Änderung,changed_entries,Segmentname_FV2410,Segmentgruppe_FV2410,Segment_FV2410,Datenelement_FV2410,Segment ID_FV2410,Code_FV2410,Qualifier_FV2410,Beschreibung_FV2410,Bedingungsausdruck_FV2410,Bedingung_FV2410,Unnamed: 0_FV2410
Nachrichten-Kopfsegment,,UNH,,00001,,,,Muss [12],"[12] je UNB ist nur eine Nachricht mit BGM+Z04 in der Übertragungsdatei erlaubt (nur eine Nachricht je Übertragungsdatei)
[14] je UNB ist maximal je Code aus DE1001 eine Nachricht in der Übertragungsdatei erlaubt",0,,,Nachrichten-Kopfsegment,,UNH,,00001,,,,Muss [12],"[12] je UNB ist nur eine Nachricht mit BGM+Z04 in der Übertragungsdatei erlaubt (nur eine Nachricht je Übertragungsdatei)
[14] je UNB ist maximal je Code aus DE1001 eine Nachricht in der Übertragungsdatei erlaubt",0
Nachrichten-Kopfsegment,,UNH,0062,00001,,,Nachrichten-Referenznummer,X,,1,,,Nachrichten-Kopfsegment,,UNH,0062,00001,,,Nachrichten-Referenznummer,X,,1
Nachrichten-Kopfsegment,,UNH,0065,00001,PRICAT,,Preisliste/Katalog,X,,2,,,Nachrichten-Kopfsegment,,UNH,0065,00001,PRICAT,,Preisliste/Katalog,X,,2
Nachrichten-Kopfsegment,,UNH,0052,00001,D,,Entwurfs-Version,X,,3,,,Nachrichten-Kopfsegment,,UNH,0052,00001,D,,Entwurfs-Version,X,,3
Nachrichten-Kopfsegment,,UNH,0054,00001,20B,,Ausgabe 2020 - B,X,,4,,,Nachrichten-Kopfsegment,,UNH,0054,00001,20B,,Ausgabe 2020 - B,X,,4
Nachrichten-Kopfsegment,,UNH,0051,00001,UN,,UN/CEFACT,X,,5,,,Nachrichten-Kopfsegment,,UNH,0051,00001,UN,,UN/CEFACT,X,,5
Nachrichten-Kopfsegment,,UNH,0057,00001,2.0c,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,x,,6,,,Nachrichten-Kopfsegment,,UNH,0057,00001,2.0c,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,x,,6
Beginn der Nachricht,,BGM,,00002,,,,Muss,,7,,,Beginn der Nachricht,,BGM,,00002,,,,Muss,,7
Beginn der Nachricht,,BGM,1001,00002,Z04,,Ausgleichsenergiepreis,X,,8,,,Beginn der Nachricht,,BGM,1001,00002,Z04,,Ausgleichsenergiepreis,X,,8
Beginn der Nachricht,,BGM,1004,00002,,,Dokumentennummer,X,,9,,,Beginn der Nachricht,,BGM,1004,00002,,,Dokumentennummer,X,,9
Betrachtungszeitintervall,,DTM,,00003,,,,Muss,,10,,,Betrachtungszeitintervall,,DTM,,00003,,,,Muss,,10
Betrachtungszeitintervall,,DTM,2005,00003,492,,"Bilanzierungsdatum, - zeit, -periode",X,,11,,,Betrachtungszeitintervall,,DTM,2005,00003,492,,"Bilanzierungsdatum, - zeit, -periode",X,,11
Betrachtungszeitintervall,,DTM,2380,00003,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X,,12,,,Betrachtungszeitintervall,,DTM,2380,00003,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X,,12
Betrachtungszeitintervall,,DTM,2379,00003,610,,CCYYMM,X,,13,,,Betrachtungszeitintervall,,DTM,2379,00003,610,,CCYYMM,X,,13
Nachrichtendatum,,DTM,,00004,,,,Muss,,14,,,Nachrichtendatum,,DTM,,00004,,,,Muss,,14
Nachrichtendatum,,DTM,2005,00004,137,,Dokumenten-/ Nachrichtendatum/-zeit,X,,15,,,Nachrichtendatum,,DTM,2005,00004,137,,Dokumenten-/ Nachrichtendatum/-zeit,X,,15
Nachrichtendatum,,DTM,2380,00004,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt
[931] Format: ZZZ = +00",16,,,Nachrichtendatum,,DTM,2380,00004,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt
[931] Format: ZZZ = +00",16
Nachrichtendatum,,DTM,2379,00004,303,,CCYYMMDDHHMMZZZ,X,,17,,,Nachrichtendatum,,DTM,2379,00004,303,,CCYYMMDDHHMMZZZ,X,,17
Prüfidentifikator,SG1,,,,,,,Muss,,18,,,Prüfidentifikator,SG1,,,,,,,Muss,,18
Prüfidentifikator,SG1,RFF,,00007,,,,Muss,,19,,,Prüfidentifikator,SG1,RFF,,00007,,,,Muss,,19
Prüfidentifikator,SG1,RFF,1153,00007,Z13,,Prüfidentifikator,X,,20,,,Prüfidentifikator,SG1,RFF,1153,00007,Z13,,Prüfidentifikator,X,,20
Prüfidentifikator,SG1,RFF,1154,00007,27001,,Übermittlung der Ausgleichsenergiepreise,X,,21,,,Prüfidentifikator,SG1,RFF,1154,00007,27001,,Übermittlung der Ausgleichsenergiepreise,X,,21
Empfänger-ID,SG2,,,,,,,Muss,,22,,,Empfänger-ID,SG2,,,,,,,Muss,,22
Empfänger-ID,SG2,NAD,,00008,,,,Muss,,23,,,Empfänger-ID,SG2,NAD,,00008,,,,Muss,,23
Empfänger-ID,SG2,NAD,3035,00008,MR,,Nachrichtenempfänger,X,,24,,,Empfänger-ID,SG2,NAD,3035,00008,MR,,Nachrichtenempfänger,X,,24
Empfänger-ID,SG2,NAD,3039,00008,,,"Beteiligter, Identifikation",X [19],[19] Nur MP-ID aus Sparte Strom,25,,,Empfänger-ID,SG2,NAD,3039,00008,,,"Beteiligter, Identifikation",X [19],[19] Nur MP-ID aus Sparte Strom,25
Empfänger-ID,SG2,NAD,3055,00008,9,,GS1,X,,26,,,Empfänger-ID,SG2,NAD,3055,00008,9,,GS1,X,,26
Empfänger-ID,SG2,NAD,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,,27,,,Empfänger-ID,SG2,NAD,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,,27
Sender-ID,SG2,,,,,,,Muss,,28,,,Sender-ID,SG2,,,,,,,Muss,,28
Sender-ID,SG2,NAD,,00009,,,,Muss,,29,,,Sender-ID,SG2,NAD,,00009,,,,Muss,,29
Sender-ID,SG2,NAD,3035,00009,MS,,Dokumenten-/ Nachrichtenaussteller bzw. -absender,X,,30,,,Sender-ID,SG2,NAD,3035,00009,MS,,Dokumenten-/ Nachrichtenaussteller bzw. -absender,X,,30
