,Segmentname,Segmentgruppe,Segment,Datenelement,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedingung
0,Nachrichten-Kopfsegment,,,,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,0062,,,Nachrichten-Referenznummer,X,
2,Nachrichten-Kopfsegment,,UNH,0065,UTILTS,,Netznutzungszeiten-Nachricht,X,
3,Nachrichten-Kopfsegment,,UNH,0052,D,,Entwurfs-Version,X,
4,Nachrichten-Kopfsegment,,UNH,0054,18A,,Ausgabe 2018 - A,X,
5,Nachrichten-Kopfsegment,,UNH,0051,UN,,UN/CEFACT,X,
6,Nachrichten-Kopfsegment,,UNH,0057,1.1c,,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung,X,
7,Beginn der Nachricht,,,,,,,Muss,
8,Beginn der Nachricht,,BGM,1001,Z36,,Berechnungsformel,X,
9,Beginn der Nachricht,,BGM,1004,,,Dokumentennummer,X,
10,Nachrichtendatum,,,,,,,Muss,
11,Nachrichtendatum,,DTM,2005,137,,Dokumenten-/Nachrichtendatum/-zeit,X,
12,Nachrichtendatum,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931][494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt.  
[931] Format: ZZZ = +00"
13,Nachrichtendatum,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,
14,MP-ID Absender,SG2,,,,,,Muss,
15,MP-ID Absender,SG2,,,,,,Muss,
16,MP-ID Absender,SG2,NAD,,,,,Muss,
17,MP-ID Absender,SG2,NAD,3035,MS,,Dokumenten-/Nachrichtenausstellerbzw. -absender,X,
18,MP-ID Absender,SG2,NAD,3039,,,MP-ID,X [1],[1] Nur MP-ID aus Sparte Strom
19,MP-ID Absender,SG2,NAD,3055,9,,GS1,X,
20,MP-ID Absender,SG2,NAD,3055,293,,"DE, BDEW(Bundesverband derEnergie- undWasserwirtschaft e.V.)",X,
21,Ansprechpartner,SG3,,,,,,Muss [2]Kann,
22,Ansprechpartner,SG3,,,,,,Muss [2]Kann,[2] Wenn SG5 STS+Z23+Z34 (Formel muss beim Absender angefragt werden) in einem SG5 IDE
23,Ansprechpartner,SG3,CTA,,,,,Muss,
24,Ansprechpartner,SG3,CTA,3139,IC,,Informationskontakt,X,
25,Ansprechpartner,SG3,CTA,3412,,,Name vom Ansprechpartner,X,
26,Kommunikationsverbindung,SG3,,,,,,,
27,Kommunikationsverbindung,SG3,,,,,,Muss,
28,Kommunikationsverbindung,SG3,COM,,,,,Muss,
29,Kommunikationsverbindung,SG3,COM,3148,,,Nummer / Adresse,X,
30,Kommunikationsverbindung,SG3,COM,3155,EM,,Elektronische Post,X [1P0..1],
31,Kommunikationsverbindung,SG3,COM,3155,FX,,Telefax,X [1P0..1],
32,Kommunikationsverbindung,SG3,COM,3155,TE,,Telefon,X [1P0..1],
33,Kommunikationsverbindung,SG3,COM,3155,AJ,,weiteres Telefon,X [1P0..1],
34,Kommunikationsverbindung,SG3,COM,3155,AL,,Handy,X [1P0..1],
35,MP-ID Empfänger,SG2,,,,,,Muss,
36,MP-ID Empfänger,SG2,,,,,,Muss,
37,MP-ID Empfänger,SG2,NAD,,,,,Muss,
38,MP-ID Empfänger,SG2,NAD,3035,MR,,Nachrichtenempfänger,X,
39,MP-ID Empfänger,SG2,NAD,3039,,,MP-ID,X [1],[1] Nur MP-ID aus Sparte Strom
40,MP-ID Empfänger,SG2,NAD,3055,9,,GS1,X,
41,MP-ID Empfänger,SG2,NAD,3055,293,,"DE, BDEW(Bundesverband derEnergie- undWasserwirtschaft e.V.)",X,
42,Vorgang,SG5,,,,,,Muss,
43,Vorgang,SG5,,,,,,Muss,
44,Vorgang,SG5,IDE,,,,,Muss,
45,Vorgang,SG5,IDE,7495,24,,Transaktion,X,
46,Vorgang,SG5,IDE,7402,,,Vorgangsnummer,X,
47,ID der Marktlokation,SG5,,,,,,,
48,ID der Marktlokation,SG5,,,,,,Muss,
49,ID der Marktlokation,SG5,LOC,,,,,Muss,
50,ID der Marktlokation,SG5,LOC,3227,172,,Meldepunkt,X,
51,ID der Marktlokation,SG5,LOC,3225,,,ID der Marktlokation,X [950][501],"[501] Hinweis: Verwendung der ID der Marktlokation  
[950] Format: Marktlokations-ID"
52,Gültig ab,SG5,,,,,,,
53,Gültig ab,SG5,,,,,,Muss,
54,Gültig ab,SG5,DTM,,,,,Muss,
55,Gültig ab,SG5,DTM,2005,157,,"Gültigkeit, Beginndatum",X,
56,Gültig ab,SG5,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931][500] ∧[UB1],"[500] Hinweis: Zeitpunkt, ab dem die Berechnungsformel anzuwenden ist  
[931] Format: ZZZ = +00"
57,Gültig ab,SG5,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,
58,Status der Antwort,SG5,,,,,,,
59,Status der Antwort,SG5,,,,,,,
60,Status der Antwort,SG5,STS,,,,,,
61,Status der Antwort,SG5,STS,9015,E01,,Status der Antwort,,
62,Status der Antwort,SG5,STS,9013,,,Code des Prüfschritts,,"[16] Der hier angegebene Code des Prüfschritt muss im EBD dem Cluster Zustimmung zugeordnet sein  
[17] Der hier angegebene Code des Prüfschritt muss im EBD dem Cluster Ablehnung zugeordnet sein"
63,Status der Antwort,SG5,STS,1131,E_0218,,EBD Nr. E_0218,,
64,Status der Berechnungsformel,SG5,,,,,,,
65,Status der Berechnungsformel,SG5,,,,,,Muss,
66,Status der Berechnungsformel,SG5,STS,,,,,Muss,
67,Status der Berechnungsformel,SG5,STS,9015,Z23,,Status derBerechnungsformel,X,
68,Status der Berechnungsformel,SG5,STS,4405,Z33,,Berechnungsformelangefügt,X,
69,Status der Berechnungsformel,SG5,STS,4405,Z34,,Berechnungsformel mussbeim Absender angefragtwerden,X,
70,Status der Berechnungsformel,SG5,STS,4405,Z40,,Berechnungsformelbesitzt keineRechenoperation,X,
71,Status der Berechnungsformel,SG5,STS,4405,Z41,,Berechnungsformel nichterforderlich,X [18],[18] Wenn MP-ID in SG2 NAD+MR (Nachrichtenempfänger) in der Rolle LF
72,Prüfidentifikator,SG6,,,,,,Muss,
73,Prüfidentifikator,SG6,,,,,,Muss,
74,Prüfidentifikator,SG6,RFF,,,,,Muss,
75,Prüfidentifikator,SG6,RFF,1153,Z13,,Prüfidentifikator,X,
76,Prüfidentifikator,SG6,RFF,1154,25001,,Berechnungsformel,X,
77,Prüfidentifikator,SG6,RFF,1154,25002,,AblehnungBerechnungsformel,,
78,Prüfidentifikator,SG6,RFF,1154,25003,,ZustimmungBerechnungsformel,,
79,Referenz Vorgangsnummer (aus Berechnungsformel),SG6,,,,,,,
80,Referenz Vorgangsnummer (aus Berechnungsformel),SG6,,,,,,,
81,Referenz Vorgangsnummer (aus Berechnungsformel),SG6,RFF,,,,,,
82,Referenz Vorgangsnummer (aus Berechnungsformel),SG6,RFF,1153,TN,,Transaktions-Referenznummer,,
83,Referenz Vorgangsnummer (aus Berechnungsformel),SG6,RFF,1154,,,Vorgangsnummer,,
84,Lieferrichtung,SG7,,,,,,Muss,
85,Lieferrichtung,SG7,,,,,,Muss,
86,Lieferrichtung,SG7,CCI,,,,,Muss,
87,Lieferrichtung,SG7,CCI,7059,Z30,,Lieferrichtung,X,
88,Lieferrichtung,SG7,CCI,7037,Z06,,Erzeugung,X,
89,Lieferrichtung,SG7,CCI,7037,Z07,,Verbrauch,X,
90,Energiemenge der Marktlokation,SG8,,,,,,Muss [3],
91,Energiemenge der Marktlokation,SG8,,,,,,Muss [3],[3] Wenn SG5 STS+Z23+Z33 (Formel angefügt) vorhanden
92,Energiemenge der Marktlokation,SG8,SEQ,,,,,Muss,
93,Energiemenge der Marktlokation,SG8,SEQ,1229,Z36,,Energiemenge derMarktlokation,X,
94,Referenz auf einen Rechenschritt,SG8,,,,,,,
95,Referenz auf einen Rechenschritt,SG8,,,,,,Muss,
96,Referenz auf einen Rechenschritt,SG8,RFF,,,,,Muss,
97,Referenz auf einen Rechenschritt,SG8,RFF,1153,Z23,,Rechenschritt,X,
98,Referenz auf einen Rechenschritt,SG8,RFF,1154,,,Rechenschrittidentifikator,X [913] [8],"[8] Rechenschrittidentifikato r aus einem SG8 SEQ+Z37 (Bestandteil des Rechenschritts) DE1050 desselben SG5 IDE+24  
[913] Format: Mögliche Werte: 1 bis 99999"
99,Verwendungszweck der Werte,SG9,,,,,,Muss,
100,Verwendungszweck der Werte,SG9,,,,,,Muss,
101,Verwendungszweck der Werte,SG9,CCI,,,,,Muss,
102,Verwendungszweck der Werte,SG9,CCI,7059,Z27,,Verwendungszweck derWerte,X,
103,Verwendungszweck der Werte,SG9,,,,,,,
104,Verwendungszweck der Werte,SG9,,,,,,Muss [2000],
105,Verwendungszweck der Werte,SG9,CAV,,,,,Muss [2000],[2000] Segment ist bis zu viermal je SG9 CCI+Z27 anzugeben
106,Verwendungszweck der Werte,SG9,CAV,7111,Z84,,Netznutzungsabrechnung,X [1P0..1],
107,Verwendungszweck der Werte,SG9,CAV,7111,Z85,,Bilanzkreisabrechnung,X [1P0..1],
108,Verwendungszweck der Werte,SG9,CAV,7111,Z86,,Mehrmindermengenabrechnung,X [1P0..1],
109,Verwendungszweck der Werte,SG9,CAV,7111,Z92,,Übermittlung an dasHKNR,X [1P0..1],
110,Verwendungszweck der Werte,SG9,CAV,7111,Z47,,Endkundenabrechnung,X [1P0..1],
111,Bestandteil des Rechenschritts,SG8,,,,,,Muss [3],
112,Bestandteil des Rechenschritts,SG8,,,,,,Muss [3],[3] Wenn SG5 STS+Z23+Z33 (Formel angefügt) vorhanden
113,Bestandteil des Rechenschritts,SG8,SEQ,,,,,Muss,
114,Bestandteil des Rechenschritts,SG8,SEQ,1229,Z37,,Bestandteil desRechenschritts,X,
115,Bestandteil des Rechenschritts,SG8,SEQ,1050,,,Rechenschrittidentifikator,X [913],[913] Format: Mögliche Werte: 1 bis 99999
116,Referenz auf die ID einer Messlokation,SG8,,,,,,,
117,Referenz auf die ID einer Messlokation,SG8,,,,,,Muss [6],
118,Referenz auf die ID einer Messlokation,SG8,RFF,,,,,Muss [6],[6] Wenn das SG8 RFF+Z23 (Referenz auf Rechenschritt) in derselben SG8 SEQ+Z37 nicht vorhanden
119,Referenz auf die ID einer Messlokation,SG8,RFF,1153,Z19,,Messlokation,X,
120,Referenz auf die ID einer Messlokation,SG8,RFF,1154,,,ID einer Messlokation,X [951][502],"[502] Hinweis: Verwendung der ID der Messlokation  
[951] Format: Zählpunktbezeichnung"
121,Referenz auf einen Rechenschritt,SG8,,,,,,,
122,Referenz auf einen Rechenschritt,SG8,,,,,,Muss [5],
123,Referenz auf einen Rechenschritt,SG8,RFF,,,,,Muss [5],[5] Wenn das SG8 RFF+Z19 (Referenz auf eine Messlokation) in derselben SG8 SEQ+Z37 nicht vorhanden
124,Referenz auf einen Rechenschritt,SG8,RFF,1153,Z23,,Rechenschritt,X,
125,Referenz auf einen Rechenschritt,SG8,RFF,1154,,,Rechenschrittidentifikator,X [913] [8] ∧[9],"[8] Rechenschrittidentifikato r aus einem SG8 SEQ+Z37 (Bestandteil des Rechenschritts) DE1050 desselben SG5 IDE+24  
[9] Der hier angegebene Rechenschrittidentifikato r darf nicht identisch mit dem Rechenschrittidentifikato r aus diesem SG8 SEQ+Z37 DE1050 sein  
[913] Format: Mögliche Werte: 1 bis 99999"
126,Mathematischer Operator,SG9,,,,,,Muss,
127,Mathematischer Operator,SG9,,,,,,Muss,
