,Segmentname,Segmentgruppe,Segment,Datenelement,Segment ID,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedingung
0,Nachrichten-Kopfsegment,,UNH,,00001,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,0062,00001,,,Nachrichten-Referenznummer,X,
2,Nachrichten-Kopfsegment,,UNH,0065,00001,UTILTS,,Netznutzungszeiten-Nachricht,X,
3,Nachrichten-Kopfsegment,,UNH,0052,00001,D,,Entwurfs-Version,X,
4,Nachrichten-Kopfsegment,,UNH,0054,00001,18A,,Ausgabe 2018 - A,X,
5,Nachrichten-Kopfsegment,,UNH,0051,00001,UN,,UN/CEFACT,X,
6,Nachrichten-Kopfsegment,,UNH,0057,00001,1.1c,,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung,X,
7,Beginn der Nachricht,,BGM,,00002,,,,Muss,
8,Beginn der Nachricht,,BGM,1001,00002,Z36,,Berechnungsformel,X,
9,Beginn der Nachricht,,BGM,1004,00002,,,Dokumentennummer,X,
10,Nachrichtendatum,,DTM,,00003,,,,Muss,
11,Nachrichtendatum,,DTM,2005,00003,137,,Dokumenten-/Nachrichtendatum/-zeit,X,
12,Nachrichtendatum,,DTM,2380,00003,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931][494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt.  
[931] Format: ZZZ = +00"
13,Nachrichtendatum,,DTM,2379,00003,303,,CCYYMMDDHHMMZZZ,X,
14,MP-ID Absender,SG2,,,,,,,Muss,
15,MP-ID Absender,SG2,NAD,,00004,,,,Muss,
16,MP-ID Absender,SG2,NAD,3035,00004,MS,,Dokumenten-/Nachrichtenausstellerbzw. -absender,X,
17,MP-ID Absender,SG2,NAD,3039,00004,,,MP-ID,X [1],[1] Nur MP-ID aus Sparte Strom
18,MP-ID Absender,SG2,NAD,3055,00004,9,,GS1,X,
19,MP-ID Absender,SG2,NAD,3055,,293,,"DE, BDEW(Bundesverband derEnergie- undWasserwirtschaft e.V.)",X,
20,Ansprechpartner,SG3,,,,,,,Muss,[2] Wenn SG5 STS+Z23+Z34 (Formel muss beim Absender angefragt werden) in einem SG5 IDE vorhanden
21,Ansprechpartner,SG3,CTA,,00005,,,,Muss,
22,Ansprechpartner,SG3,CTA,3139,00005,IC,,Informationskontakt,X,
23,Ansprechpartner,SG3,CTA,3412,00005,,,Name vom Ansprechpartner,X,
24,Kommunikationsverbindung,SG3,COM,,00006,,,,Muss,
25,Kommunikationsverbindung,SG3,COM,3148,00006,,,Nummer / Adresse,X,
26,Kommunikationsverbindung,SG3,COM,3155,00006,EM,,Elektronische Post,X [1P0..1],
27,Kommunikationsverbindung,SG3,COM,3155,,FX,,Telefax,X [1P0..1],
28,Kommunikationsverbindung,SG3,COM,3155,,TE,,Telefon,X [1P0..1],
29,Kommunikationsverbindung,SG3,COM,3155,,AJ,,weiteres Telefon,X [1P0..1],
30,Kommunikationsverbindung,SG3,COM,3155,,AL,,Handy,X [1P0..1],
31,MP-ID Empfänger,SG2,,,,,,,Muss,
32,MP-ID Empfänger,SG2,NAD,,00007,,,,Muss,
33,MP-ID Empfänger,SG2,NAD,3035,00007,MR,,Nachrichtenempfänger,X,
34,MP-ID Empfänger,SG2,NAD,3039,00007,,,MP-ID,X [1],[1] Nur MP-ID aus Sparte Strom
35,MP-ID Empfänger,SG2,NAD,3055,00007,9,,GS1,X,
36,MP-ID Empfänger,SG2,NAD,3055,,293,,"DE, BDEW(Bundesverband derEnergie- undWasserwirtschaft e.V.)",X,
37,Vorgang,SG5,,,,,,,Muss,
38,Vorgang,SG5,IDE,,00008,,,,Muss,
39,Vorgang,SG5,IDE,7495,00008,24,,Transaktion,X,
40,Vorgang,SG5,IDE,7402,00008,,,Vorgangsnummer,X,
41,ID der Marktlokation,SG5,LOC,,00009,,,,,
42,ID der Marktlokation,SG5,LOC,3227,00009,172,,Meldepunkt,,
43,ID der Marktlokation,SG5,LOC,3225,00009,,,ID der Marktlokation,,"[501] Hinweis: Verwendung der ID der Marktlokation  
[950] Format: Marktlokations-ID"
44,Gültig ab,SG5,DTM,,00011,,,,,
45,Gültig ab,SG5,DTM,2005,00011,157,,"Gültigkeit, Beginndatum",,
46,Gültig ab,SG5,DTM,2380,00011,,,"Datum oder Uhrzeit oderZeitspanne, Wert",,"[500] Hinweis: Zeitpunkt, ab dem die Berechnungsformel anzuwenden ist  
[931] Format: ZZZ = +00"
47,Gültig ab,SG5,DTM,2379,00011,303,,CCYYMMDDHHMMZZZ,,
48,Status der Antwort,SG5,STS,,00015,,,,Muss,
49,Status der Antwort,SG5,STS,9015,00015,E01,,Status der Antwort,X,
