,Segmentname,Segmentgruppe,Segment,Datenelement,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedingung
0,Nachrichten-Kopfsegment,,,,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,,,,,Muss,
2,Nachrichten-Kopfsegment,,UNH,0062,,,Nachrichten-Referenznummer,X,
3,Nachrichten-Kopfsegment,,UNH,0065,UTILTS,,Netznutzungszeiten-Nachricht,X,
4,Nachrichten-Kopfsegment,,UNH,0052,D,,Entwurfs-Version,X,
5,Nachrichten-Kopfsegment,,UNH,0054,18A,,Ausgabe 2018 - A,X,
6,Nachrichten-Kopfsegment,,UNH,0051,UN,,UN/CEFACT,X,
7,Nachrichten-Kopfsegment,,UNH,0057,1.1c,,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung,X,
8,Beginn der Nachricht,,,,,,,Muss,
9,Beginn der Nachricht,,BGM,,,,,Muss,
10,Beginn der Nachricht,,BGM,1001,Z60,,ÜbersichtZählzeitdefinitionen,,
11,Beginn der Nachricht,,BGM,1001,Z78,,ÜbersichtSchaltzeitdefinitionen,X,
12,Beginn der Nachricht,,BGM,1001,Z79,,ÜbersichtLeistungskurvendefinitionen,,
13,Beginn der Nachricht,,BGM,1004,,,Dokumentennummer,X,
14,Nachrichtendatum,,,,,,,Muss,
15,Nachrichtendatum,,DTM,,,,,Muss,
16,Nachrichtendatum,,DTM,2005,137,,Dokumenten-/Nachrichtendatum/-zeit,X,
17,Nachrichtendatum,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931][494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt.  
[931] Format: ZZZ = +00"
18,Nachrichtendatum,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,
19,MP-ID Absender,SG2,,,,,,Muss,
20,MP-ID Absender,SG2,,,,,,Muss,
21,MP-ID Absender,SG2,NAD,,,,,Muss,
22,MP-ID Absender,SG2,NAD,3035,MS,,Dokumenten-/Nachrichtenausstellerbzw. -absender,X,
23,MP-ID Absender,SG2,NAD,3039,,,MP-ID,X [1],[1] Nur MP-ID aus Sparte Strom
24,MP-ID Absender,SG2,NAD,3055,9,,GS1,X,
25,MP-ID Absender,SG2,NAD,3055,293,,"DE, BDEW(Bundesverband der",X,
26,Ansprechpartner,SG3,,,,,,Kann,
27,Ansprechpartner,SG3,,,,,,Kann,
28,Ansprechpartner,SG3,CTA,,,,,Muss,
29,Ansprechpartner,SG3,CTA,3139,IC,,Informationskontakt,X,
30,Ansprechpartner,SG3,CTA,3412,,,Name vom Ansprechpartner,X,
31,Kommunikationsverbindung,SG3,,,,,,,
32,Kommunikationsverbindung,SG3,,,,,,Muss,
33,Kommunikationsverbindung,SG3,COM,,,,,Muss,
34,Kommunikationsverbindung,SG3,COM,3148,,,Nummer / Adresse,X,
35,Kommunikationsverbindung,SG3,COM,3155,EM,,Elektronische Post,X [1P0..1],
36,Kommunikationsverbindung,SG3,COM,3155,FX,,Telefax,X [1P0..1],
37,Kommunikationsverbindung,SG3,COM,3155,TE,,Telefon,X [1P0..1],
38,Kommunikationsverbindung,SG3,COM,3155,AJ,,weiteres Telefon,X [1P0..1],
39,Kommunikationsverbindung,SG3,COM,3155,AL,,Handy,X [1P0..1],
40,MP-ID Empfänger,SG2,,,,,,Muss,
41,MP-ID Empfänger,SG2,,,,,,Muss,
42,MP-ID Empfänger,SG2,NAD,,,,,Muss,
43,MP-ID Empfänger,SG2,NAD,3035,MR,,Nachrichtenempfänger,X,
44,MP-ID Empfänger,SG2,NAD,3039,,,MP-ID,X [1],[1] Nur MP-ID aus Sparte Strom
45,MP-ID Empfänger,SG2,NAD,3055,9,,GS1,X,
46,MP-ID Empfänger,SG2,NAD,3055,293,,"DE, BDEW(Bundesverband derEnergie- undWasserwirtschaft e.V.)",X,
47,Vorgang,SG5,,,,,,Muss [2001],
48,Vorgang,SG5,,,,,,Muss [2001],[2001] Segment bzw. Segmentgruppe ist genau einmal anzugeben
49,Vorgang,SG5,IDE,,,,,Muss,
50,Vorgang,SG5,IDE,7495,24,,Transaktion,X,
51,Vorgang,SG5,IDE,7402,,,Vorgangsnummer,X,
52,Gültig ab,SG5,,,,,,,
53,Gültig ab,SG5,,,,,,Muss,
54,Gültig ab,SG5,DTM,,,,,Muss,
55,Gültig ab,SG5,DTM,2005,157,,"Gültigkeit, Beginndatum",X,
56,Gültig ab,SG5,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931][508] ∧[UB1],"[506] Hinweis: Zeitpunkt, ab dem die Übersicht der Zählzeitdefinitionen gültig ist  
[508] Hinweis: Zeitpunkt, ab dem die Übersicht der Schaltzeitdefinitionen gültig ist "
57,Gültig ab,SG5,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,
58,Versionsangabe,SG5,,,,,,,
59,Versionsangabe,SG5,,,,,,Muss,
60,Versionsangabe,SG5,DTM,,,,,Muss,
61,Versionsangabe,SG5,DTM,2005,293,,Fertigstellungsdatum/-zeit,X,
62,Versionsangabe,SG5,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931],[931] Format: ZZZ = +00
63,Versionsangabe,SG5,DTM,2379,304,,CCYYMMDDHHMMSSZZZ,X,
64,Status der Nutzung von Definitionen,SG5,,,,,,,
65,Status der Nutzung von Definitionen,SG5,,,,,,Muss,
66,Status der Nutzung von Definitionen,SG5,STS,,,,,Muss,
67,Status der Nutzung von Definitionen,SG5,STS,9015,Z36,,Nutzung vonDefinitionen,X,
68,Status der Nutzung von Definitionen,SG5,STS,4405,Z45,,Definitionen werdenverwendet,X,
69,Status der Nutzung von Definitionen,SG5,STS,4405,Z46,,Definitionen werdennicht verwendet,X,
70,Prüfidentifikator,SG6,,,,,,Muss,
71,Prüfidentifikator,SG6,,,,,,Muss,
72,Prüfidentifikator,SG6,RFF,,,,,Muss,
73,Prüfidentifikator,SG6,RFF,1153,Z13,,Prüfidentifikator,X,
74,Prüfidentifikator,SG6,RFF,1154,25004,,ÜbersichtZählzeitdefinitionen,,
75,Prüfidentifikator,SG6,RFF,1154,25006,,ÜbersichtSchaltzeitdefinitionen,X,
76,Prüfidentifikator,SG6,RFF,1154,25007,,ÜbersichtLeistungskurvendefinitionen,,
77,Referenz auf Reklamation,SG6,,,,,,Soll [26],
78,Referenz auf Reklamation,SG6,,,,,,Soll [26],[26] sofern per ORDERS reklamiert
79,Referenz auf Reklamation,SG6,RFF,,,,,Muss,
80,Referenz auf Reklamation,SG6,RFF,1153,AGI,,Beantragungsnummer,X,
81,Referenz auf Reklamation,SG6,RFF,1154,,,"Referenz, Identifikation",X [504],[504] Hinweis: Wert aus BGM+Z55 DE1004 der ORDERS mit der die Reklamation einer Definition erfolgt ist
82,Zählzeitdefinition,SG8,,,,,,,
83,Zählzeitdefinition,SG8,,,,,,,[24] Wenn SG5
84,Zählzeitdefinition,SG8,SEQ,,,,,,
85,Zählzeitdefinition,SG8,SEQ,1229,Z42,,Zählzeitdefinition,,
86,Code der Zählzeitdefinition,SG9,,,,,,,
87,Code der Zählzeitdefinition,SG9,,,,,,,
88,Code der Zählzeitdefinition,SG9,CCI,,,,,,
89,Code der Zählzeitdefinition,SG9,CCI,7059,Z39,,Code derZählzeitdefinition,,
90,Code der Zählzeitdefinition,SG9,CCI,7037,,,Code der Zählzeitdefinition,,[44] Der in diesem Datenlement angegebene Code der Zählzeitdefinition muss innerhalb eines Vorgangs (IDE) eindeutig sein.
91,Häufigkeit der Übermittlung,SG9,,,,,,,
92,Häufigkeit der Übermittlung,SG9,,,,,,,
93,Häufigkeit der Übermittlung,SG9,CAV,,,,,,
94,Häufigkeit der Übermittlung,SG9,CAV,7111,ZE0,,Häufigkeit derÜbermittlung,,
95,Häufigkeit der Übermittlung,SG9,CAV,7110,Z33,,einmalig zuübermittelndeausgerollte Definition,,
96,Häufigkeit der Übermittlung,SG9,CAV,7110,Z34,,jährlich zu übermittelndeausgerollte Definition,,
97,Übermittelbarkeit der ausgerollten Zählzeitdefinition,SG9,,,,,,,
98,Übermittelbarkeit der ausgerollten Zählzeitdefinition,SG9,,,,,,,
99,Übermittelbarkeit der ausgerollten Zählzeitdefinition,SG9,CAV,,,,,,
100,Übermittelbarkeit der ausgerollten Zählzeitdefinition,SG9,CAV,7111,ZD5,,Übermittelbarkeit derausgerollten Definition,,
101,Übermittelbarkeit der ausgerollten Zählzeitdefinition,SG9,CAV,7110,Z23,,elektronischübermittelbar,,
102,Übermittelbarkeit der ausgerollten Zählzeitdefinition,SG9,CAV,7110,Z24,,elektronisch nichtübermittelbar,,
