Segmentname_FV2310,Segmentgruppe_FV2310,Segment_FV2310,Datenelement_FV2310,Segment ID_FV2310,Code_FV2310,Qualifier_FV2310,Beschreibung_FV2310,Bedingungsausdruck_FV2310,Bedingung_FV2310,Unnamed: 0_FV2310,Änderung,changed_entries,Segmentname_FV2404,Segmentgruppe_FV2404,Segment_FV2404,Datenelement_FV2404,Segment ID_FV2404,Code_FV2404,Qualifier_FV2404,Beschreibung_FV2404,Bedingungsausdruck_FV2404,Bedingung_FV2404,Unnamed: 0_FV2404
Nachrichtenanfang,,UNH,,,,,,Muss,,0,,,Nachrichtenanfang,,UNH,,,,,,Muss,,0
Nachrichtenanfang,,UNH,0062,,,,Nachrichten- Referenznummer,X,,1,,,Nachrichtenanfang,,UNH,0062,,,,Nachrichten- Referenznummer,X,,1
Nachrichtenanfang,,UNH,0065,,INVOIC,,Rechnung,X,,2,,,Nachrichtenanfang,,UNH,0065,,INVOIC,,Rechnung,X,,2
Nachrichtenanfang,,UNH,0052,,D,,Entwurfs-Version,X,,3,,,Nachrichtenanfang,,UNH,0052,,D,,Entwurfs-Version,X,,3
Nachrichtenanfang,,UNH,0054,,06A,,Ausgabe 2006 - A,X,,4,,,Nachrichtenanfang,,UNH,0054,,06A,,Ausgabe 2006 - A,X,,4
Nachrichtenanfang,,UNH,0051,,UN,,UN/CEFACT,X,,5,,,Nachrichtenanfang,,UNH,0051,,UN,,UN/CEFACT,X,,5
Nachrichtenanfang,,UNH,0057,,2.8b,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschrei bung,X,,6,ÄNDERUNG,Code_FV2310|Code_FV2404,Nachrichtenanfang,,UNH,0057,,2.8c,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschrei bung,X,,6
Rechnungsnummer,,BGM,,,,,,Muss,,7,,,Rechnungsnummer,,BGM,,,,,,Muss,,7
Rechnungsnummer,,BGM,1001,,380,,Handelsrechnung,X,,8,,,Rechnungsnummer,,BGM,1001,,380,,Handelsrechnung,X,,8
Rechnungsnummer,,BGM,1004,,,,Dokumentennummer,X,,9,,,Rechnungsnummer,,BGM,1004,,,,Dokumentennummer,X,,9
Rechnungsnummer,,BGM,1225,,7,,Duplikat,X,,10,,,Rechnungsnummer,,BGM,1225,,7,,Duplikat,X,,10
Rechnungsnummer,,BGM,1225,,9,,Original,X,,11,,,Rechnungsnummer,,BGM,1225,,9,,Original,X,,11
Nachrichtendatum,,DTM,,,,,,Muss,,12,,,Nachrichtendatum,,DTM,,,,,,Muss,,12
Nachrichtendatum,,DTM,2005,,137,,Dokumenten-/ Nachrichtendatum/- zeit,X,,13,,,Nachrichtendatum,,DTM,2005,,137,,Dokumenten-/ Nachrichtendatum/- zeit,X,,13
Nachrichtendatum,,DTM,2380,,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931],[931] Format: ZZZ = +00,14,,,Nachrichtendatum,,DTM,2380,,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931],[931] Format: ZZZ = +00,14
Nachrichtendatum,,DTM,2379,,303,,CCYYMMDDHHMMZ ZZ,X,,15,,,Nachrichtendatum,,DTM,2379,,303,,CCYYMMDDHHMMZ ZZ,X,,15
