,Segmentname,Segmentgruppe,Segment,Datenelement,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedinung
0,Nachrichten-Kopfsegment,,,,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,0062,,,Nachrichten-Referenznummer,X,
2,Nachrichten-Kopfsegment,,UNH,0065,ORDERS,,Bestellung,X,Bestellung
3,Nachrichten-Kopfsegment,,UNH,0052,D,,Entwurfs-Version,X,Entwurfs-Version
4,Nachrichten-Kopfsegment,,UNH,0054,09B,,Ausgabe 2009 - B,X,Ausgabe 2009 - B
5,Nachrichten-Kopfsegment,,UNH,0051,UN,,UN/CEFACT,X,UN/CEFACT
6,Nachrichten-Kopfsegment,,UNH,0057,1.3,,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung,X,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung
7,Beginn der Nachricht,,,,,,,Muss,
8,Beginn der Nachricht,,BGM,1001,Z13,,Gerätewechselabsicht,X,Gerätewechselabsicht
9,Beginn der Nachricht,,BGM,1004,,,Dokumentennummer,X,
10,Nachrichtendatum,,,,,,,Muss,
11,Nachrichtendatum,,DTM,2005,137,,Dokumenten-/Nachrichtendatum/-zeit,X,Dokumenten-/Nachrichtendatum/-zeit
12,Nachrichtendatum,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931] [494],
13,Nachrichtendatum,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
14,Ausführungsdatum,,,,,,,Muss,
15,Ausführungsdatum,,DTM,2005,203,,Ausführungsdatum/-zeit,X,Ausführungsdatum/-zeit
16,Ausführungsdatum,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931],
17,Ausführungsdatum,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
18,Produkt-/ Leistungsbeschreibung,,,,,,,Muss,
19,Produkt-/ Leistungsbeschreibung,,IMD,7081,Z58,,Wechsel sämtlichertechnischen Einrichtungen,X,Wechsel sämtlichertechnischen Einrichtungen
20,Prüfidentifikator,SG1,,,,,,Muss,
21,Prüfidentifikator,SG1,,,,,,Muss,
22,Prüfidentifikator,SG1,RFF,,,,,Muss,
23,Prüfidentifikator,SG1,RFF,1153,Z13,,Prüfidentifikator,X,Prüfidentifikator
24,Prüfidentifikator,SG1,RFF,1154,17009,,AnzeigeGerätewechselabsicht,X,AnzeigeGerätewechselabsicht
25,MP-ID Absender,SG2,,,,,,Muss,
26,MP-ID Absender,SG2,,,,,,Muss,
27,MP-ID Absender,SG2,NAD,,,,,Muss,
28,MP-ID Absender,SG2,NAD,3035,Nachrichtenaussteller bzw.-absender,,,MS,Nachrichtenaussteller bzw.-absender
29,MP-ID Absender,SG2,NAD,3039,,,MP-ID,X,
30,MP-ID Absender,SG2,NAD,3055,9,,GS1,X,GS1
31,Ansprechpartner,SG5,,,,,,Kann,
32,Ansprechpartner,SG5,,,,,,Kann,
33,Ansprechpartner,SG5,CTA,,,,,Muss,
34,Ansprechpartner,SG5,CTA,3139,,,,IC,
35,Ansprechpartner,SG5,CTA,3412,,,Kontakt,X,
36,Kommunikationsverbindung,SG5,,,,,,,
37,Kommunikationsverbindung,SG5,,,,,,Muss,
38,Kommunikationsverbindung,SG5,COM,,,,,Muss,
39,Kommunikationsverbindung,SG5,COM,3148,,,"Kommunikationsadresse,Identifikation",X,
40,Kommunikationsverbindung,SG5,COM,3155,EM,,Elektronische Post,X [1P0..1],Elektronische Post
41,MP-ID Empfänger,SG2,,,,,,Muss,
42,MP-ID Empfänger,SG2,,,,,,Muss,
43,MP-ID Empfänger,SG2,NAD,,,,,Muss,
44,MP-ID Empfänger,SG2,NAD,3035,,,,MR,
45,MP-ID Empfänger,SG2,NAD,3039,,,MP-ID,X,
46,MP-ID Empfänger,SG2,NAD,3055,9,,GS1,X,GS1
47,Meldepunkt,SG2,,,,,,Muss,
48,Meldepunkt,SG2,,,,,,Muss,
49,Meldepunkt,SG2,NAD,,,,,Muss,
50,Meldepunkt,SG2,NAD,3035,,,,DP,
51,Meldepunkt,SG2,,,,,,,
52,Meldepunkt,SG2,,,,,,Muss,
53,Meldepunkt,SG2,LOC,,,,,Muss,
54,Meldepunkt,SG2,LOC,3227,,,,172,
55,Meldepunkt,SG2,LOC,3225,,,Identifikator,X [951] [522],
56,Positionsdaten,SG29,,,,,,Muss [2004],
57,Positionsdaten,SG29,,,,,,Muss [2004],
58,Positionsdaten,SG29,LIN,,,,,Muss,
59,Positionsdaten,SG29,LIN,1082,,,Positionsnummer,X [911],
60,Geräteart,SG30,,,,,,Muss,
61,Geräteart,SG30,,,,,,Muss,
62,Geräteart,SG30,CCI,,,,,Muss,
63,Geräteart,SG30,CCI,7037,Z25,,Wandler,X [28],Wandler
64,Gerätenummer,SG34,,,,,,Muss ([102] ∧ [2006]) ⊻([103] ∧ [2005]),
65,Gerätenummer,SG34,,,,,,Muss ([102] ∧ [2006]) ⊻([103] ∧ [2005]),
66,Gerätenummer,SG34,RFF,,,,,Muss,
67,Gerätenummer,SG34,RFF,1153,Z09,,Gerätenummer,X,Gerätenummer
68,Gerätenummer,SG34,RFF,1154,,,Gerätenummer,X,
69,Abschnitts-Kontrollsegment,,,,,,,Muss,
70,Abschnitts-Kontrollsegment,,UNS,0081,und Summenteil,,,S,und Summenteil
71,Nachrichten-Endesegment,,,,,,,Muss,
72,Nachrichten-Endesegment,,UNT,0074,,,Anzahl der Segmente in einerNachricht,X,
73,Nachrichten-Endesegment,,UNT,0062,,,Nachrichten-Referenznummer,X,
