,Segmentname,Segmentgruppe,Segment,Datenelement,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedinung
0,Nachrichten-Kopfsegment,,,,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,0062,,,Nachrichten-Referenznummer,X,
2,Nachrichten-Kopfsegment,,UNH,0065,ORDERS,,Bestellung,X,Bestellung
3,Nachrichten-Kopfsegment,,UNH,0052,D,,Entwurfs-Version,X,Entwurfs-Version
4,Nachrichten-Kopfsegment,,UNH,0054,09B,,Ausgabe 2009 - B,X,Ausgabe 2009 - B
5,Nachrichten-Kopfsegment,,UNH,0051,UN,,UN/CEFACT,X,UN/CEFACT
6,Nachrichten-Kopfsegment,,UNH,0057,1.3,,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung,X,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung
7,Beginn der Nachricht,,,,,,,Muss,
8,Beginn der Nachricht,,BGM,1001,Z34,,Reklamation von Werten,X,Reklamation von Werten
9,Beginn der Nachricht,,BGM,1004,,,Dokumentennummer,X,
10,Nachrichtendatum,,,,,,,Muss,
11,Nachrichtendatum,,DTM,2005,137,,Dokumenten-/Nachrichtendatum/-zeit,X,Dokumenten-/Nachrichtendatum/-zeit
12,Nachrichtendatum,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931] [494],
13,Nachrichtendatum,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
14,Produkt-/ Leistungsbeschreibung,,,,,,,Muss,
15,Produkt-/ Leistungsbeschreibung,,IMD,7081,Z11,,Lastgangdaten,X,Lastgangdaten
16,Referenz Nachrichtennummer,SG1,,,,,,Muss [38],
17,Referenz Nachrichtennummer,SG1,,,,,,Muss [38],
18,Referenz Nachrichtennummer,SG1,RFF,,,,,Muss,
19,Referenz Nachrichtennummer,SG1,RFF,1153,ACW,,Referenznummer einervorangegangenenNachricht,X,Referenznummer einervorangegangenenNachricht
20,Referenz Nachrichtennummer,SG1,RFF,1154,,,Nachrichtennummer,X [525],
21,Prüfidentifikator,SG1,,,,,,Muss,
22,Prüfidentifikator,SG1,,,,,,Muss,
23,Prüfidentifikator,SG1,RFF,,,,,Muss,
24,Prüfidentifikator,SG1,RFF,1153,Z13,,Prüfidentifikator,X,Prüfidentifikator
25,Prüfidentifikator,SG1,RFF,1154,17113,,Meldung einerReklamation von Werten,X,Meldung einerReklamation von Werten
26,MP-ID Absender,SG2,,,,,,Muss,
27,MP-ID Absender,SG2,,,,,,Muss,
28,MP-ID Absender,SG2,NAD,,,,,Muss,
29,MP-ID Absender,SG2,NAD,3035,Nachrichtenaussteller bzw.-absender,,,MS,Nachrichtenaussteller bzw.-absender
30,MP-ID Absender,SG2,NAD,3039,,,MP-ID,X,
31,MP-ID Absender,SG2,NAD,3055,9,,GS1,X,GS1
32,Ansprechpartner,SG5,,,,,,Muss,
33,Ansprechpartner,SG5,,,,,,Muss,
34,Ansprechpartner,SG5,CTA,,,,,Muss,
35,Ansprechpartner,SG5,CTA,3139,,,,IC,
36,Ansprechpartner,SG5,CTA,3412,,,Kontakt,X,
37,Kommunikationsverbindung,SG5,,,,,,,
38,Kommunikationsverbindung,SG5,,,,,,Muss,
39,Kommunikationsverbindung,SG5,COM,,,,,Muss,
40,Kommunikationsverbindung,SG5,COM,3148,,,"Kommunikationsadresse,Identifikation",X,
41,Kommunikationsverbindung,SG5,COM,3155,EM,,Elektronische Post,X [1P0..1],Elektronische Post
42,MP-ID Empfänger,SG2,,,,,,Muss,
43,MP-ID Empfänger,SG2,,,,,,Muss,
44,MP-ID Empfänger,SG2,NAD,,,,,Muss,
45,MP-ID Empfänger,SG2,NAD,3035,,,,MR,
46,MP-ID Empfänger,SG2,NAD,3039,,,MP-ID,X,
47,MP-ID Empfänger,SG2,NAD,3055,9,,GS1,X,GS1
48,Meldepunkt,SG2,,,,,,Muss,
49,Meldepunkt,SG2,,,,,,Muss,
50,Meldepunkt,SG2,NAD,,,,,Muss,
51,Meldepunkt,SG2,NAD,3035,,,,DP,
52,Meldepunkt,SG2,,,,,,,
53,Meldepunkt,SG2,,,,,,Muss [24] ⊻ [18] ⊻ ([492]∧ [108] ∧ [19]),
54,Meldepunkt,SG2,LOC,,,,,Muss [24] ⊻ [18] ⊻ ([492]∧ [108] ∧ [19]),
55,Meldepunkt,SG2,LOC,3227,,,,172,
56,Meldepunkt,SG2,LOC,3225,,,Identifikator,X (([950] [521] ∧ ([6] ⊻ [7]⊻ [26])) ⊻ ([951] [522] ∧([6] ⊻ [7] ⊻ [15])) ⊻ ([950][523] ∧ ([6] ⊻ [7] ⊻ [26]))),
57,Konfigurations-ID,SG3,,,,,,Muss [492] ∧ [19] ∧ [109],
58,Konfigurations-ID,SG3,,,,,,Muss [492] ∧ [19] ∧ [109],
59,Konfigurations-ID,SG3,RFF,,,,,Muss,
60,Konfigurations-ID,SG3,RFF,1153,AGK,,Anwendungsreferenznummer,X,Anwendungsreferenznummer
61,Konfigurations-ID,SG3,RFF,1154,,,Konfigurations-ID,X,
62,Positionsdaten,SG29,,,,,,Muss,
63,Positionsdaten,SG29,,,,,,Muss,
64,Positionsdaten,SG29,LIN,,,,,Muss,
65,Positionsdaten,SG29,LIN,1082,,,Positionsnummer,X [911] ,
66,OBIS-Kennzahl,SG29,,,,,,,
67,OBIS-Kennzahl,SG29,,,,,,Muss,
68,OBIS-Kennzahl,SG29,PIA,,,,,Muss,
69,OBIS-Kennzahl,SG29,PIA,4347,,,,5,
70,OBIS-Kennzahl,SG29,PIA,7140,,,OBIS-Kennzahl,X,
71,OBIS-Kennzahl,SG29,PIA,7143,SRW,,OBIS-Kennzahl,X,OBIS-Kennzahl
72,Zeitpunkt für Wertanfrage,SG29,,,,,,,
73,Zeitpunkt für Wertanfrage,SG29,,,,,,Muss [19] ∧ [67] ∧ [549],
74,Zeitpunkt für Wertanfrage,SG29,DTM,,,,,Muss [19] ∧ [67] ∧ [549],
75,Zeitpunkt für Wertanfrage,SG29,DTM,2005,7,,Gültigkeitsdatum/-zeit,X,Gültigkeitsdatum/-zeit
76,Zeitpunkt für Wertanfrage,SG29,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931],
77,Zeitpunkt für Wertanfrage,SG29,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
78,Beginn Zeitraum für Wertanfrage,SG29,,,,,,,
79,Beginn Zeitraum für Wertanfrage,SG29,,,,,,Muss [18] ⊻ [24] ⊻ ([19] ∧[54] ∧ [68] ∧ [550]),
80,Beginn Zeitraum für Wertanfrage,SG29,DTM,,,,,Muss [18] ⊻ [24] ⊻ ([19] ∧[54] ∧ [68] ∧ [550]),
81,Beginn Zeitraum für Wertanfrage,SG29,DTM,2005,163,,"Verarbeitung,Beginndatum/-zeit",X,"Verarbeitung,Beginndatum/-zeit"
82,Beginn Zeitraum für Wertanfrage,SG29,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931],
83,Beginn Zeitraum für Wertanfrage,SG29,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
84,Ende Zeitraum für Wertanfrage,SG29,,,,,,,
85,Ende Zeitraum für Wertanfrage,SG29,,,,,,Muss [110],
86,Ende Zeitraum für Wertanfrage,SG29,DTM,,,,,Muss [110],
87,Ende Zeitraum für Wertanfrage,SG29,DTM,2005,164,,"Verarbeitung,",X,"Verarbeitung,"
88,Ende Zeitraum für Wertanfrage,SG29,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931],
89,Ende Zeitraum für Wertanfrage,SG29,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
90,Beschreibung der Reklamation von Werten und Definitionen,SG29,,,,,,,
91,Beschreibung der Reklamation von Werten und Definitionen,SG29,,,,,,Muss,
92,Beschreibung der Reklamation von Werten und Definitionen,SG29,FTX,,,,,Muss,
93,Beschreibung der Reklamation von Werten und Definitionen,SG29,FTX,4451,angegebenen Zeitintervallangegebenen Zeitintervallangegebenen Zeitintervall,,,Z04Z05Z06,angegebenen Zeitintervallangegebenen Zeitintervallangegebenen Zeitintervall
94,Beschreibung der Reklamation von Werten und Definitionen,SG29,FTX,4440,,,Beschreibung der Reklamation,K,
95,Abschnitts-Kontrollsegment,,,,,,,Muss,
96,Abschnitts-Kontrollsegment,,UNS,0081,und Summenteil,,,S,und Summenteil
97,Nachrichten-Endesegment,,,,,,,Muss,
98,Nachrichten-Endesegment,,UNT,0074,,,Anzahl der Segmente in einerNachricht,X,
99,Nachrichten-Endesegment,,UNT,0062,,,Nachrichten-Referenznummer,X,
