,Segmentname,Segmentgruppe,Segment,Datenelement,Segment ID,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedingung
0,Nachrichtenanfang,,UNH,,00003,,,,Muss,
1,Nachrichtenanfang,,UNH,0062,00003,,,Nachrichten-Referenznummer,X,
2,Nachrichtenanfang,,UNH,0065,00003,INVOIC,,Rechnung,X,
3,Nachrichtenanfang,,UNH,0052,00003,D,,Entwurfs-Version,X,
4,Nachrichtenanfang,,UNH,0054,00003,06A,,Ausgabe 2006 - A,X,
5,Nachrichtenanfang,,UNH,0051,00003,UN,,UN/CEFACT,X,
6,Nachrichtenanfang,,UNH,0057,00003,2.8d,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,
7,Rechnungsnummer,,BGM,,00004,,,,Muss,
8,Rechnungsnummer,,BGM,1001,00004,380,,Handelsrechnung,X,
9,Rechnungsnummer,,BGM,1004,00004,,,Dokumentennummer,X [517],[517] Hinweis: Dokumentennummer der PDF- Kapazitätsrechnung
10,Rechnungsnummer,,BGM,1225,00004,,,,79,
11,Nachrichtendatum,,DTM,,00005,,,,Muss,
12,Nachrichtendatum,,DTM,2005,00005,137,,Dokumenten-/ Nachrichtendatum/-zeit,X,
13,Nachrichtendatum,,DTM,2380,00005,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931],[931] Format: ZZZ = +00
14,Nachrichtendatum,,DTM,2379,00005,303,,CCYYMMDDHHMMZZZ,X,
15,Bearbeitungs-/ Verarbeitungsdatum,,DTM,,00006,,,,Muss,
16,Bearbeitungs-/ Verarbeitungsdatum,,DTM,2005,00006,9,,Bearbeitungs-/ Verarbeitungsdatum/-zeit,X,
17,Bearbeitungs-/ Verarbeitungsdatum,,DTM,2380,00006,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931],[931] Format: ZZZ = +00
18,Bearbeitungs-/ Verarbeitungsdatum,,DTM,2379,00006,303,,CCYYMMDDHHMMZZZ,X,
19,Abrechnungszeitraum Beginn,,DTM,,00007,,,,Muss,
20,Abrechnungszeitraum Beginn,,DTM,2005,00007,155,,"Rechnungsperiode, Beginndatum",X,
21,Abrechnungszeitraum Beginn,,DTM,2380,00007,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [UB2],
22,Abrechnungszeitraum Beginn,,DTM,2379,00007,303,,CCYYMMDDHHMMZZZ,X,
23,Abrechnungszeitraum Ende,,DTM,,00008,,,,Muss,
24,Abrechnungszeitraum Ende,,DTM,2005,00008,156,,"Rechnungsperiode, Endedatum",X,
25,Abrechnungszeitraum Ende,,DTM,2380,00008,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [UB2],
26,Abrechnungszeitraum Ende,,DTM,2379,00008,303,,CCYYMMDDHHMMZZZ,X,
27,Rechnungstyp,,IMD,,00014,,,,Muss,
28,Rechnungstyp,,IMD,7081,00014,NAP,,Kapazitätsrechnung,X,
29,Meldeinformationen,,FTX,,00015,,,,Soll [4] ,[4] Wenn Steuerschuldnerschaft des Leistungsempfängers vorliegt
30,Meldeinformationen,,FTX,4451,00015,,,,REG,
31,Meldeinformationen,,FTX,4441,00015,RCH,,Reverse Charge gemäß §13b UStG / Steuerschuldnerschaft des Leistungsempfängers,X,
32,Prüfidentifikator,SG1,,,,,,,Muss,
33,Prüfidentifikator,SG1,RFF,,00017,,,,Muss,
34,Prüfidentifikator,SG1,RFF,1153,00017,Z13,,Prüfidentifikator,X,
35,Prüfidentifikator,SG1,RFF,1154,00017,31010,,Kapazitätsrechnung,X,
36,Name und Anschrift des Nachrichtensenders,SG2,,,,,,,Muss,
37,Name und Anschrift des Nachrichtensenders,SG2,NAD,,00022,,,,Muss,
38,Name und Anschrift des Nachrichtensenders,SG2,NAD,3035,00022,Nachrichtenaussteller bzw. -absender,,,MS,
39,Name und Anschrift des Nachrichtensenders,SG2,NAD,3039,00022,,,MP-ID,X [493],[493] Wenn MP-ID in NAD+MR (Nachrichtenempfänger) aus Sparte Gas
40,Name und Anschrift des Nachrichtensenders,SG2,NAD,3055,00022,9,,GS1,X,
41,Name und Anschrift des Nachrichtensenders,SG2,NAD,3055,,332,,"DE, DVGW Service & Consult GmbH",X,
42,Name und Anschrift des Nachrichtensenders,SG2,NAD,3036,00022,,,Beteiligter,X,
43,Name und Anschrift des Nachrichtensenders,SG2,NAD,3042,00022,,,Straße und Hausnummer oder Postfach,S [7],[7] Sofern keine Großkundenpostleitzahl verwendet wird
44,Name und Anschrift des Nachrichtensenders,SG2,NAD,3164,00022,,,Ort,M,
45,Name und Anschrift des Nachrichtensenders,SG2,NAD,3251,00022,,,"Postleitzahl, Code",X,
46,Name und Anschrift des Nachrichtensenders,SG2,NAD,3207,00022,,,"Ländername, Code",X,
47,"Steuernummer, Umsatzsteuernummer",SG3,,,,,,,Muss,
48,"Steuernummer, Umsatzsteuernummer",SG3,RFF,,00023,,,,Muss,
49,"Steuernummer, Umsatzsteuernummer",SG3,RFF,1153,00023,VA,,Umsatzsteuernummer,X,
