,Segmentname,Segmentgruppe,Segment,Datenelement,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedinung
0,Nachrichten-Kopfsegment,,,,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,0062,,,Nachrichten-Referenznummer,X,
2,Nachrichten-Kopfsegment,,UNH,0065,UTILMD,,Netzanschluss-Stammdaten,X,Netzanschluss-Stammdaten
3,Nachrichten-Kopfsegment,,UNH,0052,D,,Entwurfs-Version,X,Entwurfs-Version
4,Nachrichten-Kopfsegment,,UNH,0054,11A,,Ausgabe 2011 - A,X,Ausgabe 2011 - A
5,Nachrichten-Kopfsegment,,UNH,0051,UN,,UN/CEFACT,X,UN/CEFACT
6,Nachrichten-Kopfsegment,,UNH,0057,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung,,S1.1,X,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung
7,Beginn der Nachricht,,,,,,,Muss,
8,Beginn der Nachricht,,BGM,1001,Z17,,Zuordnungsermächtigung,X,Zuordnungsermächtigung
9,Beginn der Nachricht,,BGM,1004,,,Dokumentennummer,X,
10,Nachrichtendatum,,,,,,,Muss,
11,Nachrichtendatum,,DTM,2005,137,,Dokumenten-/Nachrichtendatum/-zeit,X,Dokumenten-/Nachrichtendatum/-zeit
12,Nachrichtendatum,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931] [494],
13,Nachrichtendatum,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
14,MP-ID Absender,SG2,,,,,,Muss,
15,MP-ID Absender,SG2,,,,,,Muss,
16,MP-ID Absender,SG2,NAD,,,,,Muss,
17,MP-ID Absender,SG2,NAD,3035,MS,,Dokumenten-/Nachrichtenausstellerbzw. -absender,X,Dokumenten-/Nachrichtenausstellerbzw. -absender
18,MP-ID Absender,SG2,NAD,3039,,,MP-ID,X,
19,MP-ID Absender,SG2,NAD,3055,9,,GS1,X,GS1
20,Ansprechpartner,SG3,,,,,,Kann,
21,Ansprechpartner,SG3,,,,,,Kann,
22,Ansprechpartner,SG3,CTA,,,,,Muss,
23,Ansprechpartner,SG3,CTA,3139,IC,,Informationskontakt,X,Informationskontakt
24,Ansprechpartner,SG3,CTA,3412,,,Name vom Ansprechpartner,X,
25,Kommunikationsverbindung,SG3,,,,,,,
26,Kommunikationsverbindung,SG3,,,,,,Muss,
27,Kommunikationsverbindung,SG3,COM,,,,,Muss,
28,Kommunikationsverbindung,SG3,COM,3148,,,Nummer / Adresse,X,
29,Kommunikationsverbindung,SG3,COM,3155,EM,,Elektronische Post,X [1P0..1],Elektronische Post
30,MP-ID Empfänger,SG2,,,,,,Muss,
31,MP-ID Empfänger,SG2,,,,,,Muss,
32,MP-ID Empfänger,SG2,NAD,,,,,Muss,
33,MP-ID Empfänger,SG2,NAD,3035,MR,,Nachrichtenempfänger,X,Nachrichtenempfänger
34,MP-ID Empfänger,SG2,NAD,3039,,,MP-ID,X [280],
35,MP-ID Empfänger,SG2,NAD,3055,9,,GS1,X,GS1
36,Vorgang,SG4,,,,,,Muss,
37,Vorgang,SG4,,,,,,Muss,
38,Vorgang,SG4,IDE,,,,,Muss,
39,Vorgang,SG4,IDE,7495,24,,Transaktion,X,Transaktion
40,Vorgang,SG4,IDE,7402,,,Vorgangsnummer,X,
41,Bilanzierungsbeginn,SG4,,,,,,,
42,Bilanzierungsbeginn,SG4,,,,,,Muss,
43,Bilanzierungsbeginn,SG4,DTM,,,,,Muss,
44,Bilanzierungsbeginn,SG4,DTM,2005,158,,Bilanzierungsbeginn,X,Bilanzierungsbeginn
45,Bilanzierungsbeginn,SG4,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [UB1],
46,Bilanzierungsbeginn,SG4,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
47,Bilanzierungsende,SG4,,,,,,,
48,Bilanzierungsende,SG4,,,,,,,
49,Bilanzierungsende,SG4,DTM,,,,,,
50,Bilanzierungsende,SG4,DTM,2005,159,,Bilanzierungsende,,Bilanzierungsende
51,Bilanzierungsende,SG4,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",,
52,Bilanzierungsende,SG4,DTM,2379,303,,CCYYMMDDHHMMZZZ,,CCYYMMDDHHMMZZZ
53,Prüfidentifikator,SG6,,,,,,Muss,
54,Prüfidentifikator,SG6,,,,,,Muss,
55,Prüfidentifikator,SG6,RFF,,,,,Muss,
56,Prüfidentifikator,SG6,RFF,1153,Z13,,Prüfidentifikator,X,Prüfidentifikator
57,Prüfidentifikator,SG6,RFF,1154,55071,,MaBiS / Aktivierung derZuordnungsermächtigung,X,MaBiS / Aktivierung derZuordnungsermächtigung
58,Daten der Summenzeitreihe,SG8,,,,,,Muss [2061],
59,Daten der Summenzeitreihe,SG8,,,,,,Muss [2061],
60,Daten der Summenzeitreihe,SG8,SEQ,,,,,Muss,
61,Daten der Summenzeitreihe,SG8,SEQ,1229,Z22,,Daten derSummenzeitreihe,X,Daten derSummenzeitreihe
62,Bilanzierungsgebiet,SG10,,,,,,Muss,
63,Bilanzierungsgebiet,SG10,,,,,,Muss,
64,Bilanzierungsgebiet,SG10,CCI,,,,,Muss,
65,Bilanzierungsgebiet,SG10,CCI,7059,Z20,,Bilanzierungsgebiet,X,Bilanzierungsgebiet
66,Bilanzierungsgebiet,SG10,CCI,7037,,,Bilanzierungsgebiet,X,
67,Bilanzkreis,SG10,,,,,,Muss [2061],
68,Bilanzkreis,SG10,,,,,,Muss [2061],
69,Bilanzkreis,SG10,CCI,,,,,Muss,
70,Bilanzkreis,SG10,CCI,7059,Z19,,Bilanzkreis,X,Bilanzkreis
71,Bilanzkreis,SG10,CCI,7037,,,Bilanzkreis,X,
72,Zeitreihentyp,SG10,,,,,,Muss,
73,Zeitreihentyp,SG10,,,,,,Muss,
74,Zeitreihentyp,SG10,CCI,,,,,Muss,
75,Zeitreihentyp,SG10,CCI,7059,15,,Struktur,X,Struktur
76,Zeitreihentyp,SG10,CCI,7037,Z21,,Summenzeitreihentyp,X,Summenzeitreihentyp
77,Zeitreihentyp,SG10,,,,,,,
78,Zeitreihentyp,SG10,,,,,,Muss,
79,Zeitreihentyp,SG10,CAV,,,,,Muss,
80,Zeitreihentyp,SG10,CAV,7111,,,Code des Zeitreihentyps,X,
81,Beteiligter Marktpartner MP-ID,SG12,,,,,,Muss [569],
82,Beteiligter Marktpartner MP-ID,SG12,,,,,,Muss [569],
83,Beteiligter Marktpartner MP-ID,SG12,NAD,,,,,Muss,
84,Beteiligter Marktpartner MP-ID,SG12,NAD,3035,VY,,andere zugehörige Partei,X,andere zugehörige Partei
85,Beteiligter Marktpartner MP-ID,SG12,NAD,3039,,,MP-ID,X [533],
86,Beteiligter Marktpartner MP-ID,SG12,NAD,3055,9,,GS1,X,GS1
87,Nachrichten-Endesegment,,,,,,,Muss,
88,Nachrichten-Endesegment,,UNT,0074,,,Anzahl der Segmente in einerNachricht,X,
89,Nachrichten-Endesegment,,UNT,0062,,,Nachrichten-Referenznummer,X,
