,Segmentname,Segmentgruppe,Segment,Datenelement,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedinung
0,Nachrichten-Kopfsegment,,,,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,0062,,,Nachrichten-Referenznummer,X,
2,Nachrichten-Kopfsegment,,UNH,0065,UTILMD,,Netzanschluss-Stammdaten,X,Netzanschluss-Stammdaten
3,Nachrichten-Kopfsegment,,UNH,0052,D,,Entwurfs-Version,X,Entwurfs-Version
4,Nachrichten-Kopfsegment,,UNH,0054,11A,,Ausgabe 2011 - A,X,Ausgabe 2011 - A
5,Nachrichten-Kopfsegment,,UNH,0051,UN,,UN/CEFACT,X,UN/CEFACT
6,Nachrichten-Kopfsegment,,UNH,0057,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung,,G1.0a,X,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung
7,Beginn der Nachricht,,,,,,,Muss,
8,Beginn der Nachricht,,BGM,1001,E01,,Anmeldungen,X,Anmeldungen
9,Beginn der Nachricht,,BGM,1004,,,Dokumentennummer,X,
10,Nachrichtendatum,,,,,,,Muss,
11,Nachrichtendatum,,DTM,2005,137,,Dokumenten-/Nachrichtendatum/-zeit,X,Dokumenten-/Nachrichtendatum/-zeit
12,Nachrichtendatum,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931][494],
13,Nachrichtendatum,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
14,MP-ID Absender,SG2,,,,,,Muss,
15,MP-ID Absender,SG2,,,,,,Muss,
16,MP-ID Absender,SG2,NAD,,,,,Muss,
17,MP-ID Absender,SG2,NAD,3035,MS,,Dokumenten-/Nachrichtenausstellerbzw. -absender,X,Dokumenten-/Nachrichtenausstellerbzw. -absender
18,MP-ID Absender,SG2,NAD,3039,,,MP-ID,X,
19,MP-ID Absender,SG2,NAD,3055,9,,GS1,X,GS1
20,Ansprechpartner,SG3,,,,,,Kann,
21,Ansprechpartner,SG3,,,,,,Kann,
22,Ansprechpartner,SG3,CTA,,,,,Muss,
23,Ansprechpartner,SG3,CTA,3139,IC,,Informationskontakt,X,Informationskontakt
24,Ansprechpartner,SG3,CTA,3412,,,Name vom Ansprechpartner,X,
25,Kommunikationsverbindung,SG3,,,,,,,
26,Kommunikationsverbindung,SG3,,,,,,Muss,
27,Kommunikationsverbindung,SG3,COM,,,,,Muss,
28,Kommunikationsverbindung,SG3,COM,3148,,,Nummer / Adresse,X,
29,Kommunikationsverbindung,SG3,COM,3155,EM,,Elektronische Post,X [1P0..1],Elektronische Post
30,MP-ID Empfänger,SG2,,,,,,Muss,
31,MP-ID Empfänger,SG2,,,,,,Muss,
32,MP-ID Empfänger,SG2,NAD,,,,,Muss,
33,MP-ID Empfänger,SG2,NAD,3035,MR,,Nachrichtenempfänger,X,Nachrichtenempfänger
34,MP-ID Empfänger,SG2,NAD,3039,,,MP-ID,X,
35,MP-ID Empfänger,SG2,NAD,3055,9,,GS1,X,GS1
36,Vorgang,SG4,,,,,,Muss,
37,Vorgang,SG4,,,,,,Muss,
38,Vorgang,SG4,IDE,,,,,Muss,
39,Vorgang,SG4,IDE,7495,24,,Transaktion,X,Transaktion
40,Vorgang,SG4,IDE,7402,,,Vorgangsnummer,X,
41,Datum zum geplanten Leistungsbeginn,SG4,,,,,,,
42,Datum zum geplanten Leistungsbeginn,SG4,,,,,,,
43,Datum zum geplanten Leistungsbeginn,SG4,DTM,,,,,,
44,Datum zum geplanten Leistungsbeginn,SG4,DTM,2005,76,,"Lieferdatum/-zeit,geplant",,"Lieferdatum/-zeit,geplant"
45,Datum zum geplanten Leistungsbeginn,SG4,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",,
46,Datum zum geplanten Leistungsbeginn,SG4,DTM,2379,303,,CCYYMMDDHHMMZZZ,,CCYYMMDDHHMMZZZ
47,Transaktionsgrund,SG4,,,,,,,
48,Transaktionsgrund,SG4,,,,,,Muss [2061],
49,Transaktionsgrund,SG4,STS,,,,,Muss [2061],
50,Transaktionsgrund,SG4,STS,9015,7,,Transaktionsgrund,X,Transaktionsgrund
51,Transaktionsgrund,SG4,STS,9013,E01,,Ein-/Auszug (Umzug),X,Ein-/Auszug (Umzug)
52,Status der Antwort,SG4,,,,,,,
53,Status der Antwort,SG4,,,,,,Muss [249],
54,Status der Antwort,SG4,STS,,,,,Muss [249],
55,Status der Antwort,SG4,STS,9015,E01,,Status der Antwort,X,Status der Antwort
56,Status der Antwort,SG4,STS,9013,,,Code des Prüfschritts,X,
57,Status der Antwort,SG4,STS,1131,G_0053,,Codeliste Gas Nr.G_0053,X,Codeliste Gas Nr.G_0053
58,Beauftragung oder Beendigung liegt vor,SG4,,,,,,,
59,Beauftragung oder Beendigung liegt vor,SG4,,,,,,,
60,Beauftragung oder Beendigung liegt vor,SG4,AGR,,,,,,
61,Beauftragung oder Beendigung liegt vor,SG4,AGR,7431,9,,Vertrag,,Vertrag
62,Beauftragung oder Beendigung liegt vor,SG4,AGR,7433,Z04,,Vertrag zwischen AN undMSB,,Vertrag zwischen AN undMSB
63,Meldepunkt,SG5,,,,,,Muss [2061]∧ [584],
64,Meldepunkt,SG5,,,,,,Muss [2061]∧ [584],
65,Meldepunkt,SG5,LOC,,,,,Muss,
66,Meldepunkt,SG5,LOC,3227,172,,Meldepunkt,X,Meldepunkt
67,Meldepunkt,SG5,LOC,3225,,,Identifikator,X [951],
68,Prüfidentifikator,SG6,,,,,,Muss,
69,Prüfidentifikator,SG6,,,,,,Muss,
70,Prüfidentifikator,SG6,RFF,,,,,Muss,
71,Prüfidentifikator,SG6,RFF,1153,Z13,,Prüfidentifikator,X,Prüfidentifikator
72,Prüfidentifikator,SG6,RFF,1154,44042,,WiM Gas / AnmeldungMSB,,WiM Gas / AnmeldungMSB
73,Referenz Vorgangsnummer (aus Anfragenachricht),SG6,,,,,,Muss,
74,Referenz Vorgangsnummer (aus Anfragenachricht),SG6,,,,,,Muss,
75,Referenz Vorgangsnummer (aus Anfragenachricht),SG6,RFF,,,,,Muss,
76,Referenz Vorgangsnummer (aus Anfragenachricht),SG6,RFF,1153,TN,,Transaktions-Referenznummer,X,Transaktions-Referenznummer
77,Referenz Vorgangsnummer (aus Anfragenachricht),SG6,RFF,1154,,,Vorgangsnummer,X,
78,Referenz auf die ID der Messlokation für Termine der Messlokation,SG6,,,,,,,
79,Referenz auf die ID der Messlokation für Termine der Messlokation,SG6,,,,,,,
80,Referenz auf die ID der Messlokation für Termine der Messlokation,SG6,RFF,,,,,,
81,Referenz auf die ID der Messlokation für Termine der Messlokation,SG6,RFF,1153,Z19,,Messlokation,,Messlokation
82,Referenz auf die ID der Messlokation für Termine der Messlokation,SG6,RFF,1154,,,ID der Messlokation,,
83,Geplante Turnusablesung des NB,SG6,,,,,,,
84,Geplante Turnusablesung des NB,SG6,,,,,,,
85,Geplante Turnusablesung des NB,SG6,DTM,,,,,,
86,Geplante Turnusablesung des NB,SG6,DTM,2005,752,,GeplanteTurnusablesung,,GeplanteTurnusablesung
87,Geplante Turnusablesung des NB,SG6,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",,
88,Geplante Turnusablesung des NB,SG6,DTM,2379,104,,MMWW-MMWW,,MMWW-MMWW
89,Wertegranularität,SG10,,,,,,,
90,Wertegranularität,SG10,,,,,,,
91,Wertegranularität,SG10,CCI,,,,,,
92,Wertegranularität,SG10,CCI,7037,ZE4,,Wertegranularität,,Wertegranularität
93,Wertegranularität,SG10,,,,,,,
94,Wertegranularität,SG10,,,,,,,
95,Wertegranularität,SG10,CAV,,,,,,
96,Wertegranularität,SG10,CAV,7111,ZD9,,Jährlich,,Jährlich
97,Daten der Messlokation,SG8,,,,,,,
98,Daten der Messlokation,SG8,,,,,,,
99,Daten der Messlokation,SG8,SEQ,,,,,,
100,Daten der Messlokation,SG8,SEQ,1229,Z18,,Daten der Messlokation,,Daten der Messlokation
101,Referenz auf die ID der Messlokation,SG8,,,,,,,
102,Referenz auf die ID der Messlokation,SG8,,,,,,,
103,Referenz auf die ID der Messlokation,SG8,RFF,,,,,,
104,Referenz auf die ID der Messlokation,SG8,RFF,1153,Z19,,Messlokation,,Messlokation
105,Referenz auf die ID der Messlokation,SG8,RFF,1154,,,ID der Messlokation,,
106,Zugeordnete Marktpartner,SG10,,,,,,,
107,Zugeordnete Marktpartner,SG10,,,,,,,
108,Zugeordnete Marktpartner,SG10,CCI,,,,,,
109,Zugeordnete Marktpartner,SG10,CCI,7037,ZB3,,ZugeordneterMarktpartner,,ZugeordneterMarktpartner
110,Messstellenbetreiber,SG10,,,,,,,
111,Messstellenbetreiber,SG10,,,,,,,
112,Messstellenbetreiber,SG10,CAV,,,,,,
113,Messstellenbetreiber,SG10,CAV,7111,Z91,,MSB,,MSB
114,Messstellenbetreiber,SG10,CAV,1131,,,MP-ID,,
115,Messstellenbetreiber,SG10,CAV,7110,Z19,,Auf vertraglicherGrundlage gegenüberAnschlussnutzer /Anschlussnehmer,,Auf vertraglicherGrundlage gegenüberAnschlussnutzer /Anschlussnehmer
116,Grundzuständiger Messstellenbetreiber,SG10,,,,,,,
117,Grundzuständiger Messstellenbetreiber,SG10,,,,,,,
118,Grundzuständiger Messstellenbetreiber,SG10,CAV,,,,,,
119,Grundzuständiger Messstellenbetreiber,SG10,CAV,7111,ZF0,,gMSB,,gMSB
120,Grundzuständiger Messstellenbetreiber,SG10,CAV,1131,,,MP-ID,,
121,Messstellenbetreiber Alt,SG10,,,,,,,
122,Messstellenbetreiber Alt,SG10,,,,,,,
123,Messstellenbetreiber Alt,SG10,CAV,,,,,,
124,Messstellenbetreiber Alt,SG10,CAV,7111,ZB4,,MSBA,,MSBA
125,Messstellenbetreiber Alt,SG10,CAV,1131,,,MP-ID,,
126,Gasqualität,SG10,,,,,,,
127,Gasqualität,SG10,,,,,,,
128,Gasqualität,SG10,CCI,,,,,,
129,Gasqualität,SG10,CCI,7037,Y02,,Gasqualität,,Gasqualität
130,Gasqualität,SG10,,,,,,,
131,Gasqualität,SG10,,,,,,,
132,Gasqualität,SG10,CAV,,,,,,
133,Gasqualität,SG10,CAV,7111,Y04,,H-Gas,,H-Gas
134,Betriebszustand der Messlokation,SG10,,,,,,,
135,Betriebszustand der Messlokation,SG10,,,,,,,
136,Betriebszustand der Messlokation,SG10,CCI,,,,,,
137,Betriebszustand der Messlokation,SG10,CCI,7059,Z32,,Betriebszustand derMesslokation,,Betriebszustand derMesslokation
138,Betriebszustand der Messlokation,SG10,CCI,7037,ZC1,,Messlokation gesperrtund darf nicht entsperrtwerden,,Messlokation gesperrtund darf nicht entsperrtwerden
139,Erforderliches Messprodukt der Messlokation,SG8,,,,,,,
140,Erforderliches Messprodukt der Messlokation,SG8,,,,,,,
141,Erforderliches Messprodukt der Messlokation,SG8,SEQ,,,,,,
142,Erforderliches Messprodukt der Messlokation,SG8,SEQ,1229,Z19,,ErforderlichesMessprodukt derMesslokation,,ErforderlichesMessprodukt derMesslokation
143,Erforderliches Messprodukt der Messlokation,SG8,,,,,,,
144,Erforderliches Messprodukt der Messlokation,SG8,,,,,,,
145,Erforderliches Messprodukt der Messlokation,SG8,PIA,,,,,,
146,Erforderliches Messprodukt der Messlokation,SG8,PIA,4347,5,,Produktidentifikation,,Produktidentifikation
147,Erforderliches Messprodukt der Messlokation,SG8,PIA,7140,,,Messprodukt-Code,,
148,Erforderliches Messprodukt der Messlokation,SG8,PIA,7143,Z11,,Messprodukt,,Messprodukt
