,Segmentname,Segmentgruppe,Segment,Datenelement,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedinung
0,Nachrichten-Kopfsegment,,,,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,0062,,,Nachrichten-Referenznummer,X,
2,Nachrichten-Kopfsegment,,UNH,0065,UTILMD,,Netzanschluss-Stammdaten,X,Netzanschluss-Stammdaten
3,Nachrichten-Kopfsegment,,UNH,0052,D,,Entwurfs-Version,X,Entwurfs-Version
4,Nachrichten-Kopfsegment,,UNH,0054,11A,,Ausgabe 2011 - A,X,Ausgabe 2011 - A
5,Nachrichten-Kopfsegment,,UNH,0051,UN,,UN/CEFACT,X,UN/CEFACT
6,Nachrichten-Kopfsegment,,UNH,0057,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung,,G1.0a,X,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung
7,Beginn der Nachricht,,,,,,,Muss,
8,Beginn der Nachricht,,BGM,1001,E03,,Änderungsmeldungen,X,Änderungsmeldungen
9,Beginn der Nachricht,,BGM,1004,,,Dokumentennummer,X,
10,Nachrichtendatum,,,,,,,Muss,
11,Nachrichtendatum,,DTM,2005,137,,Dokumenten-/Nachrichtendatum/-zeit,X,Dokumenten-/Nachrichtendatum/-zeit
12,Nachrichtendatum,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931] [494],
13,Nachrichtendatum,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
14,MP-ID Absender,SG2,,,,,,Muss,
15,MP-ID Absender,SG2,,,,,,Muss,
16,MP-ID Absender,SG2,NAD,,,,,Muss,
17,MP-ID Absender,SG2,NAD,3035,MS,,Dokumenten-/Nachrichtenausstellerbzw. -absender,X,Dokumenten-/Nachrichtenausstellerbzw. -absender
18,MP-ID Absender,SG2,NAD,3039,,,MP-ID,X,
19,MP-ID Absender,SG2,NAD,3055,9,,GS1,X,GS1
20,Ansprechpartner,SG3,,,,,,Kann,
21,Ansprechpartner,SG3,,,,,,Kann,
22,Ansprechpartner,SG3,CTA,,,,,Muss,
23,Ansprechpartner,SG3,CTA,3139,IC,,Informationskontakt,X,Informationskontakt
24,Ansprechpartner,SG3,CTA,3412,,,Name vom Ansprechpartner,X,
25,Kommunikationsverbindung,SG3,,,,,,,
26,Kommunikationsverbindung,SG3,,,,,,Muss,
27,Kommunikationsverbindung,SG3,COM,,,,,Muss,
28,Kommunikationsverbindung,SG3,COM,3148,,,Nummer / Adresse,X,
29,Kommunikationsverbindung,SG3,COM,3155,EM,,Elektronische Post,X [1P0..1],Elektronische Post
30,MP-ID Empfänger,SG2,,,,,,Muss,
31,MP-ID Empfänger,SG2,,,,,,Muss,
32,MP-ID Empfänger,SG2,NAD,,,,,Muss,
33,MP-ID Empfänger,SG2,NAD,3035,MR,,Nachrichtenempfänger,X,Nachrichtenempfänger
34,MP-ID Empfänger,SG2,NAD,3039,,,MP-ID,X,
35,MP-ID Empfänger,SG2,NAD,3055,9,,GS1,X,GS1
36,Vorgang,SG4,,,,,,Muss,
37,Vorgang,SG4,,,,,,Muss,
38,Vorgang,SG4,IDE,,,,,Muss,
39,Vorgang,SG4,IDE,7495,24,,Transaktion,X,Transaktion
40,Vorgang,SG4,IDE,7402,,,Vorgangsnummer,X,
41,Beginn zum,SG4,,,,,,,
42,Beginn zum,SG4,,,,,,,
43,Beginn zum,SG4,DTM,,,,,,
44,Beginn zum,SG4,DTM,2005,92,,Datum Vertragsbeginn,,Datum Vertragsbeginn
45,Beginn zum,SG4,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",,
46,Beginn zum,SG4,DTM,2379,303,,CCYYMMDDHHMMZZZ,,CCYYMMDDHHMMZZZ
47,"Änderung zum, Gültigkeit, Beginndatum",SG4,,,,,,,
48,"Änderung zum, Gültigkeit, Beginndatum",SG4,,,,,,,
49,"Änderung zum, Gültigkeit, Beginndatum",SG4,DTM,,,,,,
50,"Änderung zum, Gültigkeit, Beginndatum",SG4,DTM,2005,157,,"Gültigkeit, Beginndatum",,"Gültigkeit, Beginndatum"
51,"Änderung zum, Gültigkeit, Beginndatum",SG4,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",,
52,"Änderung zum, Gültigkeit, Beginndatum",SG4,DTM,2379,303,,CCYYMMDDHHMMZZZ,,CCYYMMDDHHMMZZZ
53,Transaktionsgrund,SG4,,,,,,,
54,Transaktionsgrund,SG4,,,,,,Muss [2061],
55,Transaktionsgrund,SG4,STS,,,,,Muss [2061],
56,Transaktionsgrund,SG4,STS,9015,7,,Transaktionsgrund,X,Transaktionsgrund
57,Transaktionsgrund,SG4,STS,9013,ZF0,,Bila.rel. Änderung vomNB mit Abhängigkeiten,X,Bila.rel. Änderung vomNB mit Abhängigkeiten
58,Status der Antwort,SG4,,,,,,,
59,Status der Antwort,SG4,,,,,,Muss [249],
60,Status der Antwort,SG4,STS,,,,,Muss [249],
61,Status der Antwort,SG4,STS,9015,E01,,Status der Antwort,X,Status der Antwort
62,Status der Antwort,SG4,STS,9013,,,Code des Prüfschritts,X,
63,Status der Antwort,SG4,STS,1131,G_0019,,Codeliste Gas Nr.G_0019,X,Codeliste Gas Nr.G_0019
64,Meldepunkt,SG5,,,,,,Muss [2061],
65,Meldepunkt,SG5,,,,,,Muss [2061],
66,Meldepunkt,SG5,LOC,,,,,Muss,
67,Meldepunkt,SG5,LOC,3227,172,,Meldepunkt,X,Meldepunkt
68,Meldepunkt,SG5,LOC,3225,,,Identifikator,X [950],
69,Prüfidentifikator,SG6,,,,,,Muss,
70,Prüfidentifikator,SG6,,,,,,Muss,
71,Prüfidentifikator,SG6,RFF,,,,,Muss,
72,Prüfidentifikator,SG6,RFF,1153,Z13,,Prüfidentifikator,X,Prüfidentifikator
73,Prüfidentifikator,SG6,RFF,1154,44123,,SDÄ Gas / Bila.rel.Änderung vom NB mitAbhängigkeiten NB an LF/ MSB,,SDÄ Gas / Bila.rel.Änderung vom NB mitAbhängigkeiten NB an LF/ MSB
74,Referenz Vorgangsnummer (aus Anfragenachricht),SG6,,,,,,Muss,
75,Referenz Vorgangsnummer (aus Anfragenachricht),SG6,,,,,,Muss,
76,Referenz Vorgangsnummer (aus Anfragenachricht),SG6,RFF,,,,,Muss,
77,Referenz Vorgangsnummer (aus Anfragenachricht),SG6,RFF,1153,TN,,Transaktions-Referenznummer,X,Transaktions-Referenznummer
78,Referenz Vorgangsnummer (aus Anfragenachricht),SG6,RFF,1154,,,Vorgangsnummer,X,
79,Daten der Marktlokation,SG8,,,,,,,
80,Daten der Marktlokation,SG8,,,,,,,
81,Daten der Marktlokation,SG8,SEQ,,,,,,
82,Daten der Marktlokation,SG8,SEQ,1229,Z01,,Daten der Marktlokation,,Daten der Marktlokation
83,Veranschlagte Jahresmenge gesamt,SG9,,,,,,,
84,Veranschlagte Jahresmenge gesamt,SG9,,,,,,,
85,Veranschlagte Jahresmenge gesamt,SG9,QTY,,,,,,
86,Veranschlagte Jahresmenge gesamt,SG9,QTY,6063,31,,Veranschlagte,,Veranschlagte
87,Veranschlagte Jahresmenge gesamt,SG9,QTY,6060,,,Mengenangabe,,
88,Veranschlagte Jahresmenge gesamt,SG9,QTY,6411,KWH,,Kilowattstunde,,Kilowattstunde
89,TUM Kundenwert,SG9,,,,,,,
90,TUM Kundenwert,SG9,,,,,,,
91,TUM Kundenwert,SG9,QTY,,,,,,
92,TUM Kundenwert,SG9,QTY,6063,Y02,,Kundenwert,,Kundenwert
93,TUM Kundenwert,SG9,QTY,6060,,,Mengenangabe,,
94,TUM Kundenwert,SG9,QTY,6411,KWH,,Kilowattstunde,,Kilowattstunde
95,Prognosegrundlage der Marktlokation,SG10,,,,,,,
96,Prognosegrundlage der Marktlokation,SG10,,,,,,,
97,Prognosegrundlage der Marktlokation,SG10,CCI,,,,,,
98,Prognosegrundlage der Marktlokation,SG10,CCI,7037,ZC0,,Prognose auf Basis vonWerten,,Prognose auf Basis vonWerten
99,Fallgruppenzuordnung,SG10,,,,,,,
100,Fallgruppenzuordnung,SG10,,,,,,,
101,Fallgruppenzuordnung,SG10,CCI,,,,,,
102,Fallgruppenzuordnung,SG10,CCI,7037,Z17,,Fallgruppenzuordnungnach GABi Gas,,Fallgruppenzuordnungnach GABi Gas
103,Fallgruppenzuordnung,SG10,CCI,1131,GABi-,,Nominierungsersatzverfa,,Nominierungsersatzverfa
104,Lastprofildaten,SG8,,,,,,,
105,Lastprofildaten,SG8,,,,,,,
106,Lastprofildaten,SG8,SEQ,,,,,,
107,Lastprofildaten,SG8,SEQ,1229,Z35,,Lastprofildaten,,Lastprofildaten
108,Lastprofil,SG10,,,,,,,
109,Lastprofil,SG10,,,,,,,
110,Lastprofil,SG10,CCI,,,,,,
111,Lastprofil,SG10,CCI,7059,Z12,,Lastprofil,,Lastprofil
112,Lastprofil,SG10,CCI,7037,E01,,synthetisches Verfahren,,synthetisches Verfahren
113,Lastprofil,SG10,,,,,,,
114,Lastprofil,SG10,,,,,,,
115,Lastprofil,SG10,CAV,,,,,,
116,Lastprofil,SG10,CAV,7111,,,Code des Lastprofils,,
117,Lastprofil,SG10,CAV,3055,89,,Vergeben vom Händler(hier Netzbetreiber),,Vergeben vom Händler(hier Netzbetreiber)
118,Klimazone / Temperaturmessstelle,SG10,,,,,,,
119,Klimazone / Temperaturmessstelle,SG10,,,,,,,
120,Klimazone / Temperaturmessstelle,SG10,CCI,,,,,,
121,Klimazone / Temperaturmessstelle,SG10,CCI,7059,Z99,,Messstelle desTagesparameters(derzeit ist nur dieTemperatur ein erlaubterTagesparameter),,Messstelle desTagesparameters(derzeit ist nur dieTemperatur ein erlaubterTagesparameter)
122,Klimazone / Temperaturmessstelle,SG10,CCI,7037,,,ID Klimazone /Temperaturmessstelle,,
123,Klimazone / Temperaturmessstelle,SG10,CCI,1131,,,Dienstanbieter,,
124,Klimazone / Temperaturmessstelle,SG10,CCI,3055,89,,Vergeben vom Händler(hier Netzbetreiber),,Vergeben vom Händler(hier Netzbetreiber)
125,Nachrichten-Endesegment,,,,,,,Muss,
126,Nachrichten-Endesegment,,UNT,0074,,,Anzahl der Segmente in einerNachricht,X,
127,Nachrichten-Endesegment,,UNT,0062,,,Nachrichten-Referenznummer,X,
