,Segmentname,Segmentgruppe,Segment,Datenelement,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedinung
0,Nachrichten-Kopfsegment,,,,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,0062,,,Nachrichten-Referenznummer,X,
2,Nachrichten-Kopfsegment,,UNH,0065,UTILMD,,Netzanschluss-Stammdaten,X,Netzanschluss-Stammdaten
3,Nachrichten-Kopfsegment,,UNH,0052,D,,Entwurfs-Version,X,Entwurfs-Version
4,Nachrichten-Kopfsegment,,UNH,0054,11A,,Ausgabe 2011 - A,X,Ausgabe 2011 - A
5,Nachrichten-Kopfsegment,,UNH,0051,UN,,UN/CEFACT,X,UN/CEFACT
6,Nachrichten-Kopfsegment,,UNH,0057,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung,,S1.1,X,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung
7,Beginn der Nachricht,,,,,,,Muss,
8,Beginn der Nachricht,,BGM,1001,E03,,Änderungsmeldungen,X,Änderungsmeldungen
9,Beginn der Nachricht,,BGM,1004,,,Dokumentennummer,X,
10,Nachrichtendatum,,,,,,,Muss,
11,Nachrichtendatum,,DTM,2005,137,,Dokumenten-/Nachrichtendatum/-zeit,X,Dokumenten-/Nachrichtendatum/-zeit
12,Nachrichtendatum,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931][494],
13,Nachrichtendatum,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
14,MP-ID Absender,SG2,,,,,,Muss,
15,MP-ID Absender,SG2,,,,,,Muss,
16,MP-ID Absender,SG2,NAD,,,,,Muss,
17,MP-ID Absender,SG2,NAD,3035,MS,,Dokumenten-/Nachrichtenausstellerbzw. -absender,X,Dokumenten-/Nachrichtenausstellerbzw. -absender
18,MP-ID Absender,SG2,NAD,3039,,,MP-ID,X,
19,MP-ID Absender,SG2,NAD,3055,9,,GS1,X,GS1
20,Ansprechpartner,SG3,,,,,,Kann,
21,Ansprechpartner,SG3,,,,,,Kann,
22,Ansprechpartner,SG3,CTA,,,,,Muss,
23,Ansprechpartner,SG3,CTA,3139,IC,,Informationskontakt,X,Informationskontakt
24,Ansprechpartner,SG3,CTA,3412,,,Name vom Ansprechpartner,X,
25,Kommunikationsverbindung,SG3,,,,,,,
26,Kommunikationsverbindung,SG3,,,,,,Muss,
27,Kommunikationsverbindung,SG3,COM,,,,,Muss,
28,Kommunikationsverbindung,SG3,COM,3148,,,Nummer / Adresse,X,
29,Kommunikationsverbindung,SG3,COM,3155,EM,,Elektronische Post,X [1P0..1],Elektronische Post
30,MP-ID Empfänger,SG2,,,,,,Muss,
31,MP-ID Empfänger,SG2,,,,,,Muss,
32,MP-ID Empfänger,SG2,NAD,,,,,Muss,
33,MP-ID Empfänger,SG2,NAD,3035,MR,,Nachrichtenempfänger,X,Nachrichtenempfänger
34,MP-ID Empfänger,SG2,NAD,3039,,,MP-ID,X,
35,MP-ID Empfänger,SG2,NAD,3055,9,,GS1,X,GS1
36,Vorgang,SG4,,,,,,Muss,
37,Vorgang,SG4,,,,,,Muss,
38,Vorgang,SG4,IDE,,,,,Muss,
39,Vorgang,SG4,IDE,7495,24,,Transaktion,X,Transaktion
40,Vorgang,SG4,IDE,7402,,,Vorgangsnummer,X,
41,Beginn zum,SG4,,,,,,,
42,Beginn zum,SG4,,,,,,Muss,
43,Beginn zum,SG4,DTM,,,,,Muss,
44,Beginn zum,SG4,DTM,2005,92,,Datum Vertragsbeginn,X,Datum Vertragsbeginn
45,Beginn zum,SG4,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [UB1],
46,Beginn zum,SG4,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
47,"Änderung zum, Gültigkeit, Beginndatum",SG4,,,,,,,
48,"Änderung zum, Gültigkeit, Beginndatum",SG4,,,,,,Muss,
49,"Änderung zum, Gültigkeit, Beginndatum",SG4,DTM,,,,,Muss,
50,"Änderung zum, Gültigkeit, Beginndatum",SG4,DTM,2005,157,,"Gültigkeit, Beginndatum",X,"Gültigkeit, Beginndatum"
51,"Änderung zum, Gültigkeit, Beginndatum",SG4,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [UB1],
52,"Änderung zum, Gültigkeit, Beginndatum",SG4,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
53,Transaktionsgrund,SG4,,,,,,,
54,Transaktionsgrund,SG4,,,,,,Muss [2061],
55,Transaktionsgrund,SG4,STS,,,,,Muss [2061],
56,Transaktionsgrund,SG4,STS,9015,7,,Transaktionsgrund,X,Transaktionsgrund
57,Transaktionsgrund,SG4,STS,9013,ZF6,,Bila.rel. Anfrage an LF,X,Bila.rel. Anfrage an LF
58,Status der Antwort,SG4,,,,,,,
59,Status der Antwort,SG4,,,,,,,
60,Status der Antwort,SG4,STS,,,,,,
61,Status der Antwort,SG4,STS,9015,E01,,Status der Antwort,,Status der Antwort
62,Status der Antwort,SG4,STS,9013,,,Code des Prüfschritts,,
63,Status der Antwort,SG4,STS,1131,Codeliste Strom Nr.S_0032Codeliste Strom Nr.S_0033,,S_0032S_0033,,Codeliste Strom Nr.S_0032Codeliste Strom Nr.S_0033
64,NEU Marktlokation,SG5,,,,,,Muss [2061]∧ [348],
65,NEU Marktlokation,SG5,,,,,,Muss [2061]∧ [348],
66,NEU Marktlokation,SG5,LOC,,,,,Muss,
67,NEU Marktlokation,SG5,LOC,3227,Z16,,Marktlokation,X,Marktlokation
68,NEU Marktlokation,SG5,LOC,3225,,,ID der Marktlokation,X [950],
69,NEU Tranche,SG5,,,,,,Muss [2061]∧ [347],
70,NEU Tranche,SG5,,,,,,Muss [2061]∧ [347],
71,NEU Tranche,SG5,LOC,,,,,Muss,
72,NEU Tranche,SG5,LOC,3227,Z21,,Tranche,X,Tranche
73,NEU Tranche,SG5,LOC,3225,,,ID der Tranche,X [950],
74,Prüfidentifikator,SG6,,,,,,Muss,
75,Prüfidentifikator,SG6,,,,,,Muss,
76,Prüfidentifikator,SG6,RFF,,,,,Muss,
77,Prüfidentifikator,SG6,RFF,1153,Z13,,Prüfidentifikator,X,Prüfidentifikator
78,Prüfidentifikator,SG6,RFF,1154,55150,,SDÄ Strom / Bila.rel.Anfrage an LF NB an LF,X,SDÄ Strom / Bila.rel.Anfrage an LF NB an LF
79,Referenz Vorgangsnummer (aus Anfragenachricht),SG6,,,,,,,
80,Referenz Vorgangsnummer (aus Anfragenachricht),SG6,,,,,,,
81,Referenz Vorgangsnummer (aus Anfragenachricht),SG6,RFF,,,,,,
82,Referenz Vorgangsnummer (aus Anfragenachricht),SG6,RFF,1153,TN,,Transaktions-Referenznummer,,Transaktions-Referenznummer
83,Referenz Vorgangsnummer (aus Anfragenachricht),SG6,RFF,1154,,,Vorgangsnummer,,
84,Daten der Marktlokation,SG8,,,,,,Muss [25],
85,Daten der Marktlokation,SG8,,,,,,Muss [25],
86,Daten der Marktlokation,SG8,SEQ,,,,,Muss,
87,Daten der Marktlokation,SG8,SEQ,1229,Z01,,Daten der Marktlokation,X,Daten der Marktlokation
88,Referenz auf die ID der Marktlokation,SG8,,,,,,,
89,Referenz auf die ID der Marktlokation,SG8,,,,,,Muss,
90,Referenz auf die ID der Marktlokation,SG8,RFF,,,,,Muss,
91,Referenz auf die ID der Marktlokation,SG8,RFF,1153,Z18,,Marktlokation,X,Marktlokation
92,Referenz auf die ID der Marktlokation,SG8,RFF,1154,,,ID der Marktlokation,X [950],
93,Lieferrichtung,SG10,,,,,,Muss,
94,Lieferrichtung,SG10,,,,,,Muss,
95,Lieferrichtung,SG10,CCI,,,,,Muss,
96,Lieferrichtung,SG10,CCI,7059,Z30,,Lieferrichtung,X,Lieferrichtung
97,Lieferrichtung,SG10,CCI,7037,Z06,,Erzeugung,X,Erzeugung
98,Bilanzkreis,SG10,,,,,,Kann,
99,Bilanzkreis,SG10,,,,,,Kann,
100,Bilanzkreis,SG10,CCI,,,,,Muss,
101,Bilanzkreis,SG10,CCI,7059,Z19,,Bilanzkreis,X,Bilanzkreis
102,Bilanzkreis,SG10,CCI,7037,,,Bilanzkreis,X,
103,Status der erzeugenden Marktlokation,SG10,,,,,,Kann [54],
104,Status der erzeugenden Marktlokation,SG10,,,,,,Kann [54],
105,Status der erzeugenden Marktlokation,SG10,CCI,,,,,Muss,
106,Status der erzeugenden Marktlokation,SG10,CCI,7059,Z22,,Gesetzliche Kategorie,X,Gesetzliche Kategorie
107,Status der erzeugenden Marktlokation,SG10,CCI,7037,Z90,,Veräußerungsform nach§ 20 Abs. 1 Nr. 3 EEG2014,X,Veräußerungsform nach§ 20 Abs. 1 Nr. 3 EEG2014
108,Land der Förderung,SG10,,,,,,Kann,
109,Land der Förderung,SG10,,,,,,Kann,
110,Land der Förderung,SG10,CCI,,,,,Muss,
111,Land der Förderung,SG10,CCI,7059,Z23,,Land der Förderung,X,Land der Förderung
112,Land der Förderung,SG10,CCI,7037,,,Land der Förderung,X,
113,Land der Förderung,SG10,CCI,1131,LAND,,EDI@Energy Codelisteder europäischenLändercodes,X,EDI@Energy Codelisteder europäischenLändercodes
114,Land der Förderung,SG10,CCI,3055,293,,"DE, BDEW(Bundesverband derEnergie- undWasserwirtschaft e.V.)",X,"DE, BDEW(Bundesverband derEnergie- undWasserwirtschaft e.V.)"
115,Daten der Tranche,SG8,,,,,,Muss [167] ,
116,Daten der Tranche,SG8,,,,,,Muss [167] ,
117,Daten der Tranche,SG8,SEQ,,,,,Muss,
118,Daten der Tranche,SG8,SEQ,1229,Z15,,Daten der Tranche,X,Daten der Tranche
119,Referenz auf die ID der Tranche,SG8,,,,,,,
120,Referenz auf die ID der Tranche,SG8,,,,,,Muss,
121,Referenz auf die ID der Tranche,SG8,RFF,,,,,Muss,
122,Referenz auf die ID der Tranche,SG8,RFF,1153,Z20,,Tranche,X,Tranche
123,Referenz auf die ID der Tranche,SG8,RFF,1154,,,ID der Tranche,X [950],
124,Bilanzkreis,SG10,,,,,,Muss,
125,Bilanzkreis,SG10,,,,,,Muss,
126,Bilanzkreis,SG10,CCI,,,,,Muss,
127,Bilanzkreis,SG10,CCI,7059,Z19,,Bilanzkreis,X,Bilanzkreis
128,Bilanzkreis,SG10,CCI,7037,,,Bilanzkreis,X,
129,Nachrichten-Endesegment,,,,,,,Muss,
130,Nachrichten-Endesegment,,UNT,0074,,,Anzahl der Segmente in einerNachricht,X,
131,Nachrichten-Endesegment,,UNT,0062,,,Nachrichten-Referenznummer,X,
