,Segmentname,Segmentgruppe,Segment,Datenelement,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedinung
0,Nachrichten-Kopfsegment,,,,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,0062,,,Nachrichten-Referenznummer,X,
2,Nachrichten-Kopfsegment,,UNH,0065,UTILMD,,Netzanschluss-Stammdaten,X,Netzanschluss-Stammdaten
3,Nachrichten-Kopfsegment,,UNH,0052,D,,Entwurfs-Version,X,Entwurfs-Version
4,Nachrichten-Kopfsegment,,UNH,0054,11A,,Ausgabe 2011 - A,X,Ausgabe 2011 - A
5,Nachrichten-Kopfsegment,,UNH,0051,UN,,UN/CEFACT,X,UN/CEFACT
6,Nachrichten-Kopfsegment,,UNH,0057,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung,,S1.1,X,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung
7,Beginn der Nachricht,,,,,,,Muss,
8,Beginn der Nachricht,,BGM,1001,Z56,,ÄnderungZählzeitdefinition,X,ÄnderungZählzeitdefinition
9,Beginn der Nachricht,,BGM,1004,,,Dokumentennummer,X,
10,Nachrichtendatum,,,,,,,Muss,
11,Nachrichtendatum,,DTM,2005,137,,Dokumenten-/Nachrichtendatum/-zeit,X,Dokumenten-/Nachrichtendatum/-zeit
12,Nachrichtendatum,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931] [494],
13,Nachrichtendatum,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
14,MP-ID Absender,SG2,,,,,,Muss,
15,MP-ID Absender,SG2,,,,,,Muss,
16,MP-ID Absender,SG2,NAD,,,,,Muss,
17,MP-ID Absender,SG2,NAD,3035,MS,,Dokumenten-/Nachrichtenausstellerbzw. -absender,X,Dokumenten-/Nachrichtenausstellerbzw. -absender
18,MP-ID Absender,SG2,NAD,3039,,,MP-ID,X,
19,MP-ID Absender,SG2,NAD,3055,9,,GS1,X,GS1
20,Ansprechpartner,SG3,,,,,,Kann,
21,Ansprechpartner,SG3,,,,,,Kann,
22,Ansprechpartner,SG3,CTA,,,,,Muss,
23,Ansprechpartner,SG3,CTA,3139,IC,,Informationskontakt,X,Informationskontakt
24,Ansprechpartner,SG3,CTA,3412,,,Name vom Ansprechpartner,X,
25,Kommunikationsverbindung,SG3,,,,,,,
26,Kommunikationsverbindung,SG3,,,,,,Muss,
27,Kommunikationsverbindung,SG3,COM,,,,,Muss,
28,Kommunikationsverbindung,SG3,COM,3148,,,Nummer / Adresse,X,
29,Kommunikationsverbindung,SG3,COM,3155,EM,,Elektronische Post,X [1P0..1],Elektronische Post
30,MP-ID Empfänger,SG2,,,,,,Muss,
31,MP-ID Empfänger,SG2,,,,,,Muss,
32,MP-ID Empfänger,SG2,NAD,,,,,Muss,
33,MP-ID Empfänger,SG2,NAD,3035,MR,,Nachrichtenempfänger,X,Nachrichtenempfänger
34,MP-ID Empfänger,SG2,NAD,3039,,,MP-ID,X [280],
35,MP-ID Empfänger,SG2,NAD,3055,9,,GS1,X,GS1
36,Vorgang,SG4,,,,,,Muss,
37,Vorgang,SG4,,,,,,Muss,
38,Vorgang,SG4,IDE,,,,,Muss,
39,Vorgang,SG4,IDE,7495,24,,Transaktion,X,Transaktion
40,Vorgang,SG4,IDE,7402,,,Vorgangsnummer,X,
41,"Änderung zum, Gültigkeit, Beginndatum",SG4,,,,,,,
42,"Änderung zum, Gültigkeit, Beginndatum",SG4,,,,,,Muss,
43,"Änderung zum, Gültigkeit, Beginndatum",SG4,DTM,,,,,Muss,
44,"Änderung zum, Gültigkeit, Beginndatum",SG4,DTM,2005,157,,"Gültigkeit, Beginndatum",X,"Gültigkeit, Beginndatum"
45,"Änderung zum, Gültigkeit, Beginndatum",SG4,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [UB1],
46,"Änderung zum, Gültigkeit, Beginndatum",SG4,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
47,Transaktionsgrund,SG4,,,,,,,
48,Transaktionsgrund,SG4,,,,,,Muss [2061],
49,Transaktionsgrund,SG4,STS,,,,,Muss [2061],
50,Transaktionsgrund,SG4,STS,9015,7,,Transaktionsgrund,X,Transaktionsgrund
51,Transaktionsgrund,SG4,STS,9013,ZR8,,Antwort BestellungZählzeitdefinition des LFvom MSB,X,Antwort BestellungZählzeitdefinition des LFvom MSB
52,Status der Antwort,SG4,,,,,,,
53,Status der Antwort,SG4,,,,,,Muss [249],
54,Status der Antwort,SG4,STS,,,,,Muss [249],
55,Status der Antwort,SG4,STS,9015,E01,,Status der Antwort,X,Status der Antwort
56,Status der Antwort,SG4,STS,9013,,,Code des Prüfschritts,X,
57,Status der Antwort,SG4,STS,1131,E_0495,,EBD Nr. E_0495,,EBD Nr. E_0495
58,NEU Marktlokation,SG5,,,,,,,
59,NEU Marktlokation,SG5,,,,,,,
60,NEU Marktlokation,SG5,LOC,,,,,,
61,NEU Marktlokation,SG5,LOC,3227,Z16,,Marktlokation,,Marktlokation
62,NEU Marktlokation,SG5,LOC,3225,,,ID der Marktlokation,,
63,NEU Messlokation,SG5,,,,,,Muss [2061],
64,NEU Messlokation,SG5,,,,,,Muss [2061],
65,NEU Messlokation,SG5,LOC,,,,,Muss,
66,NEU Messlokation,SG5,LOC,3227,Z17,,Messlokation,X,Messlokation
67,NEU Messlokation,SG5,LOC,3225,,,ID der Messlokation,X [951],
68,Prüfidentifikator,SG6,,,,,,Muss,
69,Prüfidentifikator,SG6,,,,,,Muss,
70,Prüfidentifikator,SG6,RFF,,,,,Muss,
71,Prüfidentifikator,SG6,RFF,1153,Z13,,Prüfidentifikator,X,Prüfidentifikator
72,Prüfidentifikator,SG6,RFF,1154,55216,,GPKE / AntwortBestellungZählzeitdefinition des LF,,GPKE / AntwortBestellungZählzeitdefinition des LF
73,Referenz auf eine vorangegangene Anfrage,SG6,,,,,,Muss,
74,Referenz auf eine vorangegangene Anfrage,SG6,,,,,,Muss,
75,Referenz auf eine vorangegangene Anfrage,SG6,RFF,,,,,Muss,
76,Referenz auf eine vorangegangene Anfrage,SG6,RFF,1153,AAV,,Nummer der Anfrage,X,Nummer der Anfrage
77,Referenz auf eine vorangegangene Anfrage,SG6,RFF,1154,,,Vorgangsnummer,X,
78,OBIS-Daten der Marktlokation,SG8,,,,,,,
79,OBIS-Daten der Marktlokation,SG8,,,,,,,
80,OBIS-Daten der Marktlokation,SG8,SEQ,,,,,,
81,OBIS-Daten der Marktlokation,SG8,SEQ,1229,Z02,,OBIS-Daten derMarktlokation,,OBIS-Daten derMarktlokation
82,Referenz auf die ID der Marktlokation,SG8,,,,,,,
83,Referenz auf die ID der Marktlokation,SG8,,,,,,,
84,Referenz auf die ID der Marktlokation,SG8,RFF,,,,,,
85,Referenz auf die ID der Marktlokation,SG8,RFF,1153,Z18,,Marktlokation,,Marktlokation
86,Referenz auf die ID der Marktlokation,SG8,RFF,1154,,,ID einer Marktlokation,,
87,OBIS-Kennzahl der Marktlokation,SG8,,,,,,,
88,OBIS-Kennzahl der Marktlokation,SG8,,,,,,,
89,OBIS-Kennzahl der Marktlokation,SG8,PIA,,,,,,
90,OBIS-Kennzahl der Marktlokation,SG8,PIA,4347,5,,Produktidentifikation,,Produktidentifikation
91,OBIS-Kennzahl der Marktlokation,SG8,PIA,7140,,,OBIS-Kennzahl der Marktlokation,,
92,OBIS-Kennzahl der Marktlokation,SG8,PIA,7143,SRW,,OBIS-Kennzahl,,OBIS-Kennzahl
93,Wertegranularität,SG10,,,,,,,
94,Wertegranularität,SG10,,,,,,,
95,Wertegranularität,SG10,CCI,,,,,,
96,Wertegranularität,SG10,CCI,7037,ZE4,,Wertegranularität,,Wertegranularität
97,Wertegranularität,SG10,,,,,,,
98,Wertegranularität,SG10,,,,,,,
99,Wertegranularität,SG10,CAV,,,,,,
100,Wertegranularität,SG10,CAV,7111,ZD9,,Jährlich,,Jährlich
101,Zugeordnete Zählzeit,SG10,,,,,,,
102,Zugeordnete Zählzeit,SG10,,,,,,,
103,Zugeordnete Zählzeit,SG10,CCI,,,,,,
104,Zugeordnete Zählzeit,SG10,CCI,7059,Z39,,Code derZählzeitdefinition,,Code derZählzeitdefinition
105,Zugeordnete Zählzeit,SG10,CCI,7037,,,Code der Zählzeit,,
106,Zugeordnete Zählzeitregister ,SG10,,,,,,,
107,Zugeordnete Zählzeitregister ,SG10,,,,,,,
108,Zugeordnete Zählzeitregister ,SG10,CCI,,,,,,
109,Zugeordnete Zählzeitregister ,SG10,CCI,7059,Z38,,Code des,,Code des
110,Zugeordnete Zählzeitregister ,SG10,CCI,7037,,,Code des Zählzeitregisters,,
111,Zähleinrichtungsdaten,SG8,,,,,,Muss,
112,Zähleinrichtungsdaten,SG8,,,,,,Muss,
113,Zähleinrichtungsdaten,SG8,SEQ,,,,,Muss,
114,Zähleinrichtungsdaten,SG8,SEQ,1229,Z03,,Zähleinrichtungsdaten,X,Zähleinrichtungsdaten
115,Referenz auf die ID einer Messlokation,SG8,,,,,,,
116,Referenz auf die ID einer Messlokation,SG8,,,,,,Muss,
117,Referenz auf die ID einer Messlokation,SG8,RFF,,,,,Muss,
118,Referenz auf die ID einer Messlokation,SG8,RFF,1153,Z19,,Messlokation,X,Messlokation
119,Referenz auf die ID einer Messlokation,SG8,RFF,1154,,,ID einer Messlokation,X [951],
120,Referenz auf das Smartmeter-Gateway,SG8,,,,,,,
121,Referenz auf das Smartmeter-Gateway,SG8,,,,,,Muss,
122,Referenz auf das Smartmeter-Gateway,SG8,RFF,,,,,Muss,
123,Referenz auf das Smartmeter-Gateway,SG8,RFF,1153,Z14,,Smartmeter-Gateway,X,Smartmeter-Gateway
124,Referenz auf das Smartmeter-Gateway,SG8,RFF,1154,,,Identifikation / Nummer desSmartmeter-Gateways,X,
125,Zählertyp,SG10,,,,,,Muss,
126,Zählertyp,SG10,,,,,,Muss,
127,Zählertyp,SG10,CCI,,,,,Muss,
128,Zählertyp,SG10,CCI,7037,E13,,Zählertyp,X,Zählertyp
129,Identifikation / Nummer des Gerätes,SG10,,,,,,,
130,Identifikation / Nummer des Gerätes,SG10,,,,,,Muss,
131,Identifikation / Nummer des Gerätes,SG10,CAV,,,,,Muss,
132,Identifikation / Nummer des Gerätes,SG10,CAV,7111,Z30,,Gerätenummer,X,Gerätenummer
133,Identifikation / Nummer des Gerätes,SG10,CAV,7110,,,Gerätenummer,X,
134,OBIS-Daten der Zähleinrichtung / Smartmeter-Gateway,SG8,,,,,,Muss,
135,OBIS-Daten der Zähleinrichtung / Smartmeter-Gateway,SG8,,,,,,Muss,
136,OBIS-Daten der Zähleinrichtung / Smartmeter-Gateway,SG8,SEQ,,,,,Muss,
137,OBIS-Daten der Zähleinrichtung / Smartmeter-Gateway,SG8,SEQ,1229,Z20,,OBIS-Daten derZähleinrichtung,X,OBIS-Daten derZähleinrichtung
138,Referenz auf die Gerätenummer,SG8,,,,,,,
139,Referenz auf die Gerätenummer,SG8,,,,,,Muss [665],
140,Referenz auf die Gerätenummer,SG8,RFF,,,,,Muss [665],
141,Referenz auf die Gerätenummer,SG8,RFF,1153,Z14,,Smartmeter-Gateway,X,Smartmeter-Gateway
142,Referenz auf die Gerätenummer,SG8,RFF,1154,,,Gerätenummer,X,
143,Referenz auf die ID einer Messlokation,SG8,,,,,,,
144,Referenz auf die ID einer Messlokation,SG8,,,,,,Muss,
145,Referenz auf die ID einer Messlokation,SG8,RFF,,,,,Muss,
