,Segmentname,Segmentgruppe,Segment,Datenelement,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedinung
0,Nachrichten-Kopfsegment,,,,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,0062,,,Nachrichten-Referenznummer,X,
2,Nachrichten-Kopfsegment,,UNH,0065,IFTSTA,,MultimodalerStatusbericht,X,MultimodalerStatusbericht
3,Nachrichten-Kopfsegment,,UNH,0052,D,,Entwurfs-Version,X,Entwurfs-Version
4,Nachrichten-Kopfsegment,,UNH,0054,18A,,Ausgabe 2018 - A,X,Ausgabe 2018 - A
5,Nachrichten-Kopfsegment,,UNH,0051,UN,,UN/CEFACT,X,UN/CEFACT
6,Nachrichten-Kopfsegment,,UNH,0057,2.0e,,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung,X,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung
7,Beginn der Nachricht,,,,,,,Muss,
8,Beginn der Nachricht,,BGM,1001,Z49,,Redispatch Meldung(en),X,Redispatch Meldung(en)
9,Beginn der Nachricht,,BGM,1004,,,Dokumentennummer,X,
10,Dokumentendatum,,,,,,,Muss,
11,Dokumentendatum,,DTM,2005,137,,Dokumenten-/Nachrichtendatum/-zeit,X,Dokumenten-/Nachrichtendatum/-zeit
12,Dokumentendatum,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931] [494],
13,Dokumentendatum,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
14,MP-ID Empfänger,SG1,,,,,,Muss,
15,MP-ID Empfänger,SG1,,,,,,Muss,
16,MP-ID Empfänger,SG1,NAD,,,,,Muss,
17,MP-ID Empfänger,SG1,NAD,3035,MR,,Nachrichtenempfänger,X,Nachrichtenempfänger
18,MP-ID Empfänger,SG1,NAD,3039,,,MP-ID,X [27],
19,MP-ID Empfänger,SG1,NAD,3055,9,,GS1,X,GS1
20,MP-ID Absender,SG1,,,,,,Muss,
21,MP-ID Absender,SG1,,,,,,Muss,
22,MP-ID Absender,SG1,NAD,,,,,Muss,
23,MP-ID Absender,SG1,NAD,3035,MS,,Dokumenten-/Nachrichtenausstellerbzw. -absender,X,Dokumenten-/Nachrichtenausstellerbzw. -absender
24,MP-ID Absender,SG1,NAD,3039,,,MP-ID,X [27],
25,MP-ID Absender,SG1,NAD,3055,9,,GS1,X,GS1
26,Ansprechpartner,SG2,,,,,,Kann,
27,Ansprechpartner,SG2,,,,,,Kann,
28,Ansprechpartner,SG2,CTA,,,,,Muss,
29,Ansprechpartner,SG2,CTA,3139,IC,,Informationskontakt,X,Informationskontakt
30,Ansprechpartner,SG2,CTA,3412,,,Kontakt,X,
31,Kommunikationsverbindung,SG2,,,,,,,
32,Kommunikationsverbindung,SG2,,,,,,Muss,
33,Kommunikationsverbindung,SG2,COM,,,,,Muss,
34,Kommunikationsverbindung,SG2,COM,3148,,,Nummer / E-Mail Adresse,X,
35,Kommunikationsverbindung,SG2,COM,3155,EM,,E-Mail,X [1P0..1],E-Mail
36,Sendungsdaten,SG14,,,,,,Muss [525],
37,Sendungsdaten,SG14,,,,,,Muss [525],
38,Sendungsdaten,SG14,CNI,,,,,Muss,
39,Sendungsdaten,SG14,CNI,1490,,,Vorgangsnummer,X [911],
40,Status der Ausfallarbeit,SG15,,,,,,Muss [57] ∧[58] Soll [60],
41,Status der Ausfallarbeit,SG15,,,,,,Muss [57] ∧[58] Soll [60],
42,Status der Ausfallarbeit,SG15,STS,,,,,Muss,
43,Status der Ausfallarbeit,SG15,STS,9015,Z27,,Status der Ausfallarbeit,X,Status der Ausfallarbeit
44,Status der Ausfallarbeit,SG15,STS,4405,Z30,,zugestimmt,X,zugestimmt
45,Status der Ausfallarbeit,SG15,STS,9013,,,Code des Prüfschritts,X [62] ∨ [63],
46,Status der Ausfallarbeit,SG15,STS,1131,E_0900,,EBD Nr. E_0900,,EBD Nr. E_0900
47,Prüfidentifikator,SG15,,,,,,,
48,Prüfidentifikator,SG15,,,,,,Muss,
49,Prüfidentifikator,SG15,RFF,,,,,Muss,
50,Prüfidentifikator,SG15,RFF,1153,Z13,,Prüfidentifikator,X,Prüfidentifikator
51,Prüfidentifikator,SG15,RFF,1154,21037,,RD / NB-Bewertung,X,RD / NB-Bewertung
52,Referenzangaben,SG15,,,,,,,
53,Referenzangaben,SG15,,,,,,Muss,
54,Referenzangaben,SG15,RFF,,,,,Muss,
55,Referenzangaben,SG15,RFF,1153,ACW,,Referenznummer einervorangegangenenNachricht,X,Referenznummer einervorangegangenenNachricht
56,Referenzangaben,SG15,RFF,1154,,,"Referenz, Identifikation",X [523],
57,Gegenvorschlag,SG15,,,,,,,
58,Gegenvorschlag,SG15,,,,,,Soll [72],
59,Gegenvorschlag,SG15,RFF,,,,,Soll [72],
60,Gegenvorschlag,SG15,RFF,1153,ACE,,Nummer deszugehörigen Dokuments,X,Nummer deszugehörigen Dokuments
61,Gegenvorschlag,SG15,RFF,1154,,,"Referenz, Identifikation",X [524],
62,Ansprechpartner zum Gegenvorschlag bzw. zur Korrekturanforderung,SG17,,,,,,Muss [52],
63,Ansprechpartner zum Gegenvorschlag bzw. zur Korrekturanforderung,SG17,,,,,,Muss [52],
64,Ansprechpartner zum Gegenvorschlag bzw. zur Korrekturanforderung,SG17,NAD,,,,,Muss,
65,Ansprechpartner zum Gegenvorschlag bzw. zur Korrekturanforderung,SG17,NAD,3035,PK,,Ansprechpartner,X,Ansprechpartner
66,Ansprechpartner,SG18,,,,,,Muss,
67,Ansprechpartner,SG18,,,,,,Muss,
68,Ansprechpartner,SG18,CTA,,,,,Muss,
69,Ansprechpartner,SG18,CTA,3139,IC,,Informationskontakt,X,Informationskontakt
70,Ansprechpartner,SG18,CTA,3412,,,Kontakt,X,
71,Kommunikationsverbindung,SG18,,,,,,,
72,Kommunikationsverbindung,SG18,,,,,,Muss,
73,Kommunikationsverbindung,SG18,COM,,,,,Muss,
74,Kommunikationsverbindung,SG18,COM,3148,,,Nummer / E-Mail Adresse,X,
75,Kommunikationsverbindung,SG18,COM,3155,EM,,Elektronische Post,X [1P1..1],Elektronische Post
76,Sendungspositionseinzelhei ten,SG25,,,,,,Muss [52],
77,Sendungspositionseinzelhei ten,SG25,,,,,,Muss [52],
78,Sendungspositionseinzelhei ten,SG25,GID,,,,,Muss,
79,Sendungspositionseinzelhei ten,SG25,GID,1496,,,Positionsnummer,X [903],
80,Freier Text,SG25,,,,,,,
81,Freier Text,SG25,,,,,,Muss,
82,Freier Text,SG25,FTX,,,,,Muss,
83,Freier Text,SG25,FTX,4451,ACB,,ZusätzlicheInformationen (fürallgemeine Hinweise),X,ZusätzlicheInformationen (fürallgemeine Hinweise)
84,Freier Text,SG25,FTX,4440,,,Freier Text,X,
85,Status des Fahrplananteils,SG15,,,,,,Muss [56] ∧[58]Soll [61],
86,Status des Fahrplananteils,SG15,,,,,,Muss [56] ∧[58]Soll [61],
87,Status des Fahrplananteils,SG15,STS,,,,,Muss,
88,Status des Fahrplananteils,SG15,STS,9015,Z28,,Status desFahrplananteils,X,Status desFahrplananteils
89,Status des Fahrplananteils,SG15,STS,4405,Z30,,zugestimmt,X,zugestimmt
90,Status des Fahrplananteils,SG15,STS,9013,,,Code des Prüfschritts,X [64] ∨ [65],
91,Status des Fahrplananteils,SG15,STS,1131,E_0902,,EBD Nr. E_0902,X,EBD Nr. E_0902
92,Prüfidentifikator,SG15,,,,,,,
93,Prüfidentifikator,SG15,,,,,,Muss,
94,Prüfidentifikator,SG15,RFF,,,,,Muss,
95,Prüfidentifikator,SG15,RFF,1153,Z13,,Prüfidentifikator,X,Prüfidentifikator
96,Prüfidentifikator,SG15,RFF,1154,21037,,RD / NB-Bewertung,X,RD / NB-Bewertung
97,Referenzangaben,SG15,,,,,,,
98,Referenzangaben,SG15,,,,,,Muss,
99,Referenzangaben,SG15,RFF,,,,,Muss,
100,Referenzangaben,SG15,RFF,1153,ACW,,Referenznummer einervorangegangenenNachricht,X,Referenznummer einervorangegangenenNachricht
101,Referenzangaben,SG15,RFF,1154,,,"Referenz, Identifikation",X [523],
102,Gegenvorschlag,SG15,,,,,,,
103,Gegenvorschlag,SG15,,,,,,Soll [72],
104,Gegenvorschlag,SG15,RFF,,,,,Soll [72],
105,Gegenvorschlag,SG15,RFF,1153,ACE,,Nummer deszugehörigen Dokuments,X,Nummer deszugehörigen Dokuments
106,Gegenvorschlag,SG15,RFF,1154,,,"Referenz, Identifikation",X [524],
107,Ansprechpartner zum Gegenvorschlag bzw. zur Korrekturanforderung,SG17,,,,,,Muss [53],
108,Ansprechpartner zum Gegenvorschlag bzw. zur Korrekturanforderung,SG17,,,,,,Muss [53],
109,Ansprechpartner zum Gegenvorschlag bzw. zur Korrekturanforderung,SG17,NAD,,,,,Muss,
110,Ansprechpartner zum Gegenvorschlag bzw. zur Korrekturanforderung,SG17,NAD,3035,PK,,Ansprechpartner,X,Ansprechpartner
111,Ansprechpartner,SG18,,,,,,Muss ,
112,Ansprechpartner,SG18,,,,,,Muss ,
113,Ansprechpartner,SG18,CTA,,,,,Muss ,
114,Ansprechpartner,SG18,CTA,3139,IC,,Informationskontakt,X,Informationskontakt
115,Ansprechpartner,SG18,CTA,3412,,,Kontakt,X,
116,Kommunikationsverbindung,SG18,,,,,,,
117,Kommunikationsverbindung,SG18,,,,,,Muss,
118,Kommunikationsverbindung,SG18,COM,,,,,Muss,
119,Kommunikationsverbindung,SG18,COM,3148,,,Nummer / E-Mail Adresse,X,
120,Kommunikationsverbindung,SG18,COM,3155,EM,,Elektronische Post,X [1P1..1],Elektronische Post
121,Sendungspositionseinzelhei ten,SG25,,,,,,Muss [53],
122,Sendungspositionseinzelhei ten,SG25,,,,,,Muss [53],
123,Sendungspositionseinzelhei ten,SG25,GID,,,,,Muss,
124,Sendungspositionseinzelhei ten,SG25,GID,1496,,,Positionsnummer,X [903],
125,Freier Text,SG25,,,,,,,
126,Freier Text,SG25,,,,,,Muss,
127,Freier Text,SG25,FTX,,,,,Muss,
128,Freier Text,SG25,FTX,4451,ACB,,ZusätzlicheInformationen (fürallgemeine Hinweise),X,ZusätzlicheInformationen (fürallgemeine Hinweise)
129,Freier Text,SG25,FTX,4440,,,Freier Text,X,
130,Status des Gegenvorschlags der Ausfallarbeit,SG15,,,,,,Muss [56] ∧[57],
131,Status des Gegenvorschlags der Ausfallarbeit,SG15,,,,,,Muss [56] ∧[57],
132,Status des Gegenvorschlags der Ausfallarbeit,SG15,STS,,,,,Muss,
133,Status des Gegenvorschlags der Ausfallarbeit,SG15,STS,9015,Z29,,Status desGegenvorschlags derAusfallarbeit,X,Status desGegenvorschlags derAusfallarbeit
134,Status des Gegenvorschlags der Ausfallarbeit,SG15,STS,4405,Z30,,zugestimmt,X,zugestimmt
135,Status des Gegenvorschlags der Ausfallarbeit,SG15,STS,9013,,,Code des Prüfschritts,X [66] ∨ [67],
136,Status des Gegenvorschlags der Ausfallarbeit,SG15,STS,1131,E_0901,,EBD Nr. E_0901,X,EBD Nr. E_0901
137,Prüfidentifikator,SG15,,,,,,,
138,Prüfidentifikator,SG15,,,,,,Muss,
139,Prüfidentifikator,SG15,RFF,,,,,Muss,
140,Prüfidentifikator,SG15,RFF,1153,Z13,,Prüfidentifikator,X,Prüfidentifikator
141,Prüfidentifikator,SG15,RFF,1154,21037,,RD / NB-Bewertung,X,RD / NB-Bewertung
142,Referenzangaben,SG15,,,,,,,
143,Referenzangaben,SG15,,,,,,Muss,
144,Referenzangaben,SG15,RFF,,,,,Muss,
