,Segmentname,Segmentgruppe,Segment,Datenelement,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedinung
0,Nachrichten-Kopfsegment,,,,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,0062,,,Nachrichten-Referenznummer,X,
2,Nachrichten-Kopfsegment,,UNH,0065,IFTSTA,,Multimodaler Statusbericht,X,Multimodaler Statusbericht
3,Nachrichten-Kopfsegment,,UNH,0052,D,,Entwurfs-Version,X,Entwurfs-Version
4,Nachrichten-Kopfsegment,,UNH,0054,18A,,Ausgabe 2018 - A,X,Ausgabe 2018 - A
5,Nachrichten-Kopfsegment,,UNH,0051,UN,,UN/CEFACT,X,UN/CEFACT
6,Nachrichten-Kopfsegment,,UNH,0057,2.0e,,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung,X,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung
7,Beginn der Nachricht,,,,,,,Muss,
8,Beginn der Nachricht,,BGM,1001,Z73,,Bestellung einerKonfiguration,X,Bestellung einerKonfiguration
9,Beginn der Nachricht,,BGM,1004,,,Dokumentennummer,X,
10,Dokumentendatum,,,,,,,Muss,
11,Dokumentendatum,,DTM,2005,137,,Dokumenten-/Nachrichtendatum/-zeit,X,Dokumenten-/Nachrichtendatum/-zeit
12,Dokumentendatum,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931] [494],
13,Dokumentendatum,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
14,MP-ID Empfänger,SG1,,,,,,Muss,
15,MP-ID Empfänger,SG1,,,,,,Muss,
16,MP-ID Empfänger,SG1,NAD,,,,,Muss,
17,MP-ID Empfänger,SG1,NAD,3035,,,,MR,
18,MP-ID Empfänger,SG1,NAD,3039,,,MP-ID,X [27],
19,MP-ID Empfänger,SG1,NAD,3055,9,,GS1,X,GS1
20,MP-ID Absender,SG1,,,,,,Muss,
21,MP-ID Absender,SG1,,,,,,Muss,
22,MP-ID Absender,SG1,NAD,,,,,Muss,
23,MP-ID Absender,SG1,NAD,3039,,,MP-ID,X [27],
24,MP-ID Absender,SG1,NAD,3055,9,,GS1,X,GS1
25,Ansprechpartner,SG2,,,,,,Kann,
26,Ansprechpartner,SG2,,,,,,Kann,
27,Ansprechpartner,SG2,CTA,,,,,Muss,
28,Ansprechpartner,SG2,CTA,3139,,,,IC,
29,Ansprechpartner,SG2,CTA,3412,,,Kontakt,X,
30,Kommunikationsverbindung,SG2,,,,,,,
31,Kommunikationsverbindung,SG2,,,,,,Muss,
32,Kommunikationsverbindung,SG2,COM,,,,,Muss,
33,Kommunikationsverbindung,SG2,COM,3148,,,Nummer / E-Mail Adresse,X,
34,Kommunikationsverbindung,SG2,COM,3155,EM,,E-Mail,X [1P0..1],E-Mail
35,Sendungsdaten,SG14,,,,,,Muss,
36,Sendungsdaten,SG14,,,,,,Muss,
37,Sendungsdaten,SG14,CNI,,,,,Muss,
38,Sendungsdaten,SG14,CNI,1490,,,Vorgangsnummer,X [911],
39,Bestellung,SG15,,,,,,Muss,
40,Bestellung,SG15,,,,,,Muss,
41,Bestellung,SG15,STS,,,,,Muss,
42,Bestellung,SG15,STS,9015,Z21,,Bestellung,X,Bestellung
43,Bestellung,SG15,STS,4405,Z13,,gescheitert,X [120] ⊻ [121],gescheitert
44,Bestellung,SG15,STS,9013,,,Code des Prüfschritts,X [124] ⊻ [125] ⊻ [126],
45,Bestellung,SG15,STS,1131,E_0526,,EBD Nr. E_0526,X [115] ∧ [20],EBD Nr. E_0526
46,Prüfidentifikator,SG15,,,,,,,
47,Prüfidentifikator,SG15,,,,,,Muss,
48,Prüfidentifikator,SG15,RFF,,,,,Muss,
49,Prüfidentifikator,SG15,RFF,1153,Z13,,Prüfidentifikator,X,Prüfidentifikator
50,Prüfidentifikator,SG15,RFF,1154,21043,,GPKE / Bestellungsantwort/ -mitteilung,X,GPKE / Bestellungsantwort/ -mitteilung
51,Referenz auf die Bestellung,SG15,,,,,,,
52,Referenz auf die Bestellung,SG15,,,,,,Muss,
53,Referenz auf die Bestellung,SG15,RFF,,,,,Muss,
54,Referenz auf die Bestellung,SG15,RFF,1153,AGI,,Beantragungsnummer,X,Beantragungsnummer
55,Referenz auf die Bestellung,SG15,RFF,1154,,,"Referenz, Identifikation",X [519],
56,Statusveränderungszeitpun kt,SG15,,,,,,,
57,Statusveränderungszeitpun kt,SG15,,,,,,Muss [202],
58,Statusveränderungszeitpun kt,SG15,DTM,,,,,Muss [202],
59,Statusveränderungszeitpun kt,SG15,DTM,2005,334,,"Statusveränderung,Datum/Zeit",X,"Statusveränderung,Datum/Zeit"
60,Statusveränderungszeitpun kt,SG15,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [205],
61,Statusveränderungszeitpun kt,SG15,DTM,2379,303,,CCYYMMDDHHMMZZZ,X ,CCYYMMDDHHMMZZZ
62,Sendungspositionseinzelhei ten,SG25,,,,,,Muss [135],
63,Sendungspositionseinzelhei ten,SG25,,,,,,Muss [135],
64,Sendungspositionseinzelhei ten,SG25,GID,,,,,Muss,
65,Sendungspositionseinzelhei ten,SG25,GID,1496,,,Sendungsposition,X [903],
66,Freier Text,SG25,,,,,,,
67,Freier Text,SG25,,,,,,Muss,
68,Freier Text,SG25,FTX,,,,,Muss,
69,Freier Text,SG25,FTX,4451,(für allgemeine Hinweise),,,ACB,(für allgemeine Hinweise)
70,Freier Text,SG25,FTX,4440,,,Freier Text,X,
71,Nachrichten-Endesegment,,,,,,,Muss,
72,Nachrichten-Endesegment,,UNT,0074,,,Anzahl der Segmente in einerNachricht,X,
73,Nachrichten-Endesegment,,UNT,0062,,,Nachrichten-Referenznummer,X,
