#,Segmentname_FV2210,Segmentgruppe_FV2210,Segment_FV2210,Datenelement_FV2210,Segment ID_FV2210,Code_FV2210,Beschreibung_FV2210,Bedingungsausdruck_FV2210,Bedingung_FV2210,Änderung,Segmentname_FV2304,Segmentgruppe_FV2304,Segment_FV2304,Datenelement_FV2304,Segment ID_FV2304,Code_FV2304,Beschreibung_FV2304,Bedingungsausdruck_FV2304,Bedingung_FV2304
1,Nachrichten-Kopfsegment,,UNH,,,,,Muss,,,Nachrichten-Kopfsegment,,UNH,,,,,Muss,
2,Nachrichten-Kopfsegment,,UNH,0062,,,Nachrichten-Referenznummer,X,,,Nachrichten-Kopfsegment,,UNH,0062,,,Nachrichten-Referenznummer,X,
3,Nachrichten-Kopfsegment,,UNH,0065,,REMADV,Zahlungsavis,X,,,Nachrichten-Kopfsegment,,UNH,0065,,REMADV,Zahlungsavis,X,
4,Nachrichten-Kopfsegment,,UNH,0052,,D,Entwurfs-Version,X,,,Nachrichten-Kopfsegment,,UNH,0052,,D,Entwurfs-Version,X,
5,Nachrichten-Kopfsegment,,UNH,0054,,05A,Ausgabe 2005 - A,X,,,Nachrichten-Kopfsegment,,UNH,0054,,05A,Ausgabe 2005 - A,X,
6,Nachrichten-Kopfsegment,,UNH,0051,,UN,UN/CEFACT,X,,,Nachrichten-Kopfsegment,,UNH,0051,,UN,UN/CEFACT,X,
7,Nachrichten-Kopfsegment,,UNH,0057,,2.9,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,,ÄNDERUNG,Nachrichten-Kopfsegment,,UNH,0057,,2.9a,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,
8,Beginn der Nachricht,,BGM,,,,,Muss,,,Beginn der Nachricht,,BGM,,,,,Muss,
9,Beginn der Nachricht,,BGM,1001,,239,Abgelehnte Forderung (Nicht-Zahlungsavis),X,,,Beginn der Nachricht,,BGM,1001,,239,Abgelehnte Forderung (Nicht-Zahlungsavis),X,
10,Beginn der Nachricht,,BGM,1004,,,Dokumentennummer,X,,,Beginn der Nachricht,,BGM,1004,,,Dokumentennummer,X,
11,Dokumentendatum,,DTM,,,,,Muss,,,Dokumentendatum,,DTM,,,,,Muss,
12,Dokumentendatum,,DTM,2005,,137,Dokumenten-/ Nachrichtendatum/-zeit,X,,,Dokumentendatum,,DTM,2005,,137,Dokumenten-/ Nachrichtendatum/-zeit,X,
13,Dokumentendatum,,DTM,2380,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931],[931] Format: ZZZ = +00,,Dokumentendatum,,DTM,2380,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931],[931] Format: ZZZ = +00
14,Dokumentendatum,,DTM,2379,,303,CCYYMMDDHHMMZZZ,X,,,Dokumentendatum,,DTM,2379,,303,CCYYMMDDHHMMZZZ,X,
15,Prüfidentifikator,,RFF,,,,,Muss,,,Prüfidentifikator,,RFF,,,,,Muss,
16,Prüfidentifikator,,RFF,1153,,Z13,Prüfidentifikator,X,,,Prüfidentifikator,,RFF,1153,,Z13,Prüfidentifikator,X,
17,Prüfidentifikator,,RFF,1154,,33004,Abweisung Position,X,,,Prüfidentifikator,,RFF,1154,,33004,Abweisung Position,X,
18,MP-ID Absender,SG1,,,,,,Muss,,,MP-ID Absender,SG1,,,,,,Muss,
19,MP-ID Absender,SG1,NAD,,,,,Muss,,,MP-ID Absender,SG1,NAD,,,,,Muss,
20,MP-ID Absender,SG1,NAD,3035,,MS,Dokumenten-/ Nachrichtenaussteller bzw. -absender,X,,,MP-ID Absender,SG1,NAD,3035,,MS,Dokumenten-/ Nachrichtenaussteller bzw. -absender,X,
