,Segmentname,Segmentgruppe,Segment,Datenelement,Segment ID,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedingung
0,Nachrichten-Kopfsegment,,UNH,,00001,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,0062,00001,,,Nachrichten-Referenznummer,X,
2,Nachrichten-Kopfsegment,,UNH,0065,00001,PARTIN,,Partnerstammdaten,X,
3,Nachrichten-Kopfsegment,,UNH,0052,00001,D,,Entwurfs-Version,X,
4,Nachrichten-Kopfsegment,,UNH,0054,00001,20B,,Ausgabe 2020 - B,X,
5,Nachrichten-Kopfsegment,,UNH,0051,00001,UN,,UN/CEFACT,X,
6,Nachrichten-Kopfsegment,,UNH,0057,00001,1.0d,,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung,X,
7,Beginn der Nachricht,,BGM,,00002,,,,Muss,
8,Beginn der Nachricht,,BGM,1001,00002,10,,Partnerstammdaten,X,
9,Beginn der Nachricht,,BGM,1004,00002,,,Dokumentennummer,X,
10,Beginn der Nachricht,,BGM,1373,00002,11,,Dokument nichtverfügbar,S [9],[9] Wenn die Kommunikationsdaten vom Absender nicht mehr aktiv sind.
11,Nachrichtendatum,,DTM,,00003,,,,Muss,
12,Nachrichtendatum,,DTM,2005,00003,137,,Dokumenten-/Nachrichtendatum/-zeit,X,
13,Nachrichtendatum,,DTM,2380,00003,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931][494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt.  
[931] Format: ZZZ = +00"
14,Nachrichtendatum,,DTM,2379,00003,303,,CCYYMMDDHHMMZZZ,X,
15,Prüfidentifikator,SG1,,,,,,,Muss,
16,Prüfidentifikator,SG1,RFF,,00004,,,,Muss,
17,Prüfidentifikator,SG1,RFF,1153,00004,Z13,,Prüfidentifikator,X,
18,Prüfidentifikator,SG1,RFF,1154,00004,37000,,ÜbermittlungKommunikationsdatendes LF,X,
19,Prüfidentifikator,SG1,RFF,1154,,37001,,ÜbermittlungKommunikationsdatendes NB,,
20,Prüfidentifikator,SG1,RFF,1154,,37002,,ÜbermittlungKommunikationsdatendes MSB,,
21,Versionsnummer,SG1,,,,,,,Muss,
22,Versionsnummer,SG1,RFF,,00005,,,,Muss,
23,Versionsnummer,SG1,RFF,1153,00005,AGK,,Anwendungsreferenznummer,X,
24,Versionsnummer,SG1,RFF,1056,00005,,,Versionsnummer,X [908][505],"[505] Wenn eine Vorgängerversion (RFF+ACW) angegeben ist, so muss der Wert in diesem DE1056 mindestens um 1 höher sein, als der Wert aus DE1056 der Vorgängerversion (RFF+ACW).  
[908] Format: Mögliche Werte: 1 bis n"
25,Gültig Ab,SG1,DTM,,00006,,,,Soll [4],[4] Wenn Vorgängerversion vorhanden
26,Gültig Ab,SG1,DTM,2005,00006,157,,"Gültigkeit, Beginndatum",X,
27,Gültig Ab,SG1,DTM,2380,00006,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [UB1],
28,Gültig Ab,SG1,DTM,2379,00006,303,,CCYYMMDDHHMMZZZ,X,
29,Vorgängerversion,SG1,,,,,,,Soll [4],[4] Wenn Vorgängerversion vorhanden
30,Vorgängerversion,SG1,RFF,,00007,,,,Muss,
31,Vorgängerversion,SG1,RFF,1153,00007,ACW,,Referenznummer einervorangegangenenNachricht,X,
32,Vorgängerversion,SG1,RFF,1056,00007,,,Versionsnummer,X [908],[908] Format: Mögliche Werte: 1 bis n
33,MP-ID Absender,SG2,,,,,,,Muss,
34,MP-ID Absender,SG2,NAD,,00008,,,,Muss,
35,MP-ID Absender,SG2,NAD,3035,00008,MS,,Dokumenten-/Nachrichtenausstellerbzw. -absender,X,
36,MP-ID Absender,SG2,NAD,3039,00008,,,MP-ID,X [1],[1] Nur MP-ID aus Sparte Strom
37,MP-ID Absender,SG2,NAD,3055,00008,9,,GS1,X,
38,MP-ID Absender,SG2,NAD,3055,,293,,"DE, BDEW",X,
39,Ansprechpartner,SG3,,,,,,,Kann,
40,Ansprechpartner,SG3,CTA,,00009,,,,Muss,
41,Ansprechpartner,SG3,CTA,3139,00009,IC,,Informationskontakt,X,
42,Ansprechpartner,SG3,CTA,3412,00009,,,Name vom Ansprechpartner,X,
43,Kommunikationsverbindung,SG3,COM,,00010,,,,Muss,
44,Kommunikationsverbindung,SG3,COM,3148,00010,,,Nummer / Adresse,X (([939][6])∨ ([940][7]))∧ [502],"[6] wenn im DE3155 im demselben COM der Code EM vorhanden ist  
[7] wenn im DE3155 im demselben COM der Code TE / FX / AJ / AL vorhanden ist  
[502] Hinweis: Es darf nur eine Information im DE3148 übermittelt werden  
[939] Format: Die Zeichenkette muss die Zeichen @ und . enthalten  
[940] Format: Die Zeichenkette muss mit dem Zeichen + beginnen und danach dürfen nur noch Ziffern folgen"
45,Kommunikationsverbindung,SG3,COM,3155,00010,EM,,Elektronische Post,X [1P0..1],
