Segmentname_FV2410,Segmentgruppe_FV2410,Segment_FV2410,Datenelement_FV2410,Segment ID_FV2410,Code_FV2410,Qualifier_FV2410,Beschreibung_FV2410,Bedingungsausdruck_FV2410,Bedingung_FV2410,Unnamed: 0_FV2410,Änderung,changed_entries,Segmentname_FV2504,Segmentgruppe_FV2504,Segment_FV2504,Datenelement_FV2504,Segment ID_FV2504,Code_FV2504,Qualifier_FV2504,Beschreibung_FV2504,Bedingungsausdruck_FV2504,Bedingung_FV2504,Unnamed: 0_FV2504
Nachrichten-Kopfsegment,,UNH,,,,,,Muss,,0,ÄNDERUNG,Segment ID_FV2410|Segment ID_FV2504,Nachrichten-Kopfsegment,,UNH,,R0003,,,,Muss,,0
Nachrichten-Kopfsegment,,UNH,0062,,,,Nachrichten-Referenznummer,X,,1,ÄNDERUNG,Segment ID_FV2410|Segment ID_FV2504,Nachrichten-Kopfsegment,,UNH,0062,R0003,,,Nachrichten-Referenznummer,X,,1
Nachrichten-Kopfsegment,,UNH,0065,,REMADV,,Zahlungsavis,X,,2,ÄNDERUNG,Segment ID_FV2410|Segment ID_FV2504,Nachrichten-Kopfsegment,,UNH,0065,R0003,REMADV,,Zahlungsavis,X,,2
Nachrichten-Kopfsegment,,UNH,0052,,D,,Entwurfs-Version,X,,3,ÄNDERUNG,Segment ID_FV2410|Segment ID_FV2504,Nachrichten-Kopfsegment,,UNH,0052,R0003,D,,Entwurfs-Version,X,,3
Nachrichten-Kopfsegment,,UNH,0054,,05A,,Ausgabe 2005 - A,X,,4,ÄNDERUNG,Segment ID_FV2410|Segment ID_FV2504,Nachrichten-Kopfsegment,,UNH,0054,R0003,05A,,Ausgabe 2005 - A,X,,4
Nachrichten-Kopfsegment,,UNH,0051,,UN,,UN/CEFACT,X,,5,ÄNDERUNG,Segment ID_FV2410|Segment ID_FV2504,Nachrichten-Kopfsegment,,UNH,0051,R0003,UN,,UN/CEFACT,X,,5
Nachrichten-Kopfsegment,,UNH,0057,,2.9c,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,,6,ÄNDERUNG,Segment ID_FV2410|Segment ID_FV2504,Nachrichten-Kopfsegment,,UNH,0057,R0003,2.9c,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,,6
Beginn der Nachricht,,BGM,,,,,,Muss,,7,ÄNDERUNG,Segment ID_FV2410|Segment ID_FV2504,Beginn der Nachricht,,BGM,,R0004,,,,Muss,,7
Beginn der Nachricht,,BGM,1001,,239,,Abgelehnte Forderung (Nicht-Zahlungsavis),X,,8,ÄNDERUNG,Segment ID_FV2410|Segment ID_FV2504,Beginn der Nachricht,,BGM,1001,R0004,239,,Abgelehnte Forderung (Nicht-Zahlungsavis),X,,8
Beginn der Nachricht,,BGM,1004,,,,Dokumentennummer,X,,9,ÄNDERUNG,Segment ID_FV2410|Segment ID_FV2504,Beginn der Nachricht,,BGM,1004,R0004,,,Dokumentennummer,X,,9
Dokumentendatum,,DTM,,,,,,Muss,,10,ÄNDERUNG,Segment ID_FV2410|Segment ID_FV2504,Dokumentendatum,,DTM,,R0005,,,,Muss,,10
Dokumentendatum,,DTM,2005,,137,,Dokumenten-/ Nachrichtendatum/-zeit,X,,11,ÄNDERUNG,Segment ID_FV2410|Segment ID_FV2504,Dokumentendatum,,DTM,2005,R0005,137,,Dokumenten-/ Nachrichtendatum/-zeit,X,,11
Dokumentendatum,,DTM,2380,,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931],[931] Format: ZZZ = +00,12,ÄNDERUNG,Segment ID_FV2410|Segment ID_FV2504,Dokumentendatum,,DTM,2380,R0005,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931],[931] Format: ZZZ = +00,12
Dokumentendatum,,DTM,2379,,303,,CCYYMMDDHHMMZZZ,X,,13,ÄNDERUNG,Segment ID_FV2410|Segment ID_FV2504,Dokumentendatum,,DTM,2379,R0005,303,,CCYYMMDDHHMMZZZ,X,,13
Prüfidentifikator,,RFF,,,,,,Muss,,14,ÄNDERUNG,Segment ID_FV2410|Segment ID_FV2504,Prüfidentifikator,,RFF,,R0006,,,,Muss,,14
Prüfidentifikator,,RFF,1153,,Z13,,Prüfidentifikator,X,,15,ÄNDERUNG,Segment ID_FV2410|Segment ID_FV2504,Prüfidentifikator,,RFF,1153,R0006,Z13,,Prüfidentifikator,X,,15
Prüfidentifikator,,RFF,1154,,33002,,Abweisung,X,,16,,,Prüfidentifikator,,RFF,1154,,33002,,Abweisung,X,,16
MP-ID Absender,SG1,,,,,,,Muss,,17,,,MP-ID Absender,SG1,,,,,,,Muss,,17
MP-ID Absender,SG1,NAD,,,,,,Muss,,18,ÄNDERUNG,Segment ID_FV2410|Segment ID_FV2504,MP-ID Absender,SG1,NAD,,R0007,,,,Muss,,18
MP-ID Absender,SG1,NAD,3035,,MS,,Dokumenten-/ Nachrichtenaussteller bzw. -absender,X,,19,ÄNDERUNG,Segment ID_FV2410|Segment ID_FV2504,MP-ID Absender,SG1,NAD,3035,R0007,MS,,Dokumenten-/ Nachrichtenaussteller bzw. -absender,X,,19
MP-ID Absender,SG1,NAD,3039,,,,MP-ID,X,,20,ÄNDERUNG,Segment ID_FV2410|Segment ID_FV2504,MP-ID Absender,SG1,NAD,3039,R0007,,,MP-ID,X,,20
MP-ID Absender,SG1,NAD,3055,,9,,GS1,X,,21,ÄNDERUNG,Segment ID_FV2410|Segment ID_FV2504,MP-ID Absender,SG1,NAD,3055,R0007,9,,GS1,X,,21
MP-ID Absender,SG1,NAD,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,,22,,,MP-ID Absender,SG1,NAD,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,,22
MP-ID Absender,SG1,NAD,3055,,332,,"DE, DVGW Service & Consult GmbH",X,,23,,,MP-ID Absender,SG1,NAD,3055,,332,,"DE, DVGW Service & Consult GmbH",X,,23
