#,Segmentname_FV2410,Segmentgruppe_FV2410,Segment_FV2410,Datenelement_FV2410,Segment ID_FV2410,Code_FV2410,Beschreibung_FV2410,Bedingungsausdruck_FV2410,Bedingung_FV2410,Änderung,Segmentname_FV2504,Segmentgruppe_FV2504,Segment_FV2504,Datenelement_FV2504,Segment ID_FV2504,Code_FV2504,Beschreibung_FV2504,Bedingungsausdruck_FV2504,Bedingung_FV2504
1,Nachrichten-Kopfsegment,,UNH,,00001,,,Muss [12],"[12] je UNB ist nur eine Nachricht mit BGM+Z04 in der Übertragungsdatei erlaubt (nur eine Nachricht je Übertragungsdatei)
[14] je UNB ist maximal je Code aus DE1001 eine Nachricht in der Übertragungsdatei erlaubt",,Nachrichten-Kopfsegment,,UNH,,00001,,,Muss [12],"[12] je UNB ist nur eine Nachricht mit BGM+Z04 in der Übertragungsdatei erlaubt (nur eine Nachricht je Übertragungsdatei)
[14] je UNB ist maximal je Code aus DE1001 eine Nachricht in der Übertragungsdatei erlaubt"
2,Nachrichten-Kopfsegment,,UNH,0062,00001,,Nachrichten-Referenznummer,X,,,Nachrichten-Kopfsegment,,UNH,0062,00001,,Nachrichten-Referenznummer,X,
3,Nachrichten-Kopfsegment,,UNH,0065,00001,PRICAT,Preisliste/Katalog,X,,,Nachrichten-Kopfsegment,,UNH,0065,00001,PRICAT,Preisliste/Katalog,X,
4,Nachrichten-Kopfsegment,,UNH,0052,00001,D,Entwurfs-Version,X,,,Nachrichten-Kopfsegment,,UNH,0052,00001,D,Entwurfs-Version,X,
5,Nachrichten-Kopfsegment,,UNH,0054,00001,20B,Ausgabe 2020 - B,X,,,Nachrichten-Kopfsegment,,UNH,0054,00001,20B,Ausgabe 2020 - B,X,
6,Nachrichten-Kopfsegment,,UNH,0051,00001,UN,UN/CEFACT,X,,,Nachrichten-Kopfsegment,,UNH,0051,00001,UN,UN/CEFACT,X,
7,Nachrichten-Kopfsegment,,UNH,0057,00001,2.0c,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,x,,ÄNDERUNG,Nachrichten-Kopfsegment,,UNH,0057,00001,2.0d,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,x,
8,Beginn der Nachricht,,BGM,,00002,,,Muss,,,Beginn der Nachricht,,BGM,,00002,,,Muss,
9,Beginn der Nachricht,,BGM,1001,00002,Z04,Ausgleichsenergiepreis,X,,,Beginn der Nachricht,,BGM,1001,00002,Z04,Ausgleichsenergiepreis,X,
10,Beginn der Nachricht,,BGM,1004,00002,,Dokumentennummer,X,,,Beginn der Nachricht,,BGM,1004,00002,,Dokumentennummer,X,
11,Betrachtungszeitintervall,,DTM,,00003,,,Muss,,,Betrachtungszeitintervall,,DTM,,00003,,,Muss,
12,Betrachtungszeitintervall,,DTM,2005,00003,492,"Bilanzierungsdatum, - zeit, -periode",X,,,Betrachtungszeitintervall,,DTM,2005,00003,492,"Bilanzierungsdatum, - zeit, -periode",X,
13,Betrachtungszeitintervall,,DTM,2380,00003,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X,,,Betrachtungszeitintervall,,DTM,2380,00003,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X,
14,Betrachtungszeitintervall,,DTM,2379,00003,610,CCYYMM,X,,,Betrachtungszeitintervall,,DTM,2379,00003,610,CCYYMM,X,
15,Nachrichtendatum,,DTM,,00004,,,Muss,,,Nachrichtendatum,,DTM,,00004,,,Muss,
16,Nachrichtendatum,,DTM,2005,00004,137,Dokumenten-/ Nachrichtendatum/-zeit,X,,,Nachrichtendatum,,DTM,2005,00004,137,Dokumenten-/ Nachrichtendatum/-zeit,X,
17,Nachrichtendatum,,DTM,2380,00004,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt
[931] Format: ZZZ = +00",,Nachrichtendatum,,DTM,2380,00004,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt
[931] Format: ZZZ = +00"
18,Nachrichtendatum,,DTM,2379,00004,303,CCYYMMDDHHMMZZZ,X,,,Nachrichtendatum,,DTM,2379,00004,303,CCYYMMDDHHMMZZZ,X,
19,Prüfidentifikator,SG1,,,,,,Muss,,,Prüfidentifikator,SG1,,,,,,Muss,
20,Prüfidentifikator,SG1,RFF,,00007,,,Muss,,ÄNDERUNG,Prüfidentifikator,SG1,RFF,,00008,,,Muss,
21,Prüfidentifikator,SG1,RFF,1153,00007,Z13,Prüfidentifikator,X,,ÄNDERUNG,Prüfidentifikator,SG1,RFF,1153,00008,Z13,Prüfidentifikator,X,
22,Prüfidentifikator,SG1,RFF,1154,00007,27001,Übermittlung der Ausgleichsenergiepreise,X,,ÄNDERUNG,Prüfidentifikator,SG1,RFF,1154,00008,27001,Übermittlung der Ausgleichsenergiepreise,X,
23,Empfänger-ID,SG2,,,,,,Muss,,,Empfänger-ID,SG2,,,,,,Muss,
24,Empfänger-ID,SG2,NAD,,00008,,,Muss,,ÄNDERUNG,Empfänger-ID,SG2,NAD,,00009,,,Muss,
25,Empfänger-ID,SG2,NAD,3035,00008,MR,Nachrichtenempfänger,X,,ÄNDERUNG,Empfänger-ID,SG2,NAD,3035,00009,MR,Nachrichtenempfänger,X,
26,Empfänger-ID,SG2,NAD,3039,00008,,"Beteiligter, Identifikation",X [19],[19] Nur MP-ID aus Sparte Strom,ÄNDERUNG,Empfänger-ID,SG2,NAD,3039,00009,,"Beteiligter, Identifikation",X [19],[19] Nur MP-ID aus Sparte Strom
27,Empfänger-ID,SG2,NAD,3055,00008,9,GS1,X,,ÄNDERUNG,Empfänger-ID,SG2,NAD,3055,00009,9,GS1,X,
28,Empfänger-ID,SG2,NAD,3055,,293,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,,,Empfänger-ID,SG2,NAD,3055,,293,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,
29,Sender-ID,SG2,,,,,,Muss,,,Sender-ID,SG2,,,,,,Muss,
30,Sender-ID,SG2,NAD,,00009,,,Muss,,ÄNDERUNG,Sender-ID,SG2,NAD,,00010,,,Muss,
31,Sender-ID,SG2,NAD,3035,00009,MS,Dokumenten-/ Nachrichtenaussteller bzw. -absender,X,,ÄNDERUNG,Sender-ID,SG2,NAD,3035,00010,MS,Dokumenten-/ Nachrichtenaussteller bzw. -absender,X,
32,Sender-ID,SG2,NAD,3039,00009,,"Beteiligter, Identifikation",X [19],[19] Nur MP-ID aus Sparte Strom,ÄNDERUNG,Sender-ID,SG2,NAD,3039,00010,,"Beteiligter, Identifikation",X [19],[19] Nur MP-ID aus Sparte Strom
33,Sender-ID,SG2,NAD,3055,00009,9,GS1,X,,ÄNDERUNG,Sender-ID,SG2,NAD,3055,00010,9,GS1,X,
34,Sender-ID,SG2,NAD,3055,,293,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,,,Sender-ID,SG2,NAD,3055,,293,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,
35,Regelzone,SG2,LOC,,00010,,,Muss,,ÄNDERUNG,Regelzone,SG2,LOC,,00011,,,Muss,
36,Regelzone,SG2,LOC,3227,00010,231,Regelzone,X,,ÄNDERUNG,Regelzone,SG2,LOC,3227,00011,231,Regelzone,X,
37,Regelzone,SG2,LOC,3225,00010,,"Ortsangabe, Nummer",X,,ÄNDERUNG,Regelzone,SG2,LOC,3225,00011,,"Ortsangabe, Nummer",X,
38,Ansprechpartner,SG4,,,,,,Kann,,,Ansprechpartner,SG4,,,,,,Kann,
39,Ansprechpartner,SG4,CTA,,00011,,,Muss,,ÄNDERUNG,Ansprechpartner,SG4,CTA,,00012,,,Muss,
40,Ansprechpartner,SG4,CTA,3139,00011,IC,Informationskontakt,X,,ÄNDERUNG,Ansprechpartner,SG4,CTA,3139,00012,IC,Informationskontakt,X,
