,Segmentname,Segmentgruppe,Segment,Datenelement,Segment ID,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedingung
0,Nachrichten-Kopfsegment,,UNH,,00001,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,0062,00001,,,Nachrichten- Referenznummer,X,
2,Nachrichten-Kopfsegment,,UNH,0065,00001,INSRPT,,Prüfbericht,X,
3,Nachrichten-Kopfsegment,,UNH,0052,00001,D,,Entwurfs-Version,X,
4,Nachrichten-Kopfsegment,,UNH,0054,00001,10A,,Ausgabe 2010 - A,X,
5,Nachrichten-Kopfsegment,,UNH,0051,00001,UN,,UN/CEFACT,X,
6,Nachrichten-Kopfsegment,,UNH,0057,00001,1.1a,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschrei bung,X,
7,Beginn der Nachricht,,BGM,,00002,,,,Muss,
8,Beginn der Nachricht,,BGM,1001,00002,4,,Prüfbericht,X,
9,Beginn der Nachricht,,BGM,1004,00002,,,Dokumentennummer,X,
10,Dokumentendatum,,DTM,,00003,,,,Muss,
11,Dokumentendatum,,DTM,2005,00003,137,,Dokumenten-/ Nachrichtendatum/- zeit,X,
12,Dokumentendatum,,DTM,2380,00003,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt
[931] Format: ZZZ = +00"
13,Dokumentendatum,,DTM,2379,00003,303,,CCYYMMDDHHMMZ ZZ,X,
14,MP-ID Empfänger,SG2,,,,,,,Muss,
15,MP-ID Empfänger,SG2,NAD,,00004,,,,Muss,
16,MP-ID Empfänger,SG2,NAD,3035,00004,MR,,Nachrichtenempfän ger,X,
17,MP-ID Empfänger,SG2,NAD,3039,00004,,,MP-ID,X,
18,MP-ID Empfänger,SG2,NAD,3055,00004,9,,GS1,X,
19,MP-ID Empfänger,SG2,NAD,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,
20,MP-ID Empfänger,SG2,NAD,3055,,332,,"DE, DVGW Service & Consult GmbH",X,
21,MP-ID Absender,SG2,,,,,,,Muss,
22,MP-ID Absender,SG2,NAD,,00005,,,,Muss,
23,MP-ID Absender,SG2,NAD,3035,00005,MS,,Dokumenten-/ Nachrichtenausstell er bzw. -absender,X,
24,MP-ID Absender,SG2,NAD,3039,00005,,,MP-ID,X,
25,MP-ID Absender,SG2,NAD,3055,00005,9,,GS1,X,
26,MP-ID Absender,SG2,NAD,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,
27,MP-ID Absender,SG2,NAD,3055,,332,,"DE, DVGW Service & Consult GmbH",X,
28,Dokument-/Nachricht- Einzelheiten,SG3,,,,,,,Muss,
29,Dokument-/Nachricht- Einzelheiten,SG3,DOC,,00006,,,,Muss,
30,Dokument-/Nachricht- Einzelheiten,SG3,DOC,1001,,293,,Prüfbericht,X,
31,Dokument-/Nachricht- Einzelheiten,SG3,DOC,1004,00006,,,Vorgangsnummer,X,
32,Prüfidentifikator,SG4,,,,,,,Muss,
33,Prüfidentifikator,SG4,RFF,,00007,,,,Muss,
34,Prüfidentifikator,SG4,RFF,1153,00007,Z13,,Prüfidentifikator,X,
35,Prüfidentifikator,SG4,RFF,1154,,23008,,WiM / Ergebnisbericht vom MSB an LF/NB/MSB,X,
36,Referenzangaben,SG4,,,,,,,Muss,
37,Referenzangaben,SG4,RFF,,00008,,,,Muss,
38,Referenzangaben,SG4,RFF,1153,,TN,,Transaktions- Referenznummer,X,
39,Referenzangaben,SG4,RFF,1154,00008,,,Dokumenten-/ Vorgangsnummer der Bezugsnachricht,X [500],[500] Hinweis: Vorgangsnummer (DOC DE1004) aus Prozessschritt 4b „Bestätigung der Störungsmeldung“ (Gas) bzw. Prozessschritt 2 „Antwort“ (Strom).
40,Positionsdaten,SG7,,,,,,,Muss ([512] ⊻ [513] ⊻ [514]),"[512] Hinweis: Wurde eine Störung festgestellt und durch den MSB behoben, ist die Segmentgruppe mit demselben Meldepunkt zweimal anzugeben
[513] Hinweis: Wurde keine Störung festgestellt, ist die Segmentgruppe genau einmal anzugeben
[514] Hinweis: Wurde eine Störung festgestellt, die nicht durch den MSB behoben werden konnte, ist die Segmentgruppe genau einmal anzugeben"
41,Positionsdaten,SG7,LIN,,00015,,,,Muss,
42,Positionsdaten,SG7,LIN,1082,00015,,,Positionsnummer,X [908] [511],"[511] Hinweis: Die Nummerierung beginnt in jedem Dokument bei 1
[908] Format: Mögliche Werte: 1 bis n"
43,Zeitpunkt zu dem der Geräte-Status ermittelt wurde,SG7,DTM,,00016,,,,Soll [6] ⊻ [9],"[6] Wenn keine Störung festgestellt werden konnte.
[9] Wenn eine Störung festgestellt wurde, die durch den MSB selbständig und unverschuldet nicht behoben werden konnte."
