#,Segmentname_FV2404,Segmentgruppe_FV2404,Segment_FV2404,Datenelement_FV2404,Segment ID_FV2404,Code_FV2404,Beschreibung_FV2404,Bedingungsausdruck_FV2404,Bedingung_FV2404,Änderung,Segmentname_FV2410,Segmentgruppe_FV2410,Segment_FV2410,Datenelement_FV2410,Segment ID_FV2410,Code_FV2410,Beschreibung_FV2410,Bedingungsausdruck_FV2410,Bedingung_FV2410
1,Nutzdaten-Kopfsegment,,UNB,,00002,,,Muss,,,Nutzdaten-Kopfsegment,,UNB,,00002,,,Muss,
2,Nutzdaten-Kopfsegment,,UNB,0001,00002,UNOC,UN/ECE-Zeichensatz C,X,,,Nutzdaten-Kopfsegment,,UNB,0001,00002,UNOC,UN/ECE-Zeichensatz C,X,
3,Nutzdaten-Kopfsegment,,UNB,0002,00002,3,Version 3,X,,,Nutzdaten-Kopfsegment,,UNB,0002,00002,3,Version 3,X,
4,Nutzdaten-Kopfsegment,,UNB,0004,00002,,MP-ID Absender,X,,,Nutzdaten-Kopfsegment,,UNB,0004,00002,,MP-ID Absender,X,
5,Nutzdaten-Kopfsegment,,UNB,0007,00002,14,GS1,X,,,Nutzdaten-Kopfsegment,,UNB,0007,00002,14,GS1,X,
6,Nutzdaten-Kopfsegment,,UNB,0007,,500,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,,,Nutzdaten-Kopfsegment,,UNB,0007,,500,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,
7,Nutzdaten-Kopfsegment,,UNB,0010,00002,,MP-ID Empfänger,X,,,Nutzdaten-Kopfsegment,,UNB,0010,00002,,MP-ID Empfänger,X,
8,Nutzdaten-Kopfsegment,,UNB,0007,00002,14,GS1,X,,,Nutzdaten-Kopfsegment,,UNB,0007,00002,14,GS1,X,
9,Nutzdaten-Kopfsegment,,UNB,0007,,500,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,,,Nutzdaten-Kopfsegment,,UNB,0007,,500,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,
10,Nutzdaten-Kopfsegment,,UNB,0017,00002,,Datum der Erstellung,X,,,Nutzdaten-Kopfsegment,,UNB,0017,00002,,Datum der Erstellung,X,
11,Nutzdaten-Kopfsegment,,UNB,0019,00002,,Uhrzeit der Erstellung,X,,,Nutzdaten-Kopfsegment,,UNB,0019,00002,,Uhrzeit der Erstellung,X,
12,Nutzdaten-Kopfsegment,,UNB,0020,00002,,Datenaustauschreferenz,X [918],"[918] Format: Zeichen aus dem über UNOC definierten Zeichensatz, wobei von den Buchstaben nur Großbuchstaben erlaubt sind.",,Nutzdaten-Kopfsegment,,UNB,0020,00002,,Datenaustauschreferenz,X [918],"[918] Format: Zeichen aus dem über UNOC definierten Zeichensatz, wobei von den Buchstaben nur Großbuchstaben erlaubt sind."
13,Nutzdaten-Kopfsegment,,UNB,0026,00002,TL,"Lastgang, beliebiger Zeitraum",X,,,Nutzdaten-Kopfsegment,,UNB,0026,00002,TL,"Lastgang, beliebiger Zeitraum",X,
14,Nachrichtenkopfsegment,,UNH,,00003,,,Muss,,,Nachrichtenkopfsegment,,UNH,,00003,,,Muss,
15,Nachrichtenkopfsegment,,UNH,0062,00003,,Nachrichten-Referenznummer,X,,,Nachrichtenkopfsegment,,UNH,0062,00003,,Nachrichten-Referenznummer,X,
16,Nachrichtenkopfsegment,,UNH,0065,00003,MSCON,Bericht über den,X,,,Nachrichtenkopfsegment,,UNH,0065,00003,MSCON,Bericht über den,X,
17,Nachrichtenkopfsegment,,UNH,0052,00003,D,Entwurfs-Version,X,,,Nachrichtenkopfsegment,,UNH,0052,00003,D,Entwurfs-Version,X,
18,Nachrichtenkopfsegment,,UNH,0054,00003,04B,Ausgabe 2004 - B,X,,,Nachrichtenkopfsegment,,UNH,0054,00003,04B,Ausgabe 2004 - B,X,
19,Nachrichtenkopfsegment,,UNH,0051,00003,UN,UN/CEFACT,X,,,Nachrichtenkopfsegment,,UNH,0051,00003,UN,UN/CEFACT,X,
20,Nachrichtenkopfsegment,,UNH,0057,00003,2.4c,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,,,Nachrichtenkopfsegment,,UNH,0057,00003,2.4c,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,
21,Beginn der Nachricht,,BGM,,00004,,,Muss,,,Beginn der Nachricht,,BGM,,00004,,,Muss,
22,Beginn der Nachricht,,BGM,1001,00004,Z15,EEG- Überführungszeitreihe,X,,,Beginn der Nachricht,,BGM,1001,00004,Z15,EEG- Überführungszeitreihe,X,
23,Beginn der Nachricht,,BGM,1004,00004,,Dokumentennummer,X,,,Beginn der Nachricht,,BGM,1004,00004,,Dokumentennummer,X,
24,Beginn der Nachricht,,BGM,1225,00004,9,Original,X,,,Beginn der Nachricht,,BGM,1225,00004,9,Original,X,
25,Nachrichtendatum,,DTM,,00005,,,Muss,,,Nachrichtendatum,,DTM,,00005,,,Muss,
26,Nachrichtendatum,,DTM,2005,00005,137,Dokumenten-/ Nachrichtendatum/-zeit,X,,,Nachrichtendatum,,DTM,2005,00005,137,Dokumenten-/ Nachrichtendatum/-zeit,X,
27,Nachrichtendatum,,DTM,2380,00005,,Datum oder Uhrzeit oder,X [931] [494],,,Nachrichtendatum,,DTM,2380,00005,,Datum oder Uhrzeit oder,X [931] [494],
28,Nachrichtendatum,,DTM,2379,00005,303,CCYYMMDDHHMMZZZ,X,,,Nachrichtendatum,,DTM,2379,00005,303,CCYYMMDDHHMMZZZ,X,
29,Prüfidentifikator,SG1,,,,,,Muss,,,Prüfidentifikator,SG1,,,,,,Muss,
30,Prüfidentifikator,SG1,RFF,,00009,,,Muss,,,Prüfidentifikator,SG1,RFF,,00009,,,Muss,
31,Prüfidentifikator,SG1,RFF,1153,00009,Z13,Prüfidentifikator,X,,,Prüfidentifikator,SG1,RFF,1153,00009,Z13,Prüfidentifikator,X,
32,Prüfidentifikator,SG1,RFF,1154,00009,13005,EEG-Überf.ZR,X,,,Prüfidentifikator,SG1,RFF,1154,00009,13005,EEG-Überf.ZR,X,
33,MP-ID Absender,SG2,,,,,,Muss,,,MP-ID Absender,SG2,,,,,,Muss,
34,MP-ID Absender,SG2,NAD,,00010,,,Muss,,,MP-ID Absender,SG2,NAD,,00010,,,Muss,
35,MP-ID Absender,SG2,NAD,3035,00010,MS,Dokumenten-/ Nachrichtenaussteller bzw. -absender,X,,,MP-ID Absender,SG2,NAD,3035,00010,MS,Dokumenten-/ Nachrichtenaussteller bzw. -absender,X,
36,MP-ID Absender,SG2,NAD,3039,00010,,MP-ID,X [117],[117] Nur MP-ID aus Sparte Strom,,MP-ID Absender,SG2,NAD,3039,00010,,MP-ID,X [117],[117] Nur MP-ID aus Sparte Strom
37,MP-ID Absender,SG2,NAD,3055,00010,9,GS1,X,,,MP-ID Absender,SG2,NAD,3055,00010,9,GS1,X,
38,MP-ID Absender,SG2,NAD,3055,,293,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,,,MP-ID Absender,SG2,NAD,3055,,293,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,
39,Ansprechpartner,SG4,,,,,,Kann,,,Ansprechpartner,SG4,,,,,,Kann,
40,Ansprechpartner,SG4,CTA,,00011,,,Muss,,,Ansprechpartner,SG4,CTA,,00011,,,Muss,
41,Ansprechpartner,SG4,CTA,3139,00011,IC,Informationsstelle,X,,,Ansprechpartner,SG4,CTA,3139,00011,IC,Informationsstelle,X,
42,Ansprechpartner,SG4,CTA,3412,00011,,Abteilung oder Bearbeiter,X,,,Ansprechpartner,SG4,CTA,3412,00011,,Abteilung oder Bearbeiter,X,
43,Kommunikationsverbindung,SG4,COM,,00012,,,Muss,,,Kommunikationsverbindung,SG4,COM,,00012,,,Muss,
44,Kommunikationsverbindung,SG4,COM,3148,00012,,"Kommunikationsadresse, Identifikation",X (([939] [142]) ∨ ([940] [143])) ∧ [576],"[142] wenn im DE3155 im demselben COM der Code EM vorhanden ist
[143]  wenn im DE3155 im demselben COM der Code TE / FX / AJ / AL vorhanden ist
[576] Hinweis: Es darf nur eine Information im DE3148 übermittelt werden
[939] Format: Die Zeichenkette muss die Zeichen @ und . enthalten
[940] Format: Die Zeichenkette muss mit dem Zeichen + beginnen und danach dürfen nur noch Ziffern folgen",,Kommunikationsverbindung,SG4,COM,3148,00012,,"Kommunikationsadresse, Identifikation",X (([939] [142]) ∨ ([940] [143])) ∧ [576],"[142] wenn im DE3155 im demselben COM der Code EM vorhanden ist
[143]  wenn im DE3155 im demselben COM der Code TE / FX / AJ / AL vorhanden ist
[576] Hinweis: Es darf nur eine Information im DE3148 übermittelt werden
[939] Format: Die Zeichenkette muss die Zeichen @ und . enthalten
[940] Format: Die Zeichenkette muss mit dem Zeichen + beginnen und danach dürfen nur noch Ziffern folgen"
45,Kommunikationsverbindung,SG4,COM,3155,00012,TE,Telefon,X [1P0..1],,,Kommunikationsverbindung,SG4,COM,3155,00012,TE,Telefon,X [1P0..1],
46,Kommunikationsverbindung,SG4,COM,3155,,EM,E-Mail,X [1P0..1],,,Kommunikationsverbindung,SG4,COM,3155,,EM,E-Mail,X [1P0..1],
47,Kommunikationsverbindung,SG4,COM,3155,,AJ,weiteres Telefon,X [1P0..1],,,Kommunikationsverbindung,SG4,COM,3155,,AJ,weiteres Telefon,X [1P0..1],
48,Kommunikationsverbindung,SG4,COM,3155,,AL,Handy,X [1P0..1],,,Kommunikationsverbindung,SG4,COM,3155,,AL,Handy,X [1P0..1],
49,Kommunikationsverbindung,SG4,COM,3155,,FX,Telefax,X [1P0..1],,,Kommunikationsverbindung,SG4,COM,3155,,FX,Telefax,X [1P0..1],
50,MP-ID Empfänger,SG2,,,,,,Muss,,,MP-ID Empfänger,SG2,,,,,,Muss,
51,MP-ID Empfänger,SG2,NAD,,00013,,,Muss,,,MP-ID Empfänger,SG2,NAD,,00013,,,Muss,
52,MP-ID Empfänger,SG2,NAD,3035,00013,MR,Nachrichtenempfänger,X,,,MP-ID Empfänger,SG2,NAD,3035,00013,MR,Nachrichtenempfänger,X,
53,MP-ID Empfänger,SG2,NAD,3039,00013,,MP-ID,X [117],[117] Nur MP-ID aus Sparte Strom,,MP-ID Empfänger,SG2,NAD,3039,00013,,MP-ID,X [117],[117] Nur MP-ID aus Sparte Strom
54,MP-ID Empfänger,SG2,NAD,3055,00013,9,GS1,X,,,MP-ID Empfänger,SG2,NAD,3055,00013,9,GS1,X,
55,MP-ID Empfänger,SG2,NAD,3055,,293,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,,,MP-ID Empfänger,SG2,NAD,3055,,293,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,
56,Abschnitts-Kontrollsegment,,UNS,,00014,,,Muss,,,Abschnitts-Kontrollsegment,,UNS,,00014,,,Muss,
57,Abschnitts-Kontrollsegment,,UNS,0081,00014,D,Trennung von Kopf- und Positionsteil,X,,,Abschnitts-Kontrollsegment,,UNS,0081,00014,D,Trennung von Kopf- und Positionsteil,X,
58,Name und Adresse,SG5,,,,,,Muss [2001],[2001] Segmentgruppe ist nur einmal je UNH anzugeben,,Name und Adresse,SG5,,,,,,Muss [2001],[2001] Segmentgruppe ist nur einmal je UNH anzugeben
59,Name und Adresse,SG5,NAD,,00015,,,Muss,,,Name und Adresse,SG5,NAD,,00015,,,Muss,
60,Name und Adresse,SG5,NAD,3035,00015,Z15,Überführungszeitreihe,X,,,Name und Adresse,SG5,NAD,3035,00015,Z15,Überführungszeitreihe,X,
61,Bilanzkreis,SG6,,,,,,Muss,,,Bilanzkreis,SG6,,,,,,Muss,
62,Bilanzkreis,SG6,LOC,,00016,,,Muss,,,Bilanzkreis,SG6,LOC,,00016,,,Muss,
63,Bilanzkreis,SG6,LOC,3227,00016,237,Bilanzkreis,X,,,Bilanzkreis,SG6,LOC,3227,00016,237,Bilanzkreis,X,
64,Bilanzkreis,SG6,LOC,3225,00016,,Bilanzkreis an,X [904] [512],"[512] Hinweis: Verwendung der Bilanzkreisbezeichnung
[904] Format: genau 16 Stellen",,Bilanzkreis,SG6,LOC,3225,00016,,Bilanzkreis an,X [904] [512],"[512] Hinweis: Verwendung der Bilanzkreisbezeichnung
[904] Format: genau 16 Stellen"
