#,Segmentname_FV2404,Segmentgruppe_FV2404,Segment_FV2404,Datenelement_FV2404,Segment ID_FV2404,Code_FV2404,Beschreibung_FV2404,Bedingungsausdruck_FV2404,Bedingung_FV2404,Änderung,Segmentname_FV2410,Segmentgruppe_FV2410,Segment_FV2410,Datenelement_FV2410,Segment ID_FV2410,Code_FV2410,Beschreibung_FV2410,Bedingungsausdruck_FV2410,Bedingung_FV2410
1,Nutzdaten-Kopfsegment,,UNB,,00002,,,Muss,,,Nutzdaten-Kopfsegment,,UNB,,00002,,,Muss,
2,Nutzdaten-Kopfsegment,,UNB,0001,00002,UNOC,UN/ECE-Zeichensatz C,X,,,Nutzdaten-Kopfsegment,,UNB,0001,00002,UNOC,UN/ECE-Zeichensatz C,X,
3,Nutzdaten-Kopfsegment,,UNB,0002,00002,3,Version 3,X,,,Nutzdaten-Kopfsegment,,UNB,0002,00002,3,Version 3,X,
4,Nutzdaten-Kopfsegment,,UNB,0004,00002,,MP-ID Absender,X,,,Nutzdaten-Kopfsegment,,UNB,0004,00002,,MP-ID Absender,X,
5,Nutzdaten-Kopfsegment,,UNB,0007,00002,14,GS1,X,,,Nutzdaten-Kopfsegment,,UNB,0007,00002,14,GS1,X,
6,Nutzdaten-Kopfsegment,,UNB,0007,,500,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,,,Nutzdaten-Kopfsegment,,UNB,0007,,500,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,
7,Nutzdaten-Kopfsegment,,UNB,0010,00002,,MP-ID Empfänger,X,,,Nutzdaten-Kopfsegment,,UNB,0010,00002,,MP-ID Empfänger,X,
8,Nutzdaten-Kopfsegment,,UNB,0007,00002,14,GS1,X,,,Nutzdaten-Kopfsegment,,UNB,0007,00002,14,GS1,X,
9,Nutzdaten-Kopfsegment,,UNB,0007,,500,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,,,Nutzdaten-Kopfsegment,,UNB,0007,,500,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,
10,Nutzdaten-Kopfsegment,,UNB,0017,00002,,Datum der Erstellung,X,,,Nutzdaten-Kopfsegment,,UNB,0017,00002,,Datum der Erstellung,X,
11,Nutzdaten-Kopfsegment,,UNB,0019,00002,,Uhrzeit der Erstellung,X,,,Nutzdaten-Kopfsegment,,UNB,0019,00002,,Uhrzeit der Erstellung,X,
12,Nutzdaten-Kopfsegment,,UNB,0020,00002,,Datenaustauschreferenz,X [918],"[918] Format: Zeichen aus dem über UNOC definierten Zeichensatz, wobei von den Buchstaben nur Großbuchstaben erlaubt sind.",,Nutzdaten-Kopfsegment,,UNB,0020,00002,,Datenaustauschreferenz,X [918],"[918] Format: Zeichen aus dem über UNOC definierten Zeichensatz, wobei von den Buchstaben nur Großbuchstaben erlaubt sind."
13,Nutzdaten-Kopfsegment,,UNB,0026,00002,EM,Energiemenge,X,,,Nutzdaten-Kopfsegment,,UNB,0026,00002,EM,Energiemenge,X,
14,Nachrichtenkopfsegment,,UNH,,00003,,,Muss,,,Nachrichtenkopfsegment,,UNH,,00003,,,Muss,
15,Nachrichtenkopfsegment,,UNH,0062,00003,,Nachrichten-Referenznummer,X,,,Nachrichtenkopfsegment,,UNH,0062,00003,,Nachrichten-Referenznummer,X,
16,Nachrichtenkopfsegment,,UNH,0065,00003,MSCON,Bericht über den,X,,,Nachrichtenkopfsegment,,UNH,0065,00003,MSCON,Bericht über den,X,
17,Nachrichtenkopfsegment,,UNH,0052,00003,D,Entwurfs-Version,X,,,Nachrichtenkopfsegment,,UNH,0052,00003,D,Entwurfs-Version,X,
18,Nachrichtenkopfsegment,,UNH,0054,00003,04B,Ausgabe 2004 - B,X,,,Nachrichtenkopfsegment,,UNH,0054,00003,04B,Ausgabe 2004 - B,X,
19,Nachrichtenkopfsegment,,UNH,0051,00003,UN,UN/CEFACT,X,,,Nachrichtenkopfsegment,,UNH,0051,00003,UN,UN/CEFACT,X,
20,Nachrichtenkopfsegment,,UNH,0057,00003,2.4c,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,,,Nachrichtenkopfsegment,,UNH,0057,00003,2.4c,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,
21,Beginn der Nachricht,,BGM,,00004,,,Muss,,,Beginn der Nachricht,,BGM,,00004,,,Muss,
22,Beginn der Nachricht,,BGM,1001,,Z27,Bewegungsdaten im Kalenderjahr vor Lieferbeginn,X,,,Beginn der Nachricht,,BGM,1001,,Z27,Bewegungsdaten im Kalenderjahr vor Lieferbeginn,X,
23,Beginn der Nachricht,,BGM,1004,00004,,Dokumentennummer,X,,,Beginn der Nachricht,,BGM,1004,00004,,Dokumentennummer,X,
24,Beginn der Nachricht,,BGM,1225,00004,9,Original,X,,,Beginn der Nachricht,,BGM,1225,00004,9,Original,X,
25,Nachrichtendatum,,DTM,,00005,,,Muss,,,Nachrichtendatum,,DTM,,00005,,,Muss,
26,Nachrichtendatum,,DTM,2005,00005,137,Dokumenten-/ Nachrichtendatum/-zeit,X,,,Nachrichtendatum,,DTM,2005,00005,137,Dokumenten-/ Nachrichtendatum/-zeit,X,
27,Nachrichtendatum,,DTM,2380,00005,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt.
[931] Format: ZZZ = +00",,Nachrichtendatum,,DTM,2380,00005,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt.
[931] Format: ZZZ = +00"
28,Nachrichtendatum,,DTM,2379,00005,303,CCYYMMDDHHMMZZZ,X,,,Nachrichtendatum,,DTM,2379,00005,303,CCYYMMDDHHMMZZZ,X,
29,Referenzangaben,SG1,,,,,,Muss,"[1] Sofern per ORDERS angefordert
[35] wenn MP-ID in SG2 NAD+MS in der Rolle MSB
[38] wenn in SG6 LOC+172 DE3225 die ID der Messlokation angegeben ist
[68] Wenn BGM+7 vorhanden
[69] Wenn BGM+Z28 vorhanden
[113] wenn SG7 RFF+AGK (Konfigurations-ID) vorhanden",,Referenzangaben,SG1,,,,,,Muss,"[1] Sofern per ORDERS angefordert
[35] wenn MP-ID in SG2 NAD+MS in der Rolle MSB
[38] wenn in SG6 LOC+172 DE3225 die ID der Messlokation angegeben ist
[68] Wenn BGM+7 vorhanden
[69] Wenn BGM+Z28 vorhanden
[113] wenn SG7 RFF+AGK (Konfigurations-ID) vorhanden"
30,Referenzangaben,SG1,RFF,,00006,,,Muss,,,Referenzangaben,SG1,RFF,,00006,,,Muss,
31,Referenzangaben,SG1,RFF,1153,00006,AGI,Beantragungsnummer,X,,,Referenzangaben,SG1,RFF,1153,00006,AGI,Beantragungsnummer,X,
32,Referenzangaben,SG1,RFF,1154,00006,,"Referenz, Identifikation",X [530],"[509] Hinweis: Falls es sich um eine Korrekturenergiemenge handelt, ist hier die Referenz auf die MSCONS anzugeben, in der der Zählerstand vorab übermittelt wurde.
[528] Hinweis: Wert aus BGM+Z28 DE1004 der ORDERS mit der die Anforderung von Messwerten erfolgt ist.
[529] Hinweis: Wert aus BGM+7 DE1004 der ORDERS mit der die Anforderung von Messwerten erfolgt ist.
[530] Hinweis: Wert aus SG4 IDE+24 DE7402 der UTILMD mit dem der Sender der MSCONS die vorherigen Stammdaten mittels UTILMD übermittelt hat.
[531] Hinweis: Wert aus BGM+7 DE1004 der MSCONS mit der der Zählerstand übermittelt wurde.
[553] Hinweis: Wert aus BGM+Z34 DE1004 der ORDERS mit der die Reklamation von Werten erfolgt ist",,Referenzangaben,SG1,RFF,1154,00006,,"Referenz, Identifikation",X [530],"[509] Hinweis: Falls es sich um eine Korrekturenergiemenge handelt, ist hier die Referenz auf die MSCONS anzugeben, in der der Zählerstand vorab übermittelt wurde.
[528] Hinweis: Wert aus BGM+Z28 DE1004 der ORDERS mit der die Anforderung von Messwerten erfolgt ist.
[529] Hinweis: Wert aus BGM+7 DE1004 der ORDERS mit der die Anforderung von Messwerten erfolgt ist.
[530] Hinweis: Wert aus SG4 IDE+24 DE7402 der UTILMD mit dem der Sender der MSCONS die vorherigen Stammdaten mittels UTILMD übermittelt hat.
[531] Hinweis: Wert aus BGM+7 DE1004 der MSCONS mit der der Zählerstand übermittelt wurde.
[553] Hinweis: Wert aus BGM+Z34 DE1004 der ORDERS mit der die Reklamation von Werten erfolgt ist"
33,Prüfidentifikator,SG1,,,,,,Muss,,,Prüfidentifikator,SG1,,,,,,Muss,
34,Prüfidentifikator,SG1,RFF,,00009,,,Muss,,,Prüfidentifikator,SG1,RFF,,00009,,,Muss,
35,Prüfidentifikator,SG1,RFF,1153,00009,Z13,Prüfidentifikator,X,,,Prüfidentifikator,SG1,RFF,1153,00009,Z13,Prüfidentifikator,X,
36,Prüfidentifikator,SG1,RFF,1154,00009,13015,Bewegungsdaten im Kalenderjahr vor Lieferbeginn,X,,,Prüfidentifikator,SG1,RFF,1154,00009,13015,Bewegungsdaten im Kalenderjahr vor Lieferbeginn,X,
37,MP-ID Absender,SG2,,,,,,Muss,,,MP-ID Absender,SG2,,,,,,Muss,
38,MP-ID Absender,SG2,NAD,,00010,,,Muss,,,MP-ID Absender,SG2,NAD,,00010,,,Muss,
39,MP-ID Absender,SG2,NAD,3035,00010,MS,Dokumenten-/ Nachrichtenaussteller bzw. -absender,X,,,MP-ID Absender,SG2,NAD,3035,00010,MS,Dokumenten-/ Nachrichtenaussteller bzw. -absender,X,
40,MP-ID Absender,SG2,NAD,3039,00010,,MP-ID,X [117],[117] Nur MP-ID aus Sparte Strom,,MP-ID Absender,SG2,NAD,3039,00010,,MP-ID,X [117],[117] Nur MP-ID aus Sparte Strom
41,MP-ID Absender,SG2,NAD,3055,00010,9,GS1,X,,,MP-ID Absender,SG2,NAD,3055,00010,9,GS1,X,
42,MP-ID Absender,SG2,NAD,3055,,293,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,,,MP-ID Absender,SG2,NAD,3055,,293,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,
43,Ansprechpartner,SG4,,,,,,Kann,,,Ansprechpartner,SG4,,,,,,Kann,
44,Ansprechpartner,SG4,CTA,,00011,,,Muss,,,Ansprechpartner,SG4,CTA,,00011,,,Muss,
45,Ansprechpartner,SG4,CTA,3139,00011,IC,Informationsstelle,X,,,Ansprechpartner,SG4,CTA,3139,00011,IC,Informationsstelle,X,
46,Ansprechpartner,SG4,CTA,3412,00011,,Abteilung oder Bearbeiter,X,,,Ansprechpartner,SG4,CTA,3412,00011,,Abteilung oder Bearbeiter,X,
47,Kommunikationsverbindung,SG4,COM,,00012,,,Muss,,,Kommunikationsverbindung,SG4,COM,,00012,,,Muss,
48,Kommunikationsverbindung,SG4,COM,3148,00012,,"Kommunikationsadresse, Identifikation",X (([939] [142]) ∨ ([940] [143])) ∧ [576],"[142] wenn im DE3155 im demselben COM der Code EM vorhanden ist
[143]  wenn im DE3155 im demselben COM der Code TE / FX / AJ / AL vorhanden ist
[576] Hinweis: Es darf nur eine Information im DE3148 übermittelt werden
[939] Format: Die Zeichenkette muss die Zeichen @ und . enthalten
[940] Format: Die Zeichenkette muss mit dem Zeichen + beginnen und danach dürfen nur noch Ziffern folgen",,Kommunikationsverbindung,SG4,COM,3148,00012,,"Kommunikationsadresse, Identifikation",X (([939] [142]) ∨ ([940] [143])) ∧ [576],"[142] wenn im DE3155 im demselben COM der Code EM vorhanden ist
[143]  wenn im DE3155 im demselben COM der Code TE / FX / AJ / AL vorhanden ist
[576] Hinweis: Es darf nur eine Information im DE3148 übermittelt werden
[939] Format: Die Zeichenkette muss die Zeichen @ und . enthalten
[940] Format: Die Zeichenkette muss mit dem Zeichen + beginnen und danach dürfen nur noch Ziffern folgen"
49,Kommunikationsverbindung,SG4,COM,3155,00012,TE,Telefon,X [1P0..1],,,Kommunikationsverbindung,SG4,COM,3155,00012,TE,Telefon,X [1P0..1],
50,Kommunikationsverbindung,SG4,COM,3155,,EM,E-Mail,X [1P0..1],,,Kommunikationsverbindung,SG4,COM,3155,,EM,E-Mail,X [1P0..1],
