,Segmentname,Segmentgruppe,Segment,Datenelement,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedingung
0,Nachrichten-Kopfsegment,,,,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,,,,,Muss,
2,Nachrichten-Kopfsegment,,UNH,0062,,,Nachrichten-Referenznummer,X,
3,Nachrichten-Kopfsegment,,UNH,0065,ORDRSP,,Bestellantwort,X,
4,Nachrichten-Kopfsegment,,UNH,0052,D,,Entwurfs-Version,X,
5,Nachrichten-Kopfsegment,,UNH,0054,10A,,Ausgabe 2010 - A,X,
6,Nachrichten-Kopfsegment,,UNH,0051,UN,,UN/CEFACT,X,
7,Nachrichten-Kopfsegment,,UNH,0057,1.3,,VersionsnummerderzugrundeliegendenBDEW-Nachrichtenbeschreibung,X,
8,Beginn der Nachricht,,,,,,,Muss,
9,Beginn der Nachricht,,BGM,,,,,Muss,
10,Beginn der Nachricht,,BGM,1001,Z57,,Übermittlung vonWerten an ESA,X,
11,Beginn der Nachricht,,BGM,1004,,,Dokumentennummer,X,
12,Nachrichtendatum,,,,,,,Muss,
13,Nachrichtendatum,,DTM,,,,,Muss,
14,Nachrichtendatum,,DTM,2005,137,,Dokumenten-/Nachrichtendatum/-zeit,X,
15,Nachrichtendatum,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931][494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt. 
[931] Format: ZZZ = +00"
16,Nachrichtendatum,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,
17,Abonnement,,,,,,,,
18,Abonnement,,IMD,,,,,,
19,Abonnement,,IMD,7081,Z01,,Start Abo,,
20,Abonnement,,IMD,7081,Z02,,Ende Abo,,
21,Abonnement,,IMD,7081,Z03,,ohne Abo,,
22,Referenz Nachrichtennummer,SG1,,,,,,,
23,Referenz Nachrichtennummer,SG1,,,,,,,
24,Referenz Nachrichtennummer,SG1,RFF,,,,,,
25,Referenz Nachrichtennummer,SG1,RFF,1153,ON,,Auftragsnummer(Einkauf),,
26,Referenz Nachrichtennummer,SG1,RFF,1154,,,Referenz,,[529] Hinweis:
27,Referenz einer vorangegangenen Nachricht,SG1,,,,,,Muss,
28,Referenz einer vorangegangenen Nachricht,SG1,,,,,,Muss,
29,Referenz einer vorangegangenen Nachricht,SG1,RFF,,,,,Muss,
30,Referenz einer vorangegangenen Nachricht,SG1,RFF,1153,ACW,,ReferenznummereinervorangegangenenNachricht,X,
31,Referenz einer vorangegangenen Nachricht,SG1,RFF,1154,,,Referenz einervorangegangenen Nachricht,X [530],[530] Hinweis: Dokumentennummer aus BGM DE1004 der ORDCHG
32,Prüfidentifikator,SG1,,,,,,Muss,
33,Prüfidentifikator,SG1,,,,,,Muss,
34,Prüfidentifikator,SG1,RFF,,,,,Muss,
35,Prüfidentifikator,SG1,RFF,1153,Z13,,Prüfidentifikator,X,
36,Prüfidentifikator,SG1,RFF,1154,19011,,Bestätigung derAb-/Bestellung vonWerten für ESA,,
37,Prüfidentifikator,SG1,RFF,1154,19012,,Ablehnung derAb-/Bestellung vonWerten für ESA,,
38,Prüfidentifikator,SG1,RFF,1154,19013,,Bestätigung derStornierung einerBestellung für ESA,,
39,Prüfidentifikator,SG1,RFF,1154,19014,,Ablehnung derStornierung einerBestellung für ESA,X,
40,Einzelheiten zu einer Anpassung/Änderung,SG2,,,,,,Muss,
41,Einzelheiten zu einer Anpassung/Änderung,SG2,,,,,,Muss,
42,Einzelheiten zu einer Anpassung/Änderung,SG2,AJT,,,,,Muss,
43,Einzelheiten zu einer Anpassung/Änderung,SG2,AJT,4465,,,Code des Prüfschritts,X [18],"[17] Der hier angegebene Code des Prüfschritts muss im EBD dem Cluster Zustimmung zugeordnet sein 
[18] Der hier angegebene Code des Prüfschritts muss im EBD dem Cluster Ablehnung zugeordnet sein"
44,Einzelheiten zu einer Anpassung/Änderung,SG2,AJT,1082,E_025,,EBD Nr. E_0254,,[21] Wenn IMD++Z01
45,MP-ID Absender,SG3,,,,,,Muss,
46,MP-ID Absender,SG3,,,,,,Muss,
47,MP-ID Absender,SG3,NAD,,,,,Muss,
48,MP-ID Absender,SG3,NAD,3035,MS,,Dokumenten-/Nachrichtenaussteller bzw. -absender,X,
49,MP-ID Absender,SG3,NAD,3039,,,MP-ID,X [30],[30] MP-ID nur aus Sparte Strom
50,MP-ID Absender,SG3,NAD,3055,9,,GS1,X,
51,MP-ID Absender,SG3,NAD,3055,293,,"DE, BDEW(Bundesverband derEnergie- undWasserwirtschafte.V.)",X,
52,Ansprechpartner,SG6,,,,,,Kann,
53,Ansprechpartner,SG6,,,,,,Kann,
54,Ansprechpartner,SG6,CTA,,,,,Muss,
55,Ansprechpartner,SG6,CTA,3139,IC,,Informationskontakt,X,
56,Ansprechpartner,SG6,CTA,3412,,,Kontakt,X,
57,Kommunikationsverbindu ng,SG6,,,,,,,
58,Kommunikationsverbindu ng,SG6,,,,,,Muss,
59,Kommunikationsverbindu ng,SG6,COM,,,,,Muss,
60,Kommunikationsverbindu ng,SG6,COM,3148,,,"Kommunikationsadresse,Identifikation",X,
61,Kommunikationsverbindu ng,SG6,COM,3155,EM,,Elektronische Post,X [1P0..1],
62,Kommunikationsverbindu ng,SG6,COM,3155,FX,,Telefax,X [1P0..1],
63,Kommunikationsverbindu ng,SG6,COM,3155,TE,,Telefon,X [1P0..1],
64,Kommunikationsverbindu ng,SG6,COM,3155,AJ,,weiteres Telefon,X [1P0..1],
65,Kommunikationsverbindu ng,SG6,COM,3155,AL,,Handy,X [1P0..1],
66,MP-ID Empfänger,SG3,,,,,,Muss,
67,MP-ID Empfänger,SG3,,,,,,Muss,
68,MP-ID Empfänger,SG3,NAD,,,,,Muss,
69,MP-ID Empfänger,SG3,NAD,3035,MR,,Nachrichtenempfänger,X,
70,MP-ID Empfänger,SG3,NAD,3039,,,MP-ID,X [30],[30] MP-ID nur aus Sparte Strom
71,MP-ID Empfänger,SG3,NAD,3055,9,,GS1,X,
72,MP-ID Empfänger,SG3,NAD,3055,293,,"DE, BDEW(Bundesverband derEnergie- undWasserwirtschafte.V.)",X,
73,Abschnitts- Kontrollsegment,,,,,,,Muss,
74,Abschnitts- Kontrollsegment,,UNS,,,,,Muss,
75,Abschnitts- Kontrollsegment,,UNS,0081,S,,Trennung vonPositions- undSummenteil,X,
76,Nachrichten- Endesegment,,,,,,,Muss,
77,Nachrichten- Endesegment,,UNT,,,,,Muss,
78,Nachrichten- Endesegment,,UNT,0074,,,Anzahl der Segmente ineiner Nachricht,X,
79,Nachrichten- Endesegment,,UNT,0062,,,Nachrichten-Referenznummer,X,
