,Segmentname,Segmentgruppe,Segment,Datenelement,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedingung
0,Nachrichten-Kopfsegment,,,,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,0062,,,Nachrichten-Referenznummer,X,
2,Nachrichten-Kopfsegment,,UNH,0065,ORDRSP,,Bestellantwort,X,
3,Nachrichten-Kopfsegment,,UNH,0052,D,,Entwurfs-Version,X,
4,Nachrichten-Kopfsegment,,UNH,0054,10A,,Ausgabe 2010 - A,X,
5,Nachrichten-Kopfsegment,,UNH,0051,UN,,UN/CEFACT,X,
6,Nachrichten-Kopfsegment,,UNH,0057,1.3,,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung,X,
7,Beginn der Nachricht,,,,,,,Muss,
8,Beginn der Nachricht,,BGM,1001,Z76,,Reklamation einerKonfiguration,X,
9,Beginn der Nachricht,,BGM,1004,,,Dokumentennummer,X,
10,Nachrichtendatum,,,,,,,Muss,
11,Nachrichtendatum,,DTM,2005,137,,Dokumenten-/Nachrichtendatum/-zeit,X,
12,Nachrichtendatum,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt. 
[931] Format: ZZZ = +00"
13,Nachrichtendatum,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,
14,geplanter Behebungszeitpunkt,,,,,,,Muss [46] ∨ [47] ∨ [48],
15,geplanter Behebungszeitpunkt,,DTM,2005,292,,"Datum/Zeit derabgeschlossenen Leistung(Arbeit), geplant",X,
16,geplanter Behebungszeitpunkt,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931],[931] Format: ZZZ = +00
17,geplanter Behebungszeitpunkt,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,
18,Referenz Nachrichtennummer,SG1,,,,,,Muss,
19,Referenz Nachrichtennummer,SG1,,,,,,Muss,
20,Referenz Nachrichtennummer,SG1,RFF,,,,,Muss,
21,Referenz Nachrichtennummer,SG1,RFF,1153,ON,,Auftragsnummer (Einkauf),X,
22,Referenz Nachrichtennummer,SG1,RFF,1154,,,Referenz Nachrichtennummer,X [538],"[538] Hinweis: Wert aus BGM+Z76 DE1004 der ORDERS, mit der die Reklamation der Konfiguration erfolgt ist."
23,Prüfidentifikator,SG1,,,,,,Muss,
24,Prüfidentifikator,SG1,,,,,,Muss,
25,Prüfidentifikator,SG1,RFF,,,,,Muss,
26,Prüfidentifikator,SG1,RFF,1153,Z13,,Prüfidentifikator,X,
27,Prüfidentifikator,SG1,RFF,1154,19130,,Bearbeitungsstand zurReklamation einerKonfiguration,X,
28,Einzelheiten zu einer Anpassung/Änderung,SG2,,,,,,Muss,
29,Einzelheiten zu einer Anpassung/Änderung,SG2,,,,,,Muss,
30,Einzelheiten zu einer Anpassung/Änderung,SG2,AJT,,,,,Muss,
31,Einzelheiten zu einer Anpassung/Änderung,SG2,AJT,4465,,,Code des Prüfschritts,X,
32,Einzelheiten zu einer Anpassung/Änderung,SG2,AJT,1082,,,,E_0552E_0553E_0554,"[4] Wenn MP-ID in SG3 NAD+MR mit Rolle LF vorhanden 
[14] Wenn MP-ID in SG3 NAD+MR mit Rolle MSB vorhanden 
[15] Wenn MP-ID in SG3 NAD+MR mit Rolle NB vorhanden"
33,Allgemeine Information (Feld für allgemeine Hinweise),SG2,,,,,,,
34,Allgemeine Information (Feld für allgemeine Hinweise),SG2,,,,,,Muss [28],
35,Allgemeine Information (Feld für allgemeine Hinweise),SG2,FTX,,,,,Muss [28],[28] Wenn AJT+A99 vorhanden
36,Allgemeine Information (Feld für allgemeine Hinweise),SG2,FTX,4451,,,,AAP,
37,Allgemeine Information (Feld für allgemeine Hinweise),SG2,FTX,4440,,,Freier Text,X,
38,MP-ID Absender,SG3,,,,,,Muss,
39,MP-ID Absender,SG3,,,,,,Muss,
40,MP-ID Absender,SG3,NAD,,,,,Muss,
41,MP-ID Absender,SG3,NAD,3035,Nachrichtenaussteller bzw.-absender,,,MS,
42,MP-ID Absender,SG3,NAD,3039,,,MP-ID,X [30],[30] MP-ID nur aus Sparte Strom
43,MP-ID Absender,SG3,NAD,3055,9,,GS1,X,
44,MP-ID Absender,SG3,NAD,3055,293,,"DE, BDEW (Bundesverbandder Energie- und",X,
45,Ansprechpartner,SG6,,,,,,Kann,
46,Ansprechpartner,SG6,,,,,,Kann,
47,Ansprechpartner,SG6,CTA,,,,,Muss,
48,Ansprechpartner,SG6,CTA,3139,,,,IC,
49,Ansprechpartner,SG6,CTA,3412,,,Kontakt,X,
50,Kommunikationsverbindung,SG6,,,,,,,
51,Kommunikationsverbindung,SG6,,,,,,Muss,
52,Kommunikationsverbindung,SG6,COM,,,,,Muss,
53,Kommunikationsverbindung,SG6,COM,3148,,,"Kommunikationsadresse,Identifikation",X,
54,Kommunikationsverbindung,SG6,COM,3155,EM,,Elektronische Post,X [1P0..1],
55,Kommunikationsverbindung,SG6,COM,3155,FX,,Telefax,X [1P0..1],
56,Kommunikationsverbindung,SG6,COM,3155,TE,,Telefon,X [1P0..1],
57,Kommunikationsverbindung,SG6,COM,3155,AJ,,weiteres Telefon,X [1P0..1],
58,Kommunikationsverbindung,SG6,COM,3155,AL,,Handy,X [1P0..1],
59,MP-ID Empfänger,SG3,,,,,,Muss,
60,MP-ID Empfänger,SG3,,,,,,Muss,
61,MP-ID Empfänger,SG3,NAD,,,,,Muss,
62,MP-ID Empfänger,SG3,NAD,3035,,,,MR,
63,MP-ID Empfänger,SG3,NAD,3039,,,MP-ID,X [30],[30] MP-ID nur aus Sparte Strom
64,MP-ID Empfänger,SG3,NAD,3055,9,,GS1,X,
65,MP-ID Empfänger,SG3,NAD,3055,293,,"DE, BDEW (Bundesverbandder Energie- undWasserwirtschaft e.V.)",X,
66,Abschnitts-Kontrollsegment,,,,,,,Muss,
67,Abschnitts-Kontrollsegment,,UNS,0081,und Summenteil,,,S,
68,Nachrichten-Endesegment,,,,,,,Muss,
69,Nachrichten-Endesegment,,UNT,0074,,,Anzahl der Segmente in einerNachricht,X,
70,Nachrichten-Endesegment,,UNT,0062,,,Nachrichten-Referenznummer,X,
