,Segmentname,Segmentgruppe,Segment,Datenelement,Segment ID,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedingung
0,Nachrichten-Kopfsegment,,UNH,,00001,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,0062,00001,,,Nachrichten- Referenznummer,X,
2,Nachrichten-Kopfsegment,,UNH,0065,00001,Bestellantwort,,ORDRS P,X,
3,Nachrichten-Kopfsegment,,UNH,0052,00001,D,,Entwurfs-Version,X,
4,Nachrichten-Kopfsegment,,UNH,0054,00001,10A,,Ausgabe 2010 - A,X,
5,Nachrichten-Kopfsegment,,UNH,0051,00001,UN,,UN/CEFACT,X,
6,Nachrichten-Kopfsegment,,UNH,0057,00001,1.3,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschrei bung,X,
7,Beginn der Nachricht,,BGM,,00002,,,,Muss,
8,Beginn der Nachricht,,BGM,1001,00002,Z57,,Übermittlung von Werten an ESA,X,
9,Beginn der Nachricht,,BGM,1004,00002,,,Dokumentennummer,X,
10,Nachrichtendatum,,DTM,,00003,,,,Muss,
11,Nachrichtendatum,,DTM,2005,00003,137,,Dokumenten-/ Nachrichtendatum/- zeit,X,
12,Nachrichtendatum,,DTM,2380,00003,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt. 
[931] Format: ZZZ = +00"
13,Nachrichtendatum,,DTM,2379,00003,303,,CCYYMMDDHHMMZ ZZ,X,
14,Abonnement,,IMD,,00007,,,,Muss,
15,Abonnement,,IMD,7081,00007,Z01,,Start Abo,X,
16,Abonnement,,IMD,7081,,Z02,,Ende Abo,X,
17,Abonnement,,IMD,7081,,Z03,,ohne Abo,X,
18,Referenz Nachrichtennummer,SG1,RFF,,00009,,,,Muss,
19,Referenz Nachrichtennummer,SG1,RFF,1153,00009,ON,,Auftragsnummer (Einkauf),X,
20,Referenz Nachrichtennummer,SG1,RFF,1154,00009,,,Referenz,X [529],[529] Hinweis:
21,Prüfidentifikator,SG1,RFF,,00012,,,,Muss,
22,Prüfidentifikator,SG1,RFF,1153,00012,Z13,,Prüfidentifikator,X,
23,Prüfidentifikator,SG1,RFF,1154,,19012,,Ablehnung der Ab-/Bestellung von Werten für ESA,X,
24,Einzelheiten zu einer Anpassung/Änderung,SG2,AJT,,00013,,,,Muss,
25,Einzelheiten zu einer Anpassung/Änderung,SG2,AJT,4465,00013,,,Code des Prüfschritts,X [18],"[17] Der hier angegebene Code des Prüfschritts muss im EBD dem Cluster Zustimmung zugeordnet sein 
[18] Der hier angegebene Code des Prüfschritts muss im EBD dem Cluster Ablehnung zugeordnet sein"
26,Einzelheiten zu einer Anpassung/Änderung,SG2,AJT,1082,00013,E_025,,EBD Nr. E_0254,X [22],[21] Wenn IMD++Z01
27,MP-ID Absender,SG3,NAD,,00015,,,,Muss,
28,MP-ID Absender,SG3,NAD,3035,00015,MS,,Dokumenten-/ Nachrichtenausstell er bzw. -absender,X,
29,MP-ID Absender,SG3,NAD,3039,00015,,,MP-ID,X [30],[30] MP-ID nur aus Sparte Strom
30,MP-ID Absender,SG3,NAD,3055,00015,9,,GS1,X,
31,MP-ID Absender,SG3,NAD,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,
32,Ansprechpartner,SG6,CTA,,00016,,,,Muss,
33,Ansprechpartner,SG6,CTA,3139,00016,IC,,Informationskontakt,X,
34,Ansprechpartner,SG6,CTA,3412,00016,,,Kontakt,X,
35,Kommunikationsverbindu ng,SG6,COM,,00017,,,,Muss,
36,Kommunikationsverbindu ng,SG6,COM,3148,00017,,,"Kommunikationsadresse, Identifikation",X,
37,Kommunikationsverbindu ng,SG6,COM,3155,00017,EM,,Elektronische Post,X [1P0..1],
38,Kommunikationsverbindu ng,SG6,COM,3155,,FX,,Telefax,X [1P0..1],
39,Kommunikationsverbindu ng,SG6,COM,3155,,TE,,Telefon,X [1P0..1],
40,Kommunikationsverbindu ng,SG6,COM,3155,,AJ,,weiteres Telefon,X [1P0..1],
41,Kommunikationsverbindu ng,SG6,COM,3155,,AL,,Handy,X [1P0..1],
42,MP-ID Empfänger,SG3,NAD,,00018,,,,Muss,
43,MP-ID Empfänger,SG3,NAD,3035,00018,MR,,Nachrichtenempfänger,X,
44,MP-ID Empfänger,SG3,NAD,3039,00018,,,MP-ID,X [30],[30] MP-ID nur aus Sparte Strom
45,MP-ID Empfänger,SG3,NAD,3055,00018,9,,GS1,X,
46,MP-ID Empfänger,SG3,NAD,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,
47,Abschnitts- Kontrollsegment,,UNS,,00030,,,,Muss,
48,Abschnitts- Kontrollsegment,,UNS,0081,00030,S,,Trennung von Positions- und Summenteil,X,
49,Nachrichten- Endesegment,,UNT,,00034,,,,Muss,
50,Nachrichten- Endesegment,,UNT,0074,00034,,,Anzahl der Segmente in einer Nachricht,X,
51,Nachrichten- Endesegment,,UNT,0062,00034,,,Nachrichten- Referenznummer,X,
