Segmentname_FV2210,Segmentgruppe_FV2210,Segment_FV2210,Datenelement_FV2210,Segment ID_FV2210,Code_FV2210,Qualifier_FV2210,Beschreibung_FV2210,Bedingungsausdruck_FV2210,Bedingung_FV2210,Unnamed: 0_FV2210,Änderung,changed_entries,Segmentname_FV2304,Segmentgruppe_FV2304,Segment_FV2304,Datenelement_FV2304,Segment ID_FV2304,Code_FV2304,Qualifier_FV2304,Beschreibung_FV2304,Bedingungsausdruck_FV2304,Bedingung_FV2304,Unnamed: 0_FV2304
Nutzdaten-Kopfsegment,,UNB,,,,,,Muss,,0,,,Nutzdaten-Kopfsegment,,UNB,,,,,,Muss,,0
Nutzdaten-Kopfsegment,,UNB,0001,,UNOC,,UN/ECE-Zeichensatz C,X,,1,,,Nutzdaten-Kopfsegment,,UNB,0001,,UNOC,,UN/ECE-Zeichensatz C,X,,1
Nutzdaten-Kopfsegment,,UNB,0002,,3,,Version 3,X,,2,,,Nutzdaten-Kopfsegment,,UNB,0002,,3,,Version 3,X,,2
Nutzdaten-Kopfsegment,,UNB,0004,,,,MP-ID Absender,X,,3,,,Nutzdaten-Kopfsegment,,UNB,0004,,,,MP-ID Absender,X,,3
Nutzdaten-Kopfsegment,,UNB,0007,,14,,GS1,X,,4,,,Nutzdaten-Kopfsegment,,UNB,0007,,14,,GS1,X,,4
Nutzdaten-Kopfsegment,,UNB,0007,,500,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,,5,,,Nutzdaten-Kopfsegment,,UNB,0007,,500,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,,5
Nutzdaten-Kopfsegment,,UNB,0010,,,,MP-ID Empfänger,X,,6,,,Nutzdaten-Kopfsegment,,UNB,0010,,,,MP-ID Empfänger,X,,6
Nutzdaten-Kopfsegment,,UNB,0007,,14,,GS1,X,,7,,,Nutzdaten-Kopfsegment,,UNB,0007,,14,,GS1,X,,7
Nutzdaten-Kopfsegment,,UNB,0007,,500,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,,8,,,Nutzdaten-Kopfsegment,,UNB,0007,,500,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,,8
Nutzdaten-Kopfsegment,,UNB,0017,,,,Datum der Erstellung,X,,9,,,Nutzdaten-Kopfsegment,,UNB,0017,,,,Datum der Erstellung,X,,9
Nutzdaten-Kopfsegment,,UNB,0019,,,,Uhrzeit der Erstellung,X,,10,,,Nutzdaten-Kopfsegment,,UNB,0019,,,,Uhrzeit der Erstellung,X,,10
Nutzdaten-Kopfsegment,,UNB,0020,,,,Datenaustauschreferenz,X [918],"[918] Format: Zeichen aus dem über UNOC definierten Zeichensatz, wobei von den Buchstaben nur Großbuchstaben erlaubt sind.",11,,,Nutzdaten-Kopfsegment,,UNB,0020,,,,Datenaustauschreferenz,X [918],"[918] Format: Zeichen aus dem über UNOC definierten Zeichensatz, wobei von den Buchstaben nur Großbuchstaben erlaubt sind.",11
Nutzdaten-Kopfsegment,,UNB,0026,,TL,,"Lastgang, beliebiger Zeitraum",X,,12,,,Nutzdaten-Kopfsegment,,UNB,0026,,TL,,"Lastgang, beliebiger Zeitraum",X,,12
Nachrichtenkopfsegment,,UNH,,,,,,Muss,,13,,,Nachrichtenkopfsegment,,UNH,,,,,,Muss,,13
Nachrichtenkopfsegment,,UNH,0062,,,,Nachrichten-Referenznummer,X,,14,,,Nachrichtenkopfsegment,,UNH,0062,,,,Nachrichten-Referenznummer,X,,14
Nachrichtenkopfsegment,,UNH,0065,,MSCON,,Bericht über den,X,,15,,,Nachrichtenkopfsegment,,UNH,0065,,MSCON,,Bericht über den,X,,15
Nachrichtenkopfsegment,,UNH,0052,,D,,Entwurfs-Version,X,,16,,,Nachrichtenkopfsegment,,UNH,0052,,D,,Entwurfs-Version,X,,16
Nachrichtenkopfsegment,,UNH,0054,,04B,,Ausgabe 2004 - B,X,,17,,,Nachrichtenkopfsegment,,UNH,0054,,04B,,Ausgabe 2004 - B,X,,17
Nachrichtenkopfsegment,,UNH,0051,,UN,,UN/CEFACT,X,,18,,,Nachrichtenkopfsegment,,UNH,0051,,UN,,UN/CEFACT,X,,18
Nachrichtenkopfsegment,,UNH,0057,,2.4a,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,,19,,,Nachrichtenkopfsegment,,UNH,0057,,2.4a,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,,19
Beginn der Nachricht,,BGM,,,,,,Muss,,20,,,Beginn der Nachricht,,BGM,,,,,,Muss,,20
Beginn der Nachricht,,BGM,1001,,Z20,,Vergangenheitswerte für TEP mit Referenzmessung,X,,21,,,Beginn der Nachricht,,BGM,1001,,Z20,,Vergangenheitswerte für TEP mit Referenzmessung,X,,21
Beginn der Nachricht,,BGM,1004,,,,Dokumentennummer,X,,22,,,Beginn der Nachricht,,BGM,1004,,,,Dokumentennummer,X,,22
Beginn der Nachricht,,BGM,1225,,9,,Original,X,,23,,,Beginn der Nachricht,,BGM,1225,,9,,Original,X,,23
Nachrichtendatum,,DTM,,,,,,Muss,,24,,,Nachrichtendatum,,DTM,,,,,,Muss,,24
Nachrichtendatum,,DTM,2005,,137,,Dokumenten-/ Nachrichtendatum/-zeit,X,,25,,,Nachrichtendatum,,DTM,2005,,137,,Dokumenten-/ Nachrichtendatum/-zeit,X,,25
Nachrichtendatum,,DTM,2380,,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt.
[931] Format: ZZZ = +00",26,,,Nachrichtendatum,,DTM,2380,,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt.
[931] Format: ZZZ = +00",26
Nachrichtendatum,,DTM,2379,,303,,CCYYMMDDHHMMZZZ,X,,27,,,Nachrichtendatum,,DTM,2379,,303,,CCYYMMDDHHMMZZZ,X,,27
Prüfidentifikator,SG1,,,,,,,Muss,,28,,,Prüfidentifikator,SG1,,,,,,,Muss,,28
Prüfidentifikator,SG1,RFF,,,,,,Muss,,29,,,Prüfidentifikator,SG1,RFF,,,,,,Muss,,29
Prüfidentifikator,SG1,RFF,1153,,Z13,,Prüfidentifikator,X,,30,,,Prüfidentifikator,SG1,RFF,1153,,Z13,,Prüfidentifikator,X,,30
Prüfidentifikator,SG1,RFF,1154,,13012,,TEP Vergangenheitswerte Referenz-Messung,X,,31,,,Prüfidentifikator,SG1,RFF,1154,,13012,,TEP Vergangenheitswerte Referenz-Messung,X,,31
MP-ID Absender,SG2,,,,,,,Muss,,32,,,MP-ID Absender,SG2,,,,,,,Muss,,32
MP-ID Absender,SG2,NAD,,,,,,Muss,,33,,,MP-ID Absender,SG2,NAD,,,,,,Muss,,33
MP-ID Absender,SG2,NAD,3035,,MS,,Dokumenten-/ Nachrichtenaussteller bzw. -absender,X,,34,,,MP-ID Absender,SG2,NAD,3035,,MS,,Dokumenten-/ Nachrichtenaussteller bzw. -absender,X,,34
MP-ID Absender,SG2,NAD,3039,,,,"Beteiligter, Identifikation",X [117],[117] Nur MP-ID aus Sparte Strom,35,,,MP-ID Absender,SG2,NAD,3039,,,,"Beteiligter, Identifikation",X [117],[117] Nur MP-ID aus Sparte Strom,35
