#,Segmentname_FV2210,Segmentgruppe_FV2210,Segment_FV2210,Datenelement_FV2210,Segment ID_FV2210,Code_FV2210,Beschreibung_FV2210,Bedingungsausdruck_FV2210,Bedingung_FV2210,Änderung,Segmentname_FV2304,Segmentgruppe_FV2304,Segment_FV2304,Datenelement_FV2304,Segment ID_FV2304,Code_FV2304,Beschreibung_FV2304,Bedingungsausdruck_FV2304,Bedingung_FV2304
1,Nachrichten-Kopfsegment,,UNH,,,,,Muss,,,Nachrichten-Kopfsegment,,UNH,,,,,Muss,
2,Nachrichten-Kopfsegment,,UNH,0062,,,Nachrichten- Referenznummer,X,,,Nachrichten-Kopfsegment,,UNH,0062,,,Nachrichten- Referenznummer,X,
3,Nachrichten-Kopfsegment,,UNH,0065,,ORDRSP,Bestellantwort,X,,,Nachrichten-Kopfsegment,,UNH,0065,,ORDRSP,Bestellantwort,X,
4,Nachrichten-Kopfsegment,,UNH,0052,,D,Entwurfs-Version,X,,,Nachrichten-Kopfsegment,,UNH,0052,,D,Entwurfs-Version,X,
5,Nachrichten-Kopfsegment,,UNH,0054,,10A,Ausgabe 2010 - A,X,,,Nachrichten-Kopfsegment,,UNH,0054,,10A,Ausgabe 2010 - A,X,
6,Nachrichten-Kopfsegment,,UNH,0051,,UN,UN/CEFACT,X,,,Nachrichten-Kopfsegment,,UNH,0051,,UN,UN/CEFACT,X,
7,Nachrichten-Kopfsegment,,UNH,0057,,1.2a,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschrei bung,X,,ÄNDERUNG,Nachrichten-Kopfsegment,,UNH,0057,,1.2b,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschrei bung,X,
8,Beginn der Nachricht,,BGM,,,,,Muss,,,Beginn der Nachricht,,BGM,,,,,Muss,
9,Beginn der Nachricht,,BGM,1001,,Z57,Übermittlung von Werten an ESA,X,,,Beginn der Nachricht,,BGM,1001,,Z57,Übermittlung von Werten an ESA,X,
10,Beginn der Nachricht,,BGM,1004,,,Dokumentennummer,X,,,Beginn der Nachricht,,BGM,1004,,,Dokumentennummer,X,
11,Nachrichtendatum,,DTM,,,,,Muss,,,Nachrichtendatum,,DTM,,,,,Muss,
12,Nachrichtendatum,,DTM,2005,,137,Dokumenten-/ Nachrichtendatum/- zeit,X,,,Nachrichtendatum,,DTM,2005,,137,Dokumenten-/ Nachrichtendatum/- zeit,X,
13,Nachrichtendatum,,DTM,2380,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt.
[931] Format: ZZZ = +00",,Nachrichtendatum,,DTM,2380,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt.
[931] Format: ZZZ = +00"
14,Nachrichtendatum,,DTM,2379,,303,CCYYMMDDHHMM ZZZ,X,,,Nachrichtendatum,,DTM,2379,,303,CCYYMMDDHHMM ZZZ,X,
15,Abonnement,,IMD,,,,,Muss,,,Abonnement,,IMD,,,,,Muss,
16,Abonnement,,IMD,7081,,Z01,Start Abo,X,,,Abonnement,,IMD,7081,,Z01,Start Abo,X,
17,Abonnement,,IMD,7081,,Z02,Ende Abo,X,,,Abonnement,,IMD,7081,,Z02,Ende Abo,X,
18,Abonnement,,IMD,7081,,Z03,ohne Abo,X,,,Abonnement,,IMD,7081,,Z03,ohne Abo,X,
19,Referenz Nachrichtennummer,SG1,,,,,,Muss,,,Referenz Nachrichtennummer,SG1,,,,,,Muss,
