#,Segmentname_FV2304,Segmentgruppe_FV2304,Segment_FV2304,Datenelement_FV2304,Segment ID_FV2304,Code_FV2304,Beschreibung_FV2304,Bedingungsausdruck_FV2304,Bedingung_FV2304,Änderung,Segmentname_FV2310,Segmentgruppe_FV2310,Segment_FV2310,Datenelement_FV2310,Segment ID_FV2310,Code_FV2310,Beschreibung_FV2310,Bedingungsausdruck_FV2310,Bedingung_FV2310
1,Nachrichten-Kopfsegment,,UNH,,,,,Muss,,ÄNDERUNG,Nachrichten-Kopfsegment,,UNH,,00001,,,Muss,
2,Nachrichten-Kopfsegment,,UNH,0062,,,Nachrichten-Referenznummer,X,,ÄNDERUNG,Nachrichten-Kopfsegment,,UNH,0062,00001,,Nachrichten-Referenznummer,X,
3,Nachrichten-Kopfsegment,,UNH,0065,,ORDRSP,Bestellantwort,X,,ÄNDERUNG,Nachrichten-Kopfsegment,,UNH,0065,00001,ORDRSP,Bestellantwort,X,
4,Nachrichten-Kopfsegment,,UNH,0052,,D,Entwurfs-Version,X,,ÄNDERUNG,Nachrichten-Kopfsegment,,UNH,0052,00001,D,Entwurfs-Version,X,
5,Nachrichten-Kopfsegment,,UNH,0054,,10A,Ausgabe 2010 - A,X,,ÄNDERUNG,Nachrichten-Kopfsegment,,UNH,0054,00001,10A,Ausgabe 2010 - A,X,
6,Nachrichten-Kopfsegment,,UNH,0051,,UN,UN/CEFACT,X,,ÄNDERUNG,Nachrichten-Kopfsegment,,UNH,0051,00001,UN,UN/CEFACT,X,
7,Nachrichten-Kopfsegment,,UNH,0057,,1.2b,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,,ÄNDERUNG,Nachrichten-Kopfsegment,,UNH,0057,00001,1.3,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,
8,Beginn der Nachricht,,BGM,,,,,Muss,,ÄNDERUNG,Beginn der Nachricht,,BGM,,00002,,,Muss,
9,Beginn der Nachricht,,BGM,1001,,Z10,Geräteübernahme,X,,ÄNDERUNG,Beginn der Nachricht,,BGM,1001,00002,Z10,Geräteübernahme,X,
10,Beginn der Nachricht,,BGM,1004,,,Dokumentennummer,X,,ÄNDERUNG,Beginn der Nachricht,,BGM,1004,00002,,Dokumentennummer,X,
11,Nachrichtendatum,,DTM,,,,,Muss,,ÄNDERUNG,Nachrichtendatum,,DTM,,00003,,,Muss,
12,Nachrichtendatum,,DTM,2005,,137,Dokumenten-/ Nachrichtendatum/-zeit,X,,ÄNDERUNG,Nachrichtendatum,,DTM,2005,00003,137,Dokumenten-/ Nachrichtendatum/-zeit,X,
13,Nachrichtendatum,,DTM,2380,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt.
[931] Format: ZZZ = +00",ÄNDERUNG,Nachrichtendatum,,DTM,2380,00003,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt.
[931] Format: ZZZ = +00"
14,Nachrichtendatum,,DTM,2379,,303,CCYYMMDDHHMMZZZ,X,,ÄNDERUNG,Nachrichtendatum,,DTM,2379,00003,303,CCYYMMDDHHMMZZZ,X,
15,Ausführungsdatum,,DTM,,,,,Muss,,ÄNDERUNG,Ausführungsdatum,,DTM,,00004,,,Muss,
16,Ausführungsdatum,,DTM,2005,,203,Ausführungsdatum/-zeit,X,,ÄNDERUNG,Ausführungsdatum,,DTM,2005,00004,203,Ausführungsdatum/-zeit,X,
17,Ausführungsdatum,,DTM,2380,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [UB3],,ÄNDERUNG,Ausführungsdatum,,DTM,2380,00004,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [UB3],
18,Ausführungsdatum,,DTM,2379,,303,CCYYMMDDHHMMZZZ,X,,ÄNDERUNG,Ausführungsdatum,,DTM,2379,00004,303,CCYYMMDDHHMMZZZ,X,
19,Produkt-/ Leistungsbeschreibung,,IMD,,,,,Muss,,ÄNDERUNG,Produkt-/ Leistungsbeschreibung,,IMD,,00008,,,Muss,
20,,,,,,,,,,NEU,Produkt-/ Leistungsbeschreibung,,IMD,7081,00008,Z07,Kauf,X,
21,Produkt-/ Leistungsbeschreibung,,IMD,7081,,Z07,Kauf,X,,ÄNDERUNG,Produkt-/ Leistungsbeschreibung,,IMD,7081,,Z08,Nutzungsüberlassung,X,
22,Produkt-/ Leistungsbeschreibung,,IMD,7081,,Z08,Nutzungsüberlassung,X,,ENTFÄLLT,,,,,,,,,
23,Referenz Nachrichtennummer,SG1,,,,,,Muss,,,Referenz Nachrichtennummer,SG1,,,,,,Muss,
24,Referenz Nachrichtennummer,SG1,RFF,,,,,Muss,,ÄNDERUNG,Referenz Nachrichtennummer,SG1,RFF,,00009,,,Muss,
25,Referenz Nachrichtennummer,SG1,RFF,1153,,ON,Auftragsnummer (Einkauf),X,,ÄNDERUNG,Referenz Nachrichtennummer,SG1,RFF,1153,00009,ON,Auftragsnummer (Einkauf),X,
26,Referenz Nachrichtennummer,SG1,RFF,1154,,,Referenz Nachrichtennummer,X [518],"[518] Hinweis: Wert aus BGM+Z10 DE1004 der ORDERS, mit der die Bestellung erfolgt ist",ÄNDERUNG,Referenz Nachrichtennummer,SG1,RFF,1154,00009,,Referenz Nachrichtennummer,X [518],"[518] Hinweis: Wert aus BGM+Z10 DE1004 der ORDERS, mit der die Bestellung erfolgt ist"
27,Prüfidentifikator,SG1,,,,,,Muss,,,Prüfidentifikator,SG1,,,,,,Muss,
