,Segmentname,Segmentgruppe,Segment,Datenelement,Segment ID,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedingung
0,Nachrichten-Kopfsegment,,UNH,,,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,0062,,,,Nachrichten-Referenznummer,X,
2,Nachrichten-Kopfsegment,,UNH,0065,,Bestelländerung,,ORDCH G,X,
3,Nachrichten-Kopfsegment,,UNH,0052,,D,,Entwurfs-Version,X,
4,Nachrichten-Kopfsegment,,UNH,0054,,20B,,Ausgabe 2020 - B,X,
5,Nachrichten-Kopfsegment,,UNH,0051,,UN,,UN/CEFACT,X,
6,Nachrichten-Kopfsegment,,UNH,0057,,1.0,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,
7,Beginn der Nachricht,,BGM,,,,,,Muss,
8,Beginn der Nachricht,,BGM,1001,,Z57,,Übermittlung von Werten an ESA,X,
9,Beginn der Nachricht,,BGM,1004,,,,Dokumentennummer,X,
10,Beginn der Nachricht,,BGM,1225,,,,,1,
11,Nachrichtendatum,,DTM,,,,,,Muss,
12,Nachrichtendatum,,DTM,2005,,137,,Dokumenten-/ Nachrichtendatum/-zeit,X,
13,Nachrichtendatum,,DTM,2380,,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt. 
[931] Format: ZZZ = +00"
14,Nachrichtendatum,,DTM,2379,,303,,CCYYMMDDHHMMZZZ,X,
15,Nachrichtennummer der Anfrage/Bestellung,SG1,,,,,,,Muss,
16,Nachrichtennummer der Anfrage/Bestellung,SG1,RFF,,,,,,Muss,
17,Nachrichtennummer der Anfrage/Bestellung,SG1,RFF,1153,,ON,,Auftragsnummer (Einkauf),X,
18,Nachrichtennummer der Anfrage/Bestellung,SG1,RFF,1154,,,,Nachrichtennummer,X [500],[500] Hinweis: Dokumentennummer aus BGM DE1004 der ORDERS
19,Prüfidentifikator,SG1,,,,,,,Muss,
20,Prüfidentifikator,SG1,RFF,,,,,,Muss,
21,Prüfidentifikator,SG1,RFF,1153,,Z13,,Prüfidentifikator,X,
22,Prüfidentifikator,SG1,RFF,1154,,39002,,Stornierung der Bestellung,X,
23,MP-ID Absender,SG3,,,,,,,Muss,
24,MP-ID Absender,SG3,NAD,,,,,,Muss,
25,MP-ID Absender,SG3,NAD,3035,,Nachrichtenaussteller bzw. -absender,,,MS,
26,MP-ID Absender,SG3,NAD,3039,,,,MP-ID,X [1],[1] MP-ID nur aus Sparte Strom
27,MP-ID Absender,SG3,NAD,3055,,9,,GS1,X,
28,MP-ID Absender,SG3,NAD,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,
29,Ansprechpartner,SG6,,,,,,,Kann,
30,Ansprechpartner,SG6,CTA,,,,,,Muss,
31,Ansprechpartner,SG6,CTA,3139,,,,,IC,
32,Ansprechpartner,SG6,CTA,3412,,,,Kontakt,X,
33,Kommunikationsverbindung,SG6,COM,,,,,,Muss,
34,Kommunikationsverbindung,SG6,COM,3148,,,,"Kommunikationsadresse, Identifikation",X,
35,Kommunikationsverbindung,SG6,COM,3155,,EM,,Elektronische Post,X [1P0..1],
36,Kommunikationsverbindung,SG6,COM,3155,,FX,,Telefax,X [1P0..1],
37,Kommunikationsverbindung,SG6,COM,3155,,TE,,Telefon,X [1P0..1],
38,Kommunikationsverbindung,SG6,COM,3155,,AJ,,weiteres Telefon,X [1P0..1],
39,Kommunikationsverbindung,SG6,COM,3155,,AL,,Handy,X [1P0..1],
40,MP-ID Empfänger,SG3,,,,,,,Muss,
41,MP-ID Empfänger,SG3,NAD,,,,,,Muss,
42,MP-ID Empfänger,SG3,NAD,3035,,,,,MR,
43,MP-ID Empfänger,SG3,NAD,3039,,,,MP-ID,X [1],[1] MP-ID nur aus Sparte Strom
44,MP-ID Empfänger,SG3,NAD,3055,,9,,GS1,X,
45,MP-ID Empfänger,SG3,NAD,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,
46,Abschnitts-Kontrollsegment,,UNS,,,,,,Muss,
47,Abschnitts-Kontrollsegment,,UNS,0081,,und Summenteil,,,S,
48,Nachrichten-Endesegment,,UNT,,,,,,Muss,
49,Nachrichten-Endesegment,,UNT,0074,,,,Anzahl der Segmente in einer Nachricht,X,
50,Nachrichten-Endesegment,,UNT,0062,,,,Nachrichten-Referenznummer,X,
