,Segmentname,Segmentgruppe,Segment,Datenelement,Segment ID,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedingung
0,Nachrichten-Kopfsegment,,UNH,,00001,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,0062,00001,,,Nachrichten-Referenznummer,X,
2,Nachrichten-Kopfsegment,,UNH,0065,00001,REQOTE,,Anfrage,X,
3,Nachrichten-Kopfsegment,,UNH,0052,00001,D,,Entwurfs-Version,X,
4,Nachrichten-Kopfsegment,,UNH,0054,00001,10A,,Ausgabe 2010 - A,X,
5,Nachrichten-Kopfsegment,,UNH,0051,00001,UN,,UN/CEFACT,X,
6,Nachrichten-Kopfsegment,,UNH,0057,00001,1.3a,,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung,X,
7,Beginn der Nachricht,,BGM,,00002,,,,Muss,
8,Beginn der Nachricht,,BGM,1001,00002,Z29,,Abrechnung desMessstellenbetriebs vomMSB an den LF,X,
9,Beginn der Nachricht,,BGM,1004,00002,,,Dokumentennummer,X,
10,Nachrichtendatum,,DTM,,00003,,,,Muss,
11,Nachrichtendatum,,DTM,2005,00003,137,,Dokumenten-/Nachrichtendatum/-zeit,X,
12,Nachrichtendatum,,DTM,2380,00003,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt. 
[931] Format: ZZZ = +00"
13,Nachrichtendatum,,DTM,2379,00003,303,,CCYYMMDDHHMMZZZ,X,
14,Ausführungsdatum,,DTM,,00005,,,,Muss [2],[2] Wenn DTM+469 (Beginn zum (nächstmöglichen Termin)) nicht vorhanden
15,Ausführungsdatum,,DTM,2005,00005,203,,Ausführungsdatum/-zeit,X,
16,Ausführungsdatum,,DTM,2380,00005,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [UB1],
17,Ausführungsdatum,,DTM,2379,00005,303,,CCYYMMDDHHMMZZZ,X,
18,Beginn zum (nächstmöglichen Termin),,DTM,,00006,,,,Muss [1],[1] Wenn DTM+203 (Ausführungsdatum) nicht vorhanden
19,Beginn zum (nächstmöglichen Termin),,DTM,2005,00006,469,,"Startdatum oder -zeitpunkt, frühestes/r",X,
20,Beginn zum (nächstmöglichen Termin),,DTM,2380,00006,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [UB1],
21,Beginn zum (nächstmöglichen Termin),,DTM,2379,00006,303,,CCYYMMDDHHMMZZZ,X,
22,Prüfidentifikator,SG1,,,,,,,Muss,
23,Prüfidentifikator,SG1,RFF,,00009,,,,Muss,
24,Prüfidentifikator,SG1,RFF,1153,00009,Z13,,Prüfidentifikator,X,
25,Prüfidentifikator,SG1,RFF,1154,00009,35002,,AnfrageRechnungsabwicklung MSBüber LF,X,
26,MP-ID Absender,SG11,,,,,,,Muss,
27,MP-ID Absender,SG11,NAD,,00014,,,,Muss,
28,MP-ID Absender,SG11,NAD,3035,00014,Nachrichtenaussteller bzw.-absender,,,MS,
29,MP-ID Absender,SG11,NAD,3039,00014,,,MP-ID,X [10],[10] MP-ID nur aus Sparte Strom
30,MP-ID Absender,SG11,NAD,3055,00014,9,,GS1,X,
31,MP-ID Absender,SG11,NAD,3055,,293,,"DE, BDEW (Bundesverbandder Energie- undWasserwirtschaft e.V.)",X,
32,Ansprechpartner,SG14,,,,,,,Muss,
33,Ansprechpartner,SG14,CTA,,00015,,,,Muss,
34,Ansprechpartner,SG14,CTA,3139,00015,,,,IC,
35,Ansprechpartner,SG14,CTA,3412,00015,,,Kontakt,X [501],[501] Hinweis: Angabe eines Ansprechpartners für die Rechnungsabwicklung
36,Kommunikationsverbindung,SG14,COM,,00016,,,,Muss,
37,Kommunikationsverbindung,SG14,COM,3148,00016,,,"Kommunikationsadresse,Identifikation",X (([939] [39]) ∨ ([940][40])) ∧ [514],"[39] wenn im DE3155 in demselben COM der Code EM vorhanden ist 
[40] wenn im DE3155 in demselben COM der Code TE / FX / AJ / AL vorhanden ist 
[514] Hinweis: Es darf nur eine Information im DE3148 übermittelt werden 
[939] Format: Die Zeichenkette muss die Zeichen @ und . enthalten 
[940] Format: Die Zeichenkette muss mit dem Zeichen + beginnen und danach dürfen nur noch Ziffern folgen"
38,Kommunikationsverbindung,SG14,COM,3155,00016,EM,,Elektronische Post,X [1P0..1],
39,Kommunikationsverbindung,SG14,COM,3155,,FX,,Telefax,X [1P0..1],
40,Kommunikationsverbindung,SG14,COM,3155,,TE,,Telefon,X [1P0..1],
41,Kommunikationsverbindung,SG14,COM,3155,,AJ,,weiteres Telefon,X [1P0..1],
42,Kommunikationsverbindung,SG14,COM,3155,,AL,,Handy,X [1P0..1],
43,MP-ID Empfänger,SG11,,,,,,,Muss,
44,MP-ID Empfänger,SG11,NAD,,00017,,,,Muss,
45,MP-ID Empfänger,SG11,NAD,3035,00017,,,,MR,
