,Segmentname,Segmentgruppe,Segment,Datenelement,Segment ID,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedingung
0,Nachrichten-Kopfsegment,,,,,,,,Muss [14],
1,Nachrichten-Kopfsegment,,UNH,,00001,,,,Muss [14],[14] je UNB ist maximal je Code aus DE1001 eine Nachricht in der Übertragungsdatei erlaubt
2,Nachrichten-Kopfsegment,,UNH,0062,00001,,,Nachrichten-Referenznummer,X,
3,Nachrichten-Kopfsegment,,UNH,0065,00001,PRICAT,,Preisliste/Katalog,X,
4,Nachrichten-Kopfsegment,,UNH,0052,00001,D,,Entwurfs-Version,X,
5,Nachrichten-Kopfsegment,,UNH,0054,00001,20B,,Ausgabe 2020 - B,X,
6,Nachrichten-Kopfsegment,,UNH,0051,00001,UN,,UN/CEFACT,X,
7,Nachrichten-Kopfsegment,,UNH,0057,00001,2.0c,,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung,x,
8,Beginn der Nachricht,,,,,,,,Muss,
9,Beginn der Nachricht,,BGM,,00002,,,,Muss,
10,Beginn der Nachricht,,BGM,1001,00002,Z54,,Preisblatt Sperren /Entsperren undVerzugskosten,X,
11,Beginn der Nachricht,,BGM,1001,,Z64,,Preisblatt Netznutzungohne gemeindespezifischeKonzessionsabgaben,X [492],
12,Beginn der Nachricht,,BGM,1001,,Z67,,Preisblatt Blindarbeit,X [492],
13,Beginn der Nachricht,,BGM,1001,,Z70,,Preisblatt Netznutzung:GemeindespezifischeKonzessionsabgaben,X [492],[492] wenn MP-ID in NAD+MR aus Sparte Strom 
14,Beginn der Nachricht,,BGM,1004,00002,,,Dokumentennummer,X,
15,Beginn der Nachricht,,BGM,1373,00002,,,,11,[8] Wenn das in DE1001 angegebene Preisblatt vom NB nicht genutzt wird.
16,Nachrichtendatum,,,,,,,,Muss,
17,Nachrichtendatum,,DTM,,00004,,,,Muss,
18,Nachrichtendatum,,DTM,2005,00004,137,,Dokumenten-/Nachrichtendatum/-zeit,X,
19,Nachrichtendatum,,DTM,2380,00004,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt 
[931] Format: ZZZ = +00"
20,Nachrichtendatum,,DTM,2379,00004,303,,CCYYMMDDHHMMZZZ,X,
21,Gültigkeitsbeginn,,,,,,,,Muss,
22,Gültigkeitsbeginn,,DTM,,00005,,,,Muss,
23,Gültigkeitsbeginn,,DTM,2005,00005,157,,"Gültigkeit, Beginndatum",X,
24,Gültigkeitsbeginn,,DTM,2380,00005,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [UB1],
