,Segmentname,Segmentgruppe,Segment,Datenelement,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedingung
0,Nachrichten-Kopfsegment,,,,,,,Muss [12],
1,Nachrichten-Kopfsegment,,UNH,0062,,,Nachrichten-Referenznummer,X,
2,Nachrichten-Kopfsegment,,UNH,0065,PRICAT,,Preisliste/Katalog,X,
3,Nachrichten-Kopfsegment,,UNH,0052,D,,Entwurfs-Version,X,
4,Nachrichten-Kopfsegment,,UNH,0054,20B,,Ausgabe 2020 - B,X,
5,Nachrichten-Kopfsegment,,UNH,0051,UN,,UN/CEFACT,X,
6,Nachrichten-Kopfsegment,,UNH,0057,2.0c,,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung,X,
7,Beginn der Nachricht,,,,,,,Muss,
8,Beginn der Nachricht,,BGM,1001,Z04,,Ausgleichsenergiepreis,X,
9,Beginn der Nachricht,,BGM,1001,Z32,,PreisblattMessstellenbetrieb,,
10,Beginn der Nachricht,,BGM,1001,Z77,,PreisblattKonfigurationen,,[30] wenn MP-ID in SG2 NAD+MR in der Rolle LF
11,Beginn der Nachricht,,BGM,1004,,,Dokumentennummer,X,
12,Beginn der Nachricht,,BGM,1373,11,,Dokument nichtverfügbar,,[35] Wenn das in DE1001 angegebene Preisblatt vom MSB nicht genutzt wird.
13,Betrachtungszeitintervall,,,,,,,Muss,
14,Betrachtungszeitintervall,,DTM,2005,492,,"Bilanzierungsdatum, -zeit, -periode",X,
15,Betrachtungszeitintervall,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X,
16,Betrachtungszeitintervall,,DTM,2379,610,,CCYYMM,X,
17,Nachrichtendatum,,,,,,,Muss,
18,Nachrichtendatum,,DTM,2005,137,,Dokumenten-/Nachrichtendatum/-zeit,X,
19,Nachrichtendatum,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt 
[931] Format: ZZZ = +00"
20,Nachrichtendatum,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,
21,Gültigkeitsbeginn,,,,,,,,
22,Gültigkeitsbeginn,,DTM,2005,157,,"Gültigkeit, Beginndatum",,
23,Gültigkeitsbeginn,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",,"[514] Hinweis: Wenn BGM DE1001 = Z32 und LIN DE7140 im Format n1-n2-n1-n3, dann muss der hier genannte Zeitpunkt ≥ 01.01.2024 00:00 Uhr gesetzlicher deutscher Zeit sein.  
[515] Hinweis: Wenn BGM DE1001 = Z77, dann muss der hier genannte Zeitpunkt ≥ 01. 10.2023 00:00 Uhr gesetzlicher deutscher Zeit sein.  
[518] Hinweis: Wenn BGM DE1001 = Z32 und LIN DE7140 im Format n13, dann muss der hier genannte Zeitpunkt < 01. 01.2024 00:00 Uhr gesetzlicher deutscher Zeit sein."
24,Gültigkeitsbeginn,,DTM,2379,303,,CCYYMMDDHHMMZZZ,,
25,Vorgängerversion,SG1,,,,,,,
26,Vorgängerversion,SG1,,,,,,,[1] Wenn Vorgängerversion vorhanden 
27,Vorgängerversion,SG1,RFF,,,,,,
28,Vorgängerversion,SG1,RFF,1153,ACW,,Referenznummer einervorangegangenenNachricht,,
29,Vorgängerversion,SG1,RFF,1154,,,"Referenz, Identifikation",,[504] Hinweis: Dokumentennummer der PRICAT
30,Prüfidentifikator,SG1,,,,,,Muss,
