,Segmentname,Segmentgruppe,Segment,Datenelement,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedingung
0,Nachrichten-Kopfsegment,,,,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,0062,,,Nachrichten-Referenznummer,X,
2,Nachrichten-Kopfsegment,,UNH,0065,PARTIN,,Partnerstammdaten,X,Partnerstammdaten
3,Nachrichten-Kopfsegment,,UNH,0052,D,,Entwurfs-Version,X,Entwurfs-Version
4,Nachrichten-Kopfsegment,,UNH,0054,20B,,Ausgabe 2020 - B,X,Ausgabe 2020 - B
5,Nachrichten-Kopfsegment,,UNH,0051,UN,,UN/CEFACT,X,UN/CEFACT
6,Nachrichten-Kopfsegment,,UNH,0057,1.0c,,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung,X,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung
7,Beginn der Nachricht,,,,,,,Muss,
8,Beginn der Nachricht,,BGM,1001,10,,Partnerstammdaten,X,Partnerstammdaten
9,Beginn der Nachricht,,BGM,1004,,,Dokumentennummer,X,
10,Beginn der Nachricht,,BGM,1373,11,,Dokument nichtverfügbar,S [9],Dokument nichtverfügbar
11,Nachrichtendatum,,,,,,,Muss,
12,Nachrichtendatum,,DTM,2005,137,,Dokumenten-/Nachrichtendatum/-zeit,X,Dokumenten-/Nachrichtendatum/-zeit
13,Nachrichtendatum,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931][494],
14,Nachrichtendatum,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
15,Prüfidentifikator,SG1,,,,,,Muss,
16,Prüfidentifikator,SG1,,,,,,Muss,
17,Prüfidentifikator,SG1,RFF,,,,,Muss,
18,Prüfidentifikator,SG1,RFF,1153,Z13,,Prüfidentifikator,X,Prüfidentifikator
19,Prüfidentifikator,SG1,RFF,1154,37000,,ÜbermittlungKommunikationsdatendes LF,X,ÜbermittlungKommunikationsdatendes LF
20,Prüfidentifikator,SG1,RFF,1154,37001,,ÜbermittlungKommunikationsdatendes NB,,
21,Prüfidentifikator,SG1,RFF,1154,37002,,ÜbermittlungKommunikationsdatendes MSB,,
22,Versionsnummer,SG1,,,,,,Muss,
23,Versionsnummer,SG1,,,,,,Muss,
24,Versionsnummer,SG1,RFF,,,,,Muss,
25,Versionsnummer,SG1,RFF,1153,AGK,,Anwendungsreferenznummer,X,Anwendungsreferenznummer
26,Versionsnummer,SG1,RFF,1056,,,Versionsnummer,X [908][505],
27,Gültig Ab,SG1,,,,,,,
28,Gültig Ab,SG1,,,,,,Soll [4],
29,Gültig Ab,SG1,DTM,,,,,Soll [4],
30,Gültig Ab,SG1,DTM,2005,157,,"Gültigkeit, Beginndatum",X,"Gültigkeit, Beginndatum"
31,Gültig Ab,SG1,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [UB1],
32,Gültig Ab,SG1,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
33,Vorgängerversion,SG1,,,,,,Soll [4],
34,Vorgängerversion,SG1,,,,,,Soll [4],
35,Vorgängerversion,SG1,RFF,,,,,Muss,
36,Vorgängerversion,SG1,RFF,1153,ACW,,Referenznummer einervorangegangenenNachricht,X,Referenznummer einervorangegangenenNachricht
37,Vorgängerversion,SG1,RFF,1056,,,Versionsnummer,X [908],
38,MP-ID Absender,SG2,,,,,,Muss,
39,MP-ID Absender,SG2,,,,,,Muss,
40,MP-ID Absender,SG2,NAD,,,,,Muss,
41,MP-ID Absender,SG2,NAD,3035,MS,,Dokumenten-/Nachrichtenausstellerbzw. -absender,X,Dokumenten-/Nachrichtenausstellerbzw. -absender
42,MP-ID Absender,SG2,NAD,3039,,,MP-ID,X [1],
43,MP-ID Absender,SG2,NAD,3055,9,,GS1,X,GS1
44,MP-ID Absender,SG2,NAD,3055,293,,"DE, BDEW",X,
45,Ansprechpartner,SG3,,,,,,Kann,
46,Ansprechpartner,SG3,,,,,,Kann,
47,Ansprechpartner,SG3,CTA,,,,,Muss,
48,Ansprechpartner,SG3,CTA,3139,IC,,Informationskontakt,X,Informationskontakt
49,Ansprechpartner,SG3,CTA,3412,,,Name vom Ansprechpartner,X,
50,Kommunikationsverbindung,SG3,,,,,,,
51,Kommunikationsverbindung,SG3,,,,,,Muss,
52,Kommunikationsverbindung,SG3,COM,,,,,Muss,
53,Kommunikationsverbindung,SG3,COM,3148,,,Nummer / Adresse,X (([939][6])∨ ([940][7]))∧ [502],
54,Kommunikationsverbindung,SG3,COM,3155,EM,,Elektronische Post,X [1P0..1],Elektronische Post
55,Kommunikationsverbindung,SG3,COM,3155,FX,,Telefax,X [1P0..1],
56,Kommunikationsverbindung,SG3,COM,3155,TE,,Telefon,X [1P0..1],
57,Kommunikationsverbindung,SG3,COM,3155,AJ,,weiteres Telefon,X [1P0..1],
58,Kommunikationsverbindung,SG3,COM,3155,AL,,Handy,X [1P0..1],
59,MP-ID Empfänger,SG2,,,,,,Muss,
60,MP-ID Empfänger,SG2,,,,,,Muss,
61,MP-ID Empfänger,SG2,NAD,,,,,Muss,
62,MP-ID Empfänger,SG2,NAD,3035,MR,,Nachrichtenempfänger,X,Nachrichtenempfänger
63,MP-ID Empfänger,SG2,NAD,3039,,,MP-ID,X [1],
64,MP-ID Empfänger,SG2,NAD,3055,9,,GS1,X,GS1
65,MP-ID Empfänger,SG2,NAD,3055,293,,"DE, BDEW",X,
66,Abschnitts-Kontrollsegment,,,,,,,Muss,
67,Abschnitts-Kontrollsegment,,UNS,0081,D,,Trennung von Kopf- undPositionsteil,X,Trennung von Kopf- undPositionsteil
68,Name und Adresse des Unternehmens,SG4,,,,,,Muss [10],
69,Name und Adresse des Unternehmens,SG4,,,,,,Muss [10],
70,Name und Adresse des Unternehmens,SG4,NAD,,,,,Muss,
71,Name und Adresse des Unternehmens,SG4,NAD,3035,SU,,Lieferant,X,Lieferant
72,Name und Adresse des Unternehmens,SG4,NAD,3035,DDM,,Netzbetreiber,,
73,Name und Adresse des Unternehmens,SG4,NAD,3035,DEB,,Messstellenbetreiber,,
74,Name und Adresse des Unternehmens,SG4,NAD,3036,,,Name,X [506],
75,Name und Adresse des Unternehmens,SG4,NAD,3045,Z02,,Struktur derFirmenbezeichnung,X,Struktur derFirmenbezeichnung
76,Name und Adresse des Unternehmens,SG4,NAD,3042,,,Straße und Hausnummer oderPostfach,X [506],
77,Name und Adresse des Unternehmens,SG4,NAD,3164,,,Ort,X [506],
78,Name und Adresse des Unternehmens,SG4,NAD,3251,,,Postleitzahl,M [2] ∧[506]S [3] ∧ [506],
79,Name und Adresse des Unternehmens,SG4,NAD,3207,,,"Ländername, Code",X [506],
80,Bankverbindung,SG4,,,,,,,
81,Bankverbindung,SG4,,,,,,Muss,
82,Bankverbindung,SG4,FII,,,,,Muss,
83,Bankverbindung,SG4,FII,3035,BK,,Kreditinstitut,X,Kreditinstitut
84,Bankverbindung,SG4,FII,3194,IBAN,,,X,
85,Bankverbindung,SG4,FII,3192,,,Name des Kontoinhabers,X,
86,Bankverbindung,SG4,FII,3192,,,Name des Kontoinhabers,K,
87,Bankverbindung,SG4,FII,3433,BIC,,,X,
88,Bankverbindung,SG4,FII,3432,,,Name des Kredinstituts,X,
89,Internetseite (URL),SG4,,,,,,,
90,Internetseite (URL),SG4,,,,,,Muss,
91,Internetseite (URL),SG4,FTX,,,,,Muss,
92,Internetseite (URL),SG4,FTX,4451,Z13,,Internetseite,X,Internetseite
93,Internetseite (URL),SG4,FTX,4440,,,Internetseite,X,
94,Gericht und Handelsregister-Nummer,SG4,,,,,,,
95,Gericht und Handelsregister-Nummer,SG4,,,,,,Soll [3],
96,Gericht und Handelsregister-Nummer,SG4,FTX,,,,,Soll [3],
97,Gericht und Handelsregister-Nummer,SG4,FTX,4451,Z15,,Gericht undHandelsregister-Nummer,X,Gericht undHandelsregister-Nummer
98,Gericht und Handelsregister-Nummer,SG4,FTX,4440,,,Gericht,X,
99,Gericht und Handelsregister-Nummer,SG4,FTX,4440,,,Handelsregister-Nummer,X,
100,"Steuernummer, Umsatzsteuernummer",SG6,,,,,,Muss [504],
101,"Steuernummer, Umsatzsteuernummer",SG6,,,,,,Muss [504],
102,"Steuernummer, Umsatzsteuernummer",SG6,RFF,,,,,Muss,
103,"Steuernummer, Umsatzsteuernummer",SG6,RFF,1153,VA,,Umsatzsteuernummer,X [2P0..1] ⊻[3P1..1],Umsatzsteuernummer
104,"Steuernummer, Umsatzsteuernummer",SG6,RFF,1153,FC,,Steuernummer,X [2P0..1],
105,"Steuernummer, Umsatzsteuernummer",SG6,RFF,1154,,,"Referenz, Identifikation",X,
106,Faxnummer,SG6,,,,,,,
107,Faxnummer,SG6,,,,,,Kann,
108,Faxnummer,SG6,RFF,,,,,Kann,
109,Faxnummer,SG6,RFF,1153,Z25,,Faxnummer,X,Faxnummer
110,Faxnummer,SG6,RFF,1154,,,Faxnummer,X [940],
111,Erreichbarkeit an Werktagen,SG12,,,,,,Muss,
112,Erreichbarkeit an Werktagen,SG12,,,,,,Muss,
113,Erreichbarkeit an Werktagen,SG12,CCI,,,,,Muss,
114,Erreichbarkeit an Werktagen,SG12,CCI,7059,Z40,,Erreichbarkeit desUnternehmens,X,Erreichbarkeit desUnternehmens
115,Erreichbarkeit,SG12,,,,,,,
116,Erreichbarkeit,SG12,,,,,,Muss,
117,Erreichbarkeit,SG12,DTM,,,,,Muss,
118,Erreichbarkeit,SG12,DTM,2005,Z36,,Verfügbarkeit Montag,X [1P1..1],Verfügbarkeit Montag
119,Erreichbarkeit,SG12,DTM,2005,Z37,,Verfügbarkeit Dienstag,X [1P1..1],
120,Erreichbarkeit,SG12,DTM,2005,Z38,,Verfügbarkeit Mittwoch,X [1P1..1],
121,Erreichbarkeit,SG12,DTM,2005,Z39,,VerfügbarkeitDonnerstag,X [1P1..1],
122,Erreichbarkeit,SG12,DTM,2005,Z40,,Verfügbarkeit Freitag,X [1P1..1],
123,Erreichbarkeit,SG12,DTM,2005,Z41,,Mittagspause (=Ausschluss derVerfügbarkeit),X [1P0..1],
124,Erreichbarkeit,SG12,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [503],
125,Erreichbarkeit,SG12,DTM,2379,501,,HHMMHHMM,X,HHMMHHMM
126,Name und Anschrift Ansprechpartner Übertragungsweg / Datenaustausch,SG4,,,,,,Muss [10],
127,Name und Anschrift Ansprechpartner Übertragungsweg / Datenaustausch,SG4,,,,,,Muss [10],
128,Name und Anschrift Ansprechpartner Übertragungsweg / Datenaustausch,SG4,NAD,,,,,Muss,
129,Name und Anschrift Ansprechpartner Übertragungsweg / Datenaustausch,SG4,NAD,3035,Z10,,AnsprechpartnerÜbertragungsweg /Datenaustausch,X,AnsprechpartnerÜbertragungsweg /Datenaustausch
130,Name und Anschrift Ansprechpartner Übertragungsweg / Datenaustausch,SG4,NAD,3036,,,Name,X [500],
131,Name und Anschrift Ansprechpartner Übertragungsweg / Datenaustausch,SG4,NAD,3045,Z02,,Struktur derFirmenbezeichnung,X,Struktur derFirmenbezeichnung
132,Name und Anschrift Ansprechpartner Übertragungsweg / Datenaustausch,SG4,NAD,3042,,,Straße und Hausnummer oderPostfach,X,
133,Name und Anschrift Ansprechpartner Übertragungsweg / Datenaustausch,SG4,NAD,3164,,,Ort,X,
134,Name und Anschrift Ansprechpartner Übertragungsweg / Datenaustausch,SG4,NAD,3251,,,Postleitzahl,M [2]S [3],
