,Segmentname,Segmentgruppe,Segment,Datenelement,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedingung
0,Nachrichten-Kopfsegment,,,,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,0062,,,Nachrichten-Referenznummer,X,
2,Nachrichten-Kopfsegment,,UNH,0065,REMADV,,Zahlungsavis,X,Zahlungsavis
3,Nachrichten-Kopfsegment,,UNH,0052,D,,Entwurfs-Version,X,Entwurfs-Version
4,Nachrichten-Kopfsegment,,UNH,0054,05A,,Ausgabe 2005 - A,X,Ausgabe 2005 - A
5,Nachrichten-Kopfsegment,,UNH,0051,UN,,UN/CEFACT,X,UN/CEFACT
6,Nachrichten-Kopfsegment,,UNH,0057,2.9b,,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung,X,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung
7,Beginn der Nachricht,,,,,,,Muss,
8,Beginn der Nachricht,,BGM,1001,239,,Abgelehnte Forderung(Nicht-Zahlungsavis),,Abgelehnte Forderung(Nicht-Zahlungsavis)
9,Beginn der Nachricht,,BGM,1001,481,,Zahlungsavis,X,
10,Beginn der Nachricht,,BGM,1004,,,Dokumentennummer,X,
11,Dokumentendatum,,,,,,,Muss,
12,Dokumentendatum,,DTM,2005,137,,Dokumenten-/Nachrichtendatum/-zeit,X,Dokumenten-/Nachrichtendatum/-zeit
13,Dokumentendatum,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931],
14,Dokumentendatum,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
15,Prüfidentifikator,,,,,,,Muss,
16,Prüfidentifikator,,RFF,1153,Z13,,Prüfidentifikator,X,Prüfidentifikator
17,Prüfidentifikator,,RFF,1154,33001,,Bestätigung,X,Bestätigung
18,Prüfidentifikator,,RFF,1154,33002,,Abweisung,,
19,MP-ID Absender,SG1,,,,,,Muss,
20,MP-ID Absender,SG1,,,,,,Muss,
21,MP-ID Absender,SG1,NAD,,,,,Muss,
22,MP-ID Absender,SG1,NAD,3035,MS,,Dokumenten-/Nachrichtenausstellerbzw. -absender,X,Dokumenten-/Nachrichtenausstellerbzw. -absender
23,MP-ID Absender,SG1,NAD,3039,,,MP-ID,X,
24,MP-ID Absender,SG1,NAD,3055,9,,GS1,X,GS1
25,MP-ID Absender,SG1,NAD,3055,293,,"DE, BDEW(Bundesverband derEnergie- undWasserwirtschaft e.V.)",X,
26,MP-ID Absender,SG1,NAD,3055,332,,"DE, DVGW Service &Consult GmbH",X,
27,Ansprechpartner,SG3,,,,,,Kann,
28,Ansprechpartner,SG3,,,,,,Kann,
29,Ansprechpartner,SG3,CTA,,,,,Muss,
30,Ansprechpartner,SG3,CTA,3139,IC,,Informationsstelle,X,Informationsstelle
31,Ansprechpartner,SG3,CTA,3412,,,Abteilung oder Bearbeiter,X,
32,Kommunikationsverbindung,SG3,,,,,,,
33,Kommunikationsverbindung,SG3,,,,,,Muss,
34,Kommunikationsverbindung,SG3,COM,,,,,Muss,
35,Kommunikationsverbindung,SG3,COM,3148,,,"Kommunikationsadresse,Identifikation",X,
36,Kommunikationsverbindung,SG3,COM,3155,EM,,E-Mail,X [1P0..1],E-Mail
37,Kommunikationsverbindung,SG3,COM,3155,FX,,Telefax,X [1P0..1],
38,Kommunikationsverbindung,SG3,COM,3155,TE,,Telefon,X [1P0..1],
39,Kommunikationsverbindung,SG3,COM,3155,AJ,,weiteres Telefon,X [1P0..1],
40,Kommunikationsverbindung,SG3,COM,3155,AL,,Handy,X [1P0..1],
41,MP-ID Empfänger,SG1,,,,,,Muss,
42,MP-ID Empfänger,SG1,,,,,,Muss,
43,MP-ID Empfänger,SG1,NAD,,,,,Muss,
44,MP-ID Empfänger,SG1,NAD,3035,MR,,Nachrichtenempfänger,X,Nachrichtenempfänger
45,MP-ID Empfänger,SG1,NAD,3039,,,MP-ID,X,
46,MP-ID Empfänger,SG1,NAD,3055,9,,GS1,X,GS1
47,MP-ID Empfänger,SG1,NAD,3055,293,,"DE, BDEW(Bundesverband derEnergie- undWasserwirtschaft e.V.)",X,
48,MP-ID Empfänger,SG1,NAD,3055,332,,"DE, DVGW Service &Consult GmbH",X,
49,Währungsangaben,SG4,,,,,,Muss,
50,Währungsangaben,SG4,,,,,,Muss,
51,Währungsangaben,SG4,CUX,,,,,Muss,
52,Währungsangaben,SG4,CUX,6347,2,,Referenzwährung,X,Referenzwährung
53,Währungsangaben,SG4,CUX,6345,EUR,,Euro,X,Euro
54,Währungsangaben,SG4,CUX,6343,11,,Zahlungswährung,X,Zahlungswährung
55,Dokument-/Nachrichten- Einzelheiten,SG5,,,,,,Muss,
56,Dokument-/Nachrichten- Einzelheiten,SG5,,,,,,Muss,
57,Dokument-/Nachrichten- Einzelheiten,SG5,DOC,,,,,Muss,
58,Dokument-/Nachrichten- Einzelheiten,SG5,DOC,1001,380,,Handelsrechnung,X,Handelsrechnung
59,Dokument-/Nachrichten- Einzelheiten,SG5,DOC,1001,389,,"Selbst ausgestellteRechnung (engl.: ""Self-billed invoice"")",X,
60,Dokument-/Nachrichten- Einzelheiten,SG5,DOC,1001,457,,Storno einer Belastung.,X,
61,Dokument-/Nachrichten- Einzelheiten,SG5,DOC,1001,Z25,,Storno für selbstausgestellte Rechnung(Gutschrift imGutschriftsverfahren),X,
62,Dokument-/Nachrichten- Einzelheiten,SG5,DOC,1004,,,Dokumentennummer,X [515],
63,Geforderter Rechnungsbetrag,SG5,,,,,,,
64,Geforderter Rechnungsbetrag,SG5,,,,,,Muss,
65,Geforderter Rechnungsbetrag,SG5,MOA,,,,,Muss,
66,Geforderter Rechnungsbetrag,SG5,MOA,5025,9,,Fälliger Betrag (inkl. USt.),X,Fälliger Betrag (inkl. USt.)
67,Geforderter Rechnungsbetrag,SG5,MOA,5004,,,Geldbetrag,X [930] [501],
68,Überweisungsbetrag,SG5,,,,,,,
69,Überweisungsbetrag,SG5,,,,,,Muss,
70,Überweisungsbetrag,SG5,MOA,,,,,Muss,
71,Überweisungsbetrag,SG5,MOA,5025,12,,Überweisungsbetrag,X,Überweisungsbetrag
72,Überweisungsbetrag,SG5,MOA,5004,,,Geldbetrag,X [930] ([3] ∨[4]),
73,Rechnungsdatum,SG5,,,,,,,
74,Rechnungsdatum,SG5,,,,,,Muss,
75,Rechnungsdatum,SG5,DTM,,,,,Muss,
76,Rechnungsdatum,SG5,DTM,2005,137,,Dokumenten-/Nachrichtendatum/-zeit,X,Dokumenten-/Nachrichtendatum/-zeit
77,Rechnungsdatum,SG5,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931],
78,Rechnungsdatum,SG5,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
79,Referenz auf COMDIS,SG5,,,,,,,
80,Referenz auf COMDIS,SG5,,,,,,,
81,Referenz auf COMDIS,SG5,RFF,,,,,,
82,Referenz auf COMDIS,SG5,RFF,1153,ACW,,Referenznummer einervorangegangenenNachricht,,Referenznummer einervorangegangenenNachricht
83,Referenz auf COMDIS,SG5,RFF,1154,,,"Referenz, Identifikation",,
84,Abweichungsgrund,SG7,,,,,,,
85,Abweichungsgrund,SG7,,,,,,,
86,Abweichungsgrund,SG7,AJT,,,,,,
87,Abweichungsgrund,SG7,AJT,4465,,,Code des Prüfschritts,,
88,Abweichungsgrund,SG7,AJT,1082,G_0079,,Codeliste Gas Nr.G_0079,,Codeliste Gas Nr.G_0079
89,Abweichungsgrund,SG7,AJT,1082,G_0080,,Codeliste Gas Nr.G_0080,,
90,Abweichungsgrund,SG7,AJT,1082,G_0081,,Codeliste Gas Nr.,,"[492] Wenn MP-ID in NAD+MR (Nachrichtenempfänger) aus Sparte Strom 
[493] Wenn MP-ID in NAD+MR (Nachrichtenempfänger) aus"
91,Nähere Erläuterung des Abweichungsgrundes,SG7,,,,,,,
92,Nähere Erläuterung des Abweichungsgrundes,SG7,,,,,,,
93,Nähere Erläuterung des Abweichungsgrundes,SG7,FTX,,,,,,
94,Nähere Erläuterung des Abweichungsgrundes,SG7,FTX,4451,ABO,,Information überAbweichung,,Information überAbweichung
95,Nähere Erläuterung des Abweichungsgrundes,SG7,FTX,4440,,,Freier Text,,
96,Trennung von Positions- u. Summenteil,,,,,,,Muss,
97,Trennung von Positions- u. Summenteil,,UNS,0081,S,,Trennung von Positions-und Summenteil,X,Trennung von Positions-und Summenteil
98,Summenbetrag,,,,,,,Muss,
99,Summenbetrag,,MOA,5025,12,,Überweisungsbetrag,X,Überweisungsbetrag
100,Summenbetrag,,MOA,5004,,,Geldbetrag,X [930] [502],
101,Nachrichten-Endesegment,,,,,,,Muss,
102,Nachrichten-Endesegment,,UNT,0074,,,Anzahl der Segmente in einerNachricht,X,
103,Nachrichten-Endesegment,,UNT,0062,,,Nachrichten-Referenznummer,X,
