,Segmentname,Segmentgruppe,Segment,Datenelement,Segment ID,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedingung
0,Nachrichten-Kopfsegment,,UNH,,,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,0062,,,,Nachrichten-Referenznummer,X,
2,Nachrichten-Kopfsegment,,UNH,0065,,COMDIS,,Handelsunstimmigkeit,X,
3,Nachrichten-Kopfsegment,,UNH,0052,,D,,Entwurfs-Version,X,
4,Nachrichten-Kopfsegment,,UNH,0054,,17A,,Ausgabe 2017 - A,X,
5,Nachrichten-Kopfsegment,,UNH,0051,,UN,,UN/CEFACT,X,
6,Nachrichten-Kopfsegment,,UNH,0057,,1.0d,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,
7,Beginn der Nachricht,,BGM,,,,,,Muss,
8,Beginn der Nachricht,,BGM,1001,,739,,"MSCONS, die eine INVOIC unterstützt",X,
9,Beginn der Nachricht,,BGM,1004,,,,Dokumentennummer,X,
10,Prüfidentifikator,,RFF,,,,,,Muss,
11,Prüfidentifikator,,RFF,1153,,Z13,,Prüfidentifikator,X,
12,Prüfidentifikator,,RFF,1154,,29002,,Ablehnung IFTSTA,X,
13,Dokumentendatum,,DTM,,,,,,Muss,
14,Dokumentendatum,,DTM,2005,,137,,Dokumenten-/ Nachrichtendatum/-zeit,X,
15,Dokumentendatum,,DTM,2380,,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931],[931] Format: ZZZ = +00
16,Dokumentendatum,,DTM,2379,,303,,CCYYMMDDHHMMZZZ,X,
17,MP-ID Absender,SG1,,,,,,,Muss,
18,MP-ID Absender,SG1,NAD,,,,,,Muss,
19,MP-ID Absender,SG1,NAD,3035,,MS,,Dokumenten-/ Nachrichtenaussteller bzw. -absender,X,
20,MP-ID Absender,SG1,NAD,3039,,,,MP-ID,X [3],[3] Nur MP-ID aus Sparte Strom
21,MP-ID Absender,SG1,NAD,3055,,9,,GS1,X,
22,MP-ID Absender,SG1,NAD,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,
23,Ansprechpartner,SG1,CTA,,,,,,Muss,
24,Ansprechpartner,SG1,CTA,3139,,IC,,Informationsstelle,X,
25,Ansprechpartner,SG1,CTA,3412,,,,Abteilung oder Bearbeiter,X,
26,Kommunikationsverbindung,SG1,COM,,,,,,Muss,
27,Kommunikationsverbindung,SG1,COM,3148,,,,"Kommunikationsadresse, Identifikation",X (([939][21]) ∨ ([940][22])) ∧ [508],"[21] wenn im DE3155 in demselben COM der Code EM vorhanden ist
[22] wenn im DE3155 in demselben COM der Code TE / FX / AJ / AL vorhanden ist
[508] Hinweis: Es darf nur eine Information im DE3148 übermittelt werden
[939] Format: Die Zeichenkette muss die Zeichen @ und . enthalten
[940] Format: Die Zeichenkette muss mit dem Zeichen + beginnen und danach dürfen nur noch Ziffern folgen"
28,Kommunikationsverbindung,SG1,COM,3155,,EM,,E-Mail,X [1P0..1],
29,Kommunikationsverbindung,SG1,COM,3155,,FX,,Telefax,X [1P0..1],
30,Kommunikationsverbindung,SG1,COM,3155,,TE,,Telefon,X [1P0..1],
31,Kommunikationsverbindung,SG1,COM,3155,,AJ,,weiteres Telefon,X [1P0..1],
32,Kommunikationsverbindung,SG1,COM,3155,,AL,,Handy,X [1P0..1],
33,MP-ID Empfänger,SG1,,,,,,,Muss,
34,MP-ID Empfänger,SG1,NAD,,,,,,Muss,
35,MP-ID Empfänger,SG1,NAD,3035,,MR,,Nachrichtenempfänger,X,
36,MP-ID Empfänger,SG1,NAD,3039,,,,MP-ID,X [3],[3] Nur MP-ID aus Sparte Strom
37,MP-ID Empfänger,SG1,NAD,3055,,9,,GS1,X,
38,MP-ID Empfänger,SG1,NAD,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,
39,Dokument-/Nachricht- Einzelheiten,SG2,,,,,,,Muss,
40,Dokument-/Nachricht- Einzelheiten,SG2,DOC,,,,,,Muss,
41,Dokument-/Nachricht- Einzelheiten,SG2,DOC,1001,,Z41,,Lieferschein Grund- / Arbeitspreis,X,
42,Dokument-/Nachricht- Einzelheiten,SG2,DOC,1001,,Z42,,Lieferschein Arbeits- / Leistungspreis,X,
43,Dokument-/Nachricht- Einzelheiten,SG2,DOC,1004,,,,Dokumentennummer,X [506],"[505] Hinweis: BGM DE1004 aus der vorher per REMADV abgelehnten INVOIC-Nachricht
[506] Hinweis: BGM DE1004 aus der vorher per IFTSTA abgelehnten MSCONS- Nachricht"
44,Begründung der Korrektheit,SG3,,,,,,,Muss,
45,Begründung der Korrektheit,SG3,AJT,,,,,,Muss,
46,Begründung der Korrektheit,SG3,AJT,4465,,,,"Anpassungsgrund, Code",X,
47,Begründung der Korrektheit,SG3,AJT,1082,,E_1008 S_0108 S_0109,,EBD Nr. E_1008 Codeliste Strom Nr. S_0108 Codeliste Strom Nr. S_0109,X [492],"[23] Wenn MP-ID in NAD+MS (Nachrichtensender) mit Rolle MSB vorhanden
[24] Wenn MP-ID in NAD+MR (Nachrichtenempfänger) mit Rolle ESA vorhanden
[25] Wenn MP-ID in NAD+MR (Nachrichtenempfänger) mit Rolle LF vorhanden
[26] Wenn MP-ID in NAD+MR (Nachrichtenempfänger) mit Rolle NB vorhanden
[27] Wenn MP-ID in NAD+MS (Nachrichtensender) mit Rolle NB vorhanden
[492] Wenn MP-ID in NAD+MR (Nachrichtenempfänger) aus Sparte Strom
[493] Wenn MP-ID in NAD+MR (Nachrichtenempfänger) aus Sparte Gas"
48,Begründung Richtigkeit mit Angabe von Freitext,SG3,FTX,,,,,,Muss,"[9] wenn SG3 AJT+A05/A10/ A11/A14+E_0504 vorhanden
[12] wenn SG3 AJT+A99+S_0109 vorhanden
[18] wenn SG3 AJT+A05/ A10/A11+E_1008 vorhanden
[19] wenn SG3 AJT+A99+E_0265/E_0516/ E_0520/E_0567 vorhanden"
49,Begründung Richtigkeit mit Angabe von Freitext,SG3,FTX,4451,,ACB,,Zusätzliche Informationen (für allgemeine Hinweise),X,
