,Segmentname,Segmentgruppe,Segment,Datenelement,Segment ID,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedingung
0,Nachrichten-Kopfsegment,,,,,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,,,,,,Muss,
2,Nachrichten-Kopfsegment,,UNH,0062,,,,Nachrichten-Referenznummer,X,
3,Nachrichten-Kopfsegment,,UNH,0065,,IFTSTA,,MultimodalerStatusbericht,X,
4,Nachrichten-Kopfsegment,,UNH,0052,,D,,Entwurfs-Version,X,
5,Nachrichten-Kopfsegment,,UNH,0054,,18A,,Ausgabe 2018 - A,X,
6,Nachrichten-Kopfsegment,,UNH,0051,,UN,,UN/CEFACT,X,
7,Nachrichten-Kopfsegment,,UNH,0057,,2.0d,,VersionsnummerderzugrundeliegendenBDEW-Nachrichtenbeschreibung,X,
8,Beginn der Nachricht,,,,,,,,Muss,
9,Beginn der Nachricht,,BGM,,,,,,Muss,
10,Beginn der Nachricht,,BGM,1001,,Z09,,WiM Meldung(en),X,
11,Beginn der Nachricht,,BGM,1004,,,,Dokumentennummer,X,
12,Dokumentendatum,,,,,,,,Muss,
13,Dokumentendatum,,DTM,,,,,,Muss,
14,Dokumentendatum,,DTM,2005,,137,,Dokumenten-/Nachrichtendatum/-zeit,X,
15,Dokumentendatum,,DTM,2380,,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931][494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt 
[931] Format: ZZZ = +00"
16,Dokumentendatum,,DTM,2379,,303,,CCYYMMDDHHMMZZZ,X,
17,MP-ID Empfänger,SG1,,,,,,,Muss,
18,MP-ID Empfänger,SG1,,,,,,,Muss,
19,MP-ID Empfänger,SG1,NAD,,,,,,Muss,
20,MP-ID Empfänger,SG1,NAD,3035,,MR,,Nachrichtenempfänger,X,
21,MP-ID Empfänger,SG1,NAD,3039,,,,MP-ID,X,
22,MP-ID Empfänger,SG1,NAD,3055,,9,,GS1,X,
23,MP-ID Empfänger,SG1,NAD,3055,,293,,"DE, BDEW(Bundesverbandder Energie- undWasserwirtschafte.V.)",X,
24,MP-ID Empfänger,SG1,NAD,3055,,332,,"DE, DVGW Service& Consult GmbH",X,
25,MP-ID Absender,SG1,,,,,,,Muss,
26,MP-ID Absender,SG1,,,,,,,Muss,
27,MP-ID Absender,SG1,NAD,,,,,,Muss,
28,MP-ID Absender,SG1,NAD,3035,,MS,,Dokumenten-/Nachrichtenaussteller bzw. -absender,X,
29,MP-ID Absender,SG1,NAD,3039,,,,MP-ID,X,
30,MP-ID Absender,SG1,NAD,3055,,9,,GS1,X,
31,MP-ID Absender,SG1,NAD,3055,,293,,"DE, BDEW(Bundesverbandder Energie- undWasserwirtschafte.V.)",X,
32,MP-ID Absender,SG1,NAD,3055,,332,,"DE, DVGW Service& Consult GmbH",X,
33,Ansprechpartner,SG2,,,,,,,Kann,
34,Ansprechpartner,SG2,,,,,,,Kann,
35,Ansprechpartner,SG2,CTA,,,,,,Muss,
36,Ansprechpartner,SG2,CTA,3139,,IC,,Informationskontakt,X,
37,Ansprechpartner,SG2,CTA,3412,,,,Kontakt,X,
38,Kommunikationsverbindu ng,SG2,,,,,,,,
39,Kommunikationsverbindu ng,SG2,,,,,,,Muss,
40,Kommunikationsverbindu ng,SG2,COM,,,,,,Muss,
41,Kommunikationsverbindu ng,SG2,COM,3148,,,,Nummer / E-Mail Adresse,X,
42,Kommunikationsverbindu ng,SG2,COM,3155,,EM,,E-Mail,X [1P0..1],
43,Kommunikationsverbindu ng,SG2,COM,3155,,FX,,Telefax,X [1P0..1],
44,Kommunikationsverbindu ng,SG2,COM,3155,,TE,,Telefon,X [1P0..1],
45,Kommunikationsverbindu ng,SG2,COM,3155,,AJ,,weiteres Telefon,X [1P0..1],
46,Kommunikationsverbindu ng,SG2,COM,3155,,AL,,Handy,X [1P0..1],
47,Sendungsdaten,SG14,,,,,,,Muss,
48,Sendungsdaten,SG14,,,,,,,Muss,
49,Sendungsdaten,SG14,CNI,,,,,,Muss,
50,Sendungsdaten,SG14,CNI,1490,,,,Vorgangsnummer,X [911],"[911] Format: Mögliche Werte: 1 bis n, je Nachricht bei 1 beginnend und fortlaufend aufsteigend"
51,Meldepunkt,SG14,,,,,,,,
52,Meldepunkt,SG14,,,,,,,Muss,
53,Meldepunkt,SG14,LOC,,,,,,Muss,
54,Meldepunkt,SG14,LOC,3227,,172,,Meldepunkt,X,
55,Meldepunkt,SG14,LOC,3225,,,,Identifikator,X [951][505],"[505] Hinweis: Verwendung der ID der Messlokation 
[951] Format: Zählpunktbezeichnu"
56,MSB-Wechselstatus,SG15,,,,,,,Muss,
57,MSB-Wechselstatus,SG15,,,,,,,Muss,
58,MSB-Wechselstatus,SG15,STS,,,,,,Muss,
59,MSB-Wechselstatus,SG15,STS,9015,,Z10,,MSB-Wechsel nachMsbG,X,
60,MSB-Wechselstatus,SG15,STS,4405,,Z13,,gescheitert,X,
61,MSB-Wechselstatus,SG15,STS,4405,,Z14,,erfolgreich,,
62,MSB-Wechselstatus,SG15,STS,9013,,,,Code des Prüfschritts,X,
63,MSB-Wechselstatus,SG15,STS,9013,,E17,,Ablehnung wg.Fristüberschreitung,,
64,MSB-Wechselstatus,SG15,STS,1131,,G_005,,Codeliste Gas Nr.,X [493],
65,MSB-Wechselstatus,SG15,STS,1131,,5S_0057,,G_0055Codeliste StromNr. S_0057,X [492],"[492] wenn MP-ID in NAD+MR aus Sparte Strom  
[493] wenn MP-ID in NAD+MR aus Sparte Gas"
66,Prüfidentifikator,SG15,,,,,,,,
67,Prüfidentifikator,SG15,,,,,,,Muss,
68,Prüfidentifikator,SG15,RFF,,,,,,Muss,
69,Prüfidentifikator,SG15,RFF,1153,,Z13,,Prüfidentifikator,X,
70,Prüfidentifikator,SG15,RFF,1154,,21009,,WiM /Statusmeldung(gescheitert) vomMSBN an NB,,
71,Prüfidentifikator,SG15,RFF,1154,,21010,,WiM /Statusmeldung(erfolgreich) vomMSBN an NB,,
72,Prüfidentifikator,SG15,RFF,1154,,21011,,WiM /Statusmeldung(MSB/Scheitermeldung)vom NB an MSBN,X,
73,Prüfidentifikator,SG15,RFF,1154,,21012,,WiM /Statusmeldung(erfolgreich) vomNB an MSBN,,
74,Prüfidentifikator,SG15,RFF,1154,,21013,,WiM /Statusmeldung(gescheitert) vomNB an MSBN,,
75,Referenz Nachrichtennummer,SG15,,,,,,,,
76,Referenz Nachrichtennummer,SG15,,,,,,,Muss,
77,Referenz Nachrichtennummer,SG15,RFF,,,,,,Muss,
78,Referenz Nachrichtennummer,SG15,RFF,1153,,ACW,,ReferenznummereinervorangegangenenNachricht,X,
79,Referenz Nachrichtennummer,SG15,RFF,1154,,,,"Referenz, Identifikation",X,
80,Referenz Vorgangsnummer,SG15,,,,,,,,
81,Referenz Vorgangsnummer,SG15,,,,,,,Muss,
82,Referenz Vorgangsnummer,SG15,RFF,,,,,,Muss,
83,Referenz Vorgangsnummer,SG15,RFF,1153,,ADY,,Mitteilungsnummer,X,
84,Referenz Vorgangsnummer,SG15,RFF,1154,,,,"Referenz, Identifikation",X,
85,Datum/Uhrzeit/ Zeitspanne,SG15,,,,,,,,
86,Datum/Uhrzeit/ Zeitspanne,SG15,,,,,,,,
87,Datum/Uhrzeit/ Zeitspanne,SG15,DTM,,,,,,,
88,Datum/Uhrzeit/ Zeitspanne,SG15,DTM,2005,,293,,Fertigstellungsdatum/-zeit,,
89,Datum/Uhrzeit/ Zeitspanne,SG15,DTM,2380,,,,"Datum oder Uhrzeit oderZeitspanne, Wert",,"[26] Wenn MP-ID in SG1 NAD+MR in der Rolle NB 
[117] Wenn MP-ID in SG1 NAD+MR in der Rolle MSB 
[521] Hinweis: Zeitpunkt, ab dem der MSBN tatsächlich den Messstellenbetrieb übernimmt 
[522] Hinweis: Zeitpunkt, ab dem der gMSB den Messstellenbetrieb übernimmt 
[931] Format: ZZZ = +00"
90,Datum/Uhrzeit/ Zeitspanne,SG15,DTM,2379,,303,,CCYYMMDDHHMMZZZ,,
91,Nachrichten- Endesegment,,,,,,,,Muss,
92,Nachrichten- Endesegment,,UNT,,,,,,Muss,
93,Nachrichten- Endesegment,,UNT,0074,,,,Anzahl der Segmente ineiner Nachricht,X,
94,Nachrichten- Endesegment,,UNT,0062,,,,Nachrichten-Referenznummer,X,
