,Segmentname,Segmentgruppe,Segment,Datenelement,Segment ID,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedingung
0,Nachrichten-Kopfsegment,,UNH,,,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,0062,,,,Nachrichten-Referenznummer,X,
2,Nachrichten-Kopfsegment,,UNH,0065,,IFTSTA,,MultimodalerStatusbericht,X,
3,Nachrichten-Kopfsegment,,UNH,0052,,D,,Entwurfs-Version,X,
4,Nachrichten-Kopfsegment,,UNH,0054,,18A,,Ausgabe 2018 - A,X,
5,Nachrichten-Kopfsegment,,UNH,0051,,UN,,UN/CEFACT,X,
6,Nachrichten-Kopfsegment,,UNH,0057,,2.0d,,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung,X,
7,Beginn der Nachricht,,BGM,,,,,,Muss,
8,Beginn der Nachricht,,BGM,1001,,Z09,,WiM Meldung(en),X,
9,Beginn der Nachricht,,BGM,1004,,,,Dokumentennummer,X,
10,Dokumentendatum,,DTM,,,,,,Muss,
11,Dokumentendatum,,DTM,2005,,137,,Dokumenten-/Nachrichtendatum/-zeit,X,
12,Dokumentendatum,,DTM,2380,,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931][494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt 
[931] Format: ZZZ = +00"
13,Dokumentendatum,,DTM,2379,,303,,CCYYMMDDHHMMZZZ,X,
14,MP-ID Empfänger,SG1,,,,,,,Muss,
15,MP-ID Empfänger,SG1,NAD,,,,,,Muss,
16,MP-ID Empfänger,SG1,NAD,3035,,MR,,Nachrichtenempfänger,X,
17,MP-ID Empfänger,SG1,NAD,3039,,,,MP-ID,X [27],[27] Nur MP-ID aus Sparte Strom
18,MP-ID Empfänger,SG1,NAD,3055,,9,,GS1,X,
19,MP-ID Empfänger,SG1,NAD,3055,,293,,"DE, BDEW(Bundesverband derEnergie- undWasserwirtschaft e.V.)",X,
20,MP-ID Absender,SG1,,,,,,,Muss,
21,MP-ID Absender,SG1,NAD,,,,,,Muss,
22,MP-ID Absender,SG1,NAD,3035,,MS,,Dokumenten-/Nachrichtenausstellerbzw. -absender,X,
23,MP-ID Absender,SG1,NAD,3039,,,,MP-ID,X [27],[27] Nur MP-ID aus Sparte Strom
24,MP-ID Absender,SG1,NAD,3055,,9,,GS1,X,
25,MP-ID Absender,SG1,NAD,3055,,293,,"DE, BDEW(Bundesverband derEnergie- undWasserwirtschaft e.V.)",X,
26,Ansprechpartner,SG2,,,,,,,Kann,
27,Ansprechpartner,SG2,CTA,,,,,,Muss,
28,Ansprechpartner,SG2,CTA,3139,,IC,,Informationskontakt,X,
29,Ansprechpartner,SG2,CTA,3412,,,,Kontakt,X,
30,Kommunikationsverbindung,SG2,COM,,,,,,Muss,
31,Kommunikationsverbindung,SG2,COM,3148,,,,Nummer / E-Mail Adresse,X,
32,Kommunikationsverbindung,SG2,COM,3155,,EM,,E-Mail,X [1P0..1],
33,Kommunikationsverbindung,SG2,COM,3155,,FX,,Telefax,X [1P0..1],
34,Kommunikationsverbindung,SG2,COM,3155,,TE,,Telefon,X [1P0..1],
35,Kommunikationsverbindung,SG2,COM,3155,,AJ,,weiteres Telefon,X [1P0..1],
36,Kommunikationsverbindung,SG2,COM,3155,,AL,,Handy,X [1P0..1],
37,Sendungsdaten,SG14,,,,,,,Muss,
38,Sendungsdaten,SG14,CNI,,,,,,Muss,
39,Sendungsdaten,SG14,CNI,1490,,,,Vorgangsnummer,X [911],"[911] Format: Mögliche Werte: 1 bis n, je Nachricht bei 1 beginnend und fortlaufend aufsteigend"
40,Meldepunkt,SG14,LOC,,,,,,Muss,
41,Meldepunkt,SG14,LOC,3227,,172,,Meldepunkt,X,
42,Meldepunkt,SG14,LOC,3225,,,,Identifikator,X [951][505],"[505] Hinweis: Verwendung der ID der Messlokation 
[951] Format: Zählpunktbezeichnung"
43,Ersteinbau iMS Planungsstatus,SG15,,,,,,,Muss [19],[19] Wenn SG15 STS+Z24 nicht vorhanden.
44,Ersteinbau iMS Planungsstatus,SG15,STS,,,,,,Muss,
45,Ersteinbau iMS Planungsstatus,SG15,STS,9015,,Z19,,Ersteinbau iMS,X,
46,Ersteinbau iMS Planungsstatus,SG15,STS,4405,,Z17,,geplant,X,
47,Ersteinbau iMS Planungsstatus,SG15,STS,4405,,Z30,,zugestimmt,,
48,Ersteinbau iMS Planungsstatus,SG15,STS,4405,,Z31,,widersprochen,,[503] Hinweis: Auf Selbsteinbau eines iMS oder einer mME wird verzichtet
49,Ersteinbau iMS Planungsstatus,SG15,STS,9013,,,,Code des Prüfschritts,,[47] Es sind nur Codes aus dem EBD-Cluster Ablehnung möglich.
50,Ersteinbau iMS Planungsstatus,SG15,STS,1131,,E_0233,,EBD Nr. E_0233,,
51,Prüfidentifikator,SG15,RFF,,,,,,Muss,
52,Prüfidentifikator,SG15,RFF,1153,,Z13,,Prüfidentifikator,X,
53,Prüfidentifikator,SG15,RFF,1154,,21029,,WiM / Vorabinformation,X,
54,Prüfidentifikator,SG15,RFF,1154,,21030,,WiM / ZustimmungiMS-Ersteinbau,,
55,Prüfidentifikator,SG15,RFF,1154,,21031,,WiM / Bestandsschutz /Eigenausbau iMS,,
56,Referenz auf die Marktlokation,SG15,RFF,,,,,,Muss [20],[20] Wenn MP-ID in SG1 NAD+MR in der Rolle LF
57,Referenz auf die Marktlokation,SG15,RFF,1153,,AVE,,Meldepunkt,X,
58,Referenz auf die Marktlokation,SG15,RFF,1154,,,,ID einer Marktlokation,X [950][506],"[506] Hinweis: Verwendung der ID der Marktlokation 
[950] Format: Marktlokations-ID"
59,Referenz auf den Preisschlüsselstamm,SG15,RFF,,,,,,Muss [20],[20] Wenn MP-ID in SG1 NAD+MR in der Rolle LF
60,Referenz auf den Preisschlüsselstamm,SG15,RFF,1153,,Z17,,Preisschlüsselstamm,X,
61,Referenz auf den Preisschlüsselstamm,SG15,RFF,1154,,,,Code des Preisschlüsselstamms,X,
62,Datum/Uhrzeit/Zeitspanne,SG15,DTM,,,,,,Muss,
