,Segmentname,Segmentgruppe,Segment,Datenelement,Segment ID,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedingung
0,Nachrichten-Kopfsegment,,UNH,,,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,0062,,,,Nachrichten- Referenznummer,X,
2,Nachrichten-Kopfsegment,,UNH,0065,,Bestellantwort,,ORDRS P,X,
3,Nachrichten-Kopfsegment,,UNH,0052,,D,,Entwurfs-Version,X,
4,Nachrichten-Kopfsegment,,UNH,0054,,10A,,Ausgabe 2010 - A,X,
5,Nachrichten-Kopfsegment,,UNH,0051,,UN,,UN/CEFACT,X,
6,Nachrichten-Kopfsegment,,UNH,0057,,1.2b,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschrei bung,X,
7,Beginn der Nachricht,,BGM,,,,,,Muss,
8,Beginn der Nachricht,,BGM,1001,,Z51,,Sperrung,X,
9,Beginn der Nachricht,,BGM,1001,,Z52,,Entsperrung,X,
10,Beginn der Nachricht,,BGM,1004,,,,Dokumentennummer,X,
11,Nachrichtendatum,,DTM,,,,,,Muss,
12,Nachrichtendatum,,DTM,2005,,137,,Dokumenten-/ Nachrichtendatum/- zeit,X,
13,Nachrichtendatum,,DTM,2380,,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt. 
[931] Format: ZZZ = +00"
14,Nachrichtendatum,,DTM,2379,,303,,CCYYMMDDHHMM ZZZ,X,
15,Referenz Nachrichtennummer,SG1,,,,,,,Muss,
16,Referenz Nachrichtennummer,SG1,RFF,,,,,,Muss,
17,Referenz Nachrichtennummer,SG1,RFF,1153,,ON,,Auftragsnummer (Einkauf),X,
18,Referenz Nachrichtennummer,SG1,RFF,1154,,,,Referenz Nachrichtennummer,X [529],[529] Hinweis: Dokumentennummer aus BGM DE1004 der ORDERS
19,Prüfidentifikator,SG1,,,,,,,Muss,
20,Prüfidentifikator,SG1,RFF,,,,,,Muss,
21,Prüfidentifikator,SG1,RFF,1153,,Z13,,Prüfidentifikator,X,
22,Prüfidentifikator,SG1,RFF,1154,,19116,,Bestätigung Sperr-/ Entsperrauftrag,X,
23,Einzelheiten zu einer Anpassung/Änderung,SG2,,,,,,,Muss,
24,Einzelheiten zu einer Anpassung/Änderung,SG2,AJT,,,,,,Muss,
25,Einzelheiten zu einer Anpassung/Änderung,SG2,AJT,4465,,,,Code des Prüfschritts,X [17],"[17] Der hier angegebene Code des Prüfschritts muss im EBD dem Cluster Zustimmung zugeordnet sein 
[18] Der hier angegebene Code des Prüfschritts muss im EBD dem Cluster Ablehnung zugeordnet sein"
26,Einzelheiten zu einer Anpassung/Änderung,SG2,AJT,1082,,EBD Nr. E_0470,,E_047 0,X [24],
27,Einzelheiten zu einer Anpassung/Änderung,SG2,AJT,1082,,E_049 7,,EBD Nr. E_0497,X [25],"[24] Wenn BGM+Z51 vorhanden 
[25] Wenn BGM+Z52 vorhanden"
28,MP-ID Absender,SG3,,,,,,,Muss,
29,MP-ID Absender,SG3,NAD,,,,,,Muss,
30,MP-ID Absender,SG3,NAD,3035,,MS,,Dokumenten-/ Nachrichtenausstell er bzw. -absender,X,
31,MP-ID Absender,SG3,NAD,3039,,,,MP-ID,X [30],[30] MP-ID nur aus Sparte Strom
32,MP-ID Absender,SG3,NAD,3055,,9,,GS1,X,
33,MP-ID Absender,SG3,NAD,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,
34,Ansprechpartner,SG6,,,,,,,Kann,
35,Ansprechpartner,SG6,CTA,,,,,,Muss,
36,Ansprechpartner,SG6,CTA,3139,,IC,,Informationskontakt,X,
37,Ansprechpartner,SG6,CTA,3412,,,,Kontakt,X,
38,Kommunikationsverbindu ng,SG6,COM,,,,,,Muss,
39,Kommunikationsverbindu ng,SG6,COM,3148,,,,"Kommunikationsadresse, Identifikation",X,
40,Kommunikationsverbindu ng,SG6,COM,3155,,EM,,Elektronische Post,X [1P0..1],
41,Kommunikationsverbindu ng,SG6,COM,3155,,FX,,Telefax,X [1P0..1],
42,Kommunikationsverbindu ng,SG6,COM,3155,,TE,,Telefon,X [1P0..1],
43,Kommunikationsverbindu ng,SG6,COM,3155,,AJ,,weiteres Telefon,X [1P0..1],
44,Kommunikationsverbindu ng,SG6,COM,3155,,AL,,Handy,X [1P0..1],
45,MP-ID Empfänger,SG3,,,,,,,Muss,
46,MP-ID Empfänger,SG3,NAD,,,,,,Muss,
47,MP-ID Empfänger,SG3,NAD,3035,,MR,,Nachrichtenempfän ger,X,
48,MP-ID Empfänger,SG3,NAD,3039,,,,MP-ID,X [30],[30] MP-ID nur aus Sparte Strom
49,MP-ID Empfänger,SG3,NAD,3055,,9,,GS1,X,
50,MP-ID Empfänger,SG3,NAD,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,
51,Währungsangaben,SG8,,,,,,,Soll [11] ∧ [12],"[11] Wenn SG2 AJT+A09+E_0470 vorhanden 
[12] Wenn der NB eine unverbindliche Preisinformation angeben kann"
52,Währungsangaben,SG8,CUX,,,,,,Muss,
53,Währungsangaben,SG8,CUX,6347,,2,,Referenzwährung,X,
54,Währungsangaben,SG8,CUX,6345,,EUR,,Euro,X,
55,Währungsangaben,SG8,CUX,6343,,9,,Auftragswährung,X,
56,Positionsdaten,SG27,,,,,,,Muss [11] ∧ [2036],"[11] Wenn SG2 AJT+A09+E_0470 vorhanden 
[2036] Pro Nachricht ist die SG27 genau einmal anzugeben"
57,Positionsdaten,SG27,LIN,,,,,,Muss,
58,Positionsdaten,SG27,LIN,1082,,,,Positionsnummer,X [903],[903] Format: Möglicher Wert: 1
59,Besondere Sachverhalte zur Sperrung (nicht pauschal im Preisblatt abgebildet),SG27,FTX,,,,,,Muss,
60,Besondere Sachverhalte zur Sperrung (nicht pauschal im Preisblatt abgebildet),SG27,FTX,4451,,ABO,,Information über Abweichung,X,
