,Segmentname,Segmentgruppe,Segment,Datenelement,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedinung
0,Nachrichten-Kopfsegment,,,,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,0062,,,Nachrichten-Referenznummer,X,
2,Nachrichten-Kopfsegment,,UNH,0065,ORDRSP,,Bestellantwort,X,Bestellantwort
3,Nachrichten-Kopfsegment,,UNH,0052,D,,Entwurfs-Version,X,Entwurfs-Version
4,Nachrichten-Kopfsegment,,UNH,0054,10A,,Ausgabe 2010 - A,X,Ausgabe 2010 - A
5,Nachrichten-Kopfsegment,,UNH,0051,UN,,UN/CEFACT,X,UN/CEFACT
6,Nachrichten-Kopfsegment,,UNH,0057,1.2b,,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung,X,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung
7,Beginn der Nachricht,,,,,,,Muss,
8,Beginn der Nachricht,,BGM,1001,Z14,,Stammdaten der Markt-oder Messlokation,X,Stammdaten der Markt-oder Messlokation
9,Beginn der Nachricht,,BGM,1004,,,Dokumentennummer,X,
10,Nachrichtendatum,,,,,,,Muss,
11,Nachrichtendatum,,DTM,2005,137,,Dokumenten-/Nachrichtendatum/-zeit,X,Dokumenten-/Nachrichtendatum/-zeit
12,Nachrichtendatum,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931] [494],
13,Nachrichtendatum,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
14,Referenz Nachrichtennummer,SG1,,,,,,Muss,
15,Referenz Nachrichtennummer,SG1,,,,,,Muss,
16,Referenz Nachrichtennummer,SG1,RFF,,,,,Muss,
17,Referenz Nachrichtennummer,SG1,RFF,1153,ON,,Auftragsnummer (Einkauf),X,Auftragsnummer (Einkauf)
18,Referenz Nachrichtennummer,SG1,RFF,1154,,,Referenz Nachrichtennummer,X [521],
19,Prüfidentifikator,SG1,,,,,,Muss,
20,Prüfidentifikator,SG1,,,,,,Muss,
21,Prüfidentifikator,SG1,RFF,,,,,Muss,
22,Prüfidentifikator,SG1,RFF,1153,Z13,,Prüfidentifikator,X,Prüfidentifikator
23,Prüfidentifikator,SG1,RFF,1154,19101,,Ablehnung Anfrage,X,Ablehnung Anfrage
24,Einzelheiten zu einer Anpassung/Änderung,SG2,,,,,,Muss,
25,Einzelheiten zu einer Anpassung/Änderung,SG2,,,,,,Muss,
26,Einzelheiten zu einer Anpassung/Änderung,SG2,AJT,,,,,Muss,
27,Einzelheiten zu einer Anpassung/Änderung,SG2,AJT,4465,,,Code des Prüfschritts,X,
28,Einzelheiten zu einer Anpassung/Änderung,SG2,AJT,1082,S_0044,,,E_0441E_0443G_0049G_0078S_0044,S_0044
29,MP-ID Absender,SG3,,,,,,Muss,
30,MP-ID Absender,SG3,,,,,,Muss,
31,MP-ID Absender,SG3,NAD,,,,,Muss,
32,MP-ID Absender,SG3,NAD,3035,Nachrichtenaussteller bzw.-absender,,,MS,Nachrichtenaussteller bzw.-absender
33,MP-ID Absender,SG3,NAD,3039,,,MP-ID,X,
34,MP-ID Absender,SG3,NAD,3055,9,,GS1,X,GS1
35,Ansprechpartner,SG6,,,,,,Kann,
36,Ansprechpartner,SG6,,,,,,Kann,
37,Ansprechpartner,SG6,CTA,,,,,Muss,
38,Ansprechpartner,SG6,CTA,3139,,,,IC,
39,Ansprechpartner,SG6,CTA,3412,,,Kontakt,X,
40,Kommunikationsverbindung,SG6,,,,,,,
41,Kommunikationsverbindung,SG6,,,,,,Muss,
42,Kommunikationsverbindung,SG6,COM,,,,,Muss,
43,Kommunikationsverbindung,SG6,COM,3148,,,"Kommunikationsadresse,Identifikation",X,
44,Kommunikationsverbindung,SG6,COM,3155,EM,,Elektronische Post,X [1P0..1],Elektronische Post
45,MP-ID Empfänger,SG3,,,,,,Muss,
46,MP-ID Empfänger,SG3,,,,,,Muss,
47,MP-ID Empfänger,SG3,NAD,,,,,Muss,
48,MP-ID Empfänger,SG3,NAD,3035,,,,MR,
49,MP-ID Empfänger,SG3,NAD,3039,,,MP-ID,X,
50,MP-ID Empfänger,SG3,NAD,3055,9,,GS1,X,GS1
51,Abschnitts-Kontrollsegment,,,,,,,Muss,
52,Abschnitts-Kontrollsegment,,UNS,0081,und Summenteil,,,S,und Summenteil
53,Nachrichten-Endesegment,,,,,,,Muss,
54,Nachrichten-Endesegment,,UNT,0074,,,Anzahl der Segmente in einerNachricht,X,
55,Nachrichten-Endesegment,,UNT,0062,,,Nachrichten-Referenznummer,X,
