,Segmentname,Segmentgruppe,Segment,Datenelement,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedinung
0,Nachrichten-Kopfsegment,,,,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,0062,,,Nachrichten-Referenznummer,X,
2,Nachrichten-Kopfsegment,,UNH,0065,ORDRSP,,Bestellantwort,X,Bestellantwort
3,Nachrichten-Kopfsegment,,UNH,0052,D,,Entwurfs-Version,X,Entwurfs-Version
4,Nachrichten-Kopfsegment,,UNH,0054,10A,,Ausgabe 2010 - A,X,Ausgabe 2010 - A
5,Nachrichten-Kopfsegment,,UNH,0051,UN,,UN/CEFACT,X,UN/CEFACT
6,Nachrichten-Kopfsegment,,UNH,0057,1.2b,,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung,X,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung
7,Beginn der Nachricht,,,,,,,Muss,
8,Beginn der Nachricht,,BGM,1001,Z29,,Abrechnung desMessstellenbetriebs vomMSB an den LF,X,Abrechnung desMessstellenbetriebs vomMSB an den LF
9,Beginn der Nachricht,,BGM,1004,,,Dokumentennummer,X,
10,Nachrichtendatum,,,,,,,Muss,
11,Nachrichtendatum,,DTM,2005,137,,Dokumenten-/Nachrichtendatum/-zeit,X,Dokumenten-/Nachrichtendatum/-zeit
12,Nachrichtendatum,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931] [494],
13,Nachrichtendatum,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
14,Ausführungsdatum,,,,,,,Muss,
15,Ausführungsdatum,,DTM,2005,203,,Ausführungsdatum/-zeit,X,Ausführungsdatum/-zeit
16,Ausführungsdatum,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [UB1],
17,Ausführungsdatum,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
18,Abonnement,,,,,,,Muss,
19,Abonnement,,IMD,7081,Z02,,Ende Abo,X,Ende Abo
20,Referenz Nachrichtennummer,SG1,,,,,,Muss,
21,Referenz Nachrichtennummer,SG1,,,,,,Muss,
22,Referenz Nachrichtennummer,SG1,RFF,,,,,Muss,
23,Referenz Nachrichtennummer,SG1,RFF,1153,ON,,Auftragsnummer(Einkauf),X,Auftragsnummer(Einkauf)
24,Referenz Nachrichtennummer,SG1,RFF,1154,,,Referenz Nachrichtennummer,X [520],
25,Prüfidentifikator,SG1,,,,,,Muss,
26,Prüfidentifikator,SG1,,,,,,Muss,
27,Prüfidentifikator,SG1,RFF,,,,,Muss,
28,Prüfidentifikator,SG1,RFF,1153,Z13,,Prüfidentifikator,X,Prüfidentifikator
29,Prüfidentifikator,SG1,RFF,1154,19009,,Bestätigung BeendigungRechnungsabwicklungMSB über LF,,Bestätigung BeendigungRechnungsabwicklungMSB über LF
30,Einzelheiten zu einer Anpassung/Änderung,SG2,,,,,,Muss,
31,Einzelheiten zu einer Anpassung/Änderung,SG2,,,,,,Muss,
32,Einzelheiten zu einer Anpassung/Änderung,SG2,AJT,,,,,Muss,
33,Einzelheiten zu einer Anpassung/Änderung,SG2,AJT,4465,,,Code des Prüfschritts,X [18],
34,Einzelheiten zu einer Anpassung/Änderung,SG2,AJT,1082,E_0206,,EBD Nr. E_0206,X [9],EBD Nr. E_0206
35,MP-ID Absender,SG3,,,,,,Muss,
36,MP-ID Absender,SG3,,,,,,Muss,
37,MP-ID Absender,SG3,NAD,,,,,Muss,
38,MP-ID Absender,SG3,NAD,3035,MS,,Dokumenten-/Nachrichtenausstellerbzw. -absender,X,Dokumenten-/Nachrichtenausstellerbzw. -absender
39,MP-ID Absender,SG3,NAD,3039,,,MP-ID,X [30],
40,MP-ID Absender,SG3,NAD,3055,9,,GS1,X,GS1
41,Ansprechpartner,SG6,,,,,,Kann,
42,Ansprechpartner,SG6,,,,,,Kann,
43,Ansprechpartner,SG6,CTA,,,,,Muss,
44,Ansprechpartner,SG6,CTA,3139,IC,,Informationskontakt,X,Informationskontakt
45,Ansprechpartner,SG6,CTA,3412,,,Kontakt,X,
46,Kommunikationsverbindung,SG6,,,,,,,
47,Kommunikationsverbindung,SG6,,,,,,Muss,
48,Kommunikationsverbindung,SG6,COM,,,,,Muss,
49,Kommunikationsverbindung,SG6,COM,3148,,,"Kommunikationsadresse,Identifikation",X,
50,Kommunikationsverbindung,SG6,COM,3155,EM,,Elektronische Post,X [1P0..1],Elektronische Post
51,MP-ID Empfänger,SG3,,,,,,Muss,
52,MP-ID Empfänger,SG3,,,,,,Muss,
53,MP-ID Empfänger,SG3,NAD,,,,,Muss,
54,MP-ID Empfänger,SG3,NAD,3035,MR,,Nachrichtenempfänger,X,Nachrichtenempfänger
55,MP-ID Empfänger,SG3,NAD,3039,,,MP-ID,X [30],
56,MP-ID Empfänger,SG3,NAD,3055,9,,GS1,X,GS1
57,Abschnitts-Kontrollsegment,,,,,,,Muss,
58,Abschnitts-Kontrollsegment,,UNS,0081,S,,Trennung von Positions-und Summenteil,X,Trennung von Positions-und Summenteil
59,Nachrichten-Endesegment,,,,,,,Muss,
60,Nachrichten-Endesegment,,UNT,0074,,,Anzahl der Segmente in einerNachricht,X,
61,Nachrichten-Endesegment,,UNT,0062,,,Nachrichten-Referenznummer,X,
