,Segmentname,Segmentgruppe,Segment,Datenelement,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedinung
0,Nachrichten-Kopfsegment,,,,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,0062,,,Nachrichten-Referenznummer,X,
2,Nachrichten-Kopfsegment,,UNH,0065,IFTSTA,,MultimodalerStatusbericht,X,MultimodalerStatusbericht
3,Nachrichten-Kopfsegment,,UNH,0052,D,,Entwurfs-Version,X,Entwurfs-Version
4,Nachrichten-Kopfsegment,,UNH,0054,18A,,Ausgabe 2018 - A,X,Ausgabe 2018 - A
5,Nachrichten-Kopfsegment,,UNH,0051,UN,,UN/CEFACT,X,UN/CEFACT
6,Nachrichten-Kopfsegment,,UNH,0057,2.0d,,VersionsnummerderzugrundeliegendenBDEW-Nachrichtenbeschreibung,X,VersionsnummerderzugrundeliegendenBDEW-Nachrichtenbeschreibung
7,Beginn der Nachricht,,,,,,,Muss,
8,Beginn der Nachricht,,BGM,1001,Z09,,WiM Meldung(en),X,WiM Meldung(en)
9,Beginn der Nachricht,,BGM,1004,,,Dokumentennummer,X,
10,Dokumentendatum,,,,,,,Muss,
11,Dokumentendatum,,DTM,2005,137,,Dokumenten-/Nachrichtendatum/-zeit,X,Dokumenten-/Nachrichtendatum/-zeit
12,Dokumentendatum,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931][494],
13,Dokumentendatum,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
14,MP-ID Empfänger,SG1,,,,,,Muss,
15,MP-ID Empfänger,SG1,,,,,,Muss,
16,MP-ID Empfänger,SG1,NAD,,,,,Muss,
17,MP-ID Empfänger,SG1,NAD,3035,MR,,Nachrichtenempfänger,X,Nachrichtenempfänger
18,MP-ID Empfänger,SG1,NAD,3039,,,MP-ID,X [28],
19,MP-ID Empfänger,SG1,NAD,3055,9,,GS1,X,GS1
20,MP-ID Absender,SG1,,,,,,Muss,
21,MP-ID Absender,SG1,,,,,,Muss,
22,MP-ID Absender,SG1,NAD,,,,,Muss,
23,MP-ID Absender,SG1,NAD,3035,MS,,Dokumenten-/Nachrichtenaussteller bzw. -absender,X,Dokumenten-/Nachrichtenaussteller bzw. -absender
24,MP-ID Absender,SG1,NAD,3039,,,MP-ID,X [28],
25,MP-ID Absender,SG1,NAD,3055,9,,GS1,X,GS1
26,Ansprechpartner,SG2,,,,,,Kann,
27,Ansprechpartner,SG2,,,,,,Kann,
28,Ansprechpartner,SG2,CTA,,,,,Muss,
29,Ansprechpartner,SG2,CTA,3139,IC,,Informationskontakt,X,Informationskontakt
30,Ansprechpartner,SG2,CTA,3412,,,Kontakt,X,
31,Kommunikationsverbindu ng,SG2,,,,,,,
32,Kommunikationsverbindu ng,SG2,,,,,,Muss,
33,Kommunikationsverbindu ng,SG2,COM,,,,,Muss,
34,Kommunikationsverbindu ng,SG2,COM,3148,,,Nummer / E-Mail Adresse,X,
35,Kommunikationsverbindu ng,SG2,COM,3155,EM,,E-Mail,X [1P0..1],E-Mail
36,Sendungsdaten,SG14,,,,,,Muss,
37,Sendungsdaten,SG14,,,,,,Muss,
38,Sendungsdaten,SG14,CNI,,,,,Muss,
39,Sendungsdaten,SG14,CNI,1490,,,Vorgangsnummer,X [911],
40,Meldepunkt,SG14,,,,,,,
41,Meldepunkt,SG14,,,,,,Muss,
42,Meldepunkt,SG14,LOC,,,,,Muss,
43,Meldepunkt,SG14,LOC,3227,172,,Meldepunkt,X,Meldepunkt
44,Meldepunkt,SG14,LOC,3225,,,Identifikator,X [951][505],
45,Status des Umbaus der Messlokation,SG15,,,,,,Muss,
46,Status des Umbaus der Messlokation,SG15,,,,,,Muss,
47,Status des Umbaus der Messlokation,SG15,STS,,,,,Muss,
48,Status des Umbaus der Messlokation,SG15,STS,9015,Z15,,Messstellenumbau,X,Messstellenumbau
49,Status des Umbaus der Messlokation,SG15,STS,4405,Z13,,gescheitert,,gescheitert
50,Status des Umbaus der Messlokation,SG15,STS,9013,Z74,,kein Zugang,,kein Zugang
51,Prüfidentifikator,SG15,,,,,,,
52,Prüfidentifikator,SG15,,,,,,Muss,
53,Prüfidentifikator,SG15,RFF,,,,,Muss,
54,Prüfidentifikator,SG15,RFF,1153,Z13,,Prüfidentifikator,X,Prüfidentifikator
55,Prüfidentifikator,SG15,RFF,1154,21024,,WiM /Statusmeldung(erfolgreich) vomMSB an LF,X,WiM /Statusmeldung(erfolgreich) vomMSB an LF
56,Datum/Uhrzeit/ Zeitspanne,SG15,,,,,,,
57,Datum/Uhrzeit/ Zeitspanne,SG15,,,,,,Muss,
58,Datum/Uhrzeit/ Zeitspanne,SG15,DTM,,,,,Muss,
59,Datum/Uhrzeit/ Zeitspanne,SG15,DTM,2005,293,,Fertigstellungsdatum/-zeit,X,Fertigstellungsdatum/-zeit
60,Datum/Uhrzeit/ Zeitspanne,SG15,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931][495],
61,Datum/Uhrzeit/ Zeitspanne,SG15,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
62,Nachrichten- Endesegment,,,,,,,Muss,
63,Nachrichten- Endesegment,,UNT,0074,,,Anzahl der Segmente ineiner Nachricht,X,
64,Nachrichten- Endesegment,,UNT,0062,,,Nachrichten-Referenznummer,X,
