,Segmentname,Segmentgruppe,Segment,Datenelement,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedinung
0,Nachrichten-Kopfsegment,,,,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,0062,,,Nachrichten-Referenznummer,X,
2,Nachrichten-Kopfsegment,,UNH,0065,IFTSTA,,MultimodalerStatusbericht,X,MultimodalerStatusbericht
3,Nachrichten-Kopfsegment,,UNH,0052,D,,Entwurfs-Version,X,Entwurfs-Version
4,Nachrichten-Kopfsegment,,UNH,0054,18A,,Ausgabe 2018 - A,X,Ausgabe 2018 - A
5,Nachrichten-Kopfsegment,,UNH,0051,UN,,UN/CEFACT,X,UN/CEFACT
6,Nachrichten-Kopfsegment,,UNH,0057,2.0d,,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung,X,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung
7,Beginn der Nachricht,,,,,,,Muss,
8,Beginn der Nachricht,,BGM,1001,Z09,,WiM Meldung(en),X,WiM Meldung(en)
9,Beginn der Nachricht,,BGM,1004,,,Dokumentennummer,X,
10,Dokumentendatum,,,,,,,Muss,
11,Dokumentendatum,,DTM,2005,137,,Dokumenten-/Nachrichtendatum/-zeit,X,Dokumenten-/Nachrichtendatum/-zeit
12,Dokumentendatum,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931] [494],
13,Dokumentendatum,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
14,MP-ID Empfänger,SG1,,,,,,Muss,
15,MP-ID Empfänger,SG1,,,,,,Muss,
16,MP-ID Empfänger,SG1,NAD,,,,,Muss,
17,MP-ID Empfänger,SG1,NAD,3035,MR,,Nachrichtenempfänger,X,Nachrichtenempfänger
18,MP-ID Empfänger,SG1,NAD,3039,,,MP-ID,X [27],
19,MP-ID Empfänger,SG1,NAD,3055,9,,GS1,X,GS1
20,MP-ID Absender,SG1,,,,,,Muss,
21,MP-ID Absender,SG1,,,,,,Muss,
22,MP-ID Absender,SG1,NAD,,,,,Muss,
23,MP-ID Absender,SG1,NAD,3035,MS,,Dokumenten-/Nachrichtenausstellerbzw. -absender,X,Dokumenten-/Nachrichtenausstellerbzw. -absender
24,MP-ID Absender,SG1,NAD,3039,,,MP-ID,X [27],
25,MP-ID Absender,SG1,NAD,3055,9,,GS1,X,GS1
26,Ansprechpartner,SG2,,,,,,Kann,
27,Ansprechpartner,SG2,,,,,,Kann,
28,Ansprechpartner,SG2,CTA,,,,,Muss,
29,Ansprechpartner,SG2,CTA,3139,IC,,Informationskontakt,X,Informationskontakt
30,Ansprechpartner,SG2,CTA,3412,,,Kontakt,X,
31,Kommunikationsverbindung,SG2,,,,,,,
32,Kommunikationsverbindung,SG2,,,,,,Muss,
33,Kommunikationsverbindung,SG2,COM,,,,,Muss,
34,Kommunikationsverbindung,SG2,COM,3148,,,Nummer / E-Mail Adresse,X,
35,Kommunikationsverbindung,SG2,COM,3155,EM,,E-Mail,X [1P0..1],E-Mail
36,Sendungsdaten,SG14,,,,,,Muss,
37,Sendungsdaten,SG14,,,,,,Muss,
38,Sendungsdaten,SG14,CNI,,,,,Muss,
39,Sendungsdaten,SG14,CNI,1490,,,Vorgangsnummer,X [911],
40,Meldepunkt,SG14,,,,,,,
41,Meldepunkt,SG14,,,,,,Muss,
42,Meldepunkt,SG14,LOC,,,,,Muss,
43,Meldepunkt,SG14,LOC,3227,172,,Meldepunkt,X,Meldepunkt
44,Meldepunkt,SG14,LOC,3225,,,Identifikator,X ([950] [506]) ∨([951] [76] ∧[505]),
45,Status zum Angebot oder Anfrage,SG15,,,,,,Muss,
46,Status zum Angebot oder Anfrage,SG15,,,,,,Muss,
47,Status zum Angebot oder Anfrage,SG15,STS,,,,,Muss,
48,Status zum Angebot oder Anfrage,SG15,STS,9015,Z20,,Status des referenziertenDokuments,X,Status des referenziertenDokuments
49,Status zum Angebot oder Anfrage,SG15,STS,4405,Z32,,abgelehnt,X,abgelehnt
50,Status zum Angebot oder Anfrage,SG15,STS,9013,,,Code des Prüfschritts,X,
51,Status zum Angebot oder Anfrage,SG15,STS,1131,E_0205,,EBD Nr. E_0205,,EBD Nr. E_0205
52,Prüfidentifikator,SG15,,,,,,,
53,Prüfidentifikator,SG15,,,,,,Muss,
54,Prüfidentifikator,SG15,RFF,,,,,Muss,
55,Prüfidentifikator,SG15,RFF,1153,Z13,,Prüfidentifikator,X,Prüfidentifikator
56,Prüfidentifikator,SG15,RFF,1154,21032,,WiM /Angebotsablehnung (LFan MSB),,WiM /Angebotsablehnung (LFan MSB)
57,Referenziertes Angebot / Anfrage,SG15,,,,,,,
58,Referenziertes Angebot / Anfrage,SG15,,,,,,Muss,
59,Referenziertes Angebot / Anfrage,SG15,RFF,,,,,Muss,
60,Referenziertes Angebot / Anfrage,SG15,RFF,1153,AAG,,Angebotsnummer,,Angebotsnummer
61,Referenziertes Angebot / Anfrage,SG15,RFF,1154,,,Dokumenten-/Vorgangsnummerder Bezugsnachricht,X [502],
62,Frühester Zeitpunkt,SG15,,,,,,,
63,Frühester Zeitpunkt,SG15,,,,,,Muss [30],
64,Frühester Zeitpunkt,SG15,DTM,,,,,Muss [30],
65,Frühester Zeitpunkt,SG15,DTM,2005,469,,"Startdatum oder -zeitpunkt, frühestes/r",X,"Startdatum oder -zeitpunkt, frühestes/r"
66,Frühester Zeitpunkt,SG15,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [UB1],
67,Frühester Zeitpunkt,SG15,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
68,Sendungspositionseinzelhei ten,SG25,,,,,,Muss [87],
69,Sendungspositionseinzelhei ten,SG25,,,,,,Muss [87],
70,Sendungspositionseinzelhei ten,SG25,GID,,,,,Muss,
71,Sendungspositionseinzelhei ten,SG25,GID,1496,,,Sendungsposition,X,
72,Freier Text,SG25,,,,,,,
73,Freier Text,SG25,,,,,,Muss,
74,Freier Text,SG25,FTX,,,,,Muss,
75,Freier Text,SG25,FTX,4451,ACB,,ZusätzlicheInformationen (fürallgemeine Hinweise),X,ZusätzlicheInformationen (fürallgemeine Hinweise)
76,Freier Text,SG25,FTX,4440,,,Freier Text,X,
77,Nachrichten-Endesegment,,,,,,,Muss,
78,Nachrichten-Endesegment,,UNT,0074,,,Anzahl der Segmente in einerNachricht,X,
79,Nachrichten-Endesegment,,UNT,0062,,,Nachrichten-Referenznummer,X,
