,Segmentname,Segmentgruppe,Segment,Datenelement,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedingung
0,Nachrichten-Kopfsegment,,,,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,,,,,Muss,
2,Nachrichten-Kopfsegment,,UNH,0062,,,Nachrichten-Referenznummer,X,
3,Nachrichten-Kopfsegment,,UNH,0065,REQOTE,,Anfrage,X,
4,Nachrichten-Kopfsegment,,UNH,0052,D,,Entwurfs-Version,X,
5,Nachrichten-Kopfsegment,,UNH,0054,10A,,Ausgabe 2010 - A,X,
6,Nachrichten-Kopfsegment,,UNH,0051,UN,,UN/CEFACT,X,
7,Nachrichten-Kopfsegment,,UNH,0057,1.3,,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung,X,
8,Beginn der Nachricht,,,,,,,Muss,
9,Beginn der Nachricht,,BGM,,,,,Muss,
10,Beginn der Nachricht,,BGM,1001,Z74,,Bestellung eines Angebotseiner Konfiguration,X [36],
11,Beginn der Nachricht,,BGM,1001,Z82,,Bestellung eines Angebotseiner Konfiguration durchden LF,X [35],"[35] Wenn MP-ID in SG11 NAD+MS mit Rolle LF vorhanden 
[36] Wenn MP-ID in SG11 NAD+MS mit Rolle NB vorhanden"
12,Beginn der Nachricht,,BGM,1004,,,Dokumentennummer,X,
13,Nachrichtendatum,,,,,,,Muss,
14,Nachrichtendatum,,DTM,,,,,Muss,
15,Nachrichtendatum,,DTM,2005,137,,Dokumenten-/Nachrichtendatum/-zeit,X,
16,Nachrichtendatum,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt. 
[931] Format: ZZZ = +00"
17,Nachrichtendatum,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,
18,Datum zum geplanten Leistungsbeginn,,,,,,,Muss [16],
19,Datum zum geplanten Leistungsbeginn,,DTM,,,,,Muss [16],[16] Wenn SG1 RFF+Z41 (Referenznummer des Vorgangs der Anmeldung nach WiM) nicht vorhanden 
20,Datum zum geplanten Leistungsbeginn,,DTM,2005,76,,"Lieferdatum/-zeit, geplant",X,
21,Datum zum geplanten Leistungsbeginn,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [UB1],
22,Datum zum geplanten Leistungsbeginn,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,
23,Grund des Angebots,,,,,,,Muss,
24,Grund des Angebots,,IMD,,,,,Muss,
25,Grund des Angebots,,IMD,7081,Z55,,Änderung Konfiguration,X,
26,Grund des Angebots,,IMD,7081,Z64,,Neukonfiguration,X,
27,Prüfidentifikator,SG1,,,,,,Muss,
28,Prüfidentifikator,SG1,,,,,,Muss,
29,Prüfidentifikator,SG1,RFF,,,,,Muss,
30,Prüfidentifikator,SG1,RFF,1153,Z13,,Prüfidentifikator,X,
31,Prüfidentifikator,SG1,RFF,1154,35004,,Anfrage einer Konfiguration,X,
32,Referenznummer des Vorgangs der Anmeldung nach WiM,SG1,,,,,,Muss [15],
33,Referenznummer des Vorgangs der Anmeldung nach WiM,SG1,,,,,,Muss [15],[15] Wenn DTM+76 (Datum zum geplanten Leistungsbeginn) nicht vorhanden 
34,Referenznummer des Vorgangs der Anmeldung nach WiM,SG1,RFF,,,,,Muss,
35,Referenznummer des Vorgangs der Anmeldung nach WiM,SG1,RFF,1153,Z41,,Referenznummer desVorgangs der Anmeldungnach WiM,X,
36,Referenznummer des Vorgangs der Anmeldung nach WiM,SG1,RFF,1154,,,"Referenz, Identifikation",X [507],[507] Hinweis: Vorgangsnummer aus SG4 IDE+24 DE7402 der UTILMD mit BGM+E01 mit der die Anmeldung des MSB-Wechsels erfolgt ist.
37,Referenznummer der Nachricht der betroffenen Antwort auf Bestellung ,SG1,,,,,,Muss [18],
38,Referenznummer der Nachricht der betroffenen Antwort auf Bestellung ,SG1,,,,,,Muss [18],[18] Wenn IMD++Z55 (Änderung Konfiguration) vorhanden
39,Referenznummer der Nachricht der betroffenen Antwort auf Bestellung ,SG1,RFF,,,,,Muss,
40,Referenznummer der Nachricht der betroffenen Antwort auf Bestellung ,SG1,RFF,1153,Z42,,Referenznummer derNachricht der betroffenenAntwort auf Bestellung(Bestellbestätigung),X,
41,Referenznummer der Nachricht der betroffenen Antwort auf Bestellung ,SG1,RFF,1154,,,"Referenz, Identifikation",X [508],[508] Hinweis: Wert aus BGM+Z73 DE1004 der IFTSTA mit der die Antwort auf die Bestellung der Konfiguration übermittelt wurde
42,Referenznummer des Vorgangs der betroffenen Antwort auf Bestellung,SG1,,,,,,Muss [18],
43,Referenznummer des Vorgangs der betroffenen Antwort auf Bestellung,SG1,,,,,,Muss [18],[18] Wenn IMD++Z55 (Änderung Konfiguration) vorhanden
44,Referenznummer des Vorgangs der betroffenen Antwort auf Bestellung,SG1,RFF,,,,,Muss,
45,Referenznummer des Vorgangs der betroffenen Antwort auf Bestellung,SG1,RFF,1153,Z43,,Referenznummer desVorgangs der betroffenenAntwort auf Bestellung(Bestellbestätigung),X,
46,Referenznummer des Vorgangs der betroffenen Antwort auf Bestellung,SG1,RFF,1154,,,"Referenz, Identifikation",X [509],[509] Hinweis: Vorgangsnummer aus CNI DE1490 der IFTSTA mit BGM+Z73 mit der die Antwort auf die Bestellung der Konfiguration übermittelt wurde
47,MP-ID des NB des Vorgangs der Anmeldung nach WiM,SG11,,,,,,Muss [17],
48,MP-ID des NB des Vorgangs der Anmeldung nach WiM,SG11,,,,,,Muss [17],[17] Wenn SG1 RFF+Z41 (Referenznummer des Vorgangs der Anmeldung nach WiM) vorhanden 
49,MP-ID des NB des Vorgangs der Anmeldung nach WiM,SG11,NAD,,,,,Muss,
50,MP-ID des NB des Vorgangs der Anmeldung nach WiM,SG11,NAD,3035,,,,DDM,
51,MP-ID des NB des Vorgangs der Anmeldung nach WiM,SG11,NAD,3039,,,"Beteiligter, Identifikation",X [10],[10] MP-ID nur aus Sparte Strom
52,MP-ID des NB des Vorgangs der Anmeldung nach WiM,SG11,NAD,3055,9,,GS1,X,
53,MP-ID des NB des Vorgangs der Anmeldung nach WiM,SG11,NAD,3055,293,,"DE, BDEW (Bundesverbandder Energie- undWasserwirtschaft e.V.)",X,
54,MP-ID Absender,SG11,,,,,,Muss,
55,MP-ID Absender,SG11,,,,,,Muss,
56,MP-ID Absender,SG11,NAD,,,,,Muss,
57,MP-ID Absender,SG11,NAD,3035,Nachrichtenaussteller bzw.-absender,,,MS,
58,MP-ID Absender,SG11,NAD,3039,,,MP-ID,X [10],[10] MP-ID nur aus Sparte Strom
59,MP-ID Absender,SG11,NAD,3055,9,,GS1,X,
60,MP-ID Absender,SG11,NAD,3055,293,,"DE, BDEW (Bundesverbandder Energie- undWasserwirtschaft e.V.)",X,
61,Ansprechpartner,SG14,,,,,,Muss,
62,Ansprechpartner,SG14,,,,,,Muss,
63,Ansprechpartner,SG14,CTA,,,,,Muss,
64,Ansprechpartner,SG14,CTA,3139,,,,IC,
65,Ansprechpartner,SG14,CTA,3412,,,Kontakt,X,
66,Kommunikationsverbindung,SG14,,,,,,,
67,Kommunikationsverbindung,SG14,,,,,,Muss,
68,Kommunikationsverbindung,SG14,COM,,,,,Muss,
69,Kommunikationsverbindung,SG14,COM,3148,,,"Kommunikationsadresse,Identifikation",X,
70,Kommunikationsverbindung,SG14,COM,3155,EM,,Elektronische Post,X [1P0..1],
71,Kommunikationsverbindung,SG14,COM,3155,FX,,Telefax,X [1P0..1],
72,Kommunikationsverbindung,SG14,COM,3155,TE,,Telefon,X [1P0..1],
73,Kommunikationsverbindung,SG14,COM,3155,AJ,,weiteres Telefon,X [1P0..1],
74,Kommunikationsverbindung,SG14,COM,3155,AL,,Handy,X [1P0..1],
75,MP-ID Empfänger,SG11,,,,,,Muss,
76,MP-ID Empfänger,SG11,,,,,,Muss,
77,MP-ID Empfänger,SG11,NAD,,,,,Muss,
78,MP-ID Empfänger,SG11,NAD,3035,,,,MR,
79,MP-ID Empfänger,SG11,NAD,3039,,,MP-ID,X [10],[10] MP-ID nur aus Sparte Strom
80,MP-ID Empfänger,SG11,NAD,3055,9,,GS1,X,
81,MP-ID Empfänger,SG11,NAD,3055,293,,"DE, BDEW (Bundesverbandder Energie- undWasserwirtschaft e.V.)",X,
82,"Liefer-, bzw. Bezugsort",SG11,,,,,,Muss,
83,"Liefer-, bzw. Bezugsort",SG11,,,,,,Muss,
84,"Liefer-, bzw. Bezugsort",SG11,NAD,,,,,Muss,
85,"Liefer-, bzw. Bezugsort",SG11,NAD,3035,,,,DP,
86,Meldepunkt,SG11,,,,,,,
