,Segmentname,Segmentgruppe,Segment,Datenelement,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedinung
0,Nachrichtenanfang,,,,,,,Muss,
1,Nachrichtenanfang,,UNH,0062,,,Nachrichten-Referenznummer,X,
2,Nachrichtenanfang,,UNH,0065,INVOIC,,Rechnung,X,Rechnung
3,Nachrichtenanfang,,UNH,0052,D,,Entwurfs-Version,X,Entwurfs-Version
4,Nachrichtenanfang,,UNH,0054,06A,,Ausgabe 2006 - A,X,Ausgabe 2006 - A
5,Nachrichtenanfang,,UNH,0051,UN,,UN/CEFACT,X,UN/CEFACT
6,Nachrichtenanfang,,UNH,0057,2.8b,,VersionsnummerderzugrundeliegendenBDEW-Nachrichtenbeschreibung,X,VersionsnummerderzugrundeliegendenBDEW-Nachrichtenbeschreibung
7,Rechnungsnummer,,,,,,,Muss,
8,Rechnungsnummer,,BGM,1001,380,,Handelsrechnung,X,Handelsrechnung
9,Rechnungsnummer,,BGM,1004,,,Dokumentennummer,X,
10,Rechnungsnummer,,BGM,1225,7,,Duplikat,X,Duplikat
11,Nachrichtendatum,,,,,,,Muss,
12,Nachrichtendatum,,DTM,2005,137,,Dokumenten-/Nachrichtendatum/-zeit,X,Dokumenten-/Nachrichtendatum/-zeit
13,Nachrichtendatum,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931],
14,Nachrichtendatum,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
15,Bearbeitungs-/ Verarbeitungsdatum,,,,,,,Muss,
16,Bearbeitungs-/ Verarbeitungsdatum,,DTM,2005,9,,Bearbeitungs-/Verarbeitungsdatum/-zeit,X,Bearbeitungs-/Verarbeitungsdatum/-zeit
17,Bearbeitungs-/ Verarbeitungsdatum,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931],
18,Bearbeitungs-/ Verarbeitungsdatum,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
19,Abrechnungszeitraum Beginn,,,,,,,Soll [2],
20,Abrechnungszeitraum Beginn,,DTM,2005,155,,"Rechnungsperiode,Beginndatum",X,"Rechnungsperiode,Beginndatum"
21,Abrechnungszeitraum Beginn,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [UB3],
22,Abrechnungszeitraum Beginn,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
23,Abrechnungszeitraum Ende,,,,,,,Soll [2],
24,Abrechnungszeitraum Ende,,DTM,2005,156,,"Rechnungsperiode,Endedatum",X,"Rechnungsperiode,Endedatum"
25,Abrechnungszeitraum Ende,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [UB3],
26,Abrechnungszeitraum Ende,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
27,vorläufiger Abrechnungszeitraum Beginn,,,,,,,,
28,vorläufiger Abrechnungszeitraum Beginn,,DTM,2005,Z42,,vorläufigerAbrechnungszeitraum Beginn,,vorläufigerAbrechnungszeitraum Beginn
29,vorläufiger Abrechnungszeitraum Beginn,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",,
30,vorläufiger Abrechnungszeitraum Beginn,,DTM,2379,303,,CCYYMMDDHHMMZZZ,,CCYYMMDDHHMMZZZ
31,vorläufiger Abrechnungszeitraum Ende,,,,,,,,
32,vorläufiger Abrechnungszeitraum Ende,,DTM,2005,Z43,,vorläufigerAbrechnungszeitraum Ende,,vorläufigerAbrechnungszeitraum Ende
33,vorläufiger Abrechnungszeitraum Ende,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",,
34,vorläufiger Abrechnungszeitraum Ende,,DTM,2379,303,,CCYYMMDDHHMMZZZ,,CCYYMMDDHHMMZZZ
35,Ausführungsdatum,,,,,,,Soll [3],
36,Ausführungsdatum,,DTM,2005,203,,Ausführungsdatum/-zeit,X,Ausführungsdatum/-zeit
37,Ausführungsdatum,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931],
38,Ausführungsdatum,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,CCYYMMDDHHMMZZZ
39,Rechnungstyp,,,,,,,Muss,
40,Rechnungstyp,,IMD,7081,ABR,,Abschlussrechnung,,Abschlussrechnung
41,Meldeinformationen,,,,,,,Soll [4],
42,Meldeinformationen,,FTX,4451,REG,,Meldeinformationen,X,Meldeinformationen
43,Meldeinformationen,,FTX,4441,RCH,,Reverse Chargegemäß §13b UStG /Steuerschuldnerschaft desLeistungsempfängers,X,Reverse Chargegemäß §13b UStG /Steuerschuldnerschaft desLeistungsempfängers
44,Spezifikation der Sonderrechnung,,,,,,,,
45,Spezifikation der Sonderrechnung,,GEI,9649,Z01,,Art derSonderrechnung,,Art derSonderrechnung
46,Spezifikation der Sonderrechnung,,GEI,7365,Z01,,Konzessionsabgabe(Testat),,Konzessionsabgabe(Testat)
47,Prüfidentifikator,SG1,,,,,,Muss,
48,Prüfidentifikator,SG1,,,,,,Muss,
49,Prüfidentifikator,SG1,RFF,,,,,Muss,
50,Prüfidentifikator,SG1,RFF,1153,Z13,,Prüfidentifikator,X,Prüfidentifikator
51,Prüfidentifikator,SG1,RFF,1154,31001,,Abschlagsrechnung,,Abschlagsrechnung
52,Referenz auf Ursprungsrechnungsnum mer,SG1,,,,,,,
53,Referenz auf Ursprungsrechnungsnum mer,SG1,,,,,,,
54,Referenz auf Ursprungsrechnungsnum mer,SG1,RFF,,,,,,
55,Referenz auf Ursprungsrechnungsnum mer,SG1,RFF,1153,OI,,Ursprungsrechnungsnummer,,Ursprungsrechnungsnummer
56,Referenz auf Ursprungsrechnungsnum mer,SG1,RFF,1154,,,"Referenz, Identifikation",,
57,Referenzdatum,SG1,,,,,,,
58,Referenzdatum,SG1,,,,,,,
59,Referenzdatum,SG1,DTM,,,,,,
60,Referenzdatum,SG1,DTM,2005,171,,Referenzdatum/-zeit,,Referenzdatum/-zeit
61,Referenzdatum,SG1,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",,
62,Referenzdatum,SG1,DTM,2379,303,,CCYYMMDDHHMMZZZ,,CCYYMMDDHHMMZZZ
63,Referenz auf Nummer des zugehörigen Dokuments,SG1,,,,,,Muss,
64,Referenz auf Nummer des zugehörigen Dokuments,SG1,,,,,,Muss,
65,Referenz auf Nummer des zugehörigen Dokuments,SG1,RFF,,,,,Muss,
66,Referenz auf Nummer des zugehörigen Dokuments,SG1,RFF,1153,ACE,,Nummer deszugehörigenDokuments,X,Nummer deszugehörigenDokuments
67,Referenz auf Nummer des zugehörigen Dokuments,SG1,RFF,1154,,,"Referenz, Identifikation",X [501],
68,Name und Anschrift des Nachrichtensenders,SG2,,,,,,Muss,
69,Name und Anschrift des Nachrichtensenders,SG2,,,,,,Muss,
70,Name und Anschrift des Nachrichtensenders,SG2,NAD,,,,,Muss,
71,Name und Anschrift des Nachrichtensenders,SG2,NAD,3035,MS,,Dokumenten-/Nachrichtenaussteller bzw. -absender,X,Dokumenten-/Nachrichtenaussteller bzw. -absender
72,Name und Anschrift des Nachrichtensenders,SG2,NAD,3039,,,MP-ID,X,
73,Name und Anschrift des Nachrichtensenders,SG2,NAD,3055,9,,GS1,X,GS1
74,Name und Anschrift des Nachrichtensenders,SG2,NAD,3036,,,Beteiligter,X,
75,Name und Anschrift des Nachrichtensenders,SG2,NAD,3045,Z01,,Struktur vonPersonennamen,X,Struktur vonPersonennamen
76,Name und Anschrift des Nachrichtensenders,SG2,NAD,3042,,,Straße und Hausnummeroder Postfach,S [7],
77,Name und Anschrift des Nachrichtensenders,SG2,NAD,3164,,,Ort,M,
78,Name und Anschrift des Nachrichtensenders,SG2,NAD,3251,,,"Postleitzahl, Code",X,
79,Name und Anschrift des Nachrichtensenders,SG2,NAD,3207,,,"Ländername, Code",X,
80,"Steuernummer, Umsatzsteuernummer",SG3,,,,,,Muss,
81,"Steuernummer, Umsatzsteuernummer",SG3,,,,,,Muss,
82,"Steuernummer, Umsatzsteuernummer",SG3,RFF,,,,,Muss,
83,"Steuernummer, Umsatzsteuernummer",SG3,RFF,1153,VA,,Umsatzsteuernummer,X,Umsatzsteuernummer
84,"Steuernummer, Umsatzsteuernummer",SG3,RFF,1154,,,"Referenz, Identifikation",X,
85,Ansprechpartner,SG5,,,,,,Kann,
86,Ansprechpartner,SG5,,,,,,Kann,
87,Ansprechpartner,SG5,CTA,,,,,Muss,
