,Segmentname,Segmentgruppe,Segment,Datenelement,Segment ID,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedingung
0,Nachrichten-Kopfsegment,,UNH,,,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,0062,,,,Nachrichten-Referenznummer,X,
2,Nachrichten-Kopfsegment,,UNH,0065,,ORDERS,,Bestellung,X,
3,Nachrichten-Kopfsegment,,UNH,0052,,D,,Entwurfs-Version,X,
4,Nachrichten-Kopfsegment,,UNH,0054,,09B,,Ausgabe 2009 - B,X,
5,Nachrichten-Kopfsegment,,UNH,0051,,UN,,UN/CEFACT,X,
6,Nachrichten-Kopfsegment,,UNH,0057,,1.2a,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,
7,Beginn der Nachricht,,BGM,,,,,,Muss,
8,Beginn der Nachricht,,BGM,1001,,Z10,,Geräteübernahme,X,
9,Beginn der Nachricht,,BGM,1004,,,,Dokumentennummer,X,
10,Nachrichtendatum,,DTM,,,,,,Muss,
11,Nachrichtendatum,,DTM,2005,,137,,Dokumenten-/ Nachrichtendatum/-zeit,X,
12,Nachrichtendatum,,DTM,2380,,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt.
[931] Format: ZZZ = +00"
13,Nachrichtendatum,,DTM,2379,,303,,CCYYMMDDHHMMZZZ,X,
14,Ausführungsdatum,,DTM,,,,,,Muss,
15,Ausführungsdatum,,DTM,2005,,203,,Ausführungsdatum/-zeit,X,
16,Ausführungsdatum,,DTM,2380,,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [UB3],
17,Ausführungsdatum,,DTM,2379,,303,,CCYYMMDDHHMMZZZ,X,
18,Produkt-/ Leistungsbeschreibung,,IMD,,,,,,Muss [502],[502] Hinweis: Der Qualifier in DE7081 muss aus der in SG1 referenzierten QUOTES übernommen werden
19,Produkt-/ Leistungsbeschreibung,,IMD,7081,,Z07,,Kauf,X,
20,Produkt-/ Leistungsbeschreibung,,IMD,7081,,Z08,,Nutzungsüberlassung,X,
21,Referenz Nachrichtennummer,SG1,,,,,,,Muss,
22,Referenz Nachrichtennummer,SG1,RFF,,,,,,Muss,
23,Referenz Nachrichtennummer,SG1,RFF,1153,,AAG,,Angebotsnummer,X,
24,Referenz Nachrichtennummer,SG1,RFF,1154,,,,Nachrichtennummer,X [530],[530] Hinweis: Wert aus BGM+310 DE1004 der QUOTES mit der das Angebot erfolgt ist.
25,Prüfidentifikator,SG1,,,,,,,Muss,
26,Prüfidentifikator,SG1,RFF,,,,,,Muss,
27,Prüfidentifikator,SG1,RFF,1153,,Z13,,Prüfidentifikator,X,
28,Prüfidentifikator,SG1,RFF,1154,,17001,,Bestellung Geräteübernahme,X,
29,MP-ID Absender,SG2,,,,,,,Muss,
30,MP-ID Absender,SG2,NAD,,,,,,Muss,
31,MP-ID Absender,SG2,NAD,3035,,Nachrichtenaussteller bzw. -absender,,,MS,
32,MP-ID Absender,SG2,NAD,3039,,,,MP-ID,X,
33,MP-ID Absender,SG2,NAD,3055,,9,,GS1,X,
34,MP-ID Absender,SG2,NAD,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,
35,MP-ID Absender,SG2,NAD,3055,,332,,"DE, DVGW Service & Consult GmbH",X,
36,Ansprechpartner,SG5,,,,,,,Muss,
37,Ansprechpartner,SG5,CTA,,,,,,Muss,
38,Ansprechpartner,SG5,CTA,3139,,,,,IC,
39,Ansprechpartner,SG5,CTA,3412,,,,Kontakt,X [503],[503] Hinweis: Angabe eines technischen Ansprechpartners für die Geräteübernahme
40,Kommunikationsverbindung,SG5,COM,,,,,,Muss,
41,Kommunikationsverbindung,SG5,COM,3148,,,,"Kommunikationsadresse, Identifikation",X,
42,Kommunikationsverbindung,SG5,COM,3155,,EM,,Elektronische Post,X [1P0..1],
43,Kommunikationsverbindung,SG5,COM,3155,,FX,,Telefax,X [1P0..1],
44,Kommunikationsverbindung,SG5,COM,3155,,TE,,Telefon,X [1P0..1],
45,Kommunikationsverbindung,SG5,COM,3155,,AJ,,weiteres Telefon,X [1P0..1],
46,Kommunikationsverbindung,SG5,COM,3155,,AL,,Handy,X [1P0..1],
47,MP-ID Empfänger,SG2,,,,,,,Muss,
48,MP-ID Empfänger,SG2,NAD,,,,,,Muss,
49,MP-ID Empfänger,SG2,NAD,3035,,,,,MR,
50,MP-ID Empfänger,SG2,NAD,3039,,,,MP-ID,X,
51,MP-ID Empfänger,SG2,NAD,3055,,9,,GS1,X,
52,MP-ID Empfänger,SG2,NAD,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,
53,MP-ID Empfänger,SG2,NAD,3055,,332,,"DE, DVGW Service & Consult GmbH",X,
54,Meldepunkt,SG2,,,,,,,Muss,
55,Meldepunkt,SG2,NAD,,,,,,Muss,
56,Meldepunkt,SG2,NAD,3035,,,,,DP,
57,Meldepunkt,SG2,LOC,,,,,,Muss,
58,Meldepunkt,SG2,LOC,3227,,,,,172,
59,Meldepunkt,SG2,LOC,3225,,,,Identifikator,X [951] [522],"[522] Hinweis: Verwendung der ID der Messlokation
[951] Format: Zählpunktbezeichnung"
60,Währungsangaben,SG7,,,,,,,Muss,
61,Währungsangaben,SG7,CUX,,,,,,Muss,
62,Währungsangaben,SG7,CUX,6347,,2,,Referenzwährung,X,
63,Währungsangaben,SG7,CUX,6345,,EUR,,Euro,X,
64,Währungsangaben,SG7,CUX,6343,,9,,Auftragswährung,X,
65,Positionsdaten,SG29,,,,,,,Muss,
66,Positionsdaten,SG29,LIN,,,,,,Muss,
67,Positionsdaten,SG29,LIN,1082,,,,Positionsnummer,X [911],"[911] Format: Mögliche Werte: 1 bis n, je Nachricht oder Segmentgruppe bei 1 beginnend und fortlaufend aufsteigend"
