,Segmentname,Segmentgruppe,Segment,Datenelement,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedingung
0,Nachrichten-Kopfsegment,,,,,,,Muss,
1,Nachrichten-Kopfsegment,,UNH,0062,,,Nachrichten-Referenznummer,X,
2,Nachrichten-Kopfsegment,,UNH,0065,ORDERS,,Bestellung,X,
3,Nachrichten-Kopfsegment,,UNH,0052,D,,Entwurfs-Version,X,
4,Nachrichten-Kopfsegment,,UNH,0054,09B,,Ausgabe 2009 - B,X,
5,Nachrichten-Kopfsegment,,UNH,0051,UN,,UN/CEFACT,X,
6,Nachrichten-Kopfsegment,,UNH,0057,1.2a,,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung,X,
7,Beginn der Nachricht,,,,,,,Muss,
8,Beginn der Nachricht,,BGM,1001,Z51,,Sperrung,X,
9,Beginn der Nachricht,,BGM,1001,Z52,,Entsperrung,,
10,Beginn der Nachricht,,BGM,1004,,,Dokumentennummer,X,
11,Nachrichtendatum,,,,,,,Muss,
12,Nachrichtendatum,,DTM,2005,137,,Dokumenten-/Nachrichtendatum/-zeit,X,
13,Nachrichtendatum,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931][494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt. 
[931] Format: ZZZ = +00"
14,Nachrichtendatum,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,
15,Ausführungsdatum,,,,,,,Muss,
16,Ausführungsdatum,,DTM,2005,203,,Ausführungsdatum/-zeit,X,
17,Ausführungsdatum,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931],[931] Format: ZZZ = +00
18,Ausführungsdatum,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,
19,Beginn zum (nächstmöglichen Termin),,,,,,,,
20,Beginn zum (nächstmöglichen Termin),,DTM,2005,469,,"Startdatum oder -zeitpunkt, frühestes/r",,
21,Beginn zum (nächstmöglichen Termin),,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",,[931] Format: ZZZ = +00
22,Beginn zum (nächstmöglichen Termin),,DTM,2379,303,,CCYYMMDDHHMMZZZ,,
23,Produkt-/ Leistungsbeschreibung,,,,,,,,
24,Produkt-/ Leistungsbeschreibung,,IMD,7081,Z53,,innerhalb der Arbeitszeit,,
25,Produkt-/ Leistungsbeschreibung,,IMD,7081,Z54,,auch außerhalb derArbeitszeit,,
26,Prüfidentifikator,SG1,,,,,,Muss,
27,Prüfidentifikator,SG1,,,,,,Muss,
28,Prüfidentifikator,SG1,RFF,,,,,Muss,
29,Prüfidentifikator,SG1,RFF,1153,Z13,,Prüfidentifikator,X,
30,Prüfidentifikator,SG1,RFF,1154,17115,,Sperrauftrag,,
31,Prüfidentifikator,SG1,RFF,1154,17116,,Anfrage Sperrung,X,
32,Prüfidentifikator,SG1,RFF,1154,17117,,Entsperrauftrag,,
33,MP-ID Absender,SG2,,,,,,Muss,
34,MP-ID Absender,SG2,,,,,,Muss,
35,MP-ID Absender,SG2,NAD,,,,,Muss,
36,MP-ID Absender,SG2,NAD,3035,MS,,Dokumenten-/Nachrichtenausstellerbzw. -absender,X,
37,MP-ID Absender,SG2,NAD,3039,,,MP-ID,X [61],[61] MP-ID nur aus Sparte Strom
38,MP-ID Absender,SG2,NAD,3055,9,,GS1,X,
39,MP-ID Absender,SG2,NAD,3055,293,,"DE, BDEW(Bundesverband derEnergie- undWasserwirtschaft e.V.)",X,
40,Ansprechpartner,SG5,,,,,,Muss,
41,Ansprechpartner,SG5,,,,,,Muss,
42,Ansprechpartner,SG5,CTA,,,,,Muss,
43,Ansprechpartner,SG5,CTA,3139,IC,,Informationskontakt,X,
44,Ansprechpartner,SG5,CTA,3412,,,Kontakt,X,
45,Kommunikationsverbindung,SG5,,,,,,,
46,Kommunikationsverbindung,SG5,,,,,,Muss,
47,Kommunikationsverbindung,SG5,COM,,,,,Muss,
48,Kommunikationsverbindung,SG5,COM,3148,,,"Kommunikationsadresse,Identifikation",X,
49,Kommunikationsverbindung,SG5,COM,3155,EM,,Elektronische Post,X [1P0..1],
50,Kommunikationsverbindung,SG5,COM,3155,FX,,Telefax,X [1P0..1],
51,MP-ID Empfänger,SG2,,,,,,Muss,
52,MP-ID Empfänger,SG2,,,,,,Muss,
53,MP-ID Empfänger,SG2,NAD,,,,,Muss,
54,MP-ID Empfänger,SG2,NAD,3035,MR,,Nachrichtenempfänger,X,
55,MP-ID Empfänger,SG2,NAD,3039,,,MP-ID,X [61],[61] MP-ID nur aus Sparte Strom
56,MP-ID Empfänger,SG2,NAD,3055,9,,GS1,X,
57,MP-ID Empfänger,SG2,NAD,3055,293,,"DE, BDEW(Bundesverband derEnergie- undWasserwirtschaft e.V.)",X,
58,Meldepunkt,SG2,,,,,,Muss,
59,Meldepunkt,SG2,,,,,,Muss,
60,Meldepunkt,SG2,NAD,,,,,Muss,
61,Meldepunkt,SG2,NAD,3035,DP,,Lieferanschrift,X,
62,Meldepunkt,SG2,,,,,,,
63,Meldepunkt,SG2,,,,,,Muss,
64,Meldepunkt,SG2,LOC,,,,,Muss,
65,Meldepunkt,SG2,LOC,3227,172,,Meldepunkt,X,
66,Meldepunkt,SG2,LOC,3225,,,Identifikator,X [950][521],"[521] Hinweis: Verwendung der ID der Marktlokation 
[950] Format: Marktlokations-ID"
67,Adresse für Treffpunkt,SG2,,,,,,Kann,
68,Adresse für Treffpunkt,SG2,,,,,,Kann,
69,Adresse für Treffpunkt,SG2,NAD,,,,,Muss,
70,Adresse für Treffpunkt,SG2,NAD,3035,Z24,,Treffpunkt,X,
71,Adresse für Treffpunkt,SG2,NAD,3124,,,Zusatzinformation zurIdentifizierung,K,
72,Adresse für Treffpunkt,SG2,NAD,3042,,,Straße und Hausnummer oderPostfach,M [57],[57] Wenn im selben SG2 NAD DE3124 nicht vorhanden
73,Adresse für Treffpunkt,SG2,NAD,3164,,,Ort,X,
74,Adresse für Treffpunkt,SG2,NAD,3251,,,"Postleitzahl, Code",X,
75,Adresse für Treffpunkt,SG2,NAD,3207,,,"Ländername, Code",X,
76,Positionsdaten,SG29,,,,,,Kann [2092],
77,Positionsdaten,SG29,,,,,,Kann [2092],[2092] Pro Nachricht ist die SG29 maximal einmal anzugeben
78,Positionsdaten,SG29,LIN,,,,,Muss,
79,Positionsdaten,SG29,LIN,1082,,,Positionsnummer,X [903],[903] Format: Möglicher Wert: 1
80,Allgemeine Information (Feld für allgemeine Hinweise),SG29,,,,,,,
81,Allgemeine Information (Feld für allgemeine Hinweise),SG29,,,,,,Kann,
82,Allgemeine Information (Feld für allgemeine Hinweise),SG29,FTX,,,,,Kann,
83,Allgemeine Information (Feld für allgemeine Hinweise),SG29,FTX,4451,ACB,,ZusätzlicheInformationen (fürallgemeine Hinweise),X,
84,Allgemeine Information (Feld für allgemeine Hinweise),SG29,FTX,4440,,,Freier Text,X,
85,Abschnitts-Kontrollsegment,,,,,,,Muss,
86,Abschnitts-Kontrollsegment,,UNS,0081,S,,Trennung von Positions-und Summenteil,X,
87,Nachrichten-Endesegment,,,,,,,Muss,
88,Nachrichten-Endesegment,,UNT,0074,,,Anzahl der Segmente in einerNachricht,X,
89,Nachrichten-Endesegment,,UNT,0062,,,Nachrichten-Referenznummer,X,
