,Segmentname,Segmentgruppe,Segment,Datenelement,Code,Qualifier,Beschreibung,Bedingungsausdruck,Bedingung
0,Nachrichten-Kopfsegment,,,,,,,Muss,
1,UNH,,UNH,0062,,,Nachrichten-Referenznummer,X,
2,UNH,,UNH,0065,ORDRSP,,Bestellantwort,X,
3,UNH,,UNH,0052,D,,Entwurfs-Version,X,
4,UNH,,UNH,0054,10A,,Ausgabe 2010 - A,X,
5,UNH,,UNH,0051,UN,,UN/CEFACT,X,
6,UNH,,UNH,0057,1.3,,Versionsnummer derzugrundeliegendenBDEW-Nachrichtenbeschreibung,X,
7,Beginn der Nachricht,,,,,,,Muss,
8,BGM,,BGM,1001,Z11,,Weiterverpflichtung zumBetrieb der Messlokation,X,
9,BGM,,BGM,1004,,,Dokumentennummer,X,
10,Nachrichtendatum,,,,,,,Muss,
11,DTM,,DTM,2005,137,,Dokumenten-/Nachrichtendatum/-zeit,X,
12,DTM,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt. 
[931] Format: ZZZ = +00"
13,DTM,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,
14,verschobener Abmeldetermin,,,,,,,Muss,
15,DTM,,DTM,2005,Z02,,VerschobenerAbmeldetermin,X,
16,DTM,,DTM,2380,,,"Datum oder Uhrzeit oderZeitspanne, Wert",X [UB3] ∧ [503]∧ [504],"[503] Hinweis: Datum, bis zu dem der MSBA zur Fortführung verpflichtet wurde 
[504] Hinweis: Ggf. korrigiert bei einer Zeitangabe in der ORDERS, die außerhalb des max. möglichen Weiterverpflichtungszeitraum s ist. Als Antwort wird dann in SG2 AJT Zustimmung mit Terminänderung angegeben."
17,DTM,,DTM,2379,303,,CCYYMMDDHHMMZZZ,X,
18,Referenz Nachrichtennummer,SG1,,,,,,Muss,
19,Referenz Nachrichtennummer,SG1,,,,,,Muss,
20,Referenz Nachrichtennummer,SG1,RFF,,,,,Muss,
21,Referenz Nachrichtennummer,SG1,RFF,1153,ON,,Auftragsnummer(Einkauf),X,
22,Referenz Nachrichtennummer,SG1,RFF,1154,,,Referenz Nachrichtennummer,X,
23,Prüfidentifikator,SG1,,,,,,Muss,
24,Prüfidentifikator,SG1,,,,,,Muss,
25,Prüfidentifikator,SG1,RFF,,,,,Muss,
26,Prüfidentifikator,SG1,RFF,1153,Z13,,Prüfidentifikator,X,
27,Prüfidentifikator,SG1,RFF,1154,19003,,FortführungsbestätigungMSBA,X,
28,Prüfidentifikator,SG1,RFF,1154,19004,,Ablehnung Fortführung,,
29,Einzelheiten zu einer Anpassung/Änderung,SG2,,,,,,Muss,
30,Einzelheiten zu einer Anpassung/Änderung,SG2,,,,,,Muss,
31,Einzelheiten zu einer Anpassung/Änderung,SG2,AJT,,,,,Muss,
32,Einzelheiten zu einer Anpassung/Änderung,SG2,AJT,4465,,,Code des Prüfschritts,X,
33,Einzelheiten zu einer Anpassung/Änderung,SG2,AJT,1082,G_0072,,Codeliste Gas Nr.G_0072,X [493],
34,Einzelheiten zu einer Anpassung/Änderung,SG2,AJT,1082,G_0073S_0061S_0062,,Codeliste Gas Nr.G_0073Codeliste Strom Nr.S_0061Codeliste Strom Nr.S_0062,X [492],"[492] Wenn MP-ID in NAD+MR (Nachrichtenempfänger) aus Sparte Strom 
[493] Wenn MP-ID in NAD+MR (Nachrichtenempfänger) aus Sparte Gas"
35,MP-ID Absender,SG3,,,,,,Muss,
36,MP-ID Absender,SG3,,,,,,Muss,
37,MP-ID Absender,SG3,NAD,,,,,Muss,
38,MP-ID Absender,SG3,NAD,3035,MS,,Dokumenten-/Nachrichtenausstellerbzw. -absender,X,
39,MP-ID Absender,SG3,NAD,3039,,,MP-ID,X,
40,MP-ID Absender,SG3,NAD,3055,9,,GS1,X,
41,MP-ID Absender,SG3,NAD,3055,293,,"DE, BDEW(Bundesverband derEnergie- undWasserwirtschaft e.V.)",X,
42,MP-ID Absender,SG3,NAD,3055,332,,"DE, DVGW Service &Consult GmbH",X,
43,Ansprechpartner,SG6,,,,,,Kann,
44,Ansprechpartner,SG6,,,,,,Kann,
45,Ansprechpartner,SG6,CTA,,,,,Muss,
46,Ansprechpartner,SG6,CTA,3139,IC,,Informationskontakt,X,
47,Ansprechpartner,SG6,CTA,3412,,,Kontakt,X,
48,Kommunikationsverbindung,SG6,,,,,,,
49,Kommunikationsverbindung,SG6,,,,,,Muss,
50,Kommunikationsverbindung,SG6,COM,,,,,Muss,
51,Kommunikationsverbindung,SG6,COM,3148,,,"Kommunikationsadresse,Identifikation",X,
52,Kommunikationsverbindung,SG6,COM,3155,EM,,Elektronische Post,X [1P0..1],
53,Kommunikationsverbindung,SG6,COM,3155,FX,,Telefax,X [1P0..1],
54,Kommunikationsverbindung,SG6,COM,3155,TE,,Telefon,X [1P0..1],
55,Kommunikationsverbindung,SG6,COM,3155,AJ,,weiteres Telefon,X [1P0..1],
56,Kommunikationsverbindung,SG6,COM,3155,AL,,Handy,X [1P0..1],
57,MP-ID Empfänger,SG3,,,,,,Muss,
58,MP-ID Empfänger,SG3,,,,,,Muss,
59,MP-ID Empfänger,SG3,NAD,,,,,Muss,
60,MP-ID Empfänger,SG3,NAD,3035,MR,,Nachrichtenempfänger,X,
61,MP-ID Empfänger,SG3,NAD,3039,,,MP-ID,X,
62,MP-ID Empfänger,SG3,NAD,3055,9,,GS1,X,
63,MP-ID Empfänger,SG3,NAD,3055,293,,"DE, BDEW(Bundesverband derEnergie- undWasserwirtschaft e.V.)",X,
64,MP-ID Empfänger,SG3,NAD,3055,332,,"DE, DVGW Service &Consult GmbH",X,
65,Abschnitts-Kontrollsegment,,,,,,,Muss,
66,UNS,,UNS,0081,S,,Trennung von Positions-und Summenteil,X,
67,Nachrichten-Endesegment,,,,,,,Muss,
68,UNT,,UNT,0074,,,Anzahl der Segmente in einerNachricht,X,
69,UNT,,UNT,0062,,,Nachrichten-Referenznummer,X,
